"probe_id","gsym","entrez_id"
"201297_s_at","MOBK1B","55233"
"201298_s_at","MOBK1B","55233"
"201299_s_at","MOBK1B","55233"
"201300_s_at","PRNP","5621"
"201301_s_at","ANXA4","307"
"201302_at","ANXA4","307"
"201303_at","EIF4A3","9775"
"201304_at","NDUFA5","4698"
"201305_x_at","ANP32B","10541"
"201306_s_at","ANP32B","10541"
"201307_at","SEPT11","55752"
"201308_s_at","SEPT11","55752"
"201309_x_at","C5orf13","9315"
"201310_s_at","C5orf13","9315"
"201311_s_at","SH3BGRL","6451"
"201312_s_at","SH3BGRL","6451"
"201313_at","ENO2","2026"
"201314_at","STK25","10494"
"201315_x_at","IFITM2","10581"
"201316_at","PSMA2","5683"
"201317_s_at","PSMA2 ","5683 "
"201318_s_at","MRCL3 ","103910 "
"201319_at","MRCL3 ","10627 "
"201320_at","SMARCC2","6601"
"201321_s_at","SMARCC2","6601"
"201322_at","ATP5B","506"
"201323_at","EBNA1BP2","10969"
"201324_at","EMP1","2012"
"201325_s_at","EMP1","2012"
"201326_at","CCT6A","908"
"201327_s_at","CCT6A","908"
"201328_at","ETS2","2114"
"201329_s_at","ETS2","2114"
"201330_at","RARS","5917"
"201331_s_at","STAT6","6778"
"201332_s_at","STAT6","6778"
"201333_s_at","ARHGEF12","23365"
"201334_s_at","ARHGEF12","23365"
"201335_s_at","ARHGEF12","23365"
"201336_at","VAMP3","9341"
"201337_s_at","VAMP3","9341"
"201338_x_at","GTF3A","2971"
"201339_s_at","SCP2","6342"
"201340_s_at","ENC1","8507"
"201341_at","ENC1","8507"
"201342_at","SNRPC","6631"
"201343_at","UBE2D2","7322"
"201344_at","UBE2D2","7322"
"201345_s_at","UBE2D2","7322"
"201346_at","ADIPOR2","79602"
"201347_x_at","GRHPR","9380"
"201348_at","GPX3","2878"
"201349_at","SLC9A3R1","9368"
"201350_at","FLOT2","2319"
"201351_s_at","YME1L1","10730"
"201352_at","YME1L1","10730"
"201353_s_at","BAZ2A","11176"
"201354_s_at","BAZ2A","11176"
"201355_s_at","BAZ2A","11176"
"201356_at","SF3A1","10291"
"201357_s_at","SF3A1","10291"
"201358_s_at","COPB1","1315"
"201359_at","COPB1","1315"
"201360_at","CST3","1471"
"201361_at","TMEM109","79073"
"201362_at","IVNS1ABP","10625"
"201363_s_at","IVNS1ABP","10625"
"201364_s_at","OAZ2","4947"
"201365_at","OAZ2","4947"
"201366_at","ANXA7","310"
"201367_s_at","ZFP36L2","678"
"201368_at","ZFP36L2","678"
"201369_s_at","ZFP36L2","678"
"201370_s_at","CUL3","8452"
"201371_s_at","CUL3","8452"
"201372_s_at","CUL3","8452"
"201373_at","PLEC1","5339"
"201374_x_at","PPP2CB","5516"
"201375_s_at","PPP2CB","5516"
"201376_s_at","HNRPF","3185"
"201377_at","UBAP2L","9898"
"201378_s_at","UBAP2L","9898"
"201379_s_at","TPD52L2","7165"
"201380_at","CRTAP","10491"
"201381_x_at","CACYBP","27101"
"201382_at","CACYBP","27101"
"201383_s_at","NBR1 ","4077 "
"201384_s_at","NBR1 ","4077 "
"201385_at","DHX15","1665"
"201386_s_at","DHX15","1665"
"201387_s_at","UCHL1","7345"
"201388_at","PSMD3","5709"
"201389_at","ITGA5","3678"
"201390_s_at","CSNK2B","1460"
"201391_at","TRAP1","10131"
"201392_s_at","IGF2R","3482"
"201393_s_at","IGF2R","3482"
"201394_s_at","RBM5","10181"
"201395_at","RBM5","10181"
"201396_s_at","SGTA","6449"
"201397_at","PHGDH","26227"
"201398_s_at","TRAM1","23471"
"201399_s_at","TRAM1","23471"
"201400_at","PSMB3","5691"
"201401_s_at","ADRBK1","156"
"201402_at","ADRBK1","156"
"201403_s_at","MGST3","4259"
"201404_x_at","PSMB2","5690"
"201405_s_at","COPS6","10980"
"201406_at","RPL36A ","6173 "
"201407_s_at","PPP1CB","5500"
"201408_at","PPP1CB","5500"
"201409_s_at","PPP1CB","5500"
"201410_at","PLEKHB2","55041"
"201411_s_at","PLEKHB2","55041"
"201412_at","LRP10","26020"
"201413_at","HSD17B4","3295"
"201414_s_at","NAP1L4","4676"
"201415_at","GSS","2937"
"201416_at","SOX4","6659"
"201417_at","SOX4","6659"
"201418_s_at","SOX4","6659"
"201419_at","BAP1","8314"
"201420_s_at","WDR77","79084"
"201421_s_at","WDR77","79084"
"201422_at","IFI30","10437"
"201423_s_at","CUL4A","8451"
"201424_s_at","CUL4A","8451"
"201425_at","ALDH2","217"
"201426_s_at","VIM","7431"
"201427_s_at","SEPP1","6414"
"201428_at","CLDN4","1364"
"201429_s_at","PLK1 ","5347 "
"201430_s_at","DPYSL3","1809"
"201431_s_at","DPYSL3","1809"
"201432_at","CAT","847"
"201433_s_at","PTDSS1","9791"
"201434_at","TTC1","7265"
"201435_s_at","EIF4E","1977"
"201436_at","EIF4E","1977"
"201437_s_at","EIF4E","1977"
"201438_at","COL6A3","1293"
"201439_at","GBF1","8729"
"201440_at","DDX23","9416"
"201441_at","COX6B1","1340"
"201442_s_at","ATP6AP2","10159"
"201443_s_at","ATP6AP2","10159"
"201444_s_at","ATP6AP2","10159"
"201445_at","CNN3","1266"
"201446_s_at","TIA1","7072"
"201447_at","TIA1","7072"
"201448_at","TIA1","7072"
"201449_at","TIA1","7072"
"201450_s_at","TIA1","7072"
"201451_x_at","RHEB","6009"
"201452_at","RHEB","6009"
"201453_x_at","RHEB","6009"
"201454_s_at","NPEPPS","9520"
"201455_s_at","NPEPPS","9520"
"201456_s_at","BUB3","9184"
"201457_x_at","BUB3","9184"
"201458_s_at","BUB3","9184"
"201459_at","RUVBL2","10856"
"201460_at","MAPKAPK2","9261"
"201461_s_at","MAPKAPK2","9261"
"201462_at","SCRN1","9805"
"201463_s_at","TALDO1","6888"
"201464_x_at","JUN","3725"
"201465_s_at","JUN","3725"
"201466_s_at","JUN","3725"
"201467_s_at","NQO1","1728"
"201468_s_at","NQO1","1728"
"201469_s_at","SHC1","6464"
"201470_at","GSTO1","9446"
"201471_s_at","SQSTM1","8878"
"201472_at","VBP1","7411"
"201473_at","JUNB","3726"
"201474_s_at","ITGA3","3675"
"201475_x_at","MARS","4141"
"201476_s_at","RRM1","6240"
"201477_s_at","RRM1","6240"
"201478_s_at","DKC1","1736"
"201479_at","DKC1","1736"
"201480_s_at","SUPT5H","6829"
"201481_s_at","PYGB","5834"
"201482_at","QSCN6","5768"
"201483_s_at","SUPT4H1","6827"
"201484_at","SUPT4H1","6827"
"201485_s_at","RCN2","5955"
"201486_at","RCN2","5955"
"201487_at","CTSC","1075"
"201488_x_at","KHDRBS1","10657"
"201489_at","PPIF","10105"
"201490_s_at","PPIF","10105"
"201491_at","AHSA1","10598"
"201492_s_at","RPL41","6171"
"201493_s_at","PUM2","23369"
"201494_at","PRCP","5547"
"201495_x_at","MYH11","4629"
"201496_x_at","MYH11","4629"
"201497_x_at","MYH11","4629"
"201498_at","USP7","7874"
"201499_s_at","USP7","7874"
"201500_s_at","PPP1R11","6992"
"201501_s_at","GRSF1","2926"
"201502_s_at","NFKBIA","4792"
"201503_at","G3BP1","10146"
"201504_s_at","TSN","7247"
"201505_at","LAMB1","3912"
"201506_at","TGFBI","7045"
"201507_at","PFDN1","5201"
"201508_at","IGFBP4","3487"
"201509_at","IDH3B","3420"
"201510_at","ELF3","1999"
"201511_at","AAMP","14"
"201512_s_at","TOMM70A","9868"
"201513_at","TSN","7247"
"201514_s_at","G3BP1","10146"
"201515_s_at","TSN","7247"
"201516_at","SRM","6723"
"201517_at","NCBP2","22916"
"201518_at","CBX1","10951"
"201519_at","TOMM70A","9868"
"201520_s_at","GRSF1","2926"
"201521_s_at","NCBP2","22916"
"201522_x_at","SNRPN ","6638 "
"201523_x_at","UBE2N","7334"
"201524_x_at","UBE2N","7334"
"201525_at","APOD","347"
"201526_at","ARF5","381"
"201527_at","ATP6V1F","9296"
"201528_at","RPA1","6117"
"201529_s_at","RPA1","6117"
"201530_x_at","EIF4A1","1973"
"201531_at","ZFP36","7538"
"201532_at","PSMA3","5684"
"201533_at","CTNNB1","1499"
"201534_s_at","UBL3","5412"
"201535_at","UBL3","5412"
"201536_at","DUSP3","1845"
"201537_s_at","DUSP3","1845"
"201538_s_at","DUSP3","1845"
"201539_s_at","FHL1","2273"
"201540_at","FHL1","2273"
"201541_s_at","ZNHIT1","10467"
"201542_at","SAR1A","56681"
"201543_s_at","SAR1A","56681"
"201544_x_at","PABPN1","8106"
"201545_s_at","PABPN1","8106"
"201546_at","TRIP12","9320"
"201547_at","JARID1B","10765"
"201548_s_at","JARID1B","10765"
"201549_x_at","JARID1B","10765"
"201550_x_at","ACTG1","71"
"201551_s_at","LAMP1","3916"
"201552_at","LAMP1","3916"
"201553_s_at","LAMP1","3916"
"201554_x_at","GYG1","2992"
"201555_at","MCM3","4172"
"201556_s_at","VAMP2","6844"
"201557_at","VAMP2","6844"
"201558_at","RAE1","8480"
"201559_s_at","CLIC4","25932"
"201560_at","CLIC4","25932"
"201561_s_at","CLSTN1","22883"
"201562_s_at","SORD ","653381 "
"201563_at","SORD","6652"
"201564_s_at","FSCN1","6624"
"201565_s_at","ID2","3398"
"201566_x_at","ID2 ","3398 "
"201567_s_at","GOLGA4","2803"
"201568_at","UQCRQ","27089"
"201569_s_at","SAMM50","25813"
"201570_at","SAMM50","25813"
"201571_s_at","DCTD","1635"
"201572_x_at","DCTD","1635"
"201573_s_at","ETF1","2107"
"201574_at","ETF1","2107"
"201575_at","SNW1","22938"
"201576_s_at","GLB1","2720"
"201577_at","NME1","4830"
"201578_at","PODXL","5420"
"201579_at","FAT","2195"
"201580_s_at","TXNDC13","56255"
"201581_at","TXNDC13","56255"
"201582_at","SEC23B","10483"
"201583_s_at","SEC23B","10483"
"201584_s_at","DDX39","10212"
"201585_s_at","SFPQ","6421"
"201586_s_at","SFPQ","6421"
"201587_s_at","IRAK1","3654"
"201588_at","TXNL1","9352"
"201589_at","SMC1A","8243"
"201590_x_at","ANXA2","302"
"201591_s_at","NISCH","11188"
"201592_at","EIF3S3","8667"
"201593_s_at","ZC3H15","55854"
"201594_s_at","PPP4R1","9989"
"201595_s_at","ZC3H15","55854"
"201596_x_at","KRT18","3875"
"201597_at","COX7A2","1347"
"201598_s_at","INPPL1","3636"
"201599_at","OAT","4942"
"201600_at","PHB2","11331"
"201601_x_at","IFITM1","8519"
"201602_s_at","PPP1R12A","4659"
"201603_at","PPP1R12A","4659"
"201604_s_at","PPP1R12A","4659"
"201605_x_at","CNN2","1265"
"201606_s_at","PWP1","11137"
"201607_at","PWP1","11137"
"201608_s_at","PWP1","11137"
"201609_x_at","ICMT","23463"
"201610_at","ICMT","23463"
"201611_s_at","ICMT","23463"
"201612_at","ALDH9A1","223"
"201613_s_at","AP1G2","8906"
"201614_s_at","RUVBL1","8607"
"201615_x_at","CALD1","800"
"201616_s_at","CALD1","800"
"201617_x_at","CALD1","800"
"201618_x_at","GPAA1","8733"
"201619_at","PRDX3","10935"
"201620_at","MBTPS1","8720"
"201621_at","NBL1","4681"
"201622_at","SND1","27044"
"201623_s_at","DARS","1615"
"201624_at","DARS","1615"
"201625_s_at","INSIG1","3638"
"201626_at","INSIG1","3638"
"201627_s_at","INSIG1","3638"
"201628_s_at","RRAGA","10670"
"201629_s_at","ACP1","52"
"201630_s_at","ACP1","52"
"201631_s_at","IER3","8870"
"201632_at","EIF2B1","1967"
"201633_s_at","CYB5B","80777"
"201634_s_at","CYB5B","80777"
"201635_s_at","FXR1","8087"
"201636_at","FXR1","8087"
"201637_s_at","FXR1","8087"
"201638_s_at","CPSF1","29894"
"201639_s_at","CPSF1","29894"
"201640_x_at","CLPTM1","1209"
"201641_at","BST2","684"
"201642_at","IFNGR2","3460"
"201643_x_at","JMJD1B","51780"
"201644_at","TSTA3","7264"
"201645_at","TNC","3371"
"201646_at","SCARB2","950"
"201647_s_at","SCARB2","950"
"201648_at","JAK1","3716"
"201649_at","UBE2L6","9246"
"201650_at","KRT19","3880"
"201651_s_at","PACSIN2","11252"
"201652_at","COPS5","10987"
"201653_at","CNIH","10175"
"201654_s_at","HSPG2","3339"
"201655_s_at","HSPG2","3339"
"201656_at","ITGA6","3655"
"201657_at","ARL1","400"
"201658_at","ARL1","400"
"201659_s_at","ARL1","400"
"201660_at","ACSL3","2181"
"201661_s_at","ACSL3","2181"
"201662_s_at","ACSL3","2181"
"201663_s_at","SMC4","10051"
"201664_at","SMC4","10051"
"201665_x_at","RPS17","6218"
"201666_at","TIMP1","7076"
"201667_at","GJA1","2697"
"201668_x_at","MARCKS","4082"
"201669_s_at","MARCKS","4082"
"201670_s_at","MARCKS","4082"
"201671_x_at","USP14","9097"
"201672_s_at","USP14","9097"
"201673_s_at","GYS1","2997"
"201674_s_at","AKAP1","8165"
"201675_at","AKAP1","8165"
"201676_x_at","PSMA1","5682"
"201677_at","C3orf37","56941"
"201678_s_at","C3orf37","56941"
"201679_at","ARS2","51593"
"201680_x_at","ARS2","51593"
"201681_s_at","DLG5","9231"
"201682_at","PMPCB","9512"
"201683_x_at","KIAA0737","9878"
"201684_s_at","KIAA0737","9878"
"201685_s_at","KIAA0737","9878"
"201686_x_at","API5","8539"
"201687_s_at","API5","8539"
"201688_s_at","TPD52","7163"
"201689_s_at","TPD52","7163"
"201690_s_at","TPD52","7163"
"201691_s_at","TPD52","7163"
"201692_at","OPRS1","10280"
"201693_s_at","EGR1","1958"
"201694_s_at","EGR1","1958"
"201695_s_at","NP","4860"
"201696_at","SFRS4","6429"
"201697_s_at","DNMT1","1786"
"201698_s_at","SFRS9","8683"
"201699_at","PSMC6","5706"
"201700_at","CCND3","896"
"201701_s_at","PGRMC2","10424"
"201702_s_at","PPP1R10","5514"
"201703_s_at","PPP1R10","5514"
"201704_at","ENTPD6","955"
"201705_at","PSMD7","5713"
"201706_s_at","PEX19","5824"
"201707_at","PEX19","5824"
"201708_s_at","NIPSNAP1","8508"
"201709_s_at","NIPSNAP1","8508"
"201710_at","MYBL2","4605"
"201711_x_at","RANBP2","5903"
"201712_s_at","RANBP2","5903"
"201713_s_at","RANBP2","5903"
"201714_at","TUBG1","7283"
"201715_s_at","ACIN1","22985"
"201716_at","SNX1","6642"
"201717_at","MRPL49","740"
"201718_s_at","EPB41L2","2037"
"201719_s_at","EPB41L2","2037"
"201720_s_at","LAPTM5","7805"
"201721_s_at","LAPTM5","7805"
"201722_s_at","GALNT1","2589"
"201723_s_at","GALNT1","2589"
"201724_s_at","GALNT1","2589"
"201725_at","CDC123","8872"
"201726_at","ELAVL1","1994"
"201727_s_at","ELAVL1","1994"
"201728_s_at","KIAA0100 ","79879 "
"201729_s_at","KIAA0100","9703"
"201730_s_at","TPR ","7175 "
"201731_s_at","TPR ","7175 "
"201732_s_at","CLCN3","1182"
"201733_at","CLCN3","1182"
"201734_at","CLCN3","1182"
"201735_s_at","CLCN3","1182"
"201736_s_at","MARCH6","10299"
"201737_s_at","MARCH6","10299"
"201738_at","EIF1B","10289"
"201739_at","SGK","6446"
"201740_at","NDUFS3","4722"
"201741_x_at","SFRS1","6426"
"201742_x_at","SFRS1","6426"
"201743_at","CD14","929"
"201744_s_at","LUM","4060"
"201745_at","TWF1","5756"
"201746_at","TP53","7157"
"201747_s_at","SAFB","6294"
"201748_s_at","SAFB","6294"
"201749_at","ECE1","1889"
"201750_s_at","ECE1","1889"
"201751_at","JOSD1","9929"
"201752_s_at","ADD3","120"
"201753_s_at","ADD3","120"
"201754_at","COX6C","1345"
"201755_at","MCM5","4174"
"201756_at","RPA2","6118"
"201757_at","NDUFS5","4725"
"201758_at","TSG101","7251"
"201759_at","TBCD","6904"
"201760_s_at","WSB2","55884"
"201761_at","MTHFD2","10797"
"201762_s_at","PSME2","5721"
"201763_s_at","DAXX","1616"
"201764_at","TMEM106C","79022"
"201765_s_at","HEXA","3073"
"201766_at","ELAC2","60528"
"201767_s_at","ELAC2","60528"
"201768_s_at","CLINT1","9685"
"201769_at","CLINT1","9685"
"201770_at","SNRPA","6626"
"201771_at","SCAMP3","10067"
"201772_at","AZIN1","51582"
"201773_at","ADNP","23394"
"201774_s_at","NCAPD2","9918"
"201775_s_at","KIAA0494","9813"
"201776_s_at","KIAA0494","9813"
"201777_s_at","KIAA0494","9813"
"201778_s_at","KIAA0494","9813"
"201779_s_at","RNF13","11342"
"201780_s_at","RNF13","11342"
"201781_s_at","AIP","9049"
"201782_s_at","AIP","9049"
"201783_s_at","RELA","5970"
"201784_s_at","C11orf58","10944"
"201785_at","RNASE1","6035"
"201786_s_at","ADAR","103"
"201787_at","FBLN1","2192"
"201788_at","DDX42","11325"
"201789_at","DHRS7","51635"
"201790_s_at","DHCR7","1717"
"201791_s_at","DHCR7","1717"
"201792_at","AEBP1","165"
"201793_x_at","SMG7","9887"
"201794_s_at","SMG7","9887"
"201795_at","LBR","3930"
"201796_s_at","VARS","7407"
"201797_s_at","VARS","7407"
"201798_s_at","FER1L3","26509"
"201799_s_at","OSBP","5007"
"201800_s_at","OSBP","5007"
"201801_s_at","SLC29A1","2030"
"201802_at","SLC29A1","2030"
"201803_at","POLR2B","5431"
"201804_x_at","TBCB","1155"
"201805_at","PRKAG1","5571"
"201806_s_at","ATXN2L","11273"
"201807_at","VPS26A","9559"
"201808_s_at","ENG","2022"
"201809_s_at","ENG","2022"
"201810_s_at","SH3BP5","9467"
"201811_x_at","SH3BP5","9467"
"201812_s_at","TOMM7 ","201725 "
"201813_s_at","TBC1D5","9779"
"201814_at","TBC1D5","9779"
"201815_s_at","TBC1D5","9779"
"201816_s_at","GBAS","2631"
"201817_at","UBE3C","9690"
"201818_at","AYTL2","79888"
"201819_at","SCARB1","949"
"201820_at","KRT5","3852"
"201821_s_at","TIMM17A","10440"
"201822_at","TIMM17A","10440"
"201823_s_at","RNF14","9604"
"201824_at","RNF14","9604"
"201825_s_at","SCCPDH","51097"
"201826_s_at","SCCPDH","51097"
"201827_at","SMARCD2","6603"
"201828_x_at","FAM127A","8933"
"201829_at","NET1","10276"
"201830_s_at","NET1","10276"
"201831_s_at","PAK1 ","5058 "
"201832_s_at","PAK1 ","5058 "
"201833_at","HDAC2","3066"
"201834_at","PRKAB1","5564"
"201835_s_at","PRKAB1","5564"
"201836_s_at","SUPT7L","9913"
"201837_s_at","SUPT7L","9913"
"201838_s_at","SUPT7L","9913"
"201839_s_at","TACSTD1","4072"
"201840_at","NEDD8","4738"
"201841_s_at","HSPB1 ","3315 "
"201842_s_at","EFEMP1","2202"
"201843_s_at","EFEMP1","2202"
"201844_s_at","RYBP","23429"
"201845_s_at","RYBP","23429"
"201846_s_at","RYBP","23429"
"201847_at","LIPA","3988"
"201848_s_at","BNIP3","664"
"201849_at","BNIP3","664"
"201850_at","CAPG","822"
"201851_at","SH3GL1","6455"
"201852_x_at","COL3A1","1281"
"201853_s_at","CDC25B","994"
"201854_s_at","ASCIZ","23300"
"201855_s_at","ASCIZ","23300"
"201856_s_at","ZFR","51663"
"201857_at","ZFR","51663"
"201858_s_at","PRG1","5552"
"201859_at","PRG1","5552"
"201860_s_at","PLAT","5327"
"201861_s_at","LRRFIP1","9208"
"201862_s_at","LRRFIP1","9208"
"201863_at","FAM32A","26017"
"201864_at","GDI1","2664"
"201865_x_at","NR3C1","2908"
"201866_s_at","NR3C1","2908"
"201867_s_at","TBL1X","6907"
"201868_s_at","TBL1X","6907"
"201869_s_at","TBL1X","6907"
"201870_at","TOMM34","10953"
"201871_s_at","LOC51035","51035"
"201872_s_at","ABCE1","6059"
"201873_s_at","ABCE1","6059"
"201874_at","MPZL1","9019"
"201875_s_at","MPZL1","9019"
"201876_at","PON2","5445"
"201877_s_at","PPP2R5C","5527"
"201878_at","ARIH1","25820"
"201879_at","ARIH1","25820"
"201880_at","ARIH1","25820"
"201881_s_at","ARIH1","25820"
"201882_x_at","B4GALT1","2683"
"201883_s_at","B4GALT1","2683"
"201884_at","CEACAM5","1048"
"201885_s_at","CYB5R3","1727"
"201886_at","WDR23","80344"
"201887_at","IL13RA1","3597"
"201888_s_at","IL13RA1","3597"
"201889_at","FAM3C","10447"
"201890_at","RRM2","6241"
"201891_s_at","B2M","567"
"201892_s_at","IMPDH2","3615"
"201893_x_at","DCN","1634"
"201894_s_at","SSR1","6745"
"201895_at","ARAF","369"
"201896_s_at","PSRC1","84722"
"201897_s_at","CKS1B","1163"
"201898_s_at","UBE2A","7319"
"201899_s_at","UBE2A","7319"
"201900_s_at","AKR1A1","10327"
"201901_s_at","YY1","7528"
"201902_s_at","YY1","7528"
"201903_at","UQCRC1","7384"
"201904_s_at","CTDSPL","10217"
"201905_s_at","CTDSPL","10217"
"201906_s_at","CTDSPL","10217"
"201907_x_at","DVL3","1857"
"201908_at","DVL3","1857"
"201909_at","RPS4Y1","6192"
"201910_at","FARP1","10160"
"201911_s_at","FARP1","10160"
"201912_s_at","GSPT1","2935"
"201913_s_at","COASY","80347"
"201914_s_at","SEC63","11231"
"201915_at","SEC63","11231"
"201916_s_at","SEC63","11231"
"201917_s_at","SLC25A36","55186"
"201918_at","SLC25A36","55186"
"201919_at","SLC25A36","55186"
"201920_at","SLC20A1","6574"
"201921_at","GNG10 ","2790 "
"201922_at","TINP1","10412"
"201923_at","PRDX4","10549"
"201924_at","AFF1","4299"
"201925_s_at","CD55","1604"
"201926_s_at","CD55","1604"
"201927_s_at","PKP4","8502"
"201928_at","PKP4","8502"
"201929_s_at","PKP4","8502"
"201930_at","MCM6","4175"
"201931_at","ETFA","2108"
"201932_at","LRRC41","10489"
"201933_at","PCOLN3","5119"
"201934_at","TMEM113","80335"
"201935_s_at","EIF4G3","8672"
"201936_s_at","EIF4G3","8672"
"201937_s_at","DNPEP","23549"
"201938_at","CDK2AP1","8099"
"201939_at","PLK2","10769"
"201940_at","CPD","1362"
"201941_at","CPD","1362"
"201942_s_at","CPD","1362"
"201943_s_at","CPD","1362"
"201944_at","HEXB","3074"
"201945_at","FURIN","5045"
"201946_s_at","CCT2","10576"
"201947_s_at","CCT2","10576"
"201948_at","GNL2","29889"
"201949_x_at","CAPZB","832"
"201950_x_at","CAPZB","832"
"201951_at","ALCAM","214"
"201952_at","ALCAM","214"
"201953_at","CIB1","10519"
"201954_at","ARPC1B ","10095 "
"201955_at","CCNC","892"
"201956_s_at","GNPAT","8443"
"201957_at","PPP1R12B","4660"
"201958_s_at","PPP1R12B","4660"
"201959_s_at","MYCBP2","23077"
"201960_s_at","MYCBP2","23077"
"201961_s_at","RNF41","10193"
"201962_s_at","RNF41","10193"
"201963_at","ACSL1","2180"
"201964_at","SETX","23064"
"201965_s_at","SETX","23064"
"201966_at","NDUFS2","4720"
"201967_at","RBM6","10180"
"201968_s_at","PGM1","5236"
"201969_at","NASP","4678"
"201970_s_at","NASP","4678"
"201971_s_at","ATP6V1A","523"
"201972_at","ATP6V1A","523"
"201973_s_at","C7orf28A","51622"
"201974_s_at","C7orf28A ","221960 "
"201975_at","RSN","6249"
"201976_s_at","MYO10","4651"
"201977_s_at","KIAA0141","9812"
"201978_s_at","KIAA0141","9812"
"201979_s_at","PPP5C","5536"
"201980_s_at","RSU1","6251"
"201981_at","PAPPA","5069"
"201982_s_at","PAPPA","5069"
"201983_s_at","EGFR","1956"
"201984_s_at","EGFR","1956"
"201985_at","KIAA0196","9897"
"201986_at","THRAP1","9969"
"201987_at","THRAP1","9969"
"201988_s_at","CREBL2","1389"
"201989_s_at","CREBL2","1389"
"201990_s_at","CREBL2","1389"
"201991_s_at","KIF5B","3799"
"201992_s_at","KIF5B","3799"
"201993_x_at","HNRPDL","9987"
"201994_at","MORF4L2","9643"
"201995_at","EXT1","2131"
"201996_s_at","SPEN","23013"
"201997_s_at","SPEN","23013"
"201998_at","ST6GAL1","6480"
"201999_s_at","DYNLT1","6993"
"202000_at","NDUFA6","4700"
"202001_s_at","NDUFA6","4700"
"202002_at","ACAA2","10449"
"202003_s_at","ACAA2","10449"
"202004_x_at","SDHC ","6391 "
"202005_at","ST14","6768"
"202006_at","PTPN12","5782"
"202007_at","NID1","4811"
"202008_s_at","NID1","4811"
"202009_at","TWF2","11344"
"202010_s_at","ZNF410","57862"
"202011_at","TJP1","7082"
"202012_s_at","EXT2","2132"
"202013_s_at","EXT2","2132"
"202014_at","PPP1R15A","23645"
"202015_x_at",NA,NA
"202016_at","MEST","4232"
"202017_at","EPHX1","2052"
"202018_s_at","LTF ","4057 "
"202019_s_at","LANCL1","10314"
"202020_s_at","LANCL1","10314"
"202021_x_at","EIF1","10209"
"202022_at","ALDOC","230"
"202023_at","EFNA1","1942"
"202024_at","ASNA1","439"
"202025_x_at","ACAA1","30"
"202026_at","SDHD","6392"
"202027_at","C22orf5","25829"
"202028_s_at","RPL38","6169"
"202029_x_at","RPL38","6169"
"202030_at","BCKDK","10295"
"202031_s_at","WIPI2","26100"
"202032_s_at","MAN2A2","4122"
"202033_s_at","RB1CC1","9821"
"202034_x_at","RB1CC1","9821"
"202035_s_at","SFRP1","6422"
"202036_s_at","SFRP1","6422"
"202037_s_at","SFRP1","6422"
"202038_at","UBE4A","9354"
"202039_at","TIAF1 ","399687 "
"202040_s_at","JARID1A","5927"
"202041_s_at","FIBP","9158"
"202042_at","HARS","3035"
"202043_s_at","SMS","6611"
"202044_at","GRLF1","2909"
"202045_s_at","GRLF1","2909"
"202046_s_at","GRLF1","2909"
"202047_s_at","CBX6","23466"
"202048_s_at","CBX6","23466"
"202049_s_at","ZMYM4","9202"
"202050_s_at","ZMYM4","9202"
"202051_s_at","ZMYM4","9202"
"202052_s_at","RAI14","26064"
"202053_s_at","ALDH3A2","224"
"202054_s_at","ALDH3A2","224"
