,Category,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
3110,C7,GSE2706_UNSTIM_VS_2H_LPS_DC_DN,GSE2706_UNSTIM_VS_2H_LPS_DC_DN,30/816,193/20394,1.80152438370813e-10,1.11055996818463e-08,6.4763661389001e-09,HERC6/IL1A/ITGB8/SPAG1/EFNA1/ISG15/IFIH1/CFLAR/PLAUR/P2RY2/GALNT3/IFIT1/CXCL10/MARCKSL1/IRF7/MAP3K8/ISG20/APOBEC3A/B4GALT5/OASL/EDN1/CXCL11/RIPK2/REL/ZC3H12A/CXCL1/BIRC3/TNIP1/NUP98/LAMP3,30
3111,C7,GSE21546_WT_VS_SAP1A_KO_DP_THYMOCYTES_UP,GSE21546_WT_VS_SAP1A_KO_DP_THYMOCYTES_UP,30/816,196/20394,2.65290411795036e-10,1.61495538180228e-08,9.41780961872377e-09,GPRC5A/HERC6/IFI27/SAMD9/ISG15/MX1/IFIH1/PLSCR1/DDX58/RSAD2/OAS1/HLA-F/TDRD7/IFIT1/IL13RA2/ATP2B4/CASP1/CXCL10/MYD88/SOX9/TRIM38/IRF7/OAS3/PARP12/OASL/USP18/OAS2/BST2/CXCL11/TAP2,30
3112,C7,GSE3982_DC_VS_NEUTROPHIL_DN,GSE3982_DC_VS_NEUTROPHIL_DN,30/816,197/20394,3.01263678339992e-10,1.81130137471081e-08,1.0562825265254e-08,ANXA3/S100A14/SYK/STX3/SYNE2/DAPP1/CFLAR/MPZL1/PI3/DLG3/KLF3/AZGP1/USP9X/PDLIM2/SNN/MFAP3L/SPTLC2/PLEKHG3/IRF7/CANT1/TMCC1/FSTL3/CYP4F3/ZNF165/B4GALT5/LDB1/S100P/LAT2/REL/ADM,30
3113,C7,GSE13485_PRE_VS_POST_YF17D_VACCINATION_PBMC_DN,GSE13485_PRE_VS_POST_YF17D_VACCINATION_PBMC_DN,30/816,198/20394,3.41804996401759e-10,2.02998821033728e-08,1.18381242656219e-08,HERC6/IFI27/SAMD9/IFI6/ISG15/HERC5/MX1/IFIH1/DDX58/RSAD2/SLAMF7/IDH1/OAS1/RTP4/TDRD7/PRPSAP1/IFIT1/CXCL10/MYD88/IRF7/GTPBP2/OAS3/PARP12/APOBEC3A/OASL/USP18/OAS2/BST2/CXCL11/LAMP3,30
3114,C7,GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_DN,GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_DN,30/816,199/20394,3.874545487616e-10,2.16885477295287e-08,1.2647941591758e-08,MREG/SPAG1/SERINC5/SERPINB1/RABIF/HES1/ZMIZ1/TRAF3IP2/ANXA1/RIMS3/HK2/PRPSAP1/CTNND1/SOCS6/ATP9A/SNX10/CASP1/IGF1R/PCTP/CANT1/TLR1/RGS19/MYO5C/OAS3/GCLC/LITAF/GNAQ/PRSS3/GATM/RRAS2,30
3115,C7,GSE18281_SUBCAPSULAR_VS_PERIMEDULLARY_CORTICAL_REGION_OF_THYMUS_DN,GSE18281_SUBCAPSULAR_VS_PERIMEDULLARY_CORTICAL_REGION_OF_THYMUS_DN,30/816,199/20394,3.874545487616e-10,2.16885477295287e-08,1.2647941591758e-08,MAP7/MREG/S100A7/SPRR2B/TMEM51/BIK/FRK/RAPGEF5/SOX15/IL1B/PLS1/PTGS2/PMAIP1/SNX16/SPTLC2/C21orf91/CMAS/HCCS/N4BP1/KCNS3/RAB8B/CCNC/MAFF/ABHD5/TMOD3/SERPINB4/KRT86/HS3ST1/ZC3H12A/SLC11A2,30
3116,C7,GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_DN,GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_DN,30/816,199/20394,3.874545487616e-10,2.16885477295287e-08,1.2647941591758e-08,SLPI/TGFA/KCNK1/BAMBI/ZNF185/TUFT1/STX3/ST6GALNAC2/CEACAM1/RNF141/RAPGEF5/IL1B/PTGS2/MPZL1/P2RY2/IFIT1/CYB5R4/STK3/SSH3/LIMK2/GCA/SEMA3C/APOBEC3A/ABHD5/LITAF/SLC39A2/S100P/ADM/F2RL1/CXCL1,30
3117,C7,GSE360_CTRL_VS_L_MAJOR_DC_DN,GSE360_CTRL_VS_L_MAJOR_DC_DN,30/816,199/20394,3.874545487616e-10,2.16885477295287e-08,1.2647941591758e-08,SLPI/LYPD3/ATP12A/IL1RN/ZHX2/IFI6/CRYAB/CFLAR/PIM1/HSPB1/TDRD7/TJP2/SGPL1/MMP9/GAB1/SOX9/MARCKSL1/NDRG2/LLGL2/ITSN2/ATP6V0C/SLC39A8/UCP2/ID2/LITAF/HLA-DOB/KRT86/ADM/RRAGD/ADAM19,30
3118,C7,GSE42021_CD24HI_VS_CD24LOW_TCONV_THYMUS_DN,GSE42021_CD24HI_VS_CD24LOW_TCONV_THYMUS_DN,30/816,199/20394,3.874545487616e-10,2.16885477295287e-08,1.2647941591758e-08,TNFSF10/MREG/ARNTL2/SEMA3F/CEACAM1/IFIH1/DDX58/PLAUR/FST/RTP4/IL4R/HLA-F/HK2/PMAIP1/CASP1/CXCL10/NFE2L3/TRIM38/IL32/CCL5/ISG20/MAFF/OASL/APOL6/OAS2/BST2/CXCL11/TAP2/TGM2/LAMP3,30
3119,C7,GSE14769_UNSTIM_VS_60MIN_LPS_BMDM_DN,GSE14769_UNSTIM_VS_60MIN_LPS_BMDM_DN,30/816,200/20394,4.3881158827012e-10,2.29786283319945e-08,1.3400267856851e-08,PLSCR1/MXD1/CFLAR/PIM1/BMP2/IL1B/SLAMF7/PLAUR/PTGS2/P2RY2/NRIP1/RNF103/FZD5/MARCKSL1/TMCC1/ZFAND5/MAP3K8/CCL5/FOSL2/FURIN/B4GALT5/ID2/CDK5R1/PLK2/RIPK2/REL/CLDND1/ZC3H12A/CXCL1/BIRC3,30
3120,C7,GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_10H_DN,GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_10H_DN,30/816,200/20394,4.3881158827012e-10,2.29786283319945e-08,1.3400267856851e-08,HERC6/TNFSF10/SAMD9/ISG15/HERC5/IFIH1/STARD5/PLSCR1/MXD1/DDX58/TGM1/RTP4/PTGS2/IFIT1/SFT2D2/PMAIP1/SLC31A2/PHACTR4/C21orf91/LYN/TINAGL1/MAP3K8/GCH1/OAS3/OASL/USP18/APOL6/OAS2/RIPK2/STX17,30
3121,C7,GSE21360_NAIVE_VS_QUATERNARY_MEMORY_CD8_TCELL_UP,GSE21360_NAIVE_VS_QUATERNARY_MEMORY_CD8_TCELL_UP,30/816,200/20394,4.3881158827012e-10,2.29786283319945e-08,1.3400267856851e-08,HERC6/IFI27/SAMD9/IFI6/ISG15/HERC5/MX1/IFIH1/PLSCR1/DDX58/RSAD2/SERPINB8/OAS1/RTP4/TDRD7/IFIT1/TRIM38/CMAS/IRF7/GLS/N4BP1/ISG20/OAS3/PARP12/OASL/USP18/APOL6/OAS2/BST2/LAMP3,30
3122,C7,GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_DN,GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_DN,30/816,200/20394,4.3881158827012e-10,2.29786283319945e-08,1.3400267856851e-08,SERPINB2/IL1A/TNFSF10/PRKCZ/ABCG1/ANK3/CHRNB1/ISG15/HERC5/CFLAR/PIM1/SLAMF7/HK2/VNN1/SNX10/CASP1/CXCL10/MYD88/IRF7/LIMK2/GCH1/PARP12/APOL6/CCDC69/CXCL11/YIPF1/LAT2/ADM/P2RY6/CXCL1,30
3123,C7,GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_STIM_DN,GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_STIM_DN,30/816,200/20394,4.3881158827012e-10,2.29786283319945e-08,1.3400267856851e-08,ERBB3/KRT6A/ITGB8/DHRS3/CHST11/KRT5/VDR/IL1R2/PLSCR1/KLF4/TJP2/TMEM62/MAF/ENDOD1/ATP2B4/HMGB3/GABARAPL1/RNF128/PRDM1/MAP3K8/LAMP2/RAB8B/TMBIM1/EXPH5/LITAF/IL1RL1/PTPN3/CLDND1/HPSE/OSBPL3,30
3124,C7,GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_DN,GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_DN,30/816,200/20394,4.3881158827012e-10,2.29786283319945e-08,1.3400267856851e-08,SERPINB2/ITGB8/MREG/SYK/SLC2A1/HBEGF/LAD1/RAPGEF5/DAPP1/SLAMF7/TJP2/MAPRE2/IRF7/RASA2/PRDM1/ACP5/N4BP1/MAP3K8/CCL5/B4GALT5/OASL/SAA1/DUSP14/RHOF/CASP4/RIPK2/SLC39A4/ADM/IKBKE/SLC11A2,30
3125,C7,GSE6269_HEALTHY_VS_STAPH_PNEUMO_INF_PBMC_DN,GSE6269_HEALTHY_VS_STAPH_PNEUMO_INF_PBMC_DN,27/816,170/20394,8.96923582064342e-10,4.64682749431207e-08,2.70985422666248e-08,LCN2/CEACAM6/IL1RN/COL17A1/FGFR2/SERPINB1/SORT1/IL13RA1/KLF4/ZMIZ1/PLAUR/SERPINB8/CAST/TIMP2/TRIO/ADIPOR1/LAMP2/FURIN/GNAQ/S100P/ANXA9/S100A9/S100A8/PPIF/ADM/RAB3D/CDA,27
3126,C7,GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_DN,GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_DN,29/816,195/20394,1.05192658047829e-09,5.39250783887291e-08,3.14470683006141e-08,HERC6/SAMD9/ZHX2/IFI6/ISG15/HERC5/PLSCR1/RARG/MXD1/DDX58/SLAMF7/RTP4/PTGS2/GALNT3/IFIT1/PMAIP1/C21orf91/MARCKSL1/IRF7/GTPBP2/GCH1/OAS3/OASL/APOL6/OAS2/RIPK2/HPSE/AMOTL2/LAMP3,29
3127,C7,GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP,GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP,29/816,196/20394,1.18852807084843e-09,6.02930385940817e-08,3.51606220959326e-08,GPRC5A/IL18/IL1A/TPD52/LAMB3/CFLAR/PLD1/IL1B/SLAMF7/PLAUR/SERPINB8/PTGS2/SLC7A5/SDC4/PMAIP1/NEDD4L/MAP3K8/MAP3K4/GCH1/MAFF/ID2/EDN1/RIPK2/REL/ADM/ZC3H12A/CXCL1/BIRC3/LAMP3,29
3128,C7,GSE20500_RETINOIC_ACID_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_UP,GSE20500_RETINOIC_ACID_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_UP,29/816,197/20394,1.34168680526953e-09,6.66736198128836e-08,3.88815359894434e-08,LYPD3/PPARD/CYB5R1/CEACAM1/PRKCH/SORT1/OGFRL1/GJB5/IRX4/CYP1A1/SDC4/CARD10/CHMP1B/ULK1/CRISPLD2/SLC12A2/HCCS/GLS/CPA4/CCL5/RBMS2/CYP4F11/SEMA4D/REL/STX17/TTYH1/HPSE/BTBD7/ARHGAP25,29
3129,C7,GSE24814_STAT5_KO_VS_WT_PRE_BCELL_UP,GSE24814_STAT5_KO_VS_WT_PRE_BCELL_UP,29/816,197/20394,1.34168680526953e-09,6.66736198128836e-08,3.88815359894434e-08,SPRR1B/KLK8/IRF6/ZNF185/EPHA1/CNTNAP2/CLDN4/ST6GALNAC2/KLF5/LAMA3/SORT1/MX1/SPRR2C/DOCK9/RIMS3/OVOL1/P2RY2/CTNND1/TIMP2/CAMK2G/RSC1A1/SLCO3A1/BCAM/LMO2/CLCN5/DEFB1/F2RL1/TGM2/RAB3B,29
3130,C7,GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_DN,GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_DN,29/816,198/20394,1.51326415708707e-09,7.44403681314551e-08,4.34108101629019e-08,KLK8/HBEGF/HDAC9/ANK3/DNAJC6/SYNE2/UPP1/KIAA0040/NDRG1/ANXA1/TDRD7/CASP1/PDLIM2/SOS1/ITGA6/SLCO3A1/WWP1/DAG1/CCDC93/TLR1/IDS/TMBIM1/DMD/HMOX2/ATP6V0B/APOL6/ZC3H12A/F2RL1/BIRC3,29
3131,C7,GSE35825_IFNA_VS_IFNG_STIM_MACROPHAGE_UP,GSE35825_IFNA_VS_IFNG_STIM_MACROPHAGE_UP,26/816,163/20394,1.66956425675857e-09,8.06298964383892e-08,4.70203092166377e-08,IL1RN/FBXO2/RAB38/SLC2A1/DAAM1/FLRT3/ELMO3/HERC5/MX1/CFLAR/DDX58/RSAD2/RTP4/IFIT1/SNX10/CXCL10/IRF7/SLCO3A1/ZFAND5/GCH1/PARP12/EDN1/SLC9A3R1/OAS2/OSBPL3/ZC3H12A,26
3132,C7,GSE30971_WBP7_HET_VS_KO_MACROPHAGE_DN,GSE30971_WBP7_HET_VS_KO_MACROPHAGE_DN,29/816,199/20394,1.70531403144848e-09,8.06298964383892e-08,4.70203092166377e-08,DSC2/TGFA/SERPINB7/ITGB8/HDAC9/EHF/SERPINB1/HEBP2/HES1/PIM1/PLD1/TRAF3IP2/PTGS2/P2RY2/SMPDL3A/TFRC/INSIG2/SOS1/LIMK2/ACPP/CYB5R2/GOLGA2/LMO2/FAM49A/DNAJB1/P2RY6/ZC3H12A/AMIGO2/CXCL1,29
3133,C7,GSE3982_NEUTROPHIL_VS_EFF_MEMORY_CD4_TCELL_UP,GSE3982_NEUTROPHIL_VS_EFF_MEMORY_CD4_TCELL_UP,29/816,199/20394,1.70531403144848e-09,8.06298964383892e-08,4.70203092166377e-08,SAMD9/CYB5R1/PSTPIP2/ISG15/SORT1/DAPP1/PLSCR1/MXD1/SIRPA/PI3/CEBPA/USP9X/CLTB/GSK3B/TRIM38/LIMK2/ACPP/SLCO3A1/CANT1/TMCC1/ATP6V0C/OSTF1/FOSL2/APOBEC3A/LMO2/GNAQ/YIPF1/CDA/RRAGD,29
3134,C7,GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_6H_DN,GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_6H_DN,29/816,199/20394,1.70531403144848e-09,8.06298964383892e-08,4.70203092166377e-08,IL18/SERPINB1/AMPD3/PLSCR1/CFLAR/PLD1/TRAF3IP2/IL4R/HLA-F/PTGS2/SGPL1/CASP1/TFRC/LYN/GSK3B/N4BP1/SLC39A8/RGS19/MAP3K4/GCH1/CRIM1/PTAFR/RIPK2/FAM49A/PTPN6/SLC11A2/BIRC3/TNIP1/LAMP3,29
3135,C7,GSE19401_UNSTIM_VS_PAM2CSK4_STIM_FOLLICULAR_DC_DN,GSE19401_UNSTIM_VS_PAM2CSK4_STIM_FOLLICULAR_DC_DN,29/816,200/20394,1.92010099549627e-09,8.73915125987554e-08,5.09634282916767e-08,IL1RN/IFI27/SPINK1/MYO1E/STX3/ISG15/MX1/CD2AP/PLSCR1/HSPB1/CTSC/ANXA1/TDRD7/CREG1/IFIT1/CHMP2B/CKB/LIG4/HCCS/N4BP1/MAP3K8/LAMP2/MAP3K4/OASL/ZBTB43/NT5C2/BST2/TGM2/ARHGAP25,29
3136,C7,GSE22886_NAIVE_TCELL_VS_DC_DN,GSE22886_NAIVE_TCELL_VS_DC_DN,29/816,200/20394,1.92010099549627e-09,8.73915125987554e-08,5.09634282916767e-08,SPINT1/ST14/MREG/ZNF185/SYK/ATP1B1/MITF/SYNGR2/ZMIZ1/CSTB/SIRPA/CREG1/CEBPA/PLA2G7/CYB5R4/SLC31A2/STAC/STK3/PPP1R3D/GCA/LAMP2/PCBD1/CRIM1/GCLC/PLAU/HOMER2/ATP6V0B/DAPK1/PPIF,29
3137,C7,GSE35685_CD34POS_CD10NEG_CD62LPOS_VS_CD34POS_CD10POS_BONE_MARROW_DN,GSE35685_CD34POS_CD10NEG_CD62LPOS_VS_CD34POS_CD10POS_BONE_MARROW_DN,29/816,200/20394,1.92010099549627e-09,8.73915125987554e-08,5.09634282916767e-08,TSPAN13/ISG15/PLSCR1/NDRG1/MXD1/IL13RA1/PIM1/CTSC/IL4R/FZD3/GAB1/CASP1/CXCL10/MYD88/CD53/ATP6V0C/ZFAND5/MAP3K8/ITPKB/TINF2/RAB8B/HOXA1/LGALS8/LITAF/CASP4/FABP5/CNN3/SLC11A2/AMOTL2,29
3138,C7,GSE3982_NEUTROPHIL_VS_BCELL_UP,GSE3982_NEUTROPHIL_VS_BCELL_UP,29/816,200/20394,1.92010099549627e-09,8.73915125987554e-08,5.09634282916767e-08,ANXA3/CEACAM6/ATP12A/KRT23/TRPV4/PSTPIP2/NDRG1/PPP4R1/HK2/VNN1/PI3/CASZ1/MFAP3L/MBP/GSK3B/ADIPOR1/LIMK2/PITX1/FOSL2/GPR87/CSTA/PLAU/ZBTB43/MKRN1/YIPF1/TAP2/REL/PPIF/F2RL1,29
3139,C7,GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_DN,GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_DN,28/816,192/20394,3.19720533818938e-09,1.44170277749836e-07,8.40746588931283e-08,ATP12A/HERC6/TNFSF10/KLK11/SAMD9/HERC5/MX1/IFIH1/PLSCR1/DDX58/RSAD2/SLAMF7/OAS1/PTGS2/TJP2/IFIT1/PMAIP1/CXCL10/MYD88/C21orf91/IRF7/MAP3K8/CCL5/OAS3/B4GALT5/OASL/RIPK2/TAP2,28
3140,C7,GSE34156_UNTREATED_VS_6H_NOD2_AND_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_DN,GSE34156_UNTREATED_VS_6H_NOD2_AND_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_DN,25/816,158/20394,4.06755775878496e-09,1.81734002617273e-07,1.0598040399036e-07,TNFSF10/BLNK/HERC5/MX1/IFIH1/DDX58/RSAD2/RTP4/TDRD7/IFIT1/RND3/CXCL10/PRSS16/IRF7/GLS/RIPK4/TLR1/ABI1/OAS3/PARP12/OASL/TMOD3/ETNK1/USP18/OAS2,25
3141,C7,GSE6269_FLU_VS_STREP_PNEUMO_INF_PBMC_UP,GSE6269_FLU_VS_STREP_PNEUMO_INF_PBMC_UP,26/816,170/20394,4.18558235267896e-09,1.85307145977696e-07,1.08064126196438e-07,HERC6/IFI6/ISG15/HERC5/MX1/CD2AP/IFIH1/JUP/RSAD2/OAS1/RTP4/HLA-F/IFIT1/MARK2/IRF7/N4BP1/GCH1/OAS3/PARP12/ACTN4/OASL/PRR5/USP18/OAS2/CXCL11/AKAP1,26
3142,C7,GSE29949_CD8_POS_DC_SPLEEN_VS_DC_BRAIN_DN,GSE29949_CD8_POS_DC_SPLEEN_VS_DC_BRAIN_DN,28/816,196/20394,5.114289641708e-09,2.22380272813553e-07,1.29683773057596e-07,SPRR1A/ITGB6/ITGB8/BLNK/TM4SF1/IFI6/CHRNB1/ALDH1A3/ISG15/SORT1/MX1/KLF4/SOX15/FST/PPFIBP2/P2RY2/MINK1/PLCG2/IRF7/RSC1A1/FSTL3/LMO2/OFD1/PLCD1/MAP3K9/IKBKE/DEFB1/RAB3B,28
3143,C7,GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP,GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP,28/816,196/20394,5.114289641708e-09,2.22380272813553e-07,1.29683773057596e-07,IL18/IL1A/TPD52/LAMB3/CFLAR/PLD1/IL1B/SLAMF7/PLAUR/SERPINB8/PTGS2/SLC7A5/TJP2/PMAIP1/NEDD4L/MAP3K8/MAP3K4/GCH1/MAFF/ID2/EDN1/RIPK2/REL/ADM/ZC3H12A/CXCL1/BIRC3/LAMP3,28
3144,C7,GSE22033_UNTREATED_VS_MRL24_TREATED_MEF_DN,GSE22033_UNTREATED_VS_MRL24_TREATED_MEF_DN,28/816,197/20394,5.73933626549668e-09,2.47350155866981e-07,1.44245265433722e-07,EPS8L1/SAMD9/ARNTL2/SEMA3F/TM4SF1/SERPINB1/IFIH1/CFLAR/STK38L/USP9X/IL13RA2/SNRK/AFTPH/AUTS2/CTSH/CCL5/RAB8B/PRKCI/HOXA1/LGALS8/LITAF/AFF4/OFD1/ETNK1/RB1CC1/PPIF/COBL/CHMP6,28
3145,C7,GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_DN,GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_DN,28/816,198/20394,6.43539520099942e-09,2.74915566919887e-07,1.60320371674021e-07,IL18/CA2/MREG/SYK/PPARD/BLNK/ATP1B1/TMEM51/CYB5R1/PLAUR/CTSC/PPFIBP2/SIRPA/CREG1/SGPL1/PLA2G7/MMP9/TIMP2/CD9/CTSH/ACP5/TLR1/SEMA3C/CSTA/MAFF/PLAU/SLC11A2/RRAGD,28
3146,C7,GSE14769_UNSTIM_VS_80MIN_LPS_BMDM_DN,GSE14769_UNSTIM_VS_80MIN_LPS_BMDM_DN,28/816,199/20394,7.20991141589664e-09,3.00104859789886e-07,1.75009815565354e-07,IL1RN/HBEGF/FLRT3/CALB2/ISG15/PLSCR1/CFLAR/BMP2/IL1B/SLAMF7/PLAUR/HK2/FGD6/FILIP1L/ZFAND5/MAP3K8/CCL5/FOSL2/MAFF/ID2/USP18/DUSP14/RIPK2/REL/ZC3H12A/TGM2/CXCL1/BIRC3,28
3147,C7,GSE19401_NAIVE_VS_IMMUNIZED_MOUSE_PLN_FOLLICULAR_DC_UP,GSE19401_NAIVE_VS_IMMUNIZED_MOUSE_PLN_FOLLICULAR_DC_UP,28/816,199/20394,7.20991141589664e-09,3.00104859789886e-07,1.75009815565354e-07,SERPINB2/UPP1/MX1/PIM1/IL1B/CYP1A1/SERPINB8/SLC7A5/GNA15/MARCKSL1/SLC12A2/LIMK2/PRDM1/EMP1/YWHAZ/TICAM1/HOMER2/OASL/MACF1/DNAJB1/S100A9/S100A8/FABP5/PPIF/RALA/P2RY6/DEFB1/CXCL1,28
3148,C7,GSE21360_PRIMARY_VS_TERTIARY_MEMORY_CD8_TCELL_DN,GSE21360_PRIMARY_VS_TERTIARY_MEMORY_CD8_TCELL_DN,28/816,199/20394,7.20991141589664e-09,3.00104859789886e-07,1.75009815565354e-07,SERPINB2/TCN1/IFI27/ATP1B1/USP6NL/PIM1/IL1B/CYP1A1/CEBPA/SDC4/PMAIP1/SLC31A2/CXCL10/IRF7/LIMK2/FZD7/CCL5/ISG20/B4GALT5/LITAF/IRF5/OAS2/PTAFR/CASP4/CXCL11/TAP2/PTPN6/LAMP3,28
3149,C7,GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN,GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN,28/816,200/20394,8.07104334479909e-09,3.02353700685935e-07,1.76321254609457e-07,NCF2/IL1RN/SYK/OGFRL1/IL13RA1/KLF4/JUP/PLAUR/SIRPA/CREG1/CEBPA/SNX10/SLC31A2/PLCG2/TIMP2/CRISPLD2/LYN/GCA/CLMN/CTSD/CSTA/APOBEC3A/LMO2/ATP6V0B/FAM49A/LAT2/DAPK1/S100A9,28
3150,C7,GSE13306_RA_VS_UNTREATED_MEM_CD4_TCELL_DN,GSE13306_RA_VS_UNTREATED_MEM_CD4_TCELL_DN,28/816,200/20394,8.07104334479909e-09,3.02353700685935e-07,1.76321254609457e-07,IRF6/MREG/SLC2A1/CYB5R1/FRMD4B/DAPP1/NDRG1/CFLAR/MYO6/SLAMF7/EGLN3/AVPI1/STK38L/SNX10/MARCKSL1/PRDM1/FZD7/RIPK4/GCH1/B4GALT5/ETV6/CNN3/ADM/HPSE/RALA/PRKX/VLDLR/GATA3,28
3151,C7,GSE1432_1H_VS_24H_IFNG_MICROGLIA_UP,GSE1432_1H_VS_24H_IFNG_MICROGLIA_UP,28/816,200/20394,8.07104334479909e-09,3.02353700685935e-07,1.76321254609457e-07,MAPK13/TGFA/HBEGF/SERINC5/NUAK1/HSPB8/VDR/RABIF/IL1R2/PSD4/ZMIZ1/PPP4R1/AVPI1/TNFRSF21/SGPL1/CHMP1B/CD9/GFOD1/GABARAPL1/TRAK1/ITPKB/FOSL2/ABHD5/SLC9A3R1/PLK2/WIPI1/HS3ST1/NUP98,28
3152,C7,GSE1432_1H_VS_6H_IFNG_MICROGLIA_DN,GSE1432_1H_VS_6H_IFNG_MICROGLIA_DN,28/816,200/20394,8.07104334479909e-09,3.02353700685935e-07,1.76321254609457e-07,DSC2/HERC6/TNFSF10/PRRG4/CDS1/MX1/IFIH1/PLSCR1/SMURF1/NPEPPS/RSAD2/SLAMF7/ELF4/TDRD7/LIG4/CD53/IRF7/LIMK2/IL32/PARP12/SCYL2/SLC12A8/NOD2/APOL6/CASP4/CXCL11/STX17/BIRC3,28
3153,C7,GSE22886_DC_VS_MONOCYTE_DN,GSE22886_DC_VS_MONOCYTE_DN,28/816,200/20394,8.07104334479909e-09,3.02353700685935e-07,1.76321254609457e-07,TNFSF10/HEBP2/CORO1A/PLSCR1/KLF4/HLA-F/P2RY2/AKAP13/SMPDL3A/PMAIP1/CASP1/CRISPLD2/IGF1R/LYN/CD55/IRF7/MTSS1/GCA/CSTA/GCH1/APOBEC3A/TLR5/NOD2/SLC9A3R1/SEMA4D/LAT2/S100A9/HPSE,28
3154,C7,GSE22886_NAIVE_TCELL_VS_MONOCYTE_DN,GSE22886_NAIVE_TCELL_VS_MONOCYTE_DN,28/816,200/20394,8.07104334479909e-09,3.02353700685935e-07,1.76321254609457e-07,NCF2/SYK/STX3/PLSCR1/ZMIZ1/SIRPA/CREG1/SNX10/SLC31A2/CASP1/TIMP2/PCTP/PPP1R3D/CTSH/ZFAND5/GCA/CSTA/APOBEC3A/ARHGEF10L/ABHD5/NOD2/ATP6V0B/PTAFR/FAM49A/LAT2/DAPK1/S100A9/TBC1D2,28
3155,C7,GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN,GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN,28/816,200/20394,8.07104334479909e-09,3.02353700685935e-07,1.76321254609457e-07,IL1A/DDR1/PSTPIP2/ISG15/CFLAR/PIM1/IL1B/PPFIBP2/PTGS2/SDC4/SLC31A2/SNN/CXCL10/FILIP1L/MARCKSL1/EGR3/PRDM1/N4BP1/MAFF/CASP4/REL/PTPN6/CNN3/ZC3H12A/IKBKE/CXCL1/BIRC3/TNIP1,28
3156,C7,GSE3982_EOSINOPHIL_VS_EFF_MEMORY_CD4_TCELL_UP,GSE3982_EOSINOPHIL_VS_EFF_MEMORY_CD4_TCELL_UP,28/816,200/20394,8.07104334479909e-09,3.02353700685935e-07,1.76321254609457e-07,SYK/SAMD9/ISG15/SORT1/PLSCR1/IL13RA1/OSBPL2/ZMIZ1/NLRX1/RPS6KA1/CREG1/GALNT3/SH3GLB2/CYB5R4/SNN/GFOD1/CD55/LIMK2/ACPP/TINF2/FOSL2/MTM1/APOBEC3A/GNAQ/PTAFR/DAPK1/ETV6/BTBD7,28
3157,C7,GSE39864_WT_VS_GATA3_KO_TREG_UP,GSE39864_WT_VS_GATA3_KO_TREG_UP,28/816,200/20394,8.07104334479909e-09,3.02353700685935e-07,1.76321254609457e-07,ANXA3/EFNA3/SLC5A1/KRT17/TSPAN13/PLSCR1/NDRG1/MXD1/IL13RA1/PIM1/RSAD2/TRAF3IP2/IL4R/PTGS2/CXCL10/MYD88/LYN/EMP1/ZFAND5/MAP3K8/ITPKB/ABI1/LGALS8/USP18/PLK2/CASP4/FABP5/CNN3,28
