GeneSymbol	SPOT	Profile	VM	HN	P1	P2	YFB-S	YFB-C	YFB-G	FB-S	FB-C
JGI|COPCI_AMUTBMUT1|493237|	ID_3296	11	0.00	-0.87	-2.02	-1.59	-2.89	-1.25	-2.06	0.92	0.03
JGI|COPCI_AMUTBMUT1|493255|	ID_3297	39	0.00	1.15	0.51	0.61	2.22	1.64	1.88	4.95	4.55
JGI|COPCI_AMUTBMUT1|493263|	ID_3298	25	0.00	-0.76	-1.37	-1.01	-2.57	-1.81	-1.00	-2.25	-0.12
JGI|COPCI_AMUTBMUT1|493281|	ID_3299	11	0.00	0.09	-0.24	-0.37	-0.79	-1.43	0.08	1.44	1.70
JGI|COPCI_AMUTBMUT1|493294|	ID_3300	21	0.00	-1.01	-1.68	-1.35	-2.50	-3.57	-2.46	-2.86	0.03
JGI|COPCI_AMUTBMUT1|493324|	ID_3301	11	0.00	-0.82	-1.29	-0.89	-2.02	-2.01	-1.33	0.12	0.29
JGI|COPCI_AMUTBMUT1|493357|	ID_3302	29	0.00	1.18	2.67	3.22	5.04	2.84	1.92	-0.80	-1.56
JGI|COPCI_AMUTBMUT1|493377|	ID_3303	24	0.00	-1.05	-1.80	-0.85	-1.79	-2.36	-3.14	1.15	0.54
JGI|COPCI_AMUTBMUT1|493434|	ID_3305	39	0.00	0.44	1.26	0.91	1.64	1.01	0.69	2.03	2.94
JGI|COPCI_AMUTBMUT1|493443|	ID_3306	37	0.00	0.51	1.52	1.54	1.71	1.07	2.13	1.42	0.39
JGI|COPCI_AMUTBMUT1|493472|	ID_3307	29	0.00	0.80	1.27	1.33	1.94	0.86	0.53	0.83	-0.57
JGI|COPCI_AMUTBMUT1|493479|	ID_3308	36	0.00	0.12	0.59	0.38	0.18	-0.32	0.82	-1.41	-0.61
JGI|COPCI_AMUTBMUT1|493481|	ID_3309	35	0.00	0.13	-0.87	-0.68	0.01	1.44	0.37	-1.34	-0.35
JGI|COPCI_AMUTBMUT1|493489|	ID_3310	36	0.00	-0.40	0.37	0.06	-0.78	-2.62	-0.31	-2.33	-2.05
JGI|COPCI_AMUTBMUT1|493498|	ID_3311	39	0.00	0.04	-0.13	0.04	0.53	0.67	1.44	1.60	1.94
JGI|COPCI_AMUTBMUT1|493527|	ID_3312	10	0.00	0.64	0.92	0.82	0.56	-0.09	0.19	-1.96	-1.92
JGI|COPCI_AMUTBMUT1|493540|	ID_3313	46	0.00	2.68	3.53	3.11	1.15	1.37	-1.08	1.70	0.82
JGI|COPCI_AMUTBMUT1|493548|	ID_3314	10	0.00	-0.18	-0.97	-0.78	0.08	-0.98	-1.34	-1.62	-1.96
JGI|COPCI_AMUTBMUT1|493582|	ID_3315	24	0.00	-1.09	-0.80	0.38	-0.84	-0.71	-3.16	1.19	-0.80
JGI|COPCI_AMUTBMUT1|493635|	ID_3317	24	0.00	0.88	1.36	0.42	1.15	-1.26	-1.44	1.47	2.39
JGI|COPCI_AMUTBMUT1|493646|	ID_3318	29	0.00	0.25	1.16	0.80	2.73	3.15	2.99	-1.05	0.41
JGI|COPCI_AMUTBMUT1|493654|	ID_3319	39	0.00	0.62	0.42	0.69	2.93	1.27	2.12	4.36	1.89
JGI|COPCI_AMUTBMUT1|493661|	ID_3320	29	0.00	0.22	0.57	0.35	0.95	0.57	0.19	-0.11	-1.45
JGI|COPCI_AMUTBMUT1|493676|	ID_3321	12	0.00	-0.72	-0.27	-0.03	0.18	-1.88	0.80	-0.48	-1.57
JGI|COPCI_AMUTBMUT1|493710|	ID_3322	9	0.00	-0.09	0.71	-0.10	0.09	-0.23	1.16	-2.27	-2.28
JGI|COPCI_AMUTBMUT1|493742|	ID_3323	28	0.00	0.50	0.57	0.49	1.21	1.66	-0.04	-2.14	0.35
JGI|COPCI_AMUTBMUT1|493754|	ID_3324	31	0.00	-0.75	-1.69	-1.81	-1.57	-2.49	0.07	-2.50	3.19
JGI|COPCI_AMUTBMUT1|493779|	ID_3325	38	0.00	1.79	2.07	2.40	2.29	2.34	1.09	3.00	2.44
JGI|COPCI_AMUTBMUT1|493780|	ID_3326	24	0.00	0.51	-0.42	-0.40	-0.93	0.90	-1.75	1.39	3.07
JGI|COPCI_AMUTBMUT1|493789|	ID_3327	25	0.00	-0.38	-0.89	-0.57	-2.16	-1.06	-0.96	-1.55	0.71
JGI|COPCI_AMUTBMUT1|493805|	ID_3328	2	0.00	-1.87	-2.18	-1.57	-2.05	-1.54	-2.29	-0.67	-2.52
JGI|COPCI_AMUTBMUT1|493818|	ID_3329	25	0.00	-0.29	-0.28	-0.46	-2.17	-1.17	-0.30	-1.19	1.09
JGI|COPCI_AMUTBMUT1|493846|	ID_3330	3	0.00	-1.32	-1.97	-1.84	-0.12	-0.24	-3.89	-1.63	-3.53
JGI|COPCI_AMUTBMUT1|493890|	ID_3331	3	0.00	-1.39	0.15	0.36	1.13	-0.92	-1.82	-0.27	-3.32
JGI|COPCI_AMUTBMUT1|493939|	ID_3332	24	0.00	-0.07	-0.30	-0.38	0.55	0.59	0.09	2.49	2.22
JGI|COPCI_AMUTBMUT1|493944|	ID_3333	24	0.00	0.63	-1.25	-1.20	-0.11	0.52	-0.78	1.98	1.95
JGI|COPCI_AMUTBMUT1|494004|	ID_3334	24	0.00	1.13	0.95	0.73	0.94	0.57	0.38	1.91	2.36
JGI|COPCI_AMUTBMUT1|494011|	ID_3335	28	0.00	-0.29	-0.44	-0.47	0.33	0.20	-2.12	-4.48	0.18
JGI|COPCI_AMUTBMUT1|494091|	ID_3336	48	0.00	2.36	2.48	2.60	4.34	3.99	3.27	3.86	3.52
JGI|COPCI_AMUTBMUT1|494092|	ID_3337	29	0.00	0.97	0.77	1.01	2.33	0.99	1.08	-0.41	-0.21
JGI|COPCI_AMUTBMUT1|494105|	ID_3338	46	0.00	1.57	1.55	1.12	2.06	0.50	-0.54	-1.68	-0.98
JGI|COPCI_AMUTBMUT1|494131|	ID_3339	18	0.00	-1.30	-0.62	0.73	2.58	0.28	0.23	0.85	2.18
JGI|COPCI_AMUTBMUT1|494155|	ID_3340	9	0.00	-0.19	-0.14	-0.23	-0.58	-0.67	0.29	-2.41	-0.84
JGI|COPCI_AMUTBMUT1|494162|	ID_3341	29	0.00	0.25	1.06	0.64	1.16	0.56	1.42	-0.70	-1.40
JGI|COPCI_AMUTBMUT1|49417|	ID_3342	24	0.00	-0.85	-0.87	-0.30	-0.11	-0.35	-0.15	2.29	1.82
JGI|COPCI_AMUTBMUT1|494181|	ID_3343	24	0.00	1.97	1.47	1.44	2.52	1.65	0.62	6.14	3.37
JGI|COPCI_AMUTBMUT1|494222|	ID_3344	27	0.00	1.20	1.29	0.89	1.73	1.25	1.16	-1.71	-0.08
JGI|COPCI_AMUTBMUT1|494234|	ID_3345	21	0.00	-0.86	-2.37	-2.13	-2.70	-3.41	-3.96	-3.12	-1.58
JGI|COPCI_AMUTBMUT1|494238|	ID_3346	31	0.00	-0.21	-0.88	-0.95	-0.00	-0.41	-0.19	0.50	1.13
JGI|COPCI_AMUTBMUT1|494253|	ID_3347	8	0.00	-0.18	-0.00	0.04	1.30	4.10	1.71	-0.29	-0.59
JGI|COPCI_AMUTBMUT1|494263|	ID_3348	11	0.00	-0.84	-0.74	-0.52	-2.04	-2.37	-0.76	-0.15	-0.71
JGI|COPCI_AMUTBMUT1|494276|	ID_3349	29	0.00	-1.21	-0.34	-0.05	3.09	1.37	1.24	-1.60	-1.66
JGI|COPCI_AMUTBMUT1|494277|	ID_3350	29	0.00	-0.14	0.58	0.55	1.15	1.44	0.55	-1.42	-2.32
JGI|COPCI_AMUTBMUT1|494349|	ID_3351	39	0.00	1.31	1.11	1.14	2.70	3.45	1.59	5.15	4.50
JGI|COPCI_AMUTBMUT1|494350|	ID_3352	39	0.00	0.67	1.13	0.67	2.07	2.10	1.78	2.93	2.43
JGI|COPCI_AMUTBMUT1|494351|	ID_3353	23	0.00	-1.27	-2.58	-1.27	-2.90	-0.41	-1.41	-2.90	-5.01
JGI|COPCI_AMUTBMUT1|494398|	ID_3354	8	0.00	-0.61	-0.71	-0.67	1.31	2.05	1.16	-2.17	-1.32
JGI|COPCI_AMUTBMUT1|494407|	ID_3355	29	0.00	-0.41	0.52	0.17	0.44	0.23	0.35	-0.88	-2.15
JGI|COPCI_AMUTBMUT1|494417|	ID_3356	25	0.00	-0.23	-0.24	-0.37	-1.21	-0.84	-0.40	-3.12	0.41
JGI|COPCI_AMUTBMUT1|494422|	ID_3357	19	0.00	-1.37	-2.98	-1.60	-3.65	-2.76	-2.80	-3.59	-2.51
JGI|COPCI_AMUTBMUT1|494446|	ID_3358	11	0.00	0.46	-0.65	-0.62	-1.74	-0.67	-0.31	-0.19	-0.38
JGI|COPCI_AMUTBMUT1|494448|	ID_3359	10	0.00	0.80	0.45	0.72	-0.42	-3.28	-2.63	-0.14	-3.96
JGI|COPCI_AMUTBMUT1|494589|	ID_3361	3	0.00	-0.79	-1.17	-0.75	1.22	-0.66	-1.41	1.04	0.01
JGI|COPCI_AMUTBMUT1|494633|	ID_3362	11	0.00	-0.17	-1.44	-0.96	-3.46	-2.02	-0.91	0.80	2.79
JGI|COPCI_AMUTBMUT1|494656|	ID_3363	27	0.00	-0.36	0.29	-0.00	0.12	-1.03	-0.33	-2.40	0.70
JGI|COPCI_AMUTBMUT1|494657|	ID_3364	11	0.00	-2.19	-4.52	-4.25	-3.97	-4.67	-4.41	-3.88	3.76
JGI|COPCI_AMUTBMUT1|494681|	ID_3365	28	0.00	3.33	5.06	4.65	6.24	5.58	2.62	1.51	5.11
JGI|COPCI_AMUTBMUT1|494688|	ID_3366	22	0.00	-0.75	-3.02	-2.34	-2.76	-2.25	-3.06	0.21	-2.90
JGI|COPCI_AMUTBMUT1|494712|	ID_3367	36	0.00	-0.59	-0.82	-0.72	-2.00	-4.41	-0.29	-5.29	-1.79
JGI|COPCI_AMUTBMUT1|494747|	ID_3368	11	0.00	0.16	-0.45	-0.38	-1.87	-2.16	0.91	-0.75	1.79
JGI|COPCI_AMUTBMUT1|494772|	ID_3369	46	0.00	0.26	-0.19	-0.22	0.12	0.03	-3.38	-0.26	-1.38
JGI|COPCI_AMUTBMUT1|494798|	ID_3372	20	0.00	-1.08	-2.27	-1.94	-2.13	-1.34	-0.19	-0.10	-2.47
JGI|COPCI_AMUTBMUT1|494841|	ID_3373	4	0.00	-1.56	-2.06	-1.71	-1.24	-2.44	-2.39	-4.67	0.38
JGI|COPCI_AMUTBMUT1|494931|	ID_3375	11	0.00	-0.19	-1.86	-1.20	-3.28	-1.44	-2.91	-0.91	-1.45
JGI|COPCI_AMUTBMUT1|494939|	ID_3376	29	0.00	-0.18	1.16	0.81	0.99	0.22	0.52	0.32	-1.91
JGI|COPCI_AMUTBMUT1|494943|	ID_3377	14	0.00	-0.03	0.75	0.29	1.62	1.48	0.37	2.69	0.06
JGI|COPCI_AMUTBMUT1|494980|	ID_3378	33	0.00	0.68	-0.60	-0.39	0.79	1.56	1.14	-0.62	0.01
JGI|COPCI_AMUTBMUT1|495025|	ID_3379	29	0.00	1.32	3.29	3.17	3.64	3.68	4.43	-1.04	0.73
JGI|COPCI_AMUTBMUT1|495071|	ID_3380	28	0.00	0.14	0.74	0.45	-0.07	-0.57	-0.84	-3.77	-0.41
JGI|COPCI_AMUTBMUT1|495072|	ID_3381	9	0.00	-0.76	-0.01	-0.05	-0.02	-1.03	1.08	-1.95	0.00
JGI|COPCI_AMUTBMUT1|495099|	ID_3382	12	0.00	-0.49	-1.04	-0.61	-0.21	-1.37	0.02	-0.67	-2.96
JGI|COPCI_AMUTBMUT1|495126|	ID_3383	10	0.00	-0.05	0.08	-0.11	-0.62	-1.14	0.71	-2.11	-2.48
JGI|COPCI_AMUTBMUT1|495146|	ID_3384	10	0.00	-0.58	-0.60	-0.56	-1.71	-2.95	-0.81	-2.44	-3.43
JGI|COPCI_AMUTBMUT1|495155|	ID_3385	39	0.00	-0.04	0.02	-0.08	0.07	2.29	1.82	0.72	1.24
JGI|COPCI_AMUTBMUT1|495162|	ID_3386	31	0.00	-0.30	-0.63	-0.64	-0.07	-0.66	-0.90	-0.97	1.71
JGI|COPCI_AMUTBMUT1|495165|	ID_3387	6	0.00	-3.01	-3.59	-1.76	-3.22	-2.82	-4.37	-1.90	-2.05
JGI|COPCI_AMUTBMUT1|495187|	ID_3388	24	0.00	-2.22	-3.01	-2.10	-1.81	-2.38	-5.99	-1.07	-0.95
JGI|COPCI_AMUTBMUT1|495197|	ID_3389	27	0.00	-0.21	0.07	-0.08	1.07	-0.09	-0.41	-2.22	-0.31
JGI|COPCI_AMUTBMUT1|495207|	ID_3390	36	0.00	0.34	0.05	0.14	0.79	-0.94	-0.11	-1.66	-0.36
JGI|COPCI_AMUTBMUT1|495378|	ID_3391	33	0.00	-0.29	-0.37	0.15	2.06	1.46	0.96	0.82	0.28
JGI|COPCI_AMUTBMUT1|495393|	ID_3392	24	0.00	0.42	-0.34	-0.43	-0.27	-1.04	-0.81	3.42	3.45
JGI|COPCI_AMUTBMUT1|495414|	ID_3393	8	0.00	-0.40	-0.67	-0.67	-1.12	0.95	0.12	-1.26	-1.68
JGI|COPCI_AMUTBMUT1|495472|	ID_3394	23	0.00	-0.52	-0.95	-0.28	-1.29	-1.17	-0.45	-0.95	-2.12
JGI|COPCI_AMUTBMUT1|495497|	ID_3395	24	0.00	1.23	1.02	0.97	1.88	1.54	0.27	3.81	4.82
JGI|COPCI_AMUTBMUT1|495512|	ID_3396	38	0.00	1.85	2.22	2.22	2.12	3.93	1.47	1.88	4.73
JGI|COPCI_AMUTBMUT1|495531|	ID_3397	40	0.00	-0.24	-1.22	-1.16	-1.54	-3.69	0.14	-2.22	-1.19
JGI|COPCI_AMUTBMUT1|495535|	ID_3398	10	0.00	0.85	0.52	0.12	0.52	-1.57	-0.91	-2.14	-2.74
JGI|COPCI_AMUTBMUT1|495551|	ID_3399	39	0.00	3.28	5.22	4.99	8.75	10.54	5.48	13.40	13.42
JGI|COPCI_AMUTBMUT1|495590|	ID_3400	24	0.00	0.21	0.12	0.05	-0.32	1.37	-1.77	0.87	1.28
JGI|COPCI_AMUTBMUT1|495598|	ID_3401	10	0.00	1.99	1.28	1.16	-0.29	2.04	-2.02	-2.75	-3.10
JGI|COPCI_AMUTBMUT1|495621|	ID_3402	39	0.00	0.02	-0.37	0.01	-1.14	1.08	0.60	0.64	2.49
JGI|COPCI_AMUTBMUT1|495668|	ID_3403	24	0.00	0.04	-0.81	-0.41	-1.83	0.85	-3.58	-0.35	0.84
JGI|COPCI_AMUTBMUT1|495671|	ID_3404	5	0.00	-0.08	-0.21	-0.09	-0.57	1.66	0.46	0.98	3.14
JGI|COPCI_AMUTBMUT1|495699|	ID_3405	40	0.00	0.16	-2.44	-2.74	-3.66	-2.61	0.67	-3.67	0.08
JGI|COPCI_AMUTBMUT1|495707|	ID_3406	34	0.00	0.30	0.75	0.54	0.39	1.41	-1.08	3.82	0.18
JGI|COPCI_AMUTBMUT1|495710|	ID_3407	31	0.00	-0.42	-1.06	-1.05	-0.74	-0.47	-0.35	-0.51	6.36
JGI|COPCI_AMUTBMUT1|495774|	ID_3408	10	0.00	0.14	0.49	0.17	-0.03	0.45	-1.76	-0.64	-1.07
JGI|COPCI_AMUTBMUT1|495801|	ID_3409	17	0.00	-0.45	0.22	0.15	-0.59	-1.78	1.87	-0.55	-1.69
JGI|COPCI_AMUTBMUT1|495811|	ID_3410	46	0.00	1.22	1.02	0.81	0.10	-1.23	-0.40	-0.08	-1.13
JGI|COPCI_AMUTBMUT1|495845|	ID_3412	14	0.00	-0.51	-0.33	-0.11	-0.21	1.17	0.50	1.64	0.71
JGI|COPCI_AMUTBMUT1|495846|	ID_3413	39	0.00	0.01	0.02	0.85	1.12	2.70	3.07	3.04	4.73
JGI|COPCI_AMUTBMUT1|495867|	ID_3415	10	0.00	0.37	0.44	0.39	-0.09	-1.02	-0.90	-2.02	-2.01
JGI|COPCI_AMUTBMUT1|495868|	ID_3416	10	0.00	1.38	0.68	0.64	-1.43	-0.59	-2.78	-1.91	-2.14
JGI|COPCI_AMUTBMUT1|495869|	ID_3417	39	0.00	-0.86	0.36	0.30	0.21	2.96	1.13	3.37	3.07
JGI|COPCI_AMUTBMUT1|495874|	ID_3418	25	0.00	-1.61	-2.25	-1.16	-3.49	-3.81	-0.90	-3.31	0.94
JGI|COPCI_AMUTBMUT1|495893|	ID_3419	21	0.00	-0.44	-0.91	-0.32	-1.91	-2.31	-1.53	-1.55	-0.17
JGI|COPCI_AMUTBMUT1|495900|	ID_3420	11	0.00	-0.53	-0.81	-0.59	-3.35	-1.62	-0.40	-0.90	-1.29
JGI|COPCI_AMUTBMUT1|495921|	ID_3421	19	0.00	-0.84	-1.31	-1.45	-0.85	-0.40	-1.77	-2.34	-1.02
JGI|COPCI_AMUTBMUT1|495959|	ID_3422	10	0.00	0.32	-0.97	-0.58	-0.94	-1.47	-0.97	-1.12	-1.87
JGI|COPCI_AMUTBMUT1|495978|	ID_3423	46	0.00	1.33	1.65	1.90	3.72	-1.02	-5.23	0.67	-0.71
JGI|COPCI_AMUTBMUT1|495993|	ID_3424	39	0.00	0.81	-0.59	0.01	-0.70	-0.01	1.21	2.56	4.13
JGI|COPCI_AMUTBMUT1|496038|	ID_3425	36	0.00	-0.57	-0.81	-0.70	-1.59	-3.00	-0.35	-3.49	-2.07
JGI|COPCI_AMUTBMUT1|496092|	ID_3426	21	0.00	-3.40	-3.58	-3.37	-2.83	-4.17	-5.17	-5.64	1.13
JGI|COPCI_AMUTBMUT1|496098|	ID_3427	12	0.00	-0.65	0.70	0.36	0.54	-1.17	1.34	-0.24	-2.14
JGI|COPCI_AMUTBMUT1|496131|	ID_3428	11	0.00	-1.09	-1.24	-1.17	-3.11	-3.01	-2.93	0.46	0.86
JGI|COPCI_AMUTBMUT1|496157|	ID_3430	37	0.00	0.40	0.75	0.60	0.64	1.48	4.90	1.71	0.57
JGI|COPCI_AMUTBMUT1|496159|	ID_3431	10	0.00	-0.20	-0.10	-0.22	0.24	-1.36	-1.67	-2.33	-3.81
JGI|COPCI_AMUTBMUT1|496166|	ID_3432	8	0.00	-0.31	0.21	-0.07	0.19	0.41	0.24	-2.38	-1.20
JGI|COPCI_AMUTBMUT1|496199|	ID_3433	11	0.00	-0.78	-1.00	-1.07	-2.08	-1.75	0.53	-0.69	1.89
JGI|COPCI_AMUTBMUT1|496243|	ID_3434	48	0.00	1.61	2.10	1.76	2.72	1.96	0.99	1.83	0.83
JGI|COPCI_AMUTBMUT1|496246|	ID_3435	34	0.00	1.72	1.67	1.73	1.38	1.41	1.12	7.17	-0.13
JGI|COPCI_AMUTBMUT1|496250|	ID_3436	17	0.00	0.10	1.03	-0.29	-2.73	-1.74	0.72	0.58	-0.66
JGI|COPCI_AMUTBMUT1|496255|	ID_3437	11	0.00	0.64	-0.76	-1.48	-2.37	-1.79	-1.73	-1.40	0.02
JGI|COPCI_AMUTBMUT1|496256|	ID_3438	24	0.00	0.84	1.07	0.69	0.18	0.70	0.63	2.14	3.45
JGI|COPCI_AMUTBMUT1|496290|	ID_3439	24	0.00	-0.32	-0.37	-0.15	0.56	1.52	-0.03	4.67	4.08
JGI|COPCI_AMUTBMUT1|496319|	ID_3441	33	0.00	0.15	1.68	1.34	4.12	4.04	2.04	0.06	1.73
JGI|COPCI_AMUTBMUT1|496344|	ID_3442	10	0.00	-2.08	-2.31	-2.11	-3.61	-3.27	-2.22	-3.77	-3.61
JGI|COPCI_AMUTBMUT1|496352|	ID_3443	41	0.00	0.97	0.80	0.56	0.42	2.14	-0.74	0.49	0.04
JGI|COPCI_AMUTBMUT1|496408|	ID_3445	21	0.00	-3.03	-4.61	-3.85	-4.64	-4.09	-6.69	-2.17	-2.88
JGI|COPCI_AMUTBMUT1|496425|	ID_3446	39	0.00	1.48	1.47	1.33	2.81	2.96	1.18	5.02	4.41
JGI|COPCI_AMUTBMUT1|496455|	ID_3447	34	0.00	1.37	1.31	1.46	1.37	1.42	-0.59	3.92	0.97
JGI|COPCI_AMUTBMUT1|496462|	ID_3448	8	0.00	1.63	2.71	0.75	2.71	5.36	0.63	-0.01	-0.26
JGI|COPCI_AMUTBMUT1|496470|	ID_3449	24	0.00	1.37	1.09	0.89	0.66	-0.01	-0.26	3.07	1.59
JGI|COPCI_AMUTBMUT1|496475|	ID_3450	21	0.00	1.35	1.69	0.73	-1.68	-0.24	-5.57	1.12	-0.85
JGI|COPCI_AMUTBMUT1|496515|	ID_3451	11	0.00	-0.37	-0.60	-0.55	-3.67	-3.22	0.05	0.11	0.47
JGI|COPCI_AMUTBMUT1|496523|	ID_3452	8	0.00	-0.14	-0.11	-0.34	0.44	-0.01	0.57	-0.59	-2.44
JGI|COPCI_AMUTBMUT1|496535|	ID_3453	27	0.00	-0.24	0.19	0.16	3.05	0.92	1.16	-0.50	0.15
JGI|COPCI_AMUTBMUT1|496597|	ID_3454	39	0.00	-0.22	-0.45	-0.50	-0.37	0.36	0.74	2.01	1.85
JGI|COPCI_AMUTBMUT1|496604|	ID_3455	3	0.00	-1.50	-2.21	-2.41	-1.49	-1.09	-3.48	-0.78	-1.74
JGI|COPCI_AMUTBMUT1|496607|	ID_3456	24	0.00	-4.10	-3.22	-0.71	-4.35	0.56	-7.85	3.52	2.47
JGI|COPCI_AMUTBMUT1|496611|	ID_3457	21	0.00	1.35	-0.11	-0.41	-1.22	-1.79	-1.94	0.74	-0.48
JGI|COPCI_AMUTBMUT1|496618|	ID_3458	24	0.00	1.07	0.49	-0.68	-0.44	1.14	-2.15	1.65	3.53
JGI|COPCI_AMUTBMUT1|496626|	ID_3459	36	0.00	-0.23	0.15	-0.08	-1.21	-1.80	0.29	-1.71	-1.73
JGI|COPCI_AMUTBMUT1|496651|	ID_3460	31	0.00	0.06	-0.01	-0.34	3.47	1.76	2.60	0.63	4.81
JGI|COPCI_AMUTBMUT1|496665|	ID_3461	37	0.00	0.03	0.46	0.23	-1.50	1.98	2.24	-1.14	-0.54
JGI|COPCI_AMUTBMUT1|496674|	ID_3462	3	0.00	-2.26	-3.10	-2.48	-1.25	-2.03	-2.94	-2.46	-3.28
JGI|COPCI_AMUTBMUT1|496686|	ID_3463	40	0.00	-0.75	-0.63	-0.62	-2.93	-3.62	-0.33	-4.51	-1.90
JGI|COPCI_AMUTBMUT1|496698|	ID_3464	22	0.00	-0.31	0.55	0.47	0.42	-1.25	-0.59	2.77	-0.27
JGI|COPCI_AMUTBMUT1|496731|	ID_3465	29	0.00	0.18	0.18	0.11	0.68	-0.12	0.04	-0.15	-2.16
JGI|COPCI_AMUTBMUT1|496756|	ID_3466	41	0.00	0.55	1.35	0.53	2.59	1.36	0.02	1.37	-2.91
JGI|COPCI_AMUTBMUT1|496822|	ID_3467	29	0.00	1.89	2.17	2.29	3.99	1.96	2.45	-1.47	-2.75
JGI|COPCI_AMUTBMUT1|496868|	ID_3468	10	0.00	-1.41	-1.42	-1.85	-5.87	-5.98	-6.24	-4.98	-8.51
JGI|COPCI_AMUTBMUT1|496873|	ID_3469	39	0.00	1.03	1.83	1.44	3.95	3.40	1.25	3.04	4.21
JGI|COPCI_AMUTBMUT1|496906|	ID_3470	34	0.00	3.78	0.69	-0.02	-1.13	2.74	-1.48	3.70	2.28
JGI|COPCI_AMUTBMUT1|496941|	ID_3472	39	0.00	-0.36	-0.61	-0.51	-0.41	1.30	0.66	1.45	2.42
JGI|COPCI_AMUTBMUT1|496944|	ID_3473	24	0.00	-0.57	-2.50	-1.84	-4.55	-2.32	-5.68	2.45	0.23
JGI|COPCI_AMUTBMUT1|497012|	ID_3475	20	0.00	-0.19	-0.40	-0.40	-1.38	-0.86	1.02	-0.88	-1.98
JGI|COPCI_AMUTBMUT1|497045|	ID_3476	36	0.00	0.78	1.16	1.04	0.99	0.27	1.53	-0.80	-0.59
JGI|COPCI_AMUTBMUT1|497077|	ID_3477	46	0.00	0.26	0.58	0.65	0.81	-0.58	-1.91	0.45	-1.83
JGI|COPCI_AMUTBMUT1|497099|	ID_3478	48	0.00	5.43	5.85	5.08	7.93	10.19	8.57	3.34	4.72
JGI|COPCI_AMUTBMUT1|497116|	ID_3479	10	0.00	-0.21	0.11	0.34	-1.76	-1.86	-1.34	-1.15	-1.49
JGI|COPCI_AMUTBMUT1|497119|	ID_3480	5	0.00	-0.65	-0.73	-0.49	1.19	2.03	-0.46	0.66	1.83
JGI|COPCI_AMUTBMUT1|497131|	ID_3482	36	0.00	0.35	0.91	0.50	0.07	-0.29	0.86	-1.94	-0.62
JGI|COPCI_AMUTBMUT1|497148|	ID_3483	11	0.00	-0.84	-1.75	-2.35	-2.08	-1.54	-1.80	-1.13	0.05
JGI|COPCI_AMUTBMUT1|497165|	ID_3484	11	0.00	-0.61	-0.61	-0.49	-2.52	-1.66	-0.16	-0.78	-0.13
JGI|COPCI_AMUTBMUT1|497244|	ID_3485	43	0.00	4.42	0.18	0.49	0.38	0.79	-0.53	3.24	4.03
JGI|COPCI_AMUTBMUT1|497248|	ID_3486	29	0.00	0.05	-0.06	-0.10	0.67	0.56	0.75	-1.76	-1.30
JGI|COPCI_AMUTBMUT1|497254|	ID_3487	11	0.00	0.79	-0.15	-0.58	-2.48	-1.09	-0.46	1.34	-0.38
JGI|COPCI_AMUTBMUT1|497270|	ID_3488	13	0.00	-0.58	0.23	0.34	2.39	4.83	3.41	1.38	1.45
JGI|COPCI_AMUTBMUT1|497309|	ID_3489	12	0.00	-0.20	-0.32	-0.62	0.57	0.01	1.41	-0.12	0.05
JGI|COPCI_AMUTBMUT1|497327|	ID_3490	40	0.00	-0.91	-1.32	-1.23	-2.14	-1.70	-0.40	-1.95	-1.10
JGI|COPCI_AMUTBMUT1|497336|	ID_3491	10	0.00	-3.20	-4.05	-3.55	-4.03	-4.08	-5.83	-3.69	-4.92
JGI|COPCI_AMUTBMUT1|497414|	ID_3492	24	0.00	0.79	-0.03	0.33	0.81	1.37	-0.30	2.57	2.33
JGI|COPCI_AMUTBMUT1|497496|	ID_3494	38	0.00	3.04	2.55	2.34	1.95	3.28	0.61	2.15	2.76
JGI|COPCI_AMUTBMUT1|497521|	ID_3495	11	0.00	0.05	0.14	-0.04	-1.69	-1.32	-0.49	1.41	0.35
JGI|COPCI_AMUTBMUT1|497522|	ID_3496	39	0.00	0.36	0.09	0.02	-0.01	0.05	0.80	2.36	3.07
JGI|COPCI_AMUTBMUT1|497540|	ID_3497	29	0.00	1.39	2.26	1.97	1.87	1.09	2.60	1.11	-1.33
JGI|COPCI_AMUTBMUT1|497608|	ID_3498	39	0.00	-0.34	0.16	0.00	1.62	0.48	2.38	1.46	3.44
JGI|COPCI_AMUTBMUT1|497610|	ID_3499	10	0.00	-0.18	0.05	0.05	-0.59	-0.24	-0.06	-1.01	-1.96
JGI|COPCI_AMUTBMUT1|497631|	ID_3500	10	0.00	-0.68	-0.88	-0.51	-0.74	-2.19	-1.62	-1.94	-3.72
JGI|COPCI_AMUTBMUT1|497659|	ID_3501	41	0.00	0.67	0.34	0.31	1.96	1.24	-0.17	-0.35	-0.81
JGI|COPCI_AMUTBMUT1|497677|	ID_3502	39	0.00	1.80	0.74	0.80	4.24	4.93	2.97	7.46	7.99
JGI|COPCI_AMUTBMUT1|497710|	ID_3503	37	0.00	1.11	1.92	2.00	1.41	2.33	3.11	0.47	1.47
JGI|COPCI_AMUTBMUT1|497717|	ID_3504	27	0.00	0.57	0.70	0.37	1.42	0.40	1.81	-1.19	-0.04
JGI|COPCI_AMUTBMUT1|497796|	ID_3505	25	0.00	0.15	-0.00	-0.24	-0.89	-0.17	0.28	-0.54	2.14
