REGISTRY,YEAR,SEX,CANCER,TOTAL,N0_4,N5_9,N10_14,N15_19,N20_24,N25_29,N30_34,N35_39,N40_44,N45_49,N50_54,N55_59,N60_64,N65_69,N70_74,N75_79,N80_84,N85+,N_UNK
 3600600,1983,2, 9,163,0,0,0,0,0,0,2,2,1,3,3,12,22,23,36,22,19,18,0
 3600600,1983,2,10,22,0,0,0,0,0,0,0,1,0,1,2,4,5,4,3,2,0,0,0
 3600600,1983,2,11,416,0,0,0,0,0,2,0,7,5,15,21,54,77,76,62,42,36,19,0
 3600600,1983,2,12,23,0,1,1,3,0,2,1,1,2,1,0,0,3,2,2,1,1,2,0
 3600600,1983,2,13,393,0,0,0,3,13,24,35,34,40,30,30,41,30,33,30,16,21,13,0
 3600600,1983,2,14,34,1,0,0,1,2,4,3,0,0,4,1,0,3,0,7,3,3,2,0
 3600600,1983,2,15,1455,0,0,0,0,0,12,33,91,106,133,145,169,178,162,162,111,79,74,0
 3600600,1983,2,16,224,0,0,0,0,3,15,24,25,16,21,18,18,29,19,16,11,6,3,0
 3600600,1983,2,17,252,0,0,0,0,1,0,3,5,4,6,23,42,36,45,40,24,19,4,0
 3600600,1983,2,18,234,0,1,3,0,7,6,5,6,7,12,27,28,23,30,34,17,17,11,0
 3600600,1983,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1983,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1983,2,21,102,1,3,0,0,0,0,0,2,3,2,11,11,16,17,12,11,9,4,0
 3600600,1983,2,22,164,0,0,0,0,0,0,2,1,1,3,4,13,27,20,26,27,19,21,0
 3600600,1983,2,23,14,0,0,0,0,0,0,0,0,2,0,0,2,1,0,3,3,1,2,0
 3600600,1983,2,24,101,4,4,1,3,3,2,4,3,5,2,8,18,14,6,12,8,4,0,0
 3600600,1983,2,25,51,0,0,2,0,2,4,3,7,9,4,5,3,1,3,3,3,2,0,0
 3600600,1983,2,26,43,0,0,0,8,7,6,3,3,2,1,1,2,2,2,2,2,2,0,0
 3600600,1983,2,27,218,2,1,1,2,2,4,6,7,5,8,15,26,24,28,31,30,20,6,0
 3600600,1983,2,28,53,0,0,0,0,0,0,0,0,0,1,1,6,9,10,12,6,7,1,0
 3600600,1983,2,29,146,8,3,3,2,2,2,4,3,3,4,10,9,16,25,20,14,10,8,0
 3600600,1984,1, 1,7076,40,17,18,40,58,86,92,127,153,252,443,764,967,1050,1160,955,545,309,0
 3600600,1984,1, 2,336,0,0,0,3,1,3,1,8,11,19,32,52,69,47,45,30,11,4,0
 3600600,1984,1, 3,132,0,0,0,0,1,0,0,0,3,8,5,11,22,22,19,18,18,5,0
 3600600,1984,1, 4,368,0,0,0,0,0,0,2,4,9,13,19,49,44,64,67,46,30,21,0
 3600600,1984,1, 5,662,0,0,1,0,0,2,4,12,12,22,49,73,107,87,117,100,45,31,0
 3600600,1984,1, 6,450,0,0,0,0,0,1,0,4,9,18,39,59,82,63,80,47,31,17,0
 3600600,1984,1, 7,51,1,0,0,0,0,1,0,1,1,2,3,7,10,9,6,6,3,1,0
 3600600,1984,1, 8,45,0,0,0,0,0,0,0,0,1,0,4,2,5,4,13,10,3,3,0
 3600600,1984,1, 9,198,0,0,0,0,0,1,1,1,4,7,12,23,28,32,33,34,11,11,0
 3600600,1984,1,10,126,0,0,0,0,0,1,0,0,1,8,19,23,23,22,9,11,6,3,0
 3600600,1984,1,11,1293,0,0,0,0,1,1,2,2,20,40,100,174,187,255,231,165,87,28,0
 3600600,1984,1,12,28,0,0,5,6,2,0,2,0,0,1,2,0,3,2,1,3,0,1,0
 3600600,1984,1,13,327,0,0,1,4,9,23,22,28,28,22,25,34,31,42,34,13,8,3,0
 3600600,1984,1,14,42,0,0,0,0,1,2,1,2,0,4,5,7,4,1,6,5,4,0,0
 3600600,1984,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1984,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1984,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1984,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1984,1,19,1020,0,0,0,0,0,0,0,0,1,4,16,38,109,163,223,219,155,92,0
 3600600,1984,1,20,96,1,0,0,2,14,18,22,17,8,5,4,2,3,0,0,0,0,0,0
 3600600,1984,1,21,175,5,3,0,0,0,0,1,3,3,10,11,30,32,24,19,20,10,4,0
 3600600,1984,1,22,481,0,0,0,0,1,2,3,5,3,10,20,60,66,70,93,75,42,31,0
 3600600,1984,1,23,19,2,0,0,0,0,0,0,0,0,0,1,2,3,5,2,2,1,1,0
 3600600,1984,1,24,157,5,2,3,4,6,9,11,16,11,6,13,14,21,12,13,10,1,0,0
 3600600,1984,1,25,30,0,0,0,0,2,2,1,1,1,2,4,4,2,3,3,3,0,2,0
 3600600,1984,1,26,45,0,0,1,5,5,5,5,3,4,3,1,0,1,3,7,1,0,1,0
 3600600,1984,1,27,258,2,3,1,5,8,5,2,11,9,21,19,29,28,41,24,28,12,10,0
 3600600,1984,1,28,53,0,0,0,0,0,0,0,0,2,3,2,7,5,7,7,12,5,3,0
 3600600,1984,1,29,213,16,6,4,7,5,3,3,6,5,6,13,14,20,27,28,25,14,11,0
 3600600,1984,2, 1,6473,28,20,10,27,51,95,132,223,321,338,454,674,764,811,880,683,539,423,0
 3600600,1984,2, 2,120,0,0,0,2,0,1,2,7,3,5,9,15,17,21,17,7,9,5,0
 3600600,1984,2, 3,82,0,0,0,1,0,0,0,0,1,0,2,2,7,11,18,8,17,15,0
 3600600,1984,2, 4,201,0,0,0,0,0,1,3,1,6,0,15,12,15,35,30,28,28,27,0
 3600600,1984,2, 5,746,0,0,1,2,2,3,7,8,17,23,41,65,90,91,118,112,91,75,0
 3600600,1984,2, 6,315,0,0,0,0,0,3,0,4,8,23,13,31,44,42,50,38,30,29,0
 3600600,1984,2, 7,18,3,0,0,0,0,0,0,1,1,0,1,1,2,1,5,2,1,0,0
 3600600,1984,2, 8,72,0,0,0,0,0,0,0,0,2,0,1,4,5,14,16,14,10,6,0
 3600600,1984,2, 9,192,0,0,0,0,1,1,0,2,1,3,13,12,26,34,21,38,26,14,0
 3600600,1984,2,10,16,0,0,0,0,0,0,0,0,0,2,0,4,1,5,2,2,0,0,0
 3600600,1984,2,11,443,0,0,0,0,1,2,3,6,12,8,30,53,83,77,79,46,30,13,0
 3600600,1984,2,12,16,1,1,1,1,1,0,0,1,2,0,2,1,0,1,2,1,1,0,0
 3600600,1984,2,13,408,0,0,0,4,15,34,28,42,34,30,34,39,41,31,37,16,13,10,0
 3600600,1984,2,14,37,2,1,1,0,4,1,1,2,5,1,1,2,3,0,4,5,4,0,0
 3600600,1984,2,15,1613,0,0,0,0,0,7,33,72,145,146,142,217,188,174,183,130,86,90,0
 3600600,1984,2,16,240,0,0,0,0,1,9,27,31,19,12,16,25,22,27,21,15,9,6,0
 3600600,1984,2,17,278,0,0,0,0,0,0,1,2,9,11,31,46,51,47,33,22,16,9,0
 3600600,1984,2,18,237,0,1,0,3,1,1,5,6,13,14,28,25,32,25,40,23,12,8,0
 3600600,1984,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1984,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1984,2,21,105,3,0,0,0,0,3,1,3,3,4,9,16,10,12,11,16,9,5,0
 3600600,1984,2,22,161,0,0,0,0,0,1,0,3,3,3,10,22,14,22,31,21,17,14,0
 3600600,1984,2,23,16,2,0,0,1,0,0,0,1,1,1,2,3,2,1,1,1,0,0,0
 3600600,1984,2,24,113,5,10,3,2,4,5,6,3,4,6,5,6,11,17,16,7,2,1,0
 3600600,1984,2,25,68,0,0,0,3,2,8,8,9,6,1,4,6,4,4,4,4,4,1,0
 3600600,1984,2,26,39,0,0,2,1,6,3,1,4,0,2,8,0,0,6,1,2,2,1,0
 3600600,1984,2,27,210,2,0,0,1,3,6,1,5,8,13,10,15,27,31,34,31,19,4,0
 3600600,1984,2,28,67,0,0,0,0,0,0,0,2,0,5,3,6,6,7,18,9,10,1,0
 3600600,1984,2,29,159,8,6,2,5,7,1,3,6,3,6,5,8,11,21,19,19,18,11,0
 3600600,1985,1, 1,7274,26,17,25,38,60,85,96,142,157,252,372,790,1042,1099,1187,961,601,324,0
 3600600,1985,1, 2,349,0,0,0,0,1,3,8,10,18,23,36,53,54,43,45,35,16,4,0
 3600600,1985,1, 3,128,0,0,0,0,0,0,1,1,2,2,4,21,26,25,24,11,8,3,0
 3600600,1985,1, 4,350,0,0,0,0,0,3,2,7,3,17,16,35,55,39,65,53,33,22,0
 3600600,1985,1, 5,758,0,0,0,0,2,6,1,11,13,29,40,86,106,119,130,114,54,47,0
 3600600,1985,1, 6,449,0,0,0,0,3,0,2,7,11,14,31,60,73,77,64,63,31,13,0
 3600600,1985,1, 7,44,0,0,0,0,0,0,0,0,0,2,4,6,9,8,7,8,0,0,0
 3600600,1985,1, 8,44,0,0,0,0,0,0,0,1,0,1,1,7,9,3,7,6,8,1,0
 3600600,1985,1, 9,193,0,0,0,0,0,0,0,0,3,4,6,23,34,31,30,35,18,9,0
 3600600,1985,1,10,114,0,0,0,0,0,0,0,2,1,7,12,19,27,16,17,6,5,2,0
 3600600,1985,1,11,1291,0,1,0,0,1,0,1,3,15,31,74,173,219,249,232,152,95,45,0
 3600600,1985,1,12,20,0,1,3,5,1,2,2,0,0,0,0,1,0,2,1,2,0,0,0
 3600600,1985,1,13,393,0,0,0,3,10,19,30,28,35,38,27,46,41,48,29,18,12,9,0
 3600600,1985,1,14,50,2,1,1,2,3,3,3,2,2,3,2,6,5,6,1,3,3,2,0
 3600600,1985,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1985,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1985,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1985,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1985,1,19,1008,0,0,0,0,0,0,0,2,0,4,6,44,87,156,232,218,165,94,0
 3600600,1985,1,20,87,0,0,0,4,17,19,17,13,7,2,1,4,1,0,1,0,1,0,0
 3600600,1985,1,21,155,0,1,0,0,1,1,1,7,7,8,7,25,29,20,20,15,8,5,0
 3600600,1985,1,22,489,0,0,0,1,3,4,6,3,6,10,22,46,77,76,84,82,49,20,0
 3600600,1985,1,23,13,2,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,1,1,0
 3600600,1985,1,24,169,4,6,5,5,4,6,5,9,6,9,6,15,25,22,23,12,4,3,0
 3600600,1985,1,25,40,0,0,0,0,1,3,2,3,2,3,3,2,10,4,4,2,1,0,0
 3600600,1985,1,26,37,0,0,1,7,4,4,2,3,4,0,3,5,0,2,2,0,0,0,0
 3600600,1985,1,27,247,2,2,1,3,2,3,3,15,10,13,15,28,28,39,40,24,12,7,0
 3600600,1985,1,28,61,0,0,0,0,0,0,0,0,1,2,7,4,7,7,10,13,5,5,0
 3600600,1985,1,29,198,12,4,10,6,4,6,7,4,1,9,7,16,24,23,28,18,16,3,0
 3600600,1985,2, 1,6628,25,12,27,17,51,82,169,277,300,361,464,633,796,778,869,749,554,464,0
 3600600,1985,2, 2,132,0,0,0,0,2,0,0,5,4,11,8,9,18,16,22,14,11,12,0
 3600600,1985,2, 3,77,0,0,0,0,0,0,0,1,0,1,1,4,9,11,11,13,14,12,0
 3600600,1985,2, 4,178,0,0,0,0,0,1,0,2,4,5,6,10,15,19,35,28,28,25,0
 3600600,1985,2, 5,783,0,0,1,2,1,3,5,10,15,22,42,64,80,95,125,128,95,95,0
 3600600,1985,2, 6,336,0,0,0,0,0,1,0,3,14,13,23,30,38,41,56,49,36,32,0
 3600600,1985,2, 7,16,0,0,0,0,1,0,0,0,1,0,0,2,2,4,2,2,1,1,0
 3600600,1985,2, 8,74,0,0,0,0,0,0,1,0,0,3,6,6,10,15,4,12,10,7,0
 3600600,1985,2, 9,175,0,0,0,0,0,0,0,1,0,3,5,17,16,31,35,23,25,19,0
 3600600,1985,2,10,19,0,0,0,0,0,0,0,0,1,1,1,3,6,2,1,1,1,2,0
 3600600,1985,2,11,396,0,0,0,0,0,0,1,5,11,14,24,54,76,75,52,45,27,12,0
 3600600,1985,2,12,26,2,3,3,2,2,0,1,0,1,1,0,5,3,0,3,0,0,0,0
 3600600,1985,2,13,460,0,0,4,3,15,28,42,47,52,37,37,32,47,35,34,24,16,7,0
 3600600,1985,2,14,26,0,0,2,0,0,1,2,4,0,1,1,5,3,3,2,1,1,0,0
 3600600,1985,2,15,1637,0,0,0,0,1,12,48,114,120,146,143,177,202,201,164,145,98,66,0
 3600600,1985,2,16,268,0,0,0,0,10,15,28,30,26,14,27,22,29,24,20,12,6,5,0
 3600600,1985,2,17,291,0,0,0,0,0,1,1,2,8,14,28,41,46,35,47,33,15,20,0
 3600600,1985,2,18,246,0,0,1,0,3,1,7,10,12,17,27,31,36,25,29,17,25,5,0
 3600600,1985,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1985,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1985,2,21,104,3,1,1,0,0,0,4,1,1,5,7,5,15,14,14,17,9,7,0
 3600600,1985,2,22,185,1,0,0,1,1,0,3,2,4,5,6,13,21,23,34,28,19,24,0
 3600600,1985,2,23,15,0,0,0,0,0,0,0,1,0,1,0,0,3,2,7,1,0,0,0
 3600600,1985,2,24,118,5,3,3,2,2,2,3,5,5,6,3,13,16,12,12,13,10,3,0
 3600600,1985,2,25,73,0,0,1,1,5,4,6,10,3,8,7,5,4,4,4,7,1,3,0
 3600600,1985,2,26,29,0,0,2,3,4,1,3,2,0,1,3,1,2,2,1,2,1,1,0
 3600600,1985,2,27,217,2,0,0,0,1,5,3,5,5,12,22,17,28,23,43,25,14,12,0
 3600600,1985,2,28,56,0,0,0,0,0,0,0,1,1,0,3,6,9,7,10,11,5,3,0
 3600600,1985,2,29,149,7,4,9,2,0,4,1,3,2,7,11,17,18,10,17,16,12,9,0
 3600600,1986,1, 1,7262,26,22,12,49,56,85,110,122,182,259,411,724,998,1106,1216,936,626,322,0
 3600600,1986,1, 2,370,0,0,0,0,0,3,3,11,19,26,33,61,65,52,39,37,18,3,0
 3600600,1986,1, 3,110,0,0,0,0,0,0,0,0,2,3,12,13,17,17,19,11,7,9,0
 3600600,1986,1, 4,329,0,0,0,0,0,1,2,4,4,9,24,33,41,53,62,42,36,18,0
 3600600,1986,1, 5,716,0,0,0,1,2,4,1,7,16,21,42,72,133,116,115,92,60,34,0
 3600600,1986,1, 6,435,0,0,0,0,0,0,1,3,11,23,33,49,62,72,75,56,39,11,0
 3600600,1986,1, 7,65,0,0,0,0,0,0,0,1,0,1,9,7,14,8,9,8,8,0,0
 3600600,1986,1, 8,54,0,0,0,1,0,0,2,1,1,3,1,6,5,8,9,10,4,3,0
 3600600,1986,1, 9,197,0,0,0,0,0,0,0,0,7,4,7,19,21,40,38,29,19,13,0
 3600600,1986,1,10,114,0,0,0,0,0,0,0,1,1,6,12,27,33,18,9,3,3,1,0
 3600600,1986,1,11,1299,0,0,0,0,1,0,4,5,12,42,67,156,224,234,231,185,94,44,0
 3600600,1986,1,12,17,1,0,2,4,1,2,1,1,0,1,1,0,0,1,0,0,0,2,0
 3600600,1986,1,13,372,0,0,0,13,12,19,30,24,27,34,26,46,35,39,35,15,10,7,0
 3600600,1986,1,14,65,1,3,0,1,4,4,2,4,4,6,3,7,8,3,6,5,0,4,0
 3600600,1986,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1986,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1986,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1986,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1986,1,19,1022,0,0,0,0,0,0,0,0,1,3,10,38,98,166,209,224,175,98,0
 3600600,1986,1,20,93,1,0,0,4,9,21,22,14,7,5,3,1,0,3,2,0,1,0,0
 3600600,1986,1,21,170,2,2,0,0,1,0,3,2,5,10,13,29,32,22,30,10,8,1,0
 3600600,1986,1,22,453,0,0,0,2,0,3,3,3,7,8,24,42,48,83,97,68,46,19,0
 3600600,1986,1,23,22,2,1,0,0,0,1,1,0,3,1,1,2,2,0,6,1,1,0,0
 3600600,1986,1,24,172,4,6,4,4,8,7,6,4,8,9,15,12,28,16,23,11,4,3,0
 3600600,1986,1,25,29,0,1,0,1,1,0,3,2,3,2,4,2,3,1,3,2,1,0,0
 3600600,1986,1,26,49,1,2,0,6,7,4,6,5,1,2,3,2,3,1,2,2,2,0,0
 3600600,1986,1,27,288,4,2,1,5,3,6,6,11,18,11,17,29,31,40,45,30,18,11,0
 3600600,1986,1,28,71,0,0,0,0,0,0,0,1,6,7,6,7,12,10,11,7,3,1,0
 3600600,1986,1,29,204,5,3,4,6,3,6,6,7,6,5,14,17,16,29,32,24,16,5,0
 3600600,1986,2, 1,6615,28,12,13,26,53,89,154,269,323,374,474,635,810,800,837,701,554,463,0
 3600600,1986,2, 2,142,0,0,1,1,1,1,0,7,7,5,6,14,27,17,16,15,13,11,0
 3600600,1986,2, 3,64,0,0,0,0,0,0,1,0,0,2,2,7,8,4,12,13,8,7,0
 3600600,1986,2, 4,184,0,0,0,0,0,2,0,4,7,8,6,12,12,32,22,28,22,29,0
 3600600,1986,2, 5,797,0,0,3,5,3,0,8,10,19,23,47,65,95,100,118,109,105,87,0
 3600600,1986,2, 6,331,0,0,0,0,1,0,0,7,2,14,24,37,48,39,54,37,39,29,0
 3600600,1986,2, 7,22,1,0,0,1,0,0,0,0,1,1,2,0,2,3,2,2,5,2,0
 3600600,1986,2, 8,71,0,0,0,0,0,0,0,1,0,6,2,4,6,7,9,12,16,8,0
 3600600,1986,2, 9,185,0,0,0,0,0,0,0,3,2,3,2,14,29,25,35,30,19,23,0
 3600600,1986,2,10,19,0,0,0,0,0,0,0,0,2,1,1,0,10,2,0,2,1,0,0
 3600600,1986,2,11,424,0,0,0,0,0,0,2,4,14,13,32,41,64,73,77,56,31,17,0
 3600600,1986,2,12,14,0,2,1,0,2,0,1,0,0,0,0,2,0,0,1,3,2,0,0
 3600600,1986,2,13,448,0,0,1,6,16,27,37,46,40,32,33,40,38,39,32,24,20,17,0
 3600600,1986,2,14,36,0,0,0,2,4,2,2,4,0,1,2,2,6,3,5,2,0,1,0
 3600600,1986,2,15,1657,0,0,0,0,1,11,37,98,124,148,176,192,200,180,170,130,113,77,0
 3600600,1986,2,16,250,0,0,0,0,2,14,30,22,24,26,20,20,25,20,22,10,7,8,0
 3600600,1986,2,17,288,0,0,0,0,0,1,1,6,9,19,34,40,64,40,30,27,9,8,0
 3600600,1986,2,18,239,0,0,0,0,2,4,6,9,19,21,18,32,32,23,26,23,14,10,0
 3600600,1986,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1986,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1986,2,21,108,5,0,0,0,3,0,2,2,4,3,5,12,17,13,15,13,8,6,0
 3600600,1986,2,22,170,0,0,0,0,0,0,3,4,2,5,6,17,16,28,30,20,21,18,0
 3600600,1986,2,23,16,0,0,0,0,1,1,0,1,0,2,3,1,3,1,2,0,1,0,0
 3600600,1986,2,24,108,6,2,0,2,2,5,3,10,3,3,5,9,9,17,14,10,4,4,0
 3600600,1986,2,25,69,0,1,0,0,5,4,7,6,8,5,4,6,4,5,5,4,2,3,0
 3600600,1986,2,26,54,0,1,2,5,6,5,5,3,3,1,4,4,6,2,2,3,2,0,0
 3600600,1986,2,27,187,1,1,1,1,2,4,2,8,10,7,14,14,25,24,31,16,16,10,0
 3600600,1986,2,28,64,0,0,0,0,0,0,0,0,2,2,0,7,4,14,15,15,2,3,0
 3600600,1986,2,29,156,11,5,4,2,2,5,4,4,6,7,8,6,14,17,20,16,15,10,0
 3600600,1987,1, 1,7518,19,14,25,48,63,99,122,150,192,257,418,701,1108,1117,1201,973,632,379,0
 3600600,1987,1, 2,346,0,0,0,2,1,2,6,11,13,25,33,44,73,43,40,27,16,10,0
 3600600,1987,1, 3,125,0,0,0,0,0,0,1,0,1,6,9,8,25,28,21,13,11,2,0
 3600600,1987,1, 4,328,0,0,0,0,0,0,1,6,6,12,16,31,46,50,55,50,31,24,0
 3600600,1987,1, 5,741,0,0,1,4,0,11,5,6,12,26,39,87,95,117,130,117,59,32,0
 3600600,1987,1, 6,433,0,0,0,0,0,0,1,5,8,15,39,63,81,58,79,40,31,13,0
 3600600,1987,1, 7,55,0,0,0,0,0,0,0,3,2,2,2,9,8,5,13,3,7,1,0
 3600600,1987,1, 8,56,0,0,0,0,0,0,0,0,0,2,4,6,11,11,8,6,5,3,0
 3600600,1987,1, 9,158,0,0,0,0,0,1,0,0,6,6,12,16,23,22,32,24,10,6,0
 3600600,1987,1,10,139,0,0,0,0,0,0,0,2,3,10,14,16,31,24,16,13,7,3,0
 3600600,1987,1,11,1339,0,0,0,0,1,0,1,5,13,28,69,139,226,254,244,197,106,56,0
 3600600,1987,1,12,26,0,0,4,5,3,1,1,4,0,1,1,1,2,1,1,0,1,0,0
 3600600,1987,1,13,480,0,0,0,7,13,29,36,38,38,43,33,54,64,45,37,18,22,3,0
 3600600,1987,1,14,60,2,1,0,4,3,4,0,6,5,2,1,7,5,4,5,3,4,4,0
 3600600,1987,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1987,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1987,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1987,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1987,1,19,1133,0,0,0,0,0,0,0,0,1,5,10,49,142,185,239,213,173,116,0
 3600600,1987,1,20,105,0,0,1,4,18,18,22,15,8,4,3,5,3,1,2,0,0,1,0
 3600600,1987,1,21,199,1,1,0,0,0,0,1,4,9,4,14,20,52,28,30,20,8,7,0
 3600600,1987,1,22,433,0,0,0,0,2,1,4,3,11,7,20,47,55,57,78,81,39,28,0
 3600600,1987,1,23,14,0,0,0,1,0,0,1,1,1,2,1,0,1,2,2,1,1,0,0
 3600600,1987,1,24,151,6,5,5,5,3,8,8,10,8,11,11,4,18,23,15,7,3,1,0
 3600600,1987,1,25,27,0,1,2,2,0,4,2,2,0,1,2,2,2,3,3,0,0,1,0
 3600600,1987,1,26,52,1,0,4,5,6,3,5,3,4,2,2,6,1,2,2,1,4,1,0
 3600600,1987,1,27,274,1,2,1,3,3,6,10,13,22,12,26,22,25,44,34,24,17,9,0
 3600600,1987,1,28,75,0,0,0,0,0,0,1,1,0,3,6,11,14,9,10,9,8,3,0
 3600600,1987,1,29,207,6,3,5,5,3,4,5,3,7,8,14,11,29,21,33,25,17,8,0
 3600600,1987,2, 1,7079,30,16,13,38,56,108,191,266,343,426,488,688,867,819,874,763,589,504,0
 3600600,1987,2, 2,130,1,1,0,0,1,0,1,4,4,4,7,7,14,10,22,23,16,15,0
 3600600,1987,2, 3,102,0,0,0,0,0,0,1,1,1,2,4,7,10,12,17,15,17,15,0
 3600600,1987,2, 4,210,0,0,0,0,0,1,2,4,3,6,8,13,15,28,31,32,28,39,0
 3600600,1987,2, 5,811,0,0,1,4,8,6,9,9,19,33,42,77,101,94,127,103,95,83,0
 3600600,1987,2, 6,332,0,0,0,0,0,2,3,3,4,12,19,34,54,50,49,41,30,31,0
 3600600,1987,2, 7,24,0,0,0,0,0,0,0,0,0,3,0,5,8,2,2,0,1,3,0
 3600600,1987,2, 8,88,0,0,0,0,0,0,0,1,2,2,7,6,7,12,10,20,12,9,0
 3600600,1987,2, 9,180,0,0,0,1,0,0,0,2,1,4,9,10,14,23,28,36,28,24,0
 3600600,1987,2,10,27,0,0,0,0,0,0,0,0,0,0,3,6,3,6,3,5,0,1,0
 3600600,1987,2,11,427,0,0,0,0,0,2,1,6,7,19,22,37,76,66,80,58,40,13,0
 3600600,1987,2,12,17,0,0,0,1,3,3,0,1,3,0,0,0,1,0,2,3,0,0,0
 3600600,1987,2,13,512,0,0,1,9,20,33,38,47,46,44,40,46,51,36,32,35,15,19,0
 3600600,1987,2,14,36,2,1,0,1,2,1,2,2,1,1,1,1,5,5,1,4,2,4,0
 3600600,1987,2,15,1826,0,0,0,0,2,17,46,83,163,188,161,215,229,202,168,163,105,84,0
 3600600,1987,2,16,272,0,0,0,1,3,14,36,44,26,22,18,19,25,20,18,13,7,6,0
 3600600,1987,2,17,314,0,0,0,0,1,0,4,3,8,12,42,41,57,47,47,28,13,11,0
 3600600,1987,2,18,269,0,0,1,2,3,3,9,9,17,20,33,26,34,29,37,18,17,11,0
 3600600,1987,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1987,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600600,1987,2,21,118,4,1,0,0,0,1,2,3,2,5,8,15,16,11,19,17,8,6,0
 3600600,1987,2,22,152,0,0,0,0,0,1,0,4,4,3,6,17,18,21,26,16,15,21,0
 3600600,1987,2,23,12,2,0,0,0,0,0,1,1,0,1,0,0,0,5,1,1,0,0,0
 3600600,1987,2,24,125,4,5,2,5,2,2,9,5,5,10,7,13,11,12,16,11,6,0,0
 3600600,1987,2,25,77,0,0,1,3,3,6,14,6,3,4,7,3,11,6,2,2,3,3,0
 3600600,1987,2,26,40,0,0,3,7,4,4,3,3,0,2,1,2,1,1,5,2,1,1,0
 3600600,1987,2,27,221,4,1,2,1,0,3,5,7,11,10,11,23,29,32,31,15,26,10,0
 3600600,1987,2,28,67,0,0,0,0,0,0,0,1,1,2,2,11,9,6,17,9,4,5,0
 3600600,1987,2,29,185,10,7,2,3,3,5,3,7,5,4,6,16,10,26,23,20,20,15,0
 3600600,1988,1, 1,7830,34,14,19,53,47,100,110,179,213,275,406,710,1057,1272,1181,1095,673,392,0
 3600600,1988,1, 2,344,0,0,1,0,1,2,3,12,10,20,33,44,78,50,38,26,16,10,0
 3600600,1988,1, 3,149,0,0,0,0,0,0,0,2,2,7,6,18,29,29,20,20,12,4,0
 3600600,1988,1, 4,348,0,0,0,2,0,0,1,2,6,10,25,26,58,64,42,64,34,14,0
 3600600,1988,1, 5,721,0,0,1,1,1,1,2,11,19,20,39,64,110,121,116,104,66,45,0
 3600600,1988,1, 6,502,0,0,0,0,0,0,4,7,7,24,39,74,76,81,81,47,41,21,0
 3600600,1988,1, 7,62,2,0,0,0,0,0,1,0,4,2,4,4,13,11,8,7,5,1,0
 3600600,1988,1, 8,48,0,0,0,0,0,0,0,0,0,2,4,3,5,10,6,12,4,2,0
 3600600,1988,1, 9,191,0,0,0,1,0,0,0,1,7,6,8,14,29,27,33,35,18,12,0
 3600600,1988,1,10,122,0,0,0,0,0,1,0,1,2,8,12,20,24,28,14,4,8,0,0
 3600600,1988,1,11,1287,0,0,0,0,1,0,1,10,15,33,65,136,201,266,226,186,98,49,0
