,TCGA.02.0001,TCGA.02.0003,TCGA.02.0006,TCGA.02.0007,TCGA.02.0009,TCGA.02.0010,TCGA.02.0011,TCGA.02.0014,TCGA.02.0021,TCGA.02.0024,TCGA.02.0027,TCGA.02.0028,TCGA.02.0033,TCGA.02.0034,TCGA.02.0037,TCGA.02.0038,TCGA.02.0043,TCGA.02.0046,TCGA.02.0047,TCGA.02.0052,TCGA.02.0054,TCGA.02.0055,TCGA.02.0057,TCGA.02.0058,TCGA.02.0060,TCGA.02.0064,TCGA.02.0069,TCGA.02.0071,TCGA.02.0074,TCGA.02.0075,TCGA.02.0080,TCGA.02.0083,TCGA.02.0085,TCGA.02.0086,TCGA.02.0089,TCGA.02.0099,TCGA.02.0102,TCGA.02.0107,TCGA.02.0113,TCGA.02.0114,TCGA.02.0115,TCGA.06.0122,TCGA.06.0124,TCGA.06.0125,TCGA.06.0126,TCGA.06.0128,TCGA.06.0129,TCGA.06.0130,TCGA.06.0132,TCGA.06.0133,TCGA.06.0137,TCGA.06.0138,TCGA.06.0139,TCGA.06.0143,TCGA.06.0145,TCGA.06.0147,TCGA.06.0148,TCGA.06.0154,TCGA.06.0156,TCGA.06.0157,TCGA.06.0158,TCGA.06.0166,TCGA.06.0168,TCGA.06.0171,TCGA.06.0173,TCGA.06.0174,TCGA.06.0176,TCGA.06.0178,TCGA.06.0184,TCGA.06.0185,TCGA.06.0187,TCGA.06.0188,TCGA.06.0189,TCGA.06.0190,TCGA.06.0195,TCGA.06.0197,TCGA.06.0208,TCGA.06.0210,TCGA.06.0211,TCGA.06.0214,TCGA.06.0219,TCGA.06.0221,TCGA.06.0237,TCGA.06.0241
DTNA,-0.17988,0.16499,0.2734,0.05342,0.94173,-0.7187,0.26675,-1.55774,0.12429,-0.65662,-0.05245,-0.91172,-0.6834,-0.50425,0.66679,0.54714,-0.07787,0.73444,0.17293,-0.77233,-0.19453,-1.28072,0.46316,0.80465,-0.10336,1.11604,-1.19605,1.04044,0.08814,-0.25644,0.01041,0.37705,0.08068,-0.41945,0.90903,0.67813,1.39914,0.66193,0.40842,-0.67363,1.24615,1.30094,0.13707,0.87847,0.94019,0.27386,-0.21449,-1.01485,0.46632,0.64143,0.59011,0.4697,-0.96342,0.37379,0.05711,-0.39218,1.09568,0.39255,-0.44324,0.93769,1.00546,-0.76445,-0.18144,0.07208,0.25197,-0.22359,-1.43042,-1.06227,0.08321,0.39704,0.77698,0.59066,-1.04439,-0.41056,-0.46287,-0.21157,0.22635,-0.48433,-0.31507,0.27263,-0.16719,-0.87387,-0.54072,-0.59306
LGR4,0.16468,-0.71914,0.23908,1.4061,1.21871,-1.11255,0.4272,0.75816,1.36664,0.29718,-0.49366,1.40217,0.61235,-0.04436,0.0573,0.81174,-0.87634,-0.126,-0.45471,0.63889,0.79019,0.3661,0.00056,0.41764,-0.24928,-0.37318,-0.17244,0.04029,-0.16424,-0.78583,-0.4954,0.66072,-0.61768,-0.06443,-0.05938,0.84153,1.423,0.44188,1.49702,-1.18657,0.15112,-0.17525,0.54976,1.09262,0.0157,-0.69592,-0.97801,1.66141,0.08107,0.77745,0.86638,-0.38527,-0.21499,-0.54001,1.26444,-0.46796,-1.07087,0.70783,0.08487,0.13695,0.14664,-0.0397,0.9504,-0.0948,-0.00444,-0.11984,-0.31501,0.02129,-0.15503,0.93879,-0.2928,0.80983,-0.37366,0.1003,-0.53064,-0.75942,1.30751,-0.88677,1.00606,0.2081,0.64942,0.10921,-0.16583,-0.44772
C13orf15,-0.06598,0.80173,0.30521,-1.25076,-0.10555,0.48811,1.31569,0.10524,0.29927,-0.49483,0.47962,-0.39722,-0.15367,-0.3319,-0.54531,0.88106,-1.31528,0.50321,0.94281,1.01473,-0.33588,0.05732,0.97154,1.87191,0.4675,-0.68659,0.29816,0.17426,0.66479,-0.66409,2.09275,-0.07049,0.4225,0.50635,0.15007,-0.64699,-0.26499,0.5466,1.22707,-0.00143,1.06501,-0.53019,0.41274,0.4727,0.59536,0.68431,2.14988,-0.52226,0.64535,0.59536,0.41778,1.09805,0.51453,-0.21501,0.77439,0.3965,-1.009,-0.2221,-0.3085,-0.12672,-0.20599,0.14034,0.06293,0.50181,0.56893,0.30546,-1.11619,0.79407,0.73494,0.53697,1.02839,0.3931,-0.0876,-0.13462,-1.00252,-0.58165,0.62496,0.28197,-0.2686,0.78283,0.62877,0.15553,0.87816,1.11763
EPHX1,0.72149,-0.48264,-0.09964,0.21821,-0.27615,-0.47436,-0.51146,-1.26139,0.04905,-0.09838,0.10973,0.4659,0.49203,0.187,0.17862,0.1843,-1.36859,-0.56505,0.61468,0.12956,1.68075,0.42399,0.82244,1.50893,0.16763,-0.00676,0.61407,-0.41508,-0.08181,0.44557,0.26139,1.17897,0.4373,1.07096,0.85101,1.32342,-0.35466,1.50752,1.96807,-0.2833,1.05605,-0.17491,-0.24634,-0.39505,-0.81113,0.09509,-0.78391,0.24878,1.14662,0.77197,0.32931,-0.6123,0.14872,-0.68458,-0.21033,0.88013,-0.04446,-0.09522,0.61936,-0.03152,0.07537,0.73334,1.38911,0.56308,0.53335,-0.90522,1.38594,-0.77465,1.05149,-0.07793,0.84888,1.04758,0.13924,0.05584,-0.28353,0.38258,0.28331,-0.9285,-0.32476,0.20531,0.31179,-0.73294,0.27561,-0.25073
NRCAM,0.23908,0.13541,0.17651,-0.99425,0.44291,-0.70578,-0.12163,-1.41684,-0.27099,-1.78424,0.59999,0.39947,1.25529,0.01601,0.89723,0.029,-0.5393,0.91157,-0.1554,-0.59442,0.45224,-0.48297,0.01933,0.0415,-0.42257,0.65469,-2.2784,0.77793,0.19479,0.88837,-0.10985,-0.4116,-0.48469,1.38638,0.06232,-0.30597,0.14214,0.30092,0.10768,-1.08767,1.06329,0.36612,0.91252,0.20343,-0.1433,-0.29058,-0.11494,-0.43029,-0.08273,0.01554,1.23831,-0.47779,-0.0605,0.58169,1.24718,-0.43526,0.54827,0.62528,-0.38901,-0.61915,-0.39299,-0.26791,0.20746,-1.16309,0.18136,0.38244,-0.09921,-1.47661,0.98852,-0.07962,0.12886,0.0173,-0.22195,0.23926,-0.92335,0.53555,0.31971,0.26536,-0.56195,-0.25935,-0.84877,-0.75168,-0.67572,0.45252
DDAH1,0.0466,0.77244,0.56353,0.0995,0.927,-0.20886,0.77108,-0.21733,0.23559,-0.20917,0.19815,-0.96729,-0.2554,-0.21494,-0.1088,1.01714,-1.10686,0.64723,0.60038,-0.94401,-0.29401,-0.66203,0.63893,0.73709,0.41784,-0.78037,0.077,0.39803,-0.539,-0.83378,0.73294,-0.43079,0.01204,-0.44537,0.47969,0.09649,0.2178,-0.03031,0.99711,-0.65533,1.16999,-1.16856,-0.81045,0.60863,0.45235,-0.49793,-0.502,-1.93216,0.17411,0.84845,0.38121,0.34742,-2.21092,0.28936,0.54006,-1.31135,-0.31604,-0.13096,-0.33862,0.14462,0.87025,-0.13285,0.62959,0.10732,0.3157,0.46956,-0.89417,-1.39437,-0.52473,-0.23545,1.1294,1.08998,-0.35128,-0.1538,0.46265,-0.08464,-0.15654,-0.4792,0.12629,0.37532,-0.33391,-1.03194,0.16935,-0.10759
NEDD9,0.53225,0.4416,0.60823,-0.0129,0.89326,-0.37932,0.28934,-1.426,0.12016,-0.62197,0.22618,-1.067,0.37143,-0.00456,0.96887,0.45095,0.18517,0.24491,-0.04755,-0.25587,0.52841,1.93434,-0.32896,-0.50951,0.08395,0.0965,-0.95442,0.37307,0.11441,1.72674,-0.77722,0.61874,0.07666,0.39551,0.84221,0.62541,1.08523,0.78349,-0.56411,-0.68836,0.36381,0.57497,0.75174,0.33932,0.85789,-0.44708,-0.44127,-0.37815,-0.64077,-0.86985,1.054,-0.39741,0.06502,-0.18868,0.64455,0.34222,0.13493,1.16911,-0.62636,-0.36028,0.01821,-0.78848,0.14555,-0.79023,-0.14284,0.04454,0.22332,-1.36451,-0.2686,-0.10797,0.13602,-0.60606,0.94618,1.12337,-0.8431,0.84284,-0.13962,1.01228,0.53826,0.02315,-0.74755,-1.09074,-1.08374,-0.55101
ATP10D,0.28919,0.48508,0.4797,1.14672,1.07611,-0.25375,0.71396,-2.2238,0.47973,-0.10739,0.8662,0.01143,0.48327,0.59515,-0.16031,0.43744,0.80995,0.28296,-0.16254,-0.5755,0.93838,0.48835,0.59421,0.06827,0.78763,0.54015,0.97237,0.60579,-0.34682,0.69772,-1.33161,-0.02892,-0.17778,0.1601,-0.3154,0.77304,0.50712,0.41451,1.1157,-2.5,0.69758,0.65927,0.53096,0.42997,1.02265,-0.21124,-0.21418,0.81891,-0.07233,-0.47448,0.3801,-0.37036,0.42647,0.47235,0.99179,0.8039,-0.49535,0.71746,-0.29666,-0.33499,0.16168,-0.20407,-0.10011,-0.22254,-0.30048,-0.4951,-0.39079,-1.19829,0.6136,-0.32037,0.2515,0.42301,0.07733,0.80025,0.14247,0.0165,0.2823,-0.45486,0.17495,0.33633,-0.2861,-1.60405,-0.49673,-0.63568
C11orf75,-0.29561,0.35646,0.58622,-1.01035,-0.41482,-0.75253,0.65598,-0.34191,-0.32674,-0.5741,-0.49817,-0.92632,0.34005,0.64414,-0.27151,0.44157,-0.93332,-0.47489,0.33667,0.93284,-0.20034,1.10704,0.423,-0.07587,0.17427,0.84607,-0.63389,0.46643,-0.41333,0.25576,-0.51138,-0.67499,0.86255,0.3615,0.2483,-0.10332,-0.95902,0.89226,-1.1939,0.021,0.13403,-0.13548,-0.05839,-0.88462,-0.65067,0.72256,0.67641,1.44343,1.22041,0.1877,-0.8847,0.49421,2.21897,-0.54334,0.2355,2.31632,-0.83634,-0.07833,0.34273,0.50868,0.0334,0.14708,0.39514,0.61429,0.82437,-0.18434,0.52936,1.05389,0.90706,0.03316,0.60981,0.3022,0.5674,0.51209,-0.06402,1.22744,0.41289,0.36005,-0.07637,0.80651,0.16678,0.61157,0.71528,-0.22084
NEDD4L,-0.035,1.05816,0.19211,0.13018,-0.07393,1.40842,-1.72382,1.32951,-0.56136,-0.16012,0.10682,0.68137,0.52696,-0.26327,0.20159,-0.44185,1.61557,1.3508,0.11058,0.72109,0.98721,-0.24789,0.49928,0.03962,-0.44812,-0.01723,-2.11774,0.42597,0.00299,0.26787,-1.45369,0.32456,-0.13578,-0.41412,0.09077,0.81409,0.24364,-0.21712,-0.9409,0.88172,0.07721,1.31147,0.02883,-0.338,-0.06451,-1.57481,-0.00344,-0.12114,0.32696,-0.54745,-0.0471,-0.10484,-0.03398,0.05317,0.11514,-0.2916,0.02467,-0.10614,0.09759,0.76552,-0.65582,-0.05719,0.26586,-0.83088,0.31054,1.50378,0.42415,-0.36619,-0.37846,-0.52267,-0.58862,-0.15712,-0.31752,0.42144,0.22096,0.16701,-1.31238,-0.07248,0.42968,0.28283,-0.44604,0.11163,-0.83226,-0.49334
KIAA0828,0.59312,0.01548,0.22906,-0.50166,0.48527,-0.14138,-0.32878,0.1132,0.5881,-0.82477,0.18092,-0.36042,-0.53648,-0.81907,-0.63147,0.07941,-0.38555,-0.13143,-0.56729,-0.53871,2.36005,-0.97391,1.17805,0.76423,-0.15729,-0.56813,0.40438,0.57927,-0.44561,-0.14947,0.77255,0.39398,-0.22026,-0.4737,-0.1004,0.41699,-0.20586,0.39507,-0.62242,-0.87124,2.40431,-0.62069,0.1724,0.3325,0.17416,-0.44538,-0.84539,-1.07279,-0.49947,-0.00998,1.05409,-0.30115,-1.09204,-0.40818,0.66921,-0.76787,-0.06531,-0.40631,0.00131,0.37137,0.03952,0.33054,0.05689,-0.45477,0.25281,-0.27454,-0.76818,-0.86211,1.60619,-0.17854,0.40151,1.21393,-0.01977,0.47074,-0.59344,-0.17528,0.76234,-0.63642,-0.14037,0.42083,-0.52127,-0.90736,0.8862,-0.47124
INPP5F,1.17083,-0.02506,-0.67917,-0.2727,-0.77604,-0.04208,1.27832,-0.57935,-1.27365,1.85412,1.1969,0.62971,-0.76178,0.8548,-0.5606,-0.74952,-0.62141,-0.37064,0.96798,-0.22078,-0.38292,-0.22591,-0.18095,0.76107,1.84694,-0.37973,0.78119,0.24754,-0.48977,0.30192,-0.34153,-0.22252,0.89213,0.87945,0.11717,-0.14301,-0.82411,-0.06349,-0.5416,-0.00538,1.16176,-0.07219,-0.04239,-0.88797,-0.02125,-0.1648,-0.60495,-0.51506,1.64248,0.61615,0.56357,-0.38223,0.5162,-0.3062,-0.8338,0.65429,-0.72506,-0.82338,-0.10442,-1.27178,-0.13685,0.2477,0.60197,-0.25782,0.27271,-0.13908,0.46335,-0.77357,-0.32744,0.19625,-0.4787,0.64959,-0.18903,-0.4096,1.04993,0.81276,-0.12718,-0.03029,-0.27976,-0.07166,0.08359,0.41447,-0.81023,-0.0236
ELOVL4,0.53932,1.42571,0.97943,-0.6619,-0.2599,0.17424,0.87713,0.97096,0.20467,0.49177,0.71876,0.55399,-0.02346,0.30938,-0.57119,0.23482,0.13822,0.09164,0.32514,0.85341,0.48508,0.75657,-0.07839,0.21852,1.37653,-0.26465,1.19965,-0.32079,-0.10831,-0.07116,-0.73751,0.52588,0.35118,-0.09261,0.03684,0.17752,-0.59494,-0.65433,-0.13101,0.34078,0.73918,0.08988,0.53571,-0.74919,-0.86595,0.84656,-0.35564,-0.87683,1.00986,-0.195,0.49778,-0.31491,-0.5331,-0.3469,1.86145,-1.23253,0.59908,-0.17044,0.2926,0.5078,0.05081,-0.3091,0.12972,0.2204,0.06358,1.03636,-0.76629,-0.28136,-0.55226,-0.69387,-2.08414,0.33162,-1.17479,0.32532,0.7934,0.14521,1.54153,-0.67283,-0.3161,-0.57446,0.80824,0.50808,-0.34171,0.98131
LIPA,-0.01495,0.31916,0.82177,-1.21051,-0.3635,-0.67717,-0.64431,-0.98613,0.03682,-0.164,-0.42967,0.29575,-0.20015,-0.77064,-0.97865,0.42512,-1.14582,-0.57391,0.56524,1.07479,0.21481,0.10812,-0.11335,0.35504,-0.13352,0.18681,-0.23495,0.53339,0.84522,0.08326,-0.41742,0.40508,0.70004,0.47214,-0.04743,0.11644,-0.71522,1.39834,-0.14902,0.06945,0.81276,0.18094,-0.19418,-0.7606,-0.37172,0.29024,1.56705,1.01521,1.39666,0.82929,-0.41436,0.35574,2.28684,-0.22701,0.06731,1.28889,-0.88449,0.44384,-0.02291,0.77323,0.71015,0.29813,-0.37739,0.3574,1.29755,0.00464,0.98354,0.92541,1.35264,-0.09795,-0.30859,0.0201,0.47838,0.75301,1.32274,0.31333,1.05476,0.06653,0.29508,1.12187,0.96584,0.43756,0.50431,0.50092
SLFN12,-0.4503,0.28957,-0.01373,0.51785,-0.4548,-0.75564,-0.94322,-1.2196,-0.32437,-0.95287,0.83383,-1.12284,0.15224,0.85348,-0.24946,0.64435,-0.84046,-0.16301,0.06987,1.04058,1.8603,0.87173,0.58731,0.08348,-0.39663,0.34154,-0.71253,-0.12618,-0.32371,-0.08379,-0.59712,-0.12395,0.00268,0.36755,-0.08948,0.98696,0.08777,0.89204,-0.61678,-1.25298,-0.43955,-0.1886,0.58619,0.23702,0.09275,0.19558,-0.10687,0.79,0.63872,-0.00224,0.34798,0.04398,2.06723,-0.14661,1.34178,1.23229,-1.06794,-0.34826,0.59758,-0.15206,0.54224,-0.5025,-0.08254,0.96022,-0.24799,-0.36573,1.24694,-0.04945,0.2174,-0.07389,-0.40766,0.41242,1.59011,-0.07336,-0.55062,1.11313,0.46219,0.57866,-0.60978,0.64982,0.33757,-0.01281,0.32959,-0.29707
SFRS18,-0.60903,0.41795,-0.30792,-0.3034,1.07191,1.50299,0.47479,0.62444,0.19767,0.21512,1.33944,1.0751,0.02827,-0.15199,0.01872,-1.02938,1.31338,0.96055,-0.37809,-1.00441,-0.75618,-0.4119,0.48459,0.80714,0.15128,0.49996,1.28088,0.83914,0.65953,1.12863,1.04523,-0.43902,-0.1291,-0.91773,-0.21903,0.20191,0.59798,-0.01075,-0.60571,0.31192,-0.36095,0.70731,0.53425,0.32273,0.74389,0.46756,1.55256,-0.30561,-0.8281,0.01332,0.1943,-0.31103,-0.04126,1.03048,0.34188,-0.07266,0.15091,0.35448,0.85173,0.11447,0.71228,-0.90007,-0.7185,-0.48058,-0.4916,-0.21631,0.42442,-1.52591,-0.69153,-0.87721,-1.068,0.73448,-0.31311,0.22477,0.28623,-0.86598,0.00577,0.55983,-0.32403,-0.40834,-0.70506,-0.61962,0.52043,-0.36656
ALDH6A1,-0.10342,0.15555,0.41579,-1.02245,0.95195,-0.85632,0.29735,-0.79017,0.39041,-0.87017,0.23881,-0.16261,-0.54797,-1.38273,0.26828,1.07538,-0.43984,0.35312,0.32688,-0.78289,-0.76489,-1.35066,0.7132,0.86399,-0.9068,-0.41889,-1.0223,0.42773,-0.4932,0.57071,1.27086,0.17195,0.12977,-0.3347,0.54261,-0.90375,0.03952,-0.35575,0.51248,0.28409,1.29383,-0.09551,0.2598,0.09977,0.92988,0.0559,0.31293,-1.7015,0.70884,0.73991,0.71736,-0.41121,-0.49036,-0.61405,0.80785,-0.66857,0.30982,-0.2707,-0.8114,0.60497,0.91232,-0.47361,0.69583,0.15576,0.85059,-0.02169,-0.32401,-1.16559,0.93727,0.52985,0.97083,0.41615,-0.14969,0.03462,0.82881,-0.19589,0.62911,0.60634,0.32646,-0.18988,-0.61049,-0.77217,0.56991,-0.77618
CLASP2,-0.10154,0.457,-0.27977,-0.05396,0.21388,0.95402,0.82234,0.33307,-0.12188,0.53834,0.5252,1.18562,-1.49887,-0.69581,-0.39831,-0.0716,-0.22669,0.64105,0.63735,0.49306,-0.46767,-1.32615,0.10279,0.49927,0.4235,-0.31541,1.14255,0.30641,1.01265,-0.93105,1.02465,-0.45201,0.28379,-0.39246,0.068,-0.0871,-0.25194,-0.20647,-0.64614,1.2341,0.614,0.18482,-0.78666,0.32127,0.45313,0.65172,1.49786,-1.41991,0.71519,0.23729,0.28373,0.14239,-0.48206,0.43912,-0.16743,-0.88064,-0.42344,-1.04162,0.77954,-0.09592,0.34565,0.45441,-0.41986,0.82284,0.04766,0.66247,-1.24084,0.88083,-0.47859,-0.00308,-0.50114,1.02637,-1.17812,-0.59298,0.74288,-1.00788,0.97919,-0.55449,0.31183,0.5195,0.44012,0.71535,0.3904,1.05976
CYBRD1,0.91491,-0.97465,-0.16371,0.9297,0.48972,-1.62793,-0.22422,-2.5,0.11446,-1.35432,0.09931,-0.82123,-0.04666,0.0721,0.93159,0.36,-0.54116,-0.6327,0.22062,-0.3429,0.42977,0.58819,0.10873,0.80831,-1.15233,0.60503,-0.17339,-0.1133,-1.07901,-0.22361,-1.59237,0.10843,-0.35668,-0.09713,0.55597,0.3135,-0.24803,0.599,0.40898,-0.09499,0.70082,0.5888,0.11763,-0.02568,-0.58107,-0.2245,-1.53288,0.19426,0.28748,0.37772,0.20662,0.0547,0.52638,-0.53113,0.30891,-0.26906,0.56765,0.23693,0.40861,0.75198,1.07348,0.20082,0.72179,0.53652,0.26914,-0.77901,0.03896,-0.16503,0.96684,1.13996,0.63579,0.36198,0.88516,0.28946,0.15125,0.7386,-0.02722,0.4713,0.28632,0.38148,0.26771,-0.01983,0.87872,-0.81043
PHACTR2,-0.45479,-0.62213,0.20428,-0.09447,0.38258,-0.54327,-0.89771,-1.23858,0.15341,-0.4051,-0.09244,-0.98949,0.43441,0.35443,0.19601,0.81351,-0.22016,-0.53071,-0.08784,-0.29186,0.20543,0.20591,0.3183,-0.09346,0.18626,1.12139,1.03243,0.41695,-0.34947,1.33624,-0.88118,-0.9609,0.43639,-0.19439,-0.45607,0.96113,0.61916,1.00192,-0.55714,-1.34623,0.91394,-0.56575,0.43831,0.37923,-0.24188,-0.76993,-0.19045,0.67985,0.525,-0.0731,0.11611,0.00651,0.52255,-0.39301,1.16777,1.17304,0.10931,0.47632,-0.09181,1.1585,1.0403,-0.25985,1.22144,-0.34602,0.49974,-0.57789,0.27256,-1.09907,-0.2993,-0.53639,-0.28004,1.25089,1.38113,0.88639,-0.1891,0.99852,-0.69386,-0.73291,-0.33039,-0.14884,-0.6859,-1.04164,-0.3203,-0.77202
CCR1,0.15265,-0.98312,0.553,-1.04411,-0.89843,-1.04953,-0.01538,-1.13863,-0.68709,-0.43986,-0.4819,-1.02795,1.32446,-0.05891,-0.03037,-0.16838,-0.26403,-0.47903,-0.14586,-0.25536,0.10021,0.0017,0.22799,-0.53804,-0.37093,0.75163,-1.22489,0.36795,-0.36969,0.33835,-0.9878,-0.24317,0.20283,0.60969,0.30251,-0.08837,-0.2086,0.89813,-0.79612,-1.03522,0.59577,0.8712,0.68821,-0.42457,-0.74002,0.04366,1.03913,1.36372,1.01076,0.24189,-0.97389,0.27401,2.07736,0.6551,0.16736,2.0785,-0.46824,0.6704,-0.11605,0.11485,0.24513,0.12977,0.78296,0.07704,0.36354,-0.22,0.71695,-0.01452,0.09416,-0.19924,0.17852,0.04272,0.6314,0.46955,0.06561,0.88721,-0.09002,0.97439,-0.58697,0.78303,0.03419,-0.2158,-0.12496,-0.20208
GDAP1L1,-0.23762,1.51807,0.42389,1.07252,-0.68489,0.79336,0.90829,0.7118,0.18692,1.05453,0.4957,-0.13352,-1.26843,-0.21437,-0.09175,0.68781,-0.43448,1.20648,0.42653,1.03091,-0.37513,-0.63112,-0.62848,0.61701,0.17404,-0.79165,-0.50674,-0.49828,0.38128,-1.03403,0.82025,-0.12684,0.27241,-0.78567,0.45499,-0.75796,-0.34835,-0.74217,-0.43463,0.44331,0.16181,-0.43429,-0.72469,-0.30847,0.3388,0.40947,1.14619,-0.89993,0.68951,-0.01834,0.40113,0.24184,-1.0971,-0.78112,-0.36637,-0.88401,-0.69075,-0.52416,0.17099,0.69632,0.0754,0.05555,0.40336,0.7086,0.4899,1.49203,-0.87982,1.30553,-0.7377,0.47765,-0.85792,-0.28143,-0.6432,-0.50063,0.07292,-0.918,0.11389,-0.60311,0.30785,-0.34731,-0.05581,0.95998,0.37607,0.90603
SELENBP1,1.06432,-0.39945,0.46848,1.88683,-0.86903,-0.55257,-0.63654,-0.8215,-0.84773,-0.17952,0.03306,-0.24893,0.67168,0.26274,-0.9826,-0.37853,-0.69115,-0.38484,0.07551,0.48905,0.93375,-0.25373,0.14521,-0.19881,0.05094,-0.02363,0.00695,-0.79023,-0.87702,0.49412,-0.61767,-0.01,-0.29063,0.15733,0.04228,1.61298,-0.95179,1.03123,0.89125,-0.78265,0.02559,-0.73759,0.54037,-1.08942,-0.7157,-0.681,-0.30757,0.30233,1.43462,1.4731,-0.85919,0.02367,0.87497,-0.09103,-0.44406,0.76694,0.14049,-0.48328,0.75471,0.76585,-0.53091,0.11255,1.09676,-0.07582,-0.29691,-0.4704,1.00983,-0.1209,0.22479,-0.35884,0.96287,0.89454,0.26703,0.28199,0.59911,0.29412,-0.0739,-0.16042,-0.84178,0.53916,0.16434,0.33165,0.99372,-0.68417
GLDC,0.78372,0.73469,0.02618,-0.2658,0.53689,0.07831,0.91686,-0.20158,0.58997,0.24596,0.10853,1.40834,-0.97376,-0.2242,-0.28958,0.84062,0.98136,1.06001,0.28442,-0.61139,-1.07896,-1.76,-0.26932,-0.21246,0.13221,-0.38647,0.68044,0.82932,0.6896,0.28374,0.11507,0.07353,-0.5199,0.52665,-0.15759,-0.50002,0.05617,-1.15532,0.84802,-0.09485,0.12048,-0.68592,-0.36595,0.85376,-0.03335,-0.20642,0.55826,-1.93357,-1.05419,-0.18207,1.43813,0.12291,-0.89706,0.81933,-0.13912,-0.95689,-0.38527,0.44691,-0.46675,0.36081,0.29297,0.13898,-0.4254,0.02469,-0.40724,0.62805,-1.57273,-0.69755,0.641,-0.04627,0.0146,0.05262,-0.81768,0.06423,0.32488,0.15565,-0.12371,-0.45516,0.42765,-0.54601,-0.87547,-0.81964,-1.02735,0.5481
TMEM106C,0.64125,0.30272,0.00117,1.98488,-0.09115,-0.12134,-0.14875,0.34076,0.13265,0.62309,-0.34709,-0.14959,0.64033,-0.90881,-0.66926,0.34518,-0.27095,-0.83993,0.10182,1.52209,0.45469,0.19052,-0.56095,0.02571,0.60154,-0.62784,-0.64982,-1.02186,-0.15611,-0.47361,-0.91633,1.31269,-0.20037,0.85888,0.56239,0.6183,-1.2521,0.49723,1.20144,0.63367,0.29475,-1.02435,-0.68479,-0.71978,-0.51082,0.31302,-1.16167,0.01199,-0.36361,1.08822,-0.73464,0.18725,-0.05741,-0.95756,-0.1376,-0.53753,-0.82416,-0.2041,0.75046,0.251,-0.84069,0.58583,0.84602,0.0723,-0.03632,-0.11425,1.35192,0.9743,-0.15088,0.23921,0.29038,0.36474,0.19414,0.03112,-0.44187,0.4214,0.56629,-0.31857,0.30457,-0.19825,1.74838,0.27963,0.89639,0.36288
CD97,0.99575,-0.6173,-0.38491,-0.74662,0.89075,-0.73868,-0.84735,-1.35382,0.53918,0.21481,0.10277,0.25759,0.38273,0.2788,0.6185,0.57789,1.14158,-0.09225,-0.88805,-0.45234,0.30336,-0.03984,0.26037,-1.02584,-0.50252,0.51668,-1.52076,0.5361,-0.2536,-0.00564,-1.3023,0.28475,-0.07498,0.42072,-0.19615,-0.35292,-0.3231,0.01095,0.89119,-0.13742,-0.09279,0.19005,0.07211,0.74469,0.92236,-0.87301,-1.02618,0.53383,-0.41879,-0.34753,0.37203,-0.3573,0.43563,0.5366,2.37178,1.2325,0.63713,-0.07171,-0.40005,0.55521,0.88421,-0.03214,0.2764,-0.2732,-0.83449,-0.58705,0.17094,-1.07804,-0.08933,-0.13761,1.19786,-0.69147,0.18926,0.00224,0.08598,0.7333,0.76645,0.23818,0.68017,0.12119,-0.46203,-1.10399,-0.5326,-0.52434
LEF1,0.74966,0.5969,1.22217,0.39794,0.24458,-1.17054,-0.57311,-0.99373,0.39298,2.08051,0.22701,-0.27265,0.7251,0.43996,0.02333,0.82,-0.13214,-0.00802,0.53381,-0.04596,0.30287,0.30658,-0.1263,-1.10855,2.22921,0.5677,-0.5663,0.68358,-0.35321,0.19098,-0.33241,-1.2525,0.28948,0.27797,0.08061,1.51167,-0.5334,0.26212,-0.94308,-1.36421,-0.06627,-0.35407,0.68497,0.27599,0.31231,-0.42705,-0.99727,1.11085,0.13208,0.10588,0.50023,0.14402,0.07653,0.47326,0.02679,0.99626,-0.60775,-0.20686,0.01271,0.36897,0.49968,0.57057,-0.07319,0.18251,0.44264,0.48665,0.79425,-0.87719,0.08336,0.23012,0.3797,0.43879,0.86025,0.94594,-0.23145,-0.09197,0.36413,1.33505,0.17473,0.17031,-0.36673,-1.28651,-0.30887,-0.14903
NCAM1,-0.46472,0.73778,0.3343,0.01916,-0.12015,-0.15789,1.36293,-0.06425,-0.46362,-0.28241,0.43931,0.21552,-1.43845,-0.61985,-0.35402,-0.27859,-0.51738,0.9143,0.35132,-0.23149,-0.44185,-1.35933,0.60899,0.44668,0.60405,-0.42463,0.55709,0.43266,1.58933,-0.58283,1.40252,-0.31012,0.32202,-0.96257,0.46545,0.19387,0.186,-0.138,-0.28705,1.60789,0.6208,0.49859,-0.85629,0.12633,-0.03628,0.875,0.93334,-1.68276,0.20113,-0.11928,0.00344,-0.05708,-1.27929,-0.15417,0.29883,-0.95222,-0.42913,-0.47636,0.49579,0.58035,0.51286,-0.12758,-0.0723,0.0562,-0.24292,0.22781,-1.14702,-0.39048,-0.62961,-0.31647,0.3157,0.99276,-0.86958,-1.01968,-0.7009,-1.1504,-0.28357,-0.67485,-0.72238,0.63176,-0.37236,-0.45753,-0.57086,0.0952
