	V1	V2
DEPDC1-AS1-LINC00572	DEPDC1-AS1	LINC00572
DEPDC1-AS1-LINC00587	DEPDC1-AS1	LINC00587
DEPDC1-AS1-LINC00592	DEPDC1-AS1	LINC00592
DEPDC1-AS1-LINC00595	DEPDC1-AS1	LINC00595
DEPDC1-AS1-LINC00598	DEPDC1-AS1	LINC00598
DEPDC1-AS1-LINC00599	DEPDC1-AS1	LINC00599
DEPDC1-AS1-LINC00620	DEPDC1-AS1	LINC00620
DEPDC1-AS1-LINC00626	DEPDC1-AS1	LINC00626
DEPDC1-AS1-LINC00628	DEPDC1-AS1	LINC00628
DEPDC1-AS1-LINC00636	DEPDC1-AS1	LINC00636
DEPDC1-AS1-LINC00639	DEPDC1-AS1	LINC00639
DEPDC1-AS1-LINC00642	DEPDC1-AS1	LINC00642
DEPDC1-AS1-LINC00648	DEPDC1-AS1	LINC00648
DEPDC1-AS1-LINC00656	DEPDC1-AS1	LINC00656
DEPDC1-AS1-LINC00662	DEPDC1-AS1	LINC00662
DEPDC1-AS1-LINC00671	DEPDC1-AS1	LINC00671
DEPDC1-AS1-LINC00685	DEPDC1-AS1	LINC00685
DEPDC1-AS1-LINC00691	DEPDC1-AS1	LINC00691
DEPDC1-AS1-LINC00698	DEPDC1-AS1	LINC00698
DEPDC1-AS1-LINC00700	DEPDC1-AS1	LINC00700
DEPDC1-AS1-LINC00702	DEPDC1-AS1	LINC00702
DEPDC1-AS1-LINC00708	DEPDC1-AS1	LINC00708
DEPDC1-AS1-LINC00838	DEPDC1-AS1	LINC00838
DEPDC1-AS1-LINC00841	DEPDC1-AS1	LINC00841
DEPDC1-AS1-LINC00844	DEPDC1-AS1	LINC00844
DEPDC1-AS1-LINC00845	DEPDC1-AS1	LINC00845
DEPDC1-AS1-LINC00852	DEPDC1-AS1	LINC00852
DEPDC1-AS1-LINC00867	DEPDC1-AS1	LINC00867
DEPDC1-AS1-LINC00869	DEPDC1-AS1	LINC00869
DEPDC1-AS1-LINC00870	DEPDC1-AS1	LINC00870
DEPDC1-AS1-LINC00877	DEPDC1-AS1	LINC00877
DEPDC1-AS1-LINC00879	DEPDC1-AS1	LINC00879
DEPDC1-AS1-LINC00880	DEPDC1-AS1	LINC00880
DEPDC1-AS1-LINC00881	DEPDC1-AS1	LINC00881
DEPDC1-AS1-LINC00884	DEPDC1-AS1	LINC00884
DEPDC1-AS1-LINC00893	DEPDC1-AS1	LINC00893
DEPDC1-AS1-LINC00894	DEPDC1-AS1	LINC00894
DEPDC1-AS1-LINC00896	DEPDC1-AS1	LINC00896
DEPDC1-AS1-LINC00907	DEPDC1-AS1	LINC00907
DEPDC1-AS1-LINC00908	DEPDC1-AS1	LINC00908
DEPDC1-AS1-LINC00910	DEPDC1-AS1	LINC00910
DEPDC1-AS1-LINC00911	DEPDC1-AS1	LINC00911
DEPDC1-AS1-LINC00919	DEPDC1-AS1	LINC00919
DEPDC1-AS1-LINC00921	DEPDC1-AS1	LINC00921
DEPDC1-AS1-LINC00927	DEPDC1-AS1	LINC00927
DEPDC1-AS1-LINC00928	DEPDC1-AS1	LINC00928
DEPDC1-AS1-LINC00929	DEPDC1-AS1	LINC00929
DEPDC1-AS1-LINC00930	DEPDC1-AS1	LINC00930
DEPDC1-AS1-LINC00934	DEPDC1-AS1	LINC00934
DEPDC1-AS1-LINC00937	DEPDC1-AS1	LINC00937
DEPDC1-AS1-LINC00942	DEPDC1-AS1	LINC00942
DEPDC1-AS1-LINC00943	DEPDC1-AS1	LINC00943
DEPDC1-AS1-LINC00944	DEPDC1-AS1	LINC00944
DEPDC1-AS1-LINC00951	DEPDC1-AS1	LINC00951
DEPDC1-AS1-LINC00957	DEPDC1-AS1	LINC00957
DEPDC1-AS1-LINC00964	DEPDC1-AS1	LINC00964
DEPDC1-AS1-LINC00967	DEPDC1-AS1	LINC00967
DEPDC1-AS1-LINC00968	DEPDC1-AS1	LINC00968
DEPDC1-AS1-LINC00969	DEPDC1-AS1	LINC00969
DEPDC1-AS1-LINC00970	DEPDC1-AS1	LINC00970
DEPDC1-AS1-LINC00982	DEPDC1-AS1	LINC00982
DEPDC1-AS1-LINC01007	DEPDC1-AS1	LINC01007
DEPDC1-AS1-LINC01012	DEPDC1-AS1	LINC01012
DEPDC1-AS1-LINC01013	DEPDC1-AS1	LINC01013
DEPDC1-AS1-LINC01015	DEPDC1-AS1	LINC01015
DEPDC1-AS1-LINC01016	DEPDC1-AS1	LINC01016
DEPDC1-AS1-LINC01029	DEPDC1-AS1	LINC01029
DEPDC1-AS1-LINC01056	DEPDC1-AS1	LINC01056
DEPDC1-AS1-LINC01069	DEPDC1-AS1	LINC01069
DEPDC1-AS1-LINC01082	DEPDC1-AS1	LINC01082
DEPDC1-AS1-LINC01091	DEPDC1-AS1	LINC01091
DEPDC1-AS1-LINC01095	DEPDC1-AS1	LINC01095
DEPDC1-AS1-LINC01096	DEPDC1-AS1	LINC01096
DEPDC1-AS1-LINC01097	DEPDC1-AS1	LINC01097
DEPDC1-AS1-LINC01103	DEPDC1-AS1	LINC01103
DEPDC1-AS1-LINC01104	DEPDC1-AS1	LINC01104
DEPDC1-AS1-LINC01107	DEPDC1-AS1	LINC01107
DEPDC1-AS1-LINC01111	DEPDC1-AS1	LINC01111
DEPDC1-AS1-LINC01114	DEPDC1-AS1	LINC01114
DEPDC1-AS1-LINC01115	DEPDC1-AS1	LINC01115
DEPDC1-AS1-LINC01120	DEPDC1-AS1	LINC01120
DEPDC1-AS1-LINC01126	DEPDC1-AS1	LINC01126
DEPDC1-AS1-LINC01140	DEPDC1-AS1	LINC01140
DEPDC1-AS1-LINC01142	DEPDC1-AS1	LINC01142
DEPDC1-AS1-LINC01144	DEPDC1-AS1	LINC01144
DEPDC1-AS1-LINC01149	DEPDC1-AS1	LINC01149
DEPDC1-AS1-LINC01153	DEPDC1-AS1	LINC01153
DEPDC1-AS1-LINC01165	DEPDC1-AS1	LINC01165
DEPDC1-AS1-LINC01169	DEPDC1-AS1	LINC01169
DEPDC1-AS1-LINC01180	DEPDC1-AS1	LINC01180
DEPDC1-AS1-LINC01186	DEPDC1-AS1	LINC01186
DEPDC1-AS1-LINC01187	DEPDC1-AS1	LINC01187
DEPDC1-AS1-LINC01191	DEPDC1-AS1	LINC01191
DEPDC1-AS1-LINC01192	DEPDC1-AS1	LINC01192
DEPDC1-AS1-LINC01206	DEPDC1-AS1	LINC01206
DEPDC1-AS1-LINC01213	DEPDC1-AS1	LINC01213
DEPDC1-AS1-LINC01220	DEPDC1-AS1	LINC01220
DEPDC1-AS1-LINC01222	DEPDC1-AS1	LINC01222
DEPDC1-AS1-LINC01231	DEPDC1-AS1	LINC01231
DEPDC1-AS1-LINC01241	DEPDC1-AS1	LINC01241
DEPDC1-AS1-LINC01252	DEPDC1-AS1	LINC01252
DEPDC1-AS1-LINC01254	DEPDC1-AS1	LINC01254
DEPDC1-AS1-LINC01257	DEPDC1-AS1	LINC01257
DEPDC1-AS1-LINC01260	DEPDC1-AS1	LINC01260
DEPDC1-AS1-LINC01267	DEPDC1-AS1	LINC01267
DEPDC1-AS1-LINC01268	DEPDC1-AS1	LINC01268
DEPDC1-AS1-LINC01271	DEPDC1-AS1	LINC01271
DEPDC1-AS1-LINC01281	DEPDC1-AS1	LINC01281
DEPDC1-AS1-LINC01282	DEPDC1-AS1	LINC01282
DEPDC1-AS1-LINC01304	DEPDC1-AS1	LINC01304
DEPDC1-AS1-LINC01310	DEPDC1-AS1	LINC01310
DEPDC1-AS1-LINC01312	DEPDC1-AS1	LINC01312
DEPDC1-AS1-LINC01342	DEPDC1-AS1	LINC01342
DEPDC1-AS1-LINC01346	DEPDC1-AS1	LINC01346
DEPDC1-AS1-LINC01350	DEPDC1-AS1	LINC01350
DEPDC1-AS1-LINC01351	DEPDC1-AS1	LINC01351
DEPDC1-AS1-LINC01356	DEPDC1-AS1	LINC01356
DEPDC1-AS1-LINC01364	DEPDC1-AS1	LINC01364
DEPDC1-AS1-LINC01365	DEPDC1-AS1	LINC01365
DEPDC1-AS1-LINC01395	DEPDC1-AS1	LINC01395
DEPDC1-AS1-LINC01405	DEPDC1-AS1	LINC01405
DEPDC1-AS1-LINC01410	DEPDC1-AS1	LINC01410
DEPDC1-AS1-LINC01424	DEPDC1-AS1	LINC01424
DEPDC1-AS1-LINC01428	DEPDC1-AS1	LINC01428
DEPDC1-AS1-LINC01431	DEPDC1-AS1	LINC01431
DEPDC1-AS1-LINC01442	DEPDC1-AS1	LINC01442
DEPDC1-AS1-MACROD2-AS1	DEPDC1-AS1	MACROD2-AS1
DEPDC1-AS1-MAGI2-AS2	DEPDC1-AS1	MAGI2-AS2
DEPDC1-AS1-MAN1B1-AS1	DEPDC1-AS1	MAN1B1-AS1
DEPDC1-AS1-MAPT-AS1	DEPDC1-AS1	MAPT-AS1
DEPDC1-AS1-MBNL1-AS1	DEPDC1-AS1	MBNL1-AS1
DEPDC1-AS1-MEF2C-AS1	DEPDC1-AS1	MEF2C-AS1
DEPDC1-AS1-MEG3	DEPDC1-AS1	MEG3
DEPDC1-AS1-MEG8	DEPDC1-AS1	MEG8
DEPDC1-AS1-MGC15885	DEPDC1-AS1	MGC15885
DEPDC1-AS1-MGC16275	DEPDC1-AS1	MGC16275
DEPDC1-AS1-MIR124-2HG	DEPDC1-AS1	MIR124-2HG
DEPDC1-AS1-MIR31HG	DEPDC1-AS1	MIR31HG
DEPDC1-AS1-MIR7-3HG	DEPDC1-AS1	MIR7-3HG
DEPDC1-AS1-MORF4L2-AS1	DEPDC1-AS1	MORF4L2-AS1
DEPDC1-AS1-MRGPRG-AS1	DEPDC1-AS1	MRGPRG-AS1
DEPDC1-AS1-MYCNOS	DEPDC1-AS1	MYCNOS
DEPDC1-AS1-N4BP2L2-IT2	DEPDC1-AS1	N4BP2L2-IT2
DEPDC1-AS1-NALCN-AS1	DEPDC1-AS1	NALCN-AS1
DEPDC1-AS1-NAV2-AS5	DEPDC1-AS1	NAV2-AS5
DEPDC1-AS1-NAV2-IT1	DEPDC1-AS1	NAV2-IT1
DEPDC1-AS1-NDUFV2-AS1	DEPDC1-AS1	NDUFV2-AS1
DEPDC1-AS1-NHEG1	DEPDC1-AS1	NHEG1
DEPDC1-AS1-NIFK-AS1	DEPDC1-AS1	NIFK-AS1
DEPDC1-AS1-NOP14-AS1	DEPDC1-AS1	NOP14-AS1
DEPDC1-AS1-NPHP3-AS1	DEPDC1-AS1	NPHP3-AS1
DEPDC1-AS1-NR2F1-AS1	DEPDC1-AS1	NR2F1-AS1
DEPDC1-AS1-NR2F2-AS1	DEPDC1-AS1	NR2F2-AS1
DEPDC1-AS1-NRG1-IT1	DEPDC1-AS1	NRG1-IT1
DEPDC1-AS1-NUP50-AS1	DEPDC1-AS1	NUP50-AS1
DEPDC1-AS1-OSER1-AS1	DEPDC1-AS1	OSER1-AS1
DEPDC1-AS1-OVCH1-AS1	DEPDC1-AS1	OVCH1-AS1
DEPDC1-AS1-OVOL1-AS1	DEPDC1-AS1	OVOL1-AS1
DEPDC1-AS1-PACRG-AS1	DEPDC1-AS1	PACRG-AS1
DEPDC1-AS1-PAN3-AS1	DEPDC1-AS1	PAN3-AS1
DEPDC1-AS1-PARD3-AS1	DEPDC1-AS1	PARD3-AS1
DEPDC1-AS1-PARD6G-AS1	DEPDC1-AS1	PARD6G-AS1
DEPDC1-AS1-PART1	DEPDC1-AS1	PART1
DEPDC1-AS1-PAXBP1-AS1	DEPDC1-AS1	PAXBP1-AS1
DEPDC1-AS1-PCA3	DEPDC1-AS1	PCA3
DEPDC1-AS1-PCAT18	DEPDC1-AS1	PCAT18
DEPDC1-AS1-PCAT19	DEPDC1-AS1	PCAT19
DEPDC1-AS1-PCAT4	DEPDC1-AS1	PCAT4
DEPDC1-AS1-PCGEM1	DEPDC1-AS1	PCGEM1
DEPDC1-AS1-PGM5-AS1	DEPDC1-AS1	PGM5-AS1
DEPDC1-AS1-PLCG1-AS1	DEPDC1-AS1	PLCG1-AS1
DEPDC1-AS1-PP12613	DEPDC1-AS1	PP12613
DEPDC1-AS1-PRICKLE2-AS3	DEPDC1-AS1	PRICKLE2-AS3
DEPDC1-AS1-PRKAG2-AS1	DEPDC1-AS1	PRKAG2-AS1
DEPDC1-AS1-PRKG1-AS1	DEPDC1-AS1	PRKG1-AS1
DEPDC1-AS1-PROSER2-AS1	DEPDC1-AS1	PROSER2-AS1
DEPDC1-AS1-PRRX2-AS1	DEPDC1-AS1	PRRX2-AS1
DEPDC1-AS1-PSMB8-AS1	DEPDC1-AS1	PSMB8-AS1
DEPDC1-AS1-PTGER4P2-CDK2AP2P2	DEPDC1-AS1	PTGER4P2-CDK2AP2P2
DEPDC1-AS1-PTOV1-AS1	DEPDC1-AS1	PTOV1-AS1
DEPDC1-AS1-PWAR6	DEPDC1-AS1	PWAR6
DEPDC1-AS1-RAB30-AS1	DEPDC1-AS1	RAB30-AS1
DEPDC1-AS1-RAMP2-AS1	DEPDC1-AS1	RAMP2-AS1
DEPDC1-AS1-RAP2C-AS1	DEPDC1-AS1	RAP2C-AS1
DEPDC1-AS1-RAPGEF4-AS1	DEPDC1-AS1	RAPGEF4-AS1
DEPDC1-AS1-RARA-AS1	DEPDC1-AS1	RARA-AS1
DEPDC1-AS1-RBFADN	DEPDC1-AS1	RBFADN
DEPDC1-AS1-RBMS3-AS3	DEPDC1-AS1	RBMS3-AS3
DEPDC1-AS1-RBPMS-AS1	DEPDC1-AS1	RBPMS-AS1
DEPDC1-AS1-RFPL1S	DEPDC1-AS1	RFPL1S
DEPDC1-AS1-RPL34-AS1	DEPDC1-AS1	RPL34-AS1
DEPDC1-AS1-SCOC-AS1	DEPDC1-AS1	SCOC-AS1
DEPDC1-AS1-SDCBP2-AS1	DEPDC1-AS1	SDCBP2-AS1
DEPDC1-AS1-SENCR	DEPDC1-AS1	SENCR
DEPDC1-AS1-SFTA1P	DEPDC1-AS1	SFTA1P
DEPDC1-AS1-SH3RF3-AS1	DEPDC1-AS1	SH3RF3-AS1
DEPDC1-AS1-SHANK2-AS3	DEPDC1-AS1	SHANK2-AS3
DEPDC1-AS1-SLC16A1-AS1	DEPDC1-AS1	SLC16A1-AS1
DEPDC1-AS1-SLC2A1-AS1	DEPDC1-AS1	SLC2A1-AS1
DEPDC1-AS1-SLIT2-IT1	DEPDC1-AS1	SLIT2-IT1
DEPDC1-AS1-SMC5-AS1	DEPDC1-AS1	SMC5-AS1
DEPDC1-AS1-SMCR5	DEPDC1-AS1	SMCR5
DEPDC1-AS1-SMIM2-AS1	DEPDC1-AS1	SMIM2-AS1
DEPDC1-AS1-SNAI3-AS1	DEPDC1-AS1	SNAI3-AS1
DEPDC1-AS1-SND1-IT1	DEPDC1-AS1	SND1-IT1
DEPDC1-AS1-SNHG7	DEPDC1-AS1	SNHG7
DEPDC1-AS1-SORCS3-AS1	DEPDC1-AS1	SORCS3-AS1
DEPDC1-AS1-SOX21-AS1	DEPDC1-AS1	SOX21-AS1
DEPDC1-AS1-SPATA13	DEPDC1-AS1	SPATA13
DEPDC1-AS1-SPATA41	DEPDC1-AS1	SPATA41
DEPDC1-AS1-SSBP3-AS1	DEPDC1-AS1	SSBP3-AS1
DEPDC1-AS1-ST7-AS1	DEPDC1-AS1	ST7-AS1
DEPDC1-AS1-ST8SIA6-AS1	DEPDC1-AS1	ST8SIA6-AS1
DEPDC1-AS1-STK4-AS1	DEPDC1-AS1	STK4-AS1
DEPDC1-AS1-STX18-AS1	DEPDC1-AS1	STX18-AS1
DEPDC1-AS1-STXBP5-AS1	DEPDC1-AS1	STXBP5-AS1
DEPDC1-AS1-TBX5-AS1	DEPDC1-AS1	TBX5-AS1
DEPDC1-AS1-TFAP2A-AS1	DEPDC1-AS1	TFAP2A-AS1
DEPDC1-AS1-THRB-IT1	DEPDC1-AS1	THRB-IT1
DEPDC1-AS1-TIPARP-AS1	DEPDC1-AS1	TIPARP-AS1
DEPDC1-AS1-TMEM108-AS1	DEPDC1-AS1	TMEM108-AS1
DEPDC1-AS1-TMEM254-AS1	DEPDC1-AS1	TMEM254-AS1
DEPDC1-AS1-TRAF3IP2-AS1	DEPDC1-AS1	TRAF3IP2-AS1
DEPDC1-AS1-TSC22D1-AS1	DEPDC1-AS1	TSC22D1-AS1
DEPDC1-AS1-TTLL11-IT1	DEPDC1-AS1	TTLL11-IT1
DEPDC1-AS1-TTLL7-IT1	DEPDC1-AS1	TTLL7-IT1
DEPDC1-AS1-TTN-AS1	DEPDC1-AS1	TTN-AS1
DEPDC1-AS1-TTTY1	DEPDC1-AS1	TTTY1
DEPDC1-AS1-TTTY11	DEPDC1-AS1	TTTY11
DEPDC1-AS1-TTTY12	DEPDC1-AS1	TTTY12
DEPDC1-AS1-TTTY4	DEPDC1-AS1	TTTY4
DEPDC1-AS1-TTTY5	DEPDC1-AS1	TTTY5
DEPDC1-AS1-TTTY6	DEPDC1-AS1	TTTY6
DEPDC1-AS1-TTTY7	DEPDC1-AS1	TTTY7
DEPDC1-AS1-TTTY8	DEPDC1-AS1	TTTY8
DEPDC1-AS1-UBE2E2-AS1	DEPDC1-AS1	UBE2E2-AS1
DEPDC1-AS1-UBXN7-AS1	DEPDC1-AS1	UBXN7-AS1
DEPDC1-AS1-USP2-AS1	DEPDC1-AS1	USP2-AS1
DEPDC1-AS1-USP27X-AS1	DEPDC1-AS1	USP27X-AS1
DEPDC1-AS1-USP30-AS1	DEPDC1-AS1	USP30-AS1
DEPDC1-AS1-USP46-AS1	DEPDC1-AS1	USP46-AS1
DEPDC1-AS1-VPS13A-AS1	DEPDC1-AS1	VPS13A-AS1
DEPDC1-AS1-VPS9D1-AS1	DEPDC1-AS1	VPS9D1-AS1
DEPDC1-AS1-WDR11-AS1	DEPDC1-AS1	WDR11-AS1
DEPDC1-AS1-WT1-AS	DEPDC1-AS1	WT1-AS
DEPDC1-AS1-XIST	DEPDC1-AS1	XIST
DEPDC1-AS1-ZBED3-AS1	DEPDC1-AS1	ZBED3-AS1
DEPDC1-AS1-ZBTB20-AS1	DEPDC1-AS1	ZBTB20-AS1
DEPDC1-AS1-ZBTB46-AS1	DEPDC1-AS1	ZBTB46-AS1
DEPDC1-AS1-ZMIZ1-AS1	DEPDC1-AS1	ZMIZ1-AS1
DEPDC1-AS1-ZNF252P-AS1	DEPDC1-AS1	ZNF252P-AS1
DEPDC1-AS1-ZNF32-AS3	DEPDC1-AS1	ZNF32-AS3
DEPDC1-AS1-ZNF503-AS1	DEPDC1-AS1	ZNF503-AS1
DEPDC1-AS1-ZNF571-AS1	DEPDC1-AS1	ZNF571-AS1
DEPDC1-AS1-ZRANB2-AS1	DEPDC1-AS1	ZRANB2-AS1
DGCR10-FENDRR	DGCR10	FENDRR
DGCR10-LINC00472	DGCR10	LINC00472
DGCR10-LINC00702	DGCR10	LINC00702
DGCR10-LINC00844	DGCR10	LINC00844
DGCR10-LINC00968	DGCR10	LINC00968
DGCR10-PCAT19	DGCR10	PCAT19
DGCR10-RBMS3-AS3	DGCR10	RBMS3-AS3
DGCR10-TBX5-AS1	DGCR10	TBX5-AS1
DGCR11-EPB41L4A-AS2	DGCR11	EPB41L4A-AS2
DGCR11-FENDRR	DGCR11	FENDRR
DGCR11-LINC00968	DGCR11	LINC00968
DGCR11-PCAT19	DGCR11	PCAT19
DGCR11-TBX5-AS1	DGCR11	TBX5-AS1
DGCR9-EPB41L4A-AS2	DGCR9	EPB41L4A-AS2
DGCR9-FENDRR	DGCR9	FENDRR
DGCR9-LINC00968	DGCR9	LINC00968
DGCR9-PCAT19	DGCR9	PCAT19
DHRS4-AS1-FENDRR	DHRS4-AS1	FENDRR
DHRS4-AS1-FGF14-AS2	DHRS4-AS1	FGF14-AS2
DHRS4-AS1-LINC00472	DHRS4-AS1	LINC00472
DHRS4-AS1-LINC00622	DHRS4-AS1	LINC00622
DHRS4-AS1-LINC00702	DHRS4-AS1	LINC00702
DHRS4-AS1-LINC00968	DHRS4-AS1	LINC00968
DHRS4-AS1-LINC01268	DHRS4-AS1	LINC01268
DHRS4-AS1-PCAT19	DHRS4-AS1	PCAT19
DHRS4-AS1-PGM5-AS1	DHRS4-AS1	PGM5-AS1
DHRS4-AS1-TBX5-AS1	DHRS4-AS1	TBX5-AS1
DIAPH2-AS1-FENDRR	DIAPH2-AS1	FENDRR
DIAPH2-AS1-LINC00472	DIAPH2-AS1	LINC00472
DIAPH2-AS1-LINC00968	DIAPH2-AS1	LINC00968
DIAPH2-AS1-PCAT19	DIAPH2-AS1	PCAT19
DIAPH2-AS1-TBX5-AS1	DIAPH2-AS1	TBX5-AS1
DIAPH3-AS1-EPB41L4A-AS2	DIAPH3-AS1	EPB41L4A-AS2
DIAPH3-AS1-FENDRR	DIAPH3-AS1	FENDRR
DIAPH3-AS1-LINC00968	DIAPH3-AS1	LINC00968
DIAPH3-AS1-PCAT19	DIAPH3-AS1	PCAT19
DIAPH3-AS1-TBX5-AS1	DIAPH3-AS1	TBX5-AS1
DICER1-AS1-FENDRR	DICER1-AS1	FENDRR
DICER1-AS1-LINC00472	DICER1-AS1	LINC00472
DICER1-AS1-LINC00702	DICER1-AS1	LINC00702
DICER1-AS1-LINC00968	DICER1-AS1	LINC00968
DICER1-AS1-LINC01268	DICER1-AS1	LINC01268
DICER1-AS1-PCAT19	DICER1-AS1	PCAT19
DICER1-AS1-PGM5-AS1	DICER1-AS1	PGM5-AS1
DICER1-AS1-SFTA1P	DICER1-AS1	SFTA1P
DIO2-AS1-FENDRR	DIO2-AS1	FENDRR
DIO2-AS1-LINC00968	DIO2-AS1	LINC00968
DIO2-AS1-LINC01268	DIO2-AS1	LINC01268
DIO2-AS1-PCAT19	DIO2-AS1	PCAT19
DIO3OS-FENDRR	DIO3OS	FENDRR
DIO3OS-LINC00472	DIO3OS	LINC00472
DIO3OS-LINC00968	DIO3OS	LINC00968
DKFZP434A062-EPB41L4A-AS2	DKFZP434A062	EPB41L4A-AS2
DKFZP434A062-FENDRR	DKFZP434A062	FENDRR
DKFZP434A062-LINC00702	DKFZP434A062	LINC00702
DKFZP434A062-LINC00968	DKFZP434A062	LINC00968
DKFZP434A062-PCAT19	DKFZP434A062	PCAT19
DKFZP434A062-TBX5-AS1	DKFZP434A062	TBX5-AS1
DKFZP434H168-FENDRR	DKFZP434H168	FENDRR
DKFZP434H168-LINC00472	DKFZP434H168	LINC00472
DKFZP434H168-LINC00968	DKFZP434H168	LINC00968
DKFZP434H168-PCAT19	DKFZP434H168	PCAT19
DKFZP434H168-TBX5-AS1	DKFZP434H168	TBX5-AS1
DKFZP434K028-FENDRR	DKFZP434K028	FENDRR
DKFZP434K028-LINC00472	DKFZP434K028	LINC00472
DKFZP434K028-LINC00968	DKFZP434K028	LINC00968
DKFZP434K028-PCAT19	DKFZP434K028	PCAT19
DKFZP434K028-PGM5-AS1	DKFZP434K028	PGM5-AS1
DKFZP434K028-SFTA1P	DKFZP434K028	SFTA1P
DKFZP434K028-TBX5-AS1	DKFZP434K028	TBX5-AS1
DLEU2-FENDRR	DLEU2	FENDRR
DLEU2-LINC00622	DLEU2	LINC00622
DLEU2-LINC00702	DLEU2	LINC00702
DLEU2-LINC00968	DLEU2	LINC00968
DLEU2-LINC01268	DLEU2	LINC01268
DLEU2-PCAT19	DLEU2	PCAT19
DLEU2-RBMS3-AS3	DLEU2	RBMS3-AS3
DLEU2-TBX5-AS1	DLEU2	TBX5-AS1
DLEU2L-EPB41L4A-AS2	DLEU2L	EPB41L4A-AS2
DLEU2L-FAM223A	DLEU2L	FAM223A
DLEU2L-FENDRR	DLEU2L	FENDRR
DLEU2L-HOXB-AS3	DLEU2L	HOXB-AS3
DLEU2L-KIF9-AS1	DLEU2L	KIF9-AS1
DLEU2L-LINC00092	DLEU2L	LINC00092
DLEU2L-LINC00472	DLEU2L	LINC00472
DLEU2L-LINC00622	DLEU2L	LINC00622
DLEU2L-LINC00702	DLEU2L	LINC00702
DLEU2L-LINC00887	DLEU2L	LINC00887
DLEU2L-LINC00968	DLEU2L	LINC00968
DLEU2L-LINC01165	DLEU2L	LINC01165
DLEU2L-LINC01268	DLEU2L	LINC01268
DLEU2L-PAN3-AS1	DLEU2L	PAN3-AS1
DLEU2L-PCAT19	DLEU2L	PCAT19
DLEU2L-PGM5-AS1	DLEU2L	PGM5-AS1
DLEU2L-RARA-AS1	DLEU2L	RARA-AS1
DLEU2L-SH3RF3-AS1	DLEU2L	SH3RF3-AS1
DLEU2L-SPATA13	DLEU2L	SPATA13
DLEU2L-TBX5-AS1	DLEU2L	TBX5-AS1
DLEU2L-TRAF3IP2-AS1	DLEU2L	TRAF3IP2-AS1
DLEU2L-WDR11-AS1	DLEU2L	WDR11-AS1
DLEU7-AS1-EPB41L4A-AS2	DLEU7-AS1	EPB41L4A-AS2
DLEU7-AS1-FENDRR	DLEU7-AS1	FENDRR
DLEU7-AS1-LINC00472	DLEU7-AS1	LINC00472
DLEU7-AS1-LINC00702	DLEU7-AS1	LINC00702
DLEU7-AS1-LINC00920	DLEU7-AS1	LINC00920
DLEU7-AS1-LINC00968	DLEU7-AS1	LINC00968
DLEU7-AS1-PCAT19	DLEU7-AS1	PCAT19
DLEU7-AS1-PGM5-AS1	DLEU7-AS1	PGM5-AS1
DLEU7-AS1-TBX5-AS1	DLEU7-AS1	TBX5-AS1
DLG1-AS1-FENDRR	DLG1-AS1	FENDRR
DLG1-AS1-LINC00472	DLG1-AS1	LINC00472
DLG1-AS1-LINC00702	DLG1-AS1	LINC00702
DLG1-AS1-LINC00968	DLG1-AS1	LINC00968
DLG1-AS1-PCAT19	DLG1-AS1	PCAT19
DLG3-AS1-FENDRR	DLG3-AS1	FENDRR
DLG3-AS1-LINC00968	DLG3-AS1	LINC00968
DLG3-AS1-PCAT19	DLG3-AS1	PCAT19
DLG3-AS1-TBX5-AS1	DLG3-AS1	TBX5-AS1
DLGAP1-AS1-FENDRR	DLGAP1-AS1	FENDRR
DLGAP1-AS1-LINC00968	DLGAP1-AS1	LINC00968
DLGAP1-AS1-PCAT19	DLGAP1-AS1	PCAT19
DLGAP1-AS2-FENDRR	DLGAP1-AS2	FENDRR
DLGAP1-AS3-DSCR10	DLGAP1-AS3	DSCR10
DLGAP1-AS3-EPB41L4A-AS1	DLGAP1-AS3	EPB41L4A-AS1
DLGAP1-AS3-EPB41L4A-AS2	DLGAP1-AS3	EPB41L4A-AS2
DLGAP1-AS3-ERICH3-AS1	DLGAP1-AS3	ERICH3-AS1
DLGAP1-AS3-FAM212B-AS1	DLGAP1-AS3	FAM212B-AS1
DLGAP1-AS3-FAM87A	DLGAP1-AS3	FAM87A
DLGAP1-AS3-FENDRR	DLGAP1-AS3	FENDRR
DLGAP1-AS3-FER1L6-AS1	DLGAP1-AS3	FER1L6-AS1
DLGAP1-AS3-FLJ21408	DLGAP1-AS3	FLJ21408
DLGAP1-AS3-GATA6-AS1	DLGAP1-AS3	GATA6-AS1
DLGAP1-AS3-HCG9	DLGAP1-AS3	HCG9
DLGAP1-AS3-HOXB-AS3	DLGAP1-AS3	HOXB-AS3
DLGAP1-AS3-ISM1-AS1	DLGAP1-AS3	ISM1-AS1
DLGAP1-AS3-KCNQ1-AS1	DLGAP1-AS3	KCNQ1-AS1
DLGAP1-AS3-KCNQ1OT1	DLGAP1-AS3	KCNQ1OT1
DLGAP1-AS3-KIF9-AS1	DLGAP1-AS3	KIF9-AS1
DLGAP1-AS3-LINC00052	DLGAP1-AS3	LINC00052
DLGAP1-AS3-LINC00158	DLGAP1-AS3	LINC00158
DLGAP1-AS3-LINC00304	DLGAP1-AS3	LINC00304
DLGAP1-AS3-LINC00308	DLGAP1-AS3	LINC00308
DLGAP1-AS3-LINC00313	DLGAP1-AS3	LINC00313
