	V1	V2	avg1	avg2	dirct	altb.N	agtb.N	altb.T	agtb.T	p	FDR
EPHA1-AS1-PCAT19	EPHA1-AS1	PCAT19	-114.32	-1046.2	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
EPHA1-AS1-TBX5-AS1	EPHA1-AS1	TBX5-AS1	-114.32	-888.2	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
EPHA5-AS1-FENDRR	EPHA5-AS1	FENDRR	-55	-960.32	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
EPHA5-AS1-LINC00472	EPHA5-AS1	LINC00472	-55	-894.16	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
EPHA5-AS1-LINC00702	EPHA5-AS1	LINC00702	-55	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
EPHA5-AS1-LINC00968	EPHA5-AS1	LINC00968	-55	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
EPHA5-AS1-PCAT19	EPHA5-AS1	PCAT19	-55	-1046.2	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
EPHA5-AS1-TBX5-AS1	EPHA5-AS1	TBX5-AS1	-55	-888.2	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
ERICH3-AS1-FENDRR	ERICH3-AS1	FENDRR	-61.84	-960.32	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
ERICH3-AS1-LINC00968	ERICH3-AS1	LINC00968	-61.84	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
ERICH3-AS1-PCAT19	ERICH3-AS1	PCAT19	-61.84	-1046.2	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
ERVH48-1-FENDRR	ERVH48-1	FENDRR	-53.7199999999999	-960.32	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
ERVH48-1-LINC00702	ERVH48-1	LINC00702	-53.7199999999999	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
ERVH48-1-LINC00968	ERVH48-1	LINC00968	-53.7199999999999	-1068.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
ERVH48-1-PCAT19	ERVH48-1	PCAT19	-53.7199999999999	-1046.2	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
ERVMER61-1-TMCC1-AS1	ERVMER61-1	TMCC1-AS1	39.22	12.48	same	25	0	19	6	0.022289766970618	0.083827089307486
ESRG-FENDRR	ESRG	FENDRR	-28	-960.32	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
ESRG-LINC00472	ESRG	LINC00472	-28	-894.16	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
ESRG-LINC00968	ESRG	LINC00968	-28	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
ESRG-PCAT19	ESRG	PCAT19	-28	-1046.2	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
ESRG-PGM5-AS1	ESRG	PGM5-AS1	-28	-871.4	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
ESRG-TBX5-AS1	ESRG	TBX5-AS1	-28	-888.2	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
EXTL3-AS1-FENDRR	EXTL3-AS1	FENDRR	-30.72	-960.32	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
EXTL3-AS1-LINC00472	EXTL3-AS1	LINC00472	-30.72	-894.16	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
EXTL3-AS1-LINC00702	EXTL3-AS1	LINC00702	-30.72	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
EXTL3-AS1-LINC00968	EXTL3-AS1	LINC00968	-30.72	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
EXTL3-AS1-LINC01268	EXTL3-AS1	LINC01268	-30.72	-836.4	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
EXTL3-AS1-PAN3-AS1	EXTL3-AS1	PAN3-AS1	-30.72	-749.2	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
EXTL3-AS1-PCAT19	EXTL3-AS1	PCAT19	-30.72	-1046.2	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
FAM13A-AS1-FENDRR	FAM13A-AS1	FENDRR	-213.24	-960.32	same	25	0	4	21	3.75775430073515e-10	3.06504298415304e-09
FAM13A-AS1-LINC00702	FAM13A-AS1	LINC00702	-213.24	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
FAM13A-AS1-LINC00968	FAM13A-AS1	LINC00968	-213.24	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
FAM13A-AS1-PCAT19	FAM13A-AS1	PCAT19	-213.24	-1046.2	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
FAM170B-AS1-FENDRR	FAM170B-AS1	FENDRR	-66.66	-960.32	same	25	0	3	22	5.18310938032434e-11	5.18451116785113e-10
FAM170B-AS1-HOXB-AS3	FAM170B-AS1	HOXB-AS3	-66.66	-624.04	same	24	1	7	18	8.02119496594062e-07	4.66544361415866e-06
FAM170B-AS1-LINC00472	FAM170B-AS1	LINC00472	-66.66	-894.16	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
FAM170B-AS1-LINC00702	FAM170B-AS1	LINC00702	-66.66	-952.36	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
FAM170B-AS1-LINC00968	FAM170B-AS1	LINC00968	-66.66	-1068.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
FAM170B-AS1-LINC01268	FAM170B-AS1	LINC01268	-66.66	-836.4	same	25	0	3	22	5.18310938032434e-11	5.18451116785113e-10
FAM170B-AS1-PAN3-AS1	FAM170B-AS1	PAN3-AS1	-66.66	-749.2	same	24	1	5	20	3.98321955877924e-08	2.53425438781121e-07
FAM170B-AS1-PCAT19	FAM170B-AS1	PCAT19	-66.66	-1046.2	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
FAM170B-AS1-TBX5-AS1	FAM170B-AS1	TBX5-AS1	-66.66	-888.2	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
FAM212B-AS1-FENDRR	FAM212B-AS1	FENDRR	-200.08	-960.32	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
FAM212B-AS1-LINC00968	FAM212B-AS1	LINC00968	-200.08	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
FAM223A-FENDRR	FAM223A	FENDRR	-359.16	-960.32	same	25	0	4	21	3.75775430073515e-10	3.06504298415304e-09
FAM223A-LINC00968	FAM223A	LINC00968	-359.16	-1068.28	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
FAM223B-FENDRR	FAM223B	FENDRR	-93.1999999999999	-960.32	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
FAM66B-FENDRR	FAM66B	FENDRR	-285.84	-960.32	same	25	0	3	22	5.18310938032434e-11	5.18451116785113e-10
FAM66B-LINC00702	FAM66B	LINC00702	-285.84	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
FAM66B-LINC00968	FAM66B	LINC00968	-285.84	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
FAM66B-PCAT19	FAM66B	PCAT19	-285.84	-1046.2	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
FAM66C-FENDRR	FAM66C	FENDRR	-338.16	-960.32	same	25	0	6	19	1.1649038332279e-08	7.69099065436733e-08
FAM66C-HOXB-AS3	FAM66C	HOXB-AS3	-338.16	-624.04	same	24	1	13	12	0.000762033491544358	0.00352573056259804
FAM66C-LINC00472	FAM66C	LINC00472	-338.16	-894.16	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
FAM66C-LINC00702	FAM66C	LINC00702	-338.16	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
FAM66C-LINC00844	FAM66C	LINC00844	-338.16	-643.48	same	24	1	12	13	0.000286752727587379	0.00137969586207909
FAM66C-LINC00968	FAM66C	LINC00968	-338.16	-1068.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
FAM66C-LINC01268	FAM66C	LINC01268	-338.16	-836.4	same	24	1	7	18	8.02119496594062e-07	4.66544361415866e-06
FAM66C-PAN3-AS1	FAM66C	PAN3-AS1	-338.16	-749.2	same	24	1	12	13	0.000286752727587379	0.00137969586207909
FAM66C-PCAT19	FAM66C	PCAT19	-338.16	-1046.2	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
FAM66C-TBX5-AS1	FAM66C	TBX5-AS1	-338.16	-888.2	same	24	1	5	20	3.98321955877924e-08	2.53425438781121e-07
FAM87A-FENDRR	FAM87A	FENDRR	-262	-960.32	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
FAM87A-LINC00968	FAM87A	LINC00968	-262	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
FAM87A-PCAT19	FAM87A	PCAT19	-262	-1046.2	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
FGD5-AS1-LINC00968	FGD5-AS1	LINC00968	-333.64	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
FGD5-AS1-LINC01268	FGD5-AS1	LINC01268	-333.64	-836.4	same	24	1	6	19	1.90142367617198e-07	1.15380073278459e-06
FGD5-AS1-PCAT19	FGD5-AS1	PCAT19	-333.64	-1046.2	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
FGD5-AS1-TBX5-AS1	FGD5-AS1	TBX5-AS1	-333.64	-888.2	same	24	1	4	21	7.17860649174925e-09	4.82509334116031e-08
FGF10-AS1-LINC00472	FGF10-AS1	LINC00472	-128.12	-894.16	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
FGF10-AS1-LINC00968	FGF10-AS1	LINC00968	-128.12	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
FGF10-AS1-PCAT19	FGF10-AS1	PCAT19	-128.12	-1046.2	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
FGF13-AS1-LINC00702	FGF13-AS1	LINC00702	-69.5599999999999	-952.36	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
FGF13-AS1-LINC00968	FGF13-AS1	LINC00968	-69.5599999999999	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
FGF13-AS1-LINC01268	FGF13-AS1	LINC01268	-69.5599999999999	-836.4	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
FGF13-AS1-PCAT19	FGF13-AS1	PCAT19	-69.5599999999999	-1046.2	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
FGF13-AS1-TBX5-AS1	FGF13-AS1	TBX5-AS1	-69.5599999999999	-888.2	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
FGF14-AS2-LINC00968	FGF14-AS2	LINC00968	-659.44	-1068.28	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
FGF14-IT1-LINC00702	FGF14-IT1	LINC00702	-47.3199999999999	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
FGF14-IT1-LINC00968	FGF14-IT1	LINC00968	-47.3199999999999	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
FGF14-IT1-PCAT19	FGF14-IT1	PCAT19	-47.3199999999999	-1046.2	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
FGF14-IT1-TBX5-AS1	FGF14-IT1	TBX5-AS1	-47.3199999999999	-888.2	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
FLG-AS1-LINC00472	FLG-AS1	LINC00472	-222.84	-894.16	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
FLG-AS1-LINC00702	FLG-AS1	LINC00702	-222.84	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
FLG-AS1-LINC00968	FLG-AS1	LINC00968	-222.84	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
FLG-AS1-LINC01268	FLG-AS1	LINC01268	-222.84	-836.4	same	25	0	4	21	3.75775430073515e-10	3.06504298415304e-09
FLG-AS1-PAN3-AS1	FLG-AS1	PAN3-AS1	-222.84	-749.2	same	24	1	11	14	0.000101921319381886	0.000509227963166369
FLG-AS1-PCAT19	FLG-AS1	PCAT19	-222.84	-1046.2	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
FLG-AS1-SFTA1P	FLG-AS1	SFTA1P	-222.84	-810.56	same	24	1	4	21	7.17860649174925e-09	4.82509334116031e-08
FLG-AS1-SH3RF3-AS1	FLG-AS1	SH3RF3-AS1	-222.84	-469.04	same	24	1	14	11	0.00192150964097788	0.00848434968769638
FLG-AS1-TBX5-AS1	FLG-AS1	TBX5-AS1	-222.84	-888.2	same	24	1	5	20	3.98321955877924e-08	2.53425438781121e-07
FLJ12825-LINC00968	FLJ12825	LINC00968	-16.1799999999999	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
FLJ13224-LINC00472	FLJ13224	LINC00472	-82.8	-894.16	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
FLJ13224-LINC00968	FLJ13224	LINC00968	-82.8	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
FLJ13224-PAN3-AS1	FLJ13224	PAN3-AS1	-82.8	-749.2	same	25	0	5	20	2.25465258044109e-09	1.60169653181491e-08
FLJ13224-PCAT19	FLJ13224	PCAT19	-82.8	-1046.2	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
FLJ13224-TBX5-AS1	FLJ13224	TBX5-AS1	-82.8	-888.2	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
FLJ16779-LINC00472	FLJ16779	LINC00472	-41.0799999999999	-894.16	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
FLJ16779-LINC00968	FLJ16779	LINC00968	-41.0799999999999	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
FLJ16779-PAN3-AS1	FLJ16779	PAN3-AS1	-41.0799999999999	-749.2	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
FLJ16779-PCAT19	FLJ16779	PCAT19	-41.0799999999999	-1046.2	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
FLJ16779-TBX5-AS1	FLJ16779	TBX5-AS1	-41.0799999999999	-888.2	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
FLJ20021-LINC00968	FLJ20021	LINC00968	-22.5999999999999	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
FLJ20021-LINC01268	FLJ20021	LINC01268	-22.5999999999999	-836.4	same	24	1	6	19	1.90142367617198e-07	1.15380073278459e-06
FLJ20021-PCAT19	FLJ20021	PCAT19	-22.5999999999999	-1046.2	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
FLJ20021-TBX5-AS1	FLJ20021	TBX5-AS1	-22.5999999999999	-888.2	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
FLJ27354-LINC00968	FLJ27354	LINC00968	-296.8	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
FLJ27354-PCAT19	FLJ27354	PCAT19	-296.8	-1046.2	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
FLJ37453-LINC00472	FLJ37453	LINC00472	-242.16	-894.16	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
FLJ37453-LINC00968	FLJ37453	LINC00968	-242.16	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
FLJ37453-LINC01268	FLJ37453	LINC01268	-242.16	-836.4	same	25	0	5	20	2.25465258044109e-09	1.60169653181491e-08
FLJ37453-PAN3-AS1	FLJ37453	PAN3-AS1	-242.16	-749.2	same	24	1	7	18	8.02119496594062e-07	4.66544361415866e-06
FLJ37453-PCAT19	FLJ37453	PCAT19	-242.16	-1046.2	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
FLJ37453-TBX5-AS1	FLJ37453	TBX5-AS1	-242.16	-888.2	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
FOXN3-AS2-LINC00968	FOXN3-AS2	LINC00968	-31.9599999999999	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
FOXN3-AS2-LINC01268	FOXN3-AS2	LINC01268	-31.9599999999999	-836.4	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
FOXN3-AS2-PCAT19	FOXN3-AS2	PCAT19	-31.9599999999999	-1046.2	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
FTX-LINC00968	FTX	LINC00968	-76.48	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
GABPB1-AS1-LINC00472	GABPB1-AS1	LINC00472	-26.76	-894.16	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
GABPB1-AS1-LINC00968	GABPB1-AS1	LINC00968	-26.76	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
GABPB1-AS1-PCAT19	GABPB1-AS1	PCAT19	-26.76	-1046.2	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
GABPB1-AS1-SFTA1P	GABPB1-AS1	SFTA1P	-26.76	-810.56	same	25	0	3	22	5.18310938032434e-11	5.18451116785113e-10
GABPB1-AS1-TBX5-AS1	GABPB1-AS1	TBX5-AS1	-26.76	-888.2	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
GAS5-AS1-LINC00472	GAS5-AS1	LINC00472	-22.84	-894.16	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
GAS5-AS1-LINC00702	GAS5-AS1	LINC00702	-22.84	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
GAS5-AS1-LINC00968	GAS5-AS1	LINC00968	-22.84	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
GAS5-AS1-PCAT19	GAS5-AS1	PCAT19	-22.84	-1046.2	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
GAS5-AS1-PGM5-AS1	GAS5-AS1	PGM5-AS1	-22.84	-871.4	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
GAS5-AS1-TBX5-AS1	GAS5-AS1	TBX5-AS1	-22.84	-888.2	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
GAS6-AS1-LINC00968	GAS6-AS1	LINC00968	-2.91999999999996	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
GAS6-AS1-PCAT19	GAS6-AS1	PCAT19	-2.91999999999996	-1046.2	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
GATA6-AS1-LINC00968	GATA6-AS1	LINC00968	-687.08	-1068.28	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
GLIDR-LINC00968	GLIDR	LINC00968	-427.04	-1068.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
GLIS3-AS1-LINC00472	GLIS3-AS1	LINC00472	-116.64	-894.16	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
GLIS3-AS1-LINC00702	GLIS3-AS1	LINC00702	-116.64	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
GLIS3-AS1-LINC00968	GLIS3-AS1	LINC00968	-116.64	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
GLIS3-AS1-PCAT19	GLIS3-AS1	PCAT19	-116.64	-1046.2	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
GNA14-AS1-LINC00702	GNA14-AS1	LINC00702	-154.16	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
GNA14-AS1-LINC00968	GNA14-AS1	LINC00968	-154.16	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
GNA14-AS1-PCAT19	GNA14-AS1	PCAT19	-154.16	-1046.2	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
GRIK1-AS1-LINC00472	GRIK1-AS1	LINC00472	-41.5	-894.16	same	25	0	3	22	5.18310938032434e-11	5.18451116785113e-10
GRIK1-AS1-LINC00968	GRIK1-AS1	LINC00968	-41.5	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
GRIK1-AS1-PCAT19	GRIK1-AS1	PCAT19	-41.5	-1046.2	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
GRTP1-AS1-HOXB-AS3	GRTP1-AS1	HOXB-AS3	-27.72	-624.04	same	25	0	14	11	0.000238658840758398	0.00117397136830581
GRTP1-AS1-LINC00092	GRTP1-AS1	LINC00092	-27.72	-531.56	same	25	0	13	12	8.56724043748096e-05	0.000437802262632447
GRTP1-AS1-LINC00163	GRTP1-AS1	LINC00163	-27.72	-420.56	same	24	1	16	9	0.010580541940289	0.0414919913756488
GRTP1-AS1-LINC00324	GRTP1-AS1	LINC00324	-27.72	-292.72	same	24	1	14	11	0.00192150964097788	0.00848434968769638
GRTP1-AS1-LINC00472	GRTP1-AS1	LINC00472	-27.72	-894.16	same	25	0	3	22	5.18310938032434e-11	5.18451116785113e-10
GRTP1-AS1-LINC00622	GRTP1-AS1	LINC00622	-27.72	-845.6	same	24	1	6	19	1.90142367617198e-07	1.15380073278459e-06
GRTP1-AS1-LINC00656	GRTP1-AS1	LINC00656	-27.72	-262.52	same	24	1	17	8	0.0232154217451454	0.0838549592376684
GRTP1-AS1-LINC00702	GRTP1-AS1	LINC00702	-27.72	-952.36	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
GRTP1-AS1-LINC00844	GRTP1-AS1	LINC00844	-27.72	-643.48	same	24	1	10	15	3.40240673880314e-05	0.000176320887271578
GRTP1-AS1-LINC00968	GRTP1-AS1	LINC00968	-27.72	-1068.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
GRTP1-AS1-LINC00982	GRTP1-AS1	LINC00982	-27.72	-97.52	same	25	0	19	6	0.022289766970618	0.083827089307486
GRTP1-AS1-LINC01268	GRTP1-AS1	LINC01268	-27.72	-836.4	same	25	0	7	18	5.32527466618466e-08	3.33539853562811e-07
GRTP1-AS1-LINC01354	GRTP1-AS1	LINC01354	-27.72	-417.08	same	24	1	17	8	0.0232154217451454	0.0838549592376684
GRTP1-AS1-NDUFV2-AS1	GRTP1-AS1	NDUFV2-AS1	-27.72	-261.12	same	25	0	19	6	0.022289766970618	0.083827089307486
GRTP1-AS1-NR2F1-AS1	GRTP1-AS1	NR2F1-AS1	-27.72	-508.32	same	24	1	10	15	3.40240673880314e-05	0.000176320887271578
GRTP1-AS1-PAN3-AS1	GRTP1-AS1	PAN3-AS1	-27.72	-749.2	same	25	0	12	13	2.93089804440138e-05	0.00015486991934592
GRTP1-AS1-PCAT19	GRTP1-AS1	PCAT19	-27.72	-1046.2	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
GRTP1-AS1-PGM5-AS1	GRTP1-AS1	PGM5-AS1	-27.72	-871.4	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
GRTP1-AS1-RARA-AS1	GRTP1-AS1	RARA-AS1	-27.72	-608.4	same	24	1	14	11	0.00192150964097788	0.00848434968769638
GRTP1-AS1-RBPMS-AS1	GRTP1-AS1	RBPMS-AS1	-27.72	-726.68	same	24	1	6	19	1.90142367617198e-07	1.15380073278459e-06
GRTP1-AS1-SENCR	GRTP1-AS1	SENCR	-27.72	-515.28	same	24	1	14	11	0.00192150964097788	0.00848434968769638
GRTP1-AS1-SFTA1P	GRTP1-AS1	SFTA1P	-27.72	-810.56	same	25	0	4	21	3.75775430073515e-10	3.06504298415304e-09
GRTP1-AS1-SPATA13	GRTP1-AS1	SPATA13	-27.72	-576.6	same	24	1	12	13	0.000286752727587379	0.00137969586207909
GRTP1-AS1-TBX5-AS1	GRTP1-AS1	TBX5-AS1	-27.72	-888.2	same	24	1	5	20	3.98321955877924e-08	2.53425438781121e-07
GRTP1-AS1-TRAF3IP2-AS1	GRTP1-AS1	TRAF3IP2-AS1	-27.72	-362.44	same	25	0	16	9	0.00163083541184905	0.00738606431437161
GRTP1-AS1-USP46-AS1	GRTP1-AS1	USP46-AS1	-27.72	-277.08	same	24	1	16	9	0.010580541940289	0.0414919913756488
GS1-24F4.2-LINC01122	GS1-24F4.2	LINC01122	129.04	10.08	same	24	1	12	13	0.000286752727587379	0.00137969586207909
GTF3C2-AS1-LINC00472	GTF3C2-AS1	LINC00472	-9.40000000000009	-894.16	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
GTF3C2-AS1-LINC00702	GTF3C2-AS1	LINC00702	-9.40000000000009	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
GTF3C2-AS1-LINC00968	GTF3C2-AS1	LINC00968	-9.40000000000009	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
GTF3C2-AS1-LINC01268	GTF3C2-AS1	LINC01268	-9.40000000000009	-836.4	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
GTF3C2-AS1-PAN3-AS1	GTF3C2-AS1	PAN3-AS1	-9.40000000000009	-749.2	same	24	1	5	20	3.98321955877924e-08	2.53425438781121e-07
GTF3C2-AS1-PCAT19	GTF3C2-AS1	PCAT19	-9.40000000000009	-1046.2	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
H1FX-AS1-LINC00472	H1FX-AS1	LINC00472	-64.8	-894.16	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
H1FX-AS1-LINC00702	H1FX-AS1	LINC00702	-64.8	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
H1FX-AS1-LINC00968	H1FX-AS1	LINC00968	-64.8	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
H1FX-AS1-PCAT19	H1FX-AS1	PCAT19	-64.8	-1046.2	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
HCG22-LINC00472	HCG22	LINC00472	-81.4400000000001	-894.16	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
HCG22-LINC00968	HCG22	LINC00968	-81.4400000000001	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
HCG22-PCAT19	HCG22	PCAT19	-81.4400000000001	-1046.2	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
HCG9-LINC00702	HCG9	LINC00702	-1.36000000000001	-952.36	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
HCG9-LINC00968	HCG9	LINC00968	-1.36000000000001	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
HCG9-LINC01268	HCG9	LINC01268	-1.36000000000001	-836.4	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
HCG9-PAN3-AS1	HCG9	PAN3-AS1	-1.36000000000001	-749.2	same	24	1	6	19	1.90142367617198e-07	1.15380073278459e-06
HCG9-PCAT19	HCG9	PCAT19	-1.36000000000001	-1046.2	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
HCP5B-LINC00472	HCP5B	LINC00472	-42.24	-894.16	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
HCP5B-LINC00702	HCP5B	LINC00702	-42.24	-952.36	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
HCP5B-LINC00968	HCP5B	LINC00968	-42.24	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
HCP5B-PAN3-AS1	HCP5B	PAN3-AS1	-42.24	-749.2	same	24	1	4	21	7.17860649174925e-09	4.82509334116031e-08
