aging,cluster_short,gene,expression
O,GC,ACTG2,1.99011832268602
O,SC,ACTG2,3.51435002221615
O,SMC,ACTG2,8.31716759923841
O,SC,ACTG2,1.32762400953154
O,SMC,ACTG2,5.13672551679017
O,SC,ACTG2,6.11504733182189
O,SC,ACTG2,0
O,SC,ACTG2,3.87301360302558
O,SC,ACTG2,2.42015169763156
O,SMC,ACTG2,1.68710584693421
O,SC,ACTG2,0
O,SC,ACTG2,5.78015421787307
O,SC,ACTG2,2.62053823816303
O,SMC,ACTG2,3.43469596591323
O,SC,ACTG2,0
O,SC,ACTG2,2.47288367664611
O,SMC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,6.4023620072458
O,SC,ACTG2,6.58315791927304
O,GC,ACTG2,2.74443115054401
O,SC,ACTG2,0
O,SC,ACTG2,5.94819170469677
O,SC,ACTG2,1.1982630863283
O,SC,ACTG2,1.16428322909738
O,SC,ACTG2,0
O,EC,ACTG2,1.31035372398103
O,SC,ACTG2,5.15181799794091
O,SC,ACTG2,2.77942587997432
O,SC,ACTG2,1.43233474761708
O,SC,ACTG2,0
O,EC,ACTG2,1.82955669604057
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,5.45629002504102
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,6.34161278102701
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SMC,ACTG2,5.71032571985543
O,SC,ACTG2,0
O,GC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,1.36954041729864
O,SC,ACTG2,1.21888567891043
O,GC,ACTG2,1.88778218825833
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,GC,ACTG2,0
O,SC,ACTG2,2.08790148580763
O,SC,ACTG2,0
O,SC,ACTG2,0
O,EC,ACTG2,0
O,EC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,GC,ACTG2,0
O,GC,ACTG2,0
O,SC,ACTG2,2.87209439267823
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,3.12463560993233
O,SC,ACTG2,6.29732509811727
O,SC,ACTG2,0
O,SC,ACTG2,0
O,EC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,3.48877134964215
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,GC,ACTG2,1.97014241706849
O,SC,ACTG2,4.37647517790571
O,M,ACTG2,0
O,EC,ACTG2,2.21983537287855
O,NKT,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,GC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,4.00297904133367
O,NKT,ACTG2,0
O,SC,ACTG2,7.19557710539351
O,SC,ACTG2,0
O,SC,ACTG2,0
O,NKT,ACTG2,0
O,SC,ACTG2,0
O,NKT,ACTG2,2.35714131920374
O,GC,ACTG2,2.17391710594032
O,SC,ACTG2,0
O,SC,ACTG2,3.55886379571075
O,GC,ACTG2,0
O,NKT,ACTG2,0
O,SC,ACTG2,3.42938302006046
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,GC,ACTG2,1.89045928289195
O,GC,ACTG2,0
O,SC,ACTG2,0
O,NKT,ACTG2,0
O,GC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,1.05165317479997
O,SC,ACTG2,0
O,NKT,ACTG2,0
O,SC,ACTG2,0
O,EC,ACTG2,1.78962240878122
O,SC,ACTG2,2.13829092061312
O,M,ACTG2,2.69709813459636
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,EC,ACTG2,2.33766005674784
O,SC,ACTG2,1.9010814100913
O,SC,ACTG2,1.43758544239356
O,M,ACTG2,0
O,NKT,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,2.30236954638899
O,SC,ACTG2,0
O,NKT,ACTG2,0
O,SC,ACTG2,2.67067793034347
O,SC,ACTG2,0
O,NKT,ACTG2,0
O,GC,ACTG2,1.17766295465223
O,SC,ACTG2,1.51165620309449
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,2.14774814432722
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,NKT,ACTG2,0
O,SC,ACTG2,0
O,NKT,ACTG2,0
O,NKT,ACTG2,0
O,SC,ACTG2,0
O,NKT,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,1.31947461945436
O,NKT,ACTG2,2.03569372487462
O,SC,ACTG2,8.76895563156952
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,2.43930399254069
O,EC,ACTG2,1.30499351227757
O,GC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,3.9442164780593
O,M,ACTG2,1.99417135690802
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0.205493548274442
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0.577055743250737
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0.231699719065714
O,SC,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0.937935257012237
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
O,OO,ACTG2,0
Y,M,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,M,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,2.2807235068073
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,M,ACTG2,0
Y,NKT,ACTG2,0
Y,SC,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,M,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,M,ACTG2,0
Y,M,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,M,ACTG2,0
Y,NKT,ACTG2,0
Y,M,ACTG2,0
Y,M,ACTG2,0
Y,M,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,M,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,M,ACTG2,0
Y,M,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,M,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,M,ACTG2,0
Y,NKT,ACTG2,0
Y,M,ACTG2,0
Y,NKT,ACTG2,0
Y,SC,ACTG2,0
Y,EC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,GC,ACTG2,0
Y,SMC,ACTG2,7.33296654331648
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,EC,ACTG2,0
Y,SMC,ACTG2,7.542577569805
Y,SC,ACTG2,2.64402283434204
Y,SC,ACTG2,7.44642319247059
Y,SC,ACTG2,0
Y,EC,ACTG2,0
Y,EC,ACTG2,1.00293035942898
Y,EC,ACTG2,0
Y,SC,ACTG2,1.71293362658498
Y,SMC,ACTG2,4.99935117778976
Y,EC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,5.72190358271245
Y,SC,ACTG2,1.96602146417507
Y,EC,ACTG2,0.917586120855794
Y,EC,ACTG2,0
Y,EC,ACTG2,0
Y,SC,ACTG2,5.66028972613957
Y,SC,ACTG2,6.06755484758439
Y,EC,ACTG2,0
Y,NKT,ACTG2,0
Y,EC,ACTG2,0
Y,EC,ACTG2,0
Y,M,ACTG2,0
Y,SC,ACTG2,5.6847188304325
Y,EC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,1.42695698195781
Y,GC,ACTG2,0
Y,GC,ACTG2,2.19260482505055
Y,SC,ACTG2,0
Y,SC,ACTG2,1.28753676137016
Y,GC,ACTG2,3.13795373284733
Y,SMC,ACTG2,6.30075086159238
Y,SC,ACTG2,0
Y,EC,ACTG2,0
Y,GC,ACTG2,1.83680998072573
Y,SC,ACTG2,7.78886362854864
Y,SC,ACTG2,0
Y,SC,ACTG2,9.15530514699251
Y,SC,ACTG2,1.64857888189379
Y,GC,ACTG2,0
Y,GC,ACTG2,2.44091900703305
Y,SC,ACTG2,7.09233422243494
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,EC,ACTG2,0
Y,GC,ACTG2,1.58354044459427
Y,SC,ACTG2,1.19881132249135
Y,SC,ACTG2,6.00310050431843
Y,EC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,EC,ACTG2,0
Y,SC,ACTG2,3.26500786180204
Y,EC,ACTG2,0
Y,SC,ACTG2,5.78846724127521
Y,M,ACTG2,0
Y,SC,ACTG2,0
Y,GC,ACTG2,0.630074700349717
Y,GC,ACTG2,2.58730955044873
Y,SMC,ACTG2,0
Y,GC,ACTG2,1.5256438307564
Y,SC,ACTG2,4.49119345975108
Y,SMC,ACTG2,6.8313305220838
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,EC,ACTG2,0
Y,SC,ACTG2,1.82540959005958
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,1.40119393475165
Y,SC,ACTG2,3.10023194045282
Y,SC,ACTG2,2.84093610583861
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,2.13537450493695
Y,SC,ACTG2,5.25022207106869
Y,SMC,ACTG2,6.5443170941963
Y,GC,ACTG2,1.21475983305667
Y,SC,ACTG2,2.24161324272652
Y,SC,ACTG2,0
Y,SC,ACTG2,1.22777045697627
Y,SC,ACTG2,0
Y,GC,ACTG2,0.919691441432997
Y,NKT,ACTG2,2.93346782046872
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,6.47816844704098
Y,SC,ACTG2,6.12042304002474
Y,SC,ACTG2,0
Y,SC,ACTG2,6.6735637146015
Y,GC,ACTG2,0
Y,SC,ACTG2,1.86584082465638
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SMC,ACTG2,4.66485096137003
Y,SC,ACTG2,6.80973899611431
Y,SC,ACTG2,0
Y,EC,ACTG2,0
Y,SC,ACTG2,2.56460680341009
Y,SC,ACTG2,0
Y,SC,ACTG2,2.43033909097882
Y,GC,ACTG2,0
Y,GC,ACTG2,0
Y,SMC,ACTG2,0
Y,SC,ACTG2,0
Y,GC,ACTG2,0.728840542086275
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,2.97334307155152
Y,SC,ACTG2,0
Y,SC,ACTG2,6.33109997340206
Y,SC,ACTG2,2.13950569697959
Y,SC,ACTG2,1.42007616426819
Y,SC,ACTG2,5.01390933014577
Y,SC,ACTG2,1.75792574978075
Y,SC,ACTG2,1.6698370089674
Y,SC,ACTG2,2.37560514686171
Y,SC,ACTG2,0
Y,SC,ACTG2,1.62278694977227
Y,SC,ACTG2,6.42546522664464
Y,SC,ACTG2,0
Y,SMC,ACTG2,6.19043793070352
Y,GC,ACTG2,0
Y,SMC,ACTG2,6.36184198065232
Y,SC,ACTG2,6.36207151868449
Y,SC,ACTG2,9.52845062510411
Y,SC,ACTG2,5.87294354497284
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,5.22407363593484
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,1.60939564976238
Y,SC,ACTG2,0
Y,SC,ACTG2,4.98291062583382
Y,SC,ACTG2,0
Y,EC,ACTG2,0.835628014958531
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,NKT,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,6.00369865035536
Y,SC,ACTG2,0
Y,SC,ACTG2,3.8901225974902
Y,SC,ACTG2,0
Y,SC,ACTG2,0.778144675218986
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,5.49742439969043
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,2.44787786195328
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,2.17557526503296
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,1.61949176651399
Y,NKT,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,1.03564016670675
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,NKT,ACTG2,0
Y,SC,ACTG2,3.99776353436987
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,5.87496317820732
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,0
Y,NKT,ACTG2,2.50926342053106
Y,NKT,ACTG2,0
Y,SC,ACTG2,0
Y,NKT,ACTG2,0
Y,SC,ACTG2,0.943188538458468
Y,EC,ACTG2,0
Y,SC,ACTG2,0.67142497303656
Y,NKT,ACTG2,0
Y,NKT,ACTG2,0
Y,SC,ACTG2,0
Y,SC,ACTG2,1.34747515035865
Y,NKT,ACTG2,0
Y,SC,ACTG2,0
Y,OO,ACTG2,4.21605489729783
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,1.2847447869211
Y,OO,ACTG2,0
Y,SC,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0.102706218505304
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,SC,ACTG2,0
Y,OO,ACTG2,0
Y,SC,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0.136091234353777
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
Y,OO,ACTG2,0
O,NKT,ACTG2,1.52991231146259
O,SMC,ACTG2,6.32650715185707
O,EC,ACTG2,1.77685026875531
O,SMC,ACTG2,6.40820523429036
O,EC,ACTG2,0
O,NKT,ACTG2,0
O,SMC,ACTG2,5.10461520534338
O,SMC,ACTG2,5.87881338463114
O,NKT,ACTG2,0
O,EC,ACTG2,1.15951391761904
O,NKT,ACTG2,1.51911868118078
O,NKT,ACTG2,3.70556411823749
O,SMC,ACTG2,4.62089831937572
O,NKT,ACTG2,2.6299910617667
O,SC,ACTG2,0
O,SMC,ACTG2,7.3911537885644
O,NKT,ACTG2,3.24877331485093
O,SMC,ACTG2,6.17822356260619
O,SMC,ACTG2,6.88121330136529
O,SMC,ACTG2,1.11913571640078
O,EC,ACTG2,2.30142009766955
O,NKT,ACTG2,3.00795573296602
O,SMC,ACTG2,2.23838034241119
O,SC,ACTG2,2.28293701994536
O,SMC,ACTG2,8.32890552540879
O,SMC,ACTG2,3.27891418125737
O,SMC,ACTG2,4.08128603566967
O,SMC,ACTG2,7.92792480566088
O,SMC,ACTG2,3.70049298802842
O,SMC,ACTG2,2.76700043410866
O,NKT,ACTG2,0
O,SMC,ACTG2,4.12594452457623
O,SMC,ACTG2,0
O,SMC,ACTG2,2.56927316205611
O,NKT,ACTG2,2.41150966089175
O,SC,ACTG2,1.45279464105695
O,SMC,ACTG2,7.48733103525954
O,SMC,ACTG2,0
O,NKT,ACTG2,2.63137319834311
O,NKT,ACTG2,2.21951764659406
O,SMC,ACTG2,2.59105178939449
O,EC,ACTG2,0
O,NKT,ACTG2,0
O,SMC,ACTG2,7.55794211043085
O,SMC,ACTG2,6.11797737532521
O,SMC,ACTG2,6.45765597369782
O,NKT,ACTG2,1.34794878530352
O,NKT,ACTG2,1.91920436871967
O,NKT,ACTG2,0
O,NKT,ACTG2,3.53487436296904
O,NKT,ACTG2,2.12699950993902
O,SMC,ACTG2,5.91588512629917
O,NKT,ACTG2,3.28782018005429
O,SMC,ACTG2,5.4689541059287
O,SMC,ACTG2,7.73375890281014
O,NKT,ACTG2,1.46838932184534
O,SMC,ACTG2,6.16434794898262
O,SMC,ACTG2,7.04212147587344
O,SMC,ACTG2,7.03248070293831
O,NKT,ACTG2,2.90493763393612
O,NKT,ACTG2,0
O,SMC,ACTG2,0
O,SMC,ACTG2,0
O,SC,ACTG2,1.48787781990082
O,GC,ACTG2,1.50700674430601
O,SC,ACTG2,6.64557439425708
O,NKT,ACTG2,1.40253418307586
O,SC,ACTG2,0
O,NKT,ACTG2,4.19668823275777
O,SMC,ACTG2,5.286092383347
O,EC,ACTG2,2.2444175018809
O,EC,ACTG2,0
O,EC,ACTG2,1.31806655267092
O,SMC,ACTG2,5.93294320516029
O,NKT,ACTG2,2.15108920311496
O,NKT,ACTG2,0
O,SMC,ACTG2,5.94995512395096
O,SMC,ACTG2,6.48090678111735
O,SMC,ACTG2,8.22083101493437
O,SMC,ACTG2,0
O,SMC,ACTG2,5.18887009964933
O,SMC,ACTG2,2.87056789485289
O,NKT,ACTG2,0
O,NKT,ACTG2,0
O,SMC,ACTG2,2.12223503577611
O,NKT,ACTG2,0
O,SC,ACTG2,0
O,EC,ACTG2,2.87088246268894
O,SMC,ACTG2,0
O,M,ACTG2,0.906959609944697
O,SMC,ACTG2,7.3298976983765
O,EC,ACTG2,0
O,SMC,ACTG2,0
O,EC,ACTG2,0
O,SMC,ACTG2,5.41365865988215
O,SMC,ACTG2,5.44144472838267
O,EC,ACTG2,0
O,SMC,ACTG2,0
O,EC,ACTG2,0
O,EC,ACTG2,0
O,SMC,ACTG2,0
O,SC,ACTG2,4.33610787651775
O,SMC,ACTG2,6.49606191493065
O,SMC,ACTG2,6.50485230145701
O,SMC,ACTG2,0
O,SMC,ACTG2,5.89314676885825
O,SMC,ACTG2,1.68311938839986
O,SC,ACTG2,1.36604823495957
O,SC,ACTG2,6.41300593620969
O,NKT,ACTG2,0
O,SC,ACTG2,0
O,SMC,ACTG2,0
O,NKT,ACTG2,1.95043820347729
O,NKT,ACTG2,0
O,SC,ACTG2,1.78489951770005
O,EC,ACTG2,0
O,EC,ACTG2,0
O,SMC,ACTG2,0
O,SMC,ACTG2,0
O,SMC,ACTG2,4.66883397348695
O,NKT,ACTG2,0
O,NKT,ACTG2,0
O,SMC,ACTG2,0
O,SMC,ACTG2,0
O,SMC,ACTG2,4.98350496232626
O,SMC,ACTG2,3.82324084971178
O,SMC,ACTG2,5.32335656515622
O,NKT,ACTG2,0
O,SMC,ACTG2,5.41731094225425
O,SMC,ACTG2,5.61671811765759
O,SC,ACTG2,4.66606714829722
O,SMC,ACTG2,0.991520221407919
O,GC,ACTG2,0
O,GC,ACTG2,0.981228807314559
O,SC,ACTG2,1.8296891195531
O,NKT,ACTG2,1.97295583234377
O,SMC,ACTG2,5.54650202539983
O,SC,ACTG2,0
O,GC,ACTG2,0
O,M,ACTG2,0
O,SMC,ACTG2,6.93931654009684
O,GC,ACTG2,0
O,GC,ACTG2,0
O,SC,ACTG2,0
O,EC,ACTG2,0
O,SC,ACTG2,0
O,GC,ACTG2,1.45341535847021
O,SC,ACTG2,1.14138275758958
O,GC,ACTG2,2.1423719078576
O,GC,ACTG2,0
O,SC,ACTG2,3.58182566756034
O,SC,ACTG2,0
O,SC,ACTG2,1.52544037578316
O,GC,ACTG2,1.63958424831608
O,SC,ACTG2,2.12714314481526
O,SC,ACTG2,0.857928047851865
O,GC,ACTG2,0.8729961951006
O,GC,ACTG2,0
O,GC,ACTG2,1.81115096688076
O,GC,ACTG2,0
O,GC,ACTG2,2.68044216871027
O,SC,ACTG2,0
O,SC,ACTG2,0
O,GC,ACTG2,0
O,SC,ACTG2,0
O,SMC,ACTG2,1.81500405904411
O,SC,ACTG2,1.38929078190081
O,SMC,ACTG2,0
O,SC,ACTG2,1.92167336597999
O,SC,ACTG2,3.29719465639667
O,SC,ACTG2,1.52450347866492
O,GC,ACTG2,2.03910469820526
O,GC,ACTG2,0
O,SC,ACTG2,1.23973074338014
O,M,ACTG2,2.20903154614701
O,GC,ACTG2,1.54378763299671
O,SMC,ACTG2,5.51610207766471
O,GC,ACTG2,0
O,SC,ACTG2,2.10273157014815
O,GC,ACTG2,2.91645004805362
O,SC,ACTG2,0
O,GC,ACTG2,0.859417580346589
O,SC,ACTG2,0
O,SC,ACTG2,6.91076892634714
O,SC,ACTG2,0
O,SC,ACTG2,1.28145513440485
O,SC,ACTG2,1.53984490533659
O,GC,ACTG2,1.88188897376157
O,GC,ACTG2,2.294845119517
O,SC,ACTG2,1.95284668741977
O,GC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,1.62207814842577
O,SMC,ACTG2,7.98780119517721
O,SMC,ACTG2,7.91727032653345
O,SC,ACTG2,0
O,GC,ACTG2,0
O,SMC,ACTG2,5.51178814274278
O,SC,ACTG2,0
O,GC,ACTG2,1.11976118591709
O,GC,ACTG2,0
O,GC,ACTG2,0
O,SC,ACTG2,6.31900682462859
O,SC,ACTG2,0.666342072399446
O,SC,ACTG2,0.846926216164284
O,SC,ACTG2,1.5675923292547
O,GC,ACTG2,1.9126019764553
O,SC,ACTG2,0
O,SC,ACTG2,8.27142431233925
O,GC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,5.3323391922942
O,GC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,1.16584241841389
O,SMC,ACTG2,6.73481109341321
O,GC,ACTG2,1.55858055986875
O,GC,ACTG2,0
O,SC,ACTG2,1.31970745362871
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SMC,ACTG2,5.36999422717274
O,SC,ACTG2,1.93573762781155
O,SC,ACTG2,1.01955620333684
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,M,ACTG2,0
O,GC,ACTG2,1.3785471367305
O,GC,ACTG2,0
O,SC,ACTG2,6.67865522892186
O,GC,ACTG2,0.886872517820729
O,GC,ACTG2,0
O,SC,ACTG2,0
O,GC,ACTG2,0
O,GC,ACTG2,1.06016875772657
O,SC,ACTG2,0
O,GC,ACTG2,0
O,GC,ACTG2,0.810592613267017
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,GC,ACTG2,0
O,SMC,ACTG2,4.78531118345593
O,SC,ACTG2,1.03920661277909
O,SC,ACTG2,0
O,GC,ACTG2,0
O,GC,ACTG2,1.39028102347322
O,SC,ACTG2,0
O,GC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,1.56226106046834
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,GC,ACTG2,1.56033478966853
O,SMC,ACTG2,8.24827332959918
O,SC,ACTG2,1.700685709509
O,GC,ACTG2,1.05593343513886
O,GC,ACTG2,0
O,GC,ACTG2,1.65905804029915
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,1.36998880152747
O,GC,ACTG2,1.16736612343751
O,GC,ACTG2,0
O,GC,ACTG2,0.607052234066801
O,SC,ACTG2,0
O,SC,ACTG2,1.8087473007694
O,GC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
O,SC,ACTG2,0
