"","myAUC","avg_diff","power","avg_log2FC","pct.1","pct.2","cluster","gene"
"UBE2N",0.836,0.380203427947685,0.672,0.553796139895416,0.969,0.572,"OO","UBE2N"
"TTC9B",0.836,1.81792034318548,0.672,8.21755490351814,0.675,0.002,"OO","TTC9B"
"TRAF3IP1",0.836,0.352404436489986,0.672,0.663456920084555,0.701,0.022,"OO","TRAF3IP1"
"SKP1",0.836,0.560656690829573,0.672,0.825526113956292,0.971,0.481,"OO","SKP1"
"LMNB1",0.836,0.7094173268188,0.672,1.49117472450616,0.699,0.023,"OO","LMNB1"
"EPS8L3",0.836,2.27378618828343,0.672,5.4917834338688,0.679,0.009,"OO","EPS8L3"
"ARMC7",0.836,1.46285781781901,0.672,4.28221966617414,0.687,0.011,"OO","ARMC7"
"AP1S3",0.836,1.19933861512909,0.672,3.96755503876278,0.679,0.007,"OO","AP1S3"
"ENSMFAG00000031634",0.835,1.69908865257814,0.67,8.57316925124355,0.672,0.001,"OO","ENSMFAG00000031634"
"ENSMFAG00000037816",0.835,1.34980758187717,0.67,5.61898805344061,0.675,0.005,"OO","ENSMFAG00000037816"
"ZNF821",0.835,0.434800147156191,0.67,0.839975524399405,0.739,0.056,"OO","ZNF821"
"UNC80",0.835,0.788146286225737,0.67,1.85142474624742,0.696,0.022,"OO","UNC80"
"SLC16A7",0.835,0.596667269018744,0.67,1.23658046796986,0.699,0.02,"OO","SLC16A7"
"PPFIA3",0.835,0.760762294367136,0.67,1.48845738846077,0.694,0.021,"OO","PPFIA3"
"MFSD4A",0.835,0.468974048553514,0.67,0.758415373670732,0.742,0.079,"OO","MFSD4A"
"MAPK4",0.835,1.55788599035844,0.67,5.16429747076116,0.675,0.005,"OO","MAPK4"
"EPHA4",0.835,1.04924148658664,0.67,1.97329361207292,0.696,0.023,"OO","EPHA4"
"CEP55",0.835,1.51751589859723,0.67,6.21407328792677,0.675,0.004,"OO","CEP55"
"ENSMFAG00000044808",0.834,0.627406418852817,0.668,1.18123994127866,0.722,0.054,"OO","ENSMFAG00000044808"
"ZNF85",0.834,0.731399393832139,0.668,1.61775762832594,0.684,0.013,"OO","ZNF85"
"TMEM52",0.834,0.986598989214345,0.668,1.88095068132307,0.684,0.015,"OO","TMEM52"
"SRSF9",0.834,0.464584108091837,0.668,0.853965825003993,0.801,0.095,"OO","SRSF9"
"SMG8",0.834,0.284516698002126,0.668,0.526925201097678,0.722,0.046,"OO","SMG8"
"RRP36",0.834,0.308221969579588,0.668,0.53846109461029,0.727,0.048,"OO","RRP36"
"HDAC4",0.834,0.403299273078361,0.668,0.754831645299467,0.734,0.058,"OO","HDAC4"
"FPGS",0.834,0.841249765607855,0.668,1.82842850493637,0.718,0.038,"OO","FPGS"
"FAM3B",0.834,0.767025987298545,0.668,1.46875758595402,0.684,0.016,"OO","FAM3B"
"BDNF",0.834,0.564906701763571,0.668,0.993654526806315,0.711,0.038,"OO","BDNF"
"AP2S1",0.834,0.395142161613698,0.668,0.590319954992132,0.914,0.265,"OO","AP2S1"
"REXO5",0.833,1.62450137437235,0.666,3.99187701771286,0.687,0.019,"OO","REXO5"
"RBM42",0.833,1.04509250482974,0.666,1.52164357983949,0.945,0.469,"OO","RBM42"
"FNDC7",0.833,2.98091905897919,0.666,8.12703597645586,0.675,0.01,"OO","FNDC7"
"CNBD1",0.833,1.19116515104868,0.666,2.95475116401533,0.667,0.001,"OO","CNBD1"
"AURKB",0.833,1.28219696741426,0.666,3.05905209299585,0.689,0.022,"OO","AURKB"
"ANKRD27",0.833,0.275114738961241,0.666,0.509889249808783,0.758,0.073,"OO","ANKRD27"
"ENSMFAG00000027998",0.832,1.47703703579312,0.664,7.30496745034441,0.667,0.004,"OO","ENSMFAG00000027998"
"ENSMFAG00000036934",0.832,0.487101090024969,0.664,0.937486172604106,0.732,0.063,"OO","ENSMFAG00000036934"
"ZNF669",0.832,0.29507941901368,0.664,0.518466882533451,0.809,0.128,"OO","ZNF669"
"ZNF493",0.832,0.583858112784048,0.664,1.18644697796262,0.687,0.02,"OO","ZNF493"
"THAP9",0.832,0.44614239884055,0.664,0.79939684505941,0.725,0.047,"OO","THAP9"
"ST8SIA2",0.832,1.27981371236617,0.664,3.07376809081716,0.679,0.016,"OO","ST8SIA2"
"KCNK5",0.832,0.891749875066833,0.664,1.67146351880841,0.713,0.046,"OO","KCNK5"
"GPC4",0.832,0.710620162819222,0.664,1.46446143892101,0.689,0.023,"OO","GPC4"
"FARP2",0.832,0.576346386702598,0.664,1.18342863526802,0.722,0.046,"OO","FARP2"
"ALKBH7",0.832,0.448991349120176,0.664,0.665831290208468,0.909,0.304,"OO","ALKBH7"
"ZSCAN2",0.831,0.80912634823516,0.662,1.85828787830129,0.684,0.018,"OO","ZSCAN2"
"METTL11B",0.831,1.17176852686133,0.662,9.92836644533199,0.663,0.001,"OO","METTL11B"
"FTCD",0.831,1.58155403586438,0.662,10.7787025339724,0.663,0.001,"OO","FTCD"
"EHHADH",0.831,0.437835170859414,0.662,0.943781837676573,0.711,0.045,"OO","EHHADH"
"AKT3",0.831,0.85081191571103,0.662,1.86970043458142,0.696,0.026,"OO","AKT3"
"ZFP30",0.83,0.445451086486146,0.66,0.869742056099439,0.722,0.052,"OO","ZFP30"
"SLC45A3",0.83,1.38058177734896,0.66,3.52321366301937,0.675,0.014,"OO","SLC45A3"
"PRR15",0.83,1.67688334097921,0.66,5.59836926023036,0.677,0.017,"OO","PRR15"
"PRKRIP1",0.83,0.317963282741095,0.66,0.590182257242241,0.711,0.041,"OO","PRKRIP1"
"MSR1",0.83,1.04629641352191,0.66,2.54889162831439,0.672,0.01,"OO","MSR1"
"MESP2",0.83,1.06029605260921,0.66,3.2397112409955,0.665,0.005,"OO","MESP2"
"GDA",0.83,1.65954668284439,0.66,5.41743751970956,0.663,0.002,"OO","GDA"
"EDAR",0.83,1.29773440639559,0.66,5.20301888677551,0.663,0.003,"OO","EDAR"
"CECR2",0.83,0.956737786391267,0.66,2.20229740791326,0.689,0.024,"OO","CECR2"
"BPIFB2",0.83,1.27224791836129,0.66,12.2536991836679,0.66,0,"OO","BPIFB2"
"ENSMFAG00000025290",0.829,0.68495745631738,0.658,1.2897229370086,0.835,0.15,"OO","ENSMFAG00000025290"
"ENSMFAG00000006390",0.829,0.583382309659892,0.658,1.06691705644157,0.718,0.05,"OO","ENSMFAG00000006390"
"ZNF845",0.829,0.252879054043297,0.658,0.521306209981955,0.667,0.008,"OO","ZNF845"
"ZNF71",0.829,1.21809177122149,0.658,3.21730063719241,0.667,0.008,"OO","ZNF71"
"ZBTB49",0.829,0.599367774299635,0.658,1.07913724720847,0.711,0.052,"OO","ZBTB49"
"RFT1",0.829,0.324368552014827,0.658,0.618680409816448,0.711,0.049,"OO","RFT1"
"PDRG1",0.829,0.546522082077783,0.658,0.95945895710138,0.722,0.061,"OO","PDRG1"
"GRAMD2A",0.829,1.47787855215434,0.658,3.42331587919292,0.667,0.011,"OO","GRAMD2A"
"GMEB1",0.829,0.33369827128991,0.658,0.645547754713593,0.706,0.041,"OO","GMEB1"
"GGT7",0.829,0.794399901829096,0.658,1.49066269153574,0.711,0.048,"OO","GGT7"
"GCA",0.829,0.505426048391444,0.658,0.946780940153573,0.718,0.06,"OO","GCA"
"GADL1",0.829,1.56450705394348,0.658,4.03911421042801,0.663,0.004,"OO","GADL1"
"ZNF816",0.828,0.888883749398871,0.656,2.31734000550627,0.675,0.015,"OO","ZNF816"
"TMEM117",0.828,1.53880164776644,0.656,5.21064710893079,0.66,0.003,"OO","TMEM117"
"SVEP1",0.828,1.15398149405576,0.656,2.58605214042571,0.667,0.008,"OO","SVEP1"
"MAPK9",0.828,0.410813519404446,0.656,0.7040943295069,0.73,0.068,"OO","MAPK9"
"MAPK7",0.828,1.06217586637109,0.656,3.82805016792866,0.665,0.008,"OO","MAPK7"
"HSD17B12",0.828,0.526678258627971,0.656,0.854169956624302,0.797,0.118,"OO","HSD17B12"
"CKMT2",0.828,0.71574974558068,0.656,1.51428564142355,0.701,0.046,"OO","CKMT2"
"BACH2",0.828,0.727826157302073,0.656,1.57635416256876,0.672,0.012,"OO","BACH2"
"ADD2",0.828,1.17156450192915,0.656,7.21613984260721,0.658,0.002,"OO","ADD2"
"ZNF597",0.827,0.982547350198008,0.654,1.79397079071911,0.72,0.066,"OO","ZNF597"
"MSRA",0.827,0.674187734446645,0.654,1.41065612009866,0.67,0.014,"OO","MSRA"
"LRRC43",0.827,0.977888949249149,0.654,2.82143712901288,0.665,0.01,"OO","LRRC43"
"ERI3",0.827,0.765025205061723,0.654,1.47561989501124,0.794,0.149,"OO","ERI3"
"BTBD18",0.827,1.0394868595218,0.654,2.87200803058442,0.672,0.015,"OO","BTBD18"
"BCL2L1",0.827,0.356438550777469,0.654,0.656543740392068,0.711,0.054,"OO","BCL2L1"
"ENSMFAG00000003030",0.826,1.36606072069821,0.652,6.5387163808752,0.656,0.003,"OO","ENSMFAG00000003030"
"TRAM2",0.826,0.826653325586339,0.652,1.72547530831232,0.663,0.012,"OO","TRAM2"
"TNIK",0.826,0.4478371500827,0.652,0.877265994418553,0.689,0.028,"OO","TNIK"
"TMBIM6",0.826,0.473037064640293,0.652,0.683957451197809,1,0.845,"OO","TMBIM6"
"SFMBT1",0.826,0.81704706501742,0.652,2.318479079792,0.667,0.011,"OO","SFMBT1"
"NT5M",0.826,1.23189096661714,0.652,2.58230591282574,0.667,0.014,"OO","NT5M"
"MSX2",0.826,0.676400184812842,0.652,1.51017613094702,0.658,0.005,"OO","MSX2"
"LRRIQ3",0.826,0.387912093741317,0.652,0.850231159122141,0.663,0.009,"OO","LRRIQ3"
"HIST2H2AC",0.826,0.627602750637,0.652,0.920647030312821,0.926,0.376,"OO","HIST2H2AC"
"GPC6",0.826,0.503181538556211,0.652,0.881362389572317,0.687,0.03,"OO","GPC6"
"FBXO36",0.826,1.03760558749807,0.652,2.96969832408216,0.663,0.009,"OO","FBXO36"
"FAM50B",0.826,0.692038480970271,0.652,1.22607995147317,0.684,0.028,"OO","FAM50B"
"ERBB4",0.826,1.12887410816782,0.652,4.15715573852883,0.66,0.008,"OO","ERBB4"
"DMRTC2",0.826,2.52399379597033,0.652,7.47654790664902,0.656,0.003,"OO","DMRTC2"
"COG6",0.826,0.835130034808128,0.652,1.66952145120391,0.711,0.044,"OO","COG6"
"CETN1",0.826,1.82955205176339,0.652,13.2789808831565,0.653,0,"OO","CETN1"
"ENSMFAG00000010857",0.825,1.16331279443966,0.65,2.82871575399983,0.727,0.081,"OO","ENSMFAG00000010857"
"ENSMFAG00000043854",0.825,0.281099928172166,0.65,0.559812188906469,0.682,0.023,"OO","ENSMFAG00000043854"
"ZNF232",0.825,0.438406046069669,0.65,0.76313498719197,0.73,0.083,"OO","ZNF232"
"STIL",0.825,0.680452672944797,0.65,1.41471795688044,0.677,0.022,"OO","STIL"
"ENSMFAG00000032280",0.824,1.98247816105892,0.648,8.94065730148149,0.651,0.003,"OO","ENSMFAG00000032280"
"SSUH2",0.824,1.40569138883696,0.648,3.59296862762204,0.656,0.008,"OO","SSUH2"
"RAD23B",0.824,0.585517001717409,0.648,1.08436807846092,0.684,0.028,"OO","RAD23B"
"NLK",0.824,0.506997365635077,0.648,0.992896422409472,0.689,0.033,"OO","NLK"
"KLHL32",0.824,1.86100826074763,0.648,5.45410158444647,0.653,0.004,"OO","KLHL32"
"GLCE",0.824,0.454091518515563,0.648,0.918699504971478,0.713,0.055,"OO","GLCE"
"DLGAP1",0.824,0.616449270811045,0.648,1.47495798986534,0.667,0.013,"OO","DLGAP1"
"DEPDC1",0.824,0.342582063125733,0.648,0.761224082228316,0.672,0.021,"OO","DEPDC1"
"CRACR2B",0.824,0.340277432924337,0.648,0.614335129648965,0.699,0.05,"OO","CRACR2B"
"ENSMFAG00000002856",0.823,0.597138029876428,0.646,0.865890450381583,0.995,0.769,"OO","ENSMFAG00000002856"
"ZNF382",0.823,0.529378963887308,0.646,1.20370252063459,0.687,0.031,"OO","ZNF382"
"SLC2A8",0.823,0.91117616655168,0.646,2.03536896050953,0.684,0.036,"OO","SLC2A8"
"GRHL3",0.823,1.9678243230718,0.646,6.24141669493594,0.651,0.005,"OO","GRHL3"
"CEP78",0.823,0.596677247497059,0.646,1.20208909164926,0.701,0.051,"OO","CEP78"
"ZNF18",0.822,1.08850976572389,0.644,2.72839276838905,0.67,0.02,"OO","ZNF18"
"ZNF142",0.822,0.397571730407775,0.644,0.801063010240811,0.675,0.024,"OO","ZNF142"
"UHRF1BP1",0.822,0.24724527238287,0.644,0.520170047380246,0.679,0.028,"OO","UHRF1BP1"
"PCYOX1L",0.822,0.792613332153748,0.644,1.82158675854153,0.672,0.024,"OO","PCYOX1L"
"NCMAP",0.822,0.475806708389797,0.644,1.07101196089722,0.648,0.003,"OO","NCMAP"
"KIF17",0.822,1.18817434536549,0.644,3.3078146800778,0.651,0.006,"OO","KIF17"
"GALNT13",0.822,1.07474700460288,0.644,4.1534638288376,0.651,0.005,"OO","GALNT13"
"DNMT3B",0.822,1.03846271039406,0.644,1.90887854986229,0.667,0.024,"OO","DNMT3B"
"ENSMFAG00000001217",0.821,0.822147863253261,0.642,1.73127860169943,0.667,0.02,"OO","ENSMFAG00000001217"
"ZNF592",0.821,0.326104082869648,0.642,0.561063607324267,0.708,0.062,"OO","ZNF592"
"ZFP69",0.821,0.828734814572958,0.642,1.7000336487912,0.667,0.023,"OO","ZFP69"
"SMCR8",0.821,0.582224752033016,0.642,1.40335649673114,0.658,0.016,"OO","SMCR8"
"ROR2",0.821,0.463367498558942,0.642,0.93513032123272,0.687,0.032,"OO","ROR2"
"FAM81A",0.821,1.59111725675929,0.642,3.37647458450178,0.651,0.006,"OO","FAM81A"
"CCNI",0.821,0.434395010534356,0.642,0.632058292634717,0.978,0.499,"OO","CCNI"
"CCNB1IP1",0.821,0.812762753104406,0.642,1.86248895583603,0.665,0.018,"OO","CCNB1IP1"
"CCDC157",0.821,1.08452059389551,0.642,3.38890772087256,0.658,0.013,"OO","CCDC157"
"AMZ1",0.821,1.68862545651239,0.642,4.83347715674989,0.648,0.006,"OO","AMZ1"
"ENSMFAG00000036497",0.82,1.17841710605522,0.64,4.17994801434055,0.663,0.017,"OO","ENSMFAG00000036497"
"ENSMFAG00000036557",0.82,0.598844892746357,0.64,1.17231643222751,0.689,0.042,"OO","ENSMFAG00000036557"
"TBC1D2",0.82,0.664285449303426,0.64,1.64573502638379,0.675,0.03,"OO","TBC1D2"
"TAF9B",0.82,0.490743787784398,0.64,1.03969749799659,0.672,0.03,"OO","TAF9B"
"SCLY",0.82,0.442170409642103,0.64,0.930462799053481,0.684,0.036,"OO","SCLY"
"ND4L",0.82,1.21120112995721,0.64,1.75674243201156,0.988,0.835,"OO","ND4L"
"LMO3",0.82,1.16258259950816,0.64,2.96501575876988,0.648,0.008,"OO","LMO3"
"IDUA",0.82,0.868356597125055,0.64,1.45932198316556,0.794,0.161,"OO","IDUA"
"GCSAML",0.82,1.1642529764262,0.64,3.47939836615204,0.644,0.003,"OO","GCSAML"
"CPB2",0.82,1.31224813601273,0.64,5.04855706721743,0.646,0.005,"OO","CPB2"
"CLSTN2",0.82,1.31369295624714,0.64,8.83582684204732,0.641,0.002,"OO","CLSTN2"
"CHMP6",0.82,0.274542651835093,0.64,0.537385893776606,0.711,0.06,"OO","CHMP6"
"CDKN2B",0.82,0.655769691310002,0.64,1.53059120083549,0.663,0.021,"OO","CDKN2B"
"CCDC39",0.82,1.14130969731706,0.64,2.42997006044103,0.658,0.017,"OO","CCDC39"
"C2orf15",0.82,0.437681232191762,0.64,0.918975621864552,0.684,0.035,"OO","C2orf15"
"TRPV6",0.819,1.32431779656674,0.638,6.65592198327228,0.641,0.003,"OO","TRPV6"
"MPND",0.819,0.635907336496887,0.638,1.39941465792791,0.658,0.015,"OO","MPND"
"BBS10",0.819,0.897375579860588,0.638,1.97752636152243,0.696,0.054,"OO","BBS10"
"ZNF490",0.818,1.03798658358841,0.636,2.61844535930398,0.641,0.005,"OO","ZNF490"
"ZNF284",0.818,0.71102641021161,0.636,1.83113302013935,0.651,0.013,"OO","ZNF284"
"ZNF132",0.818,1.04080344072831,0.636,2.85808236747082,0.672,0.032,"OO","ZNF132"
"ZDHHC13",0.818,0.486551193511072,0.636,0.83149328344639,0.737,0.092,"OO","ZDHHC13"
"KIF6",0.818,0.976926111566797,0.636,4.22102035922602,0.639,0.002,"OO","KIF6"
"EGLN3",0.818,0.32936894698717,0.636,0.562592135397048,0.691,0.048,"OO","EGLN3"
"DSCAM",0.818,0.902156290324809,0.636,2.86551408629787,0.641,0.004,"OO","DSCAM"
"ENSMFAG00000003947",0.817,1.46503001785389,0.634,7.94314117902716,0.639,0.005,"OO","ENSMFAG00000003947"
"ENSMFAG00000012859",0.817,0.950623441347949,0.634,2.38842408047617,0.722,0.083,"OO","ENSMFAG00000012859"
"TMEM33",0.817,0.623340288483788,0.634,1.05112305853558,0.766,0.115,"OO","TMEM33"
"TANGO6",0.817,0.93697537396984,0.634,2.07856178296639,0.651,0.015,"OO","TANGO6"
"PIGV",0.817,0.365999911543159,0.634,0.775025476494986,0.667,0.026,"OO","PIGV"
"PARD6B",0.817,1.39224005097956,0.634,5.54120210272505,0.636,0.003,"OO","PARD6B"
"IZUMO3",0.817,1.17639158347115,0.634,12.0579733020157,0.634,0,"OO","IZUMO3"
"CRELD2",0.817,1.08498538797305,0.634,2.2954890541462,0.687,0.042,"OO","CRELD2"
"TMTC2",0.816,1.09588885357931,0.632,2.70069428949097,0.651,0.015,"OO","TMTC2"
"NDUFC2",0.816,0.364940976259738,0.632,0.528912376227278,0.99,0.691,"OO","NDUFC2"
"CLCN4",0.816,1.30862937676035,0.632,4.23810430790738,0.644,0.009,"OO","CLCN4"
"ASZ1",0.816,1.21507089249972,0.632,4.25043028641258,0.634,0.001,"OO","ASZ1"
"ENSMFAG00000032628",0.815,0.58275131884878,0.63,1.23860911580974,0.653,0.02,"OO","ENSMFAG00000032628"
"TOM1L1",0.815,0.780757797683933,0.63,1.7937179105654,0.648,0.017,"OO","TOM1L1"
"TMEM95",0.815,0.305963719075578,0.63,0.661436716281635,0.646,0.014,"OO","TMEM95"
"SLC13A3",0.815,1.72918963219864,0.63,7.38141927698371,0.634,0.005,"OO","SLC13A3"
"CIT",0.815,1.11636841059785,0.63,2.72738420072121,0.641,0.009,"OO","CIT"
"C20H16orf46",0.815,0.703417059444904,0.63,1.44241400155921,0.67,0.038,"OO","C20H16orf46"
"ENSMFAG00000039885",0.814,0.4502484661035,0.628,0.970570114703999,0.663,0.027,"OO","ENSMFAG00000039885"
"TSPAN16",0.814,1.82760741934298,0.628,4.93661982618904,0.632,0.003,"OO","TSPAN16"
"RNF212B",0.814,1.03997517760804,0.628,4.43943833672749,0.634,0.004,"OO","RNF212B"
"DOK7",0.814,1.63905173087977,0.628,7.49998067857601,0.632,0.003,"OO","DOK7"
"ATP8B4",0.814,0.688473666089975,0.628,1.45077896579556,0.665,0.028,"OO","ATP8B4"
"ADGRB2",0.814,0.80886082349372,0.628,2.06333462359904,0.644,0.012,"OO","ADGRB2"
"ENSMFAG00000039415",0.813,0.31347050189947,0.626,0.718964245943874,0.641,0.012,"OO","ENSMFAG00000039415"
"ENSMFAG00000022923",0.813,0.421306956916806,0.626,0.694571713729837,0.837,0.211,"OO","ENSMFAG00000022923"
"ZNF2",0.813,0.249658441555547,0.626,0.52301037773587,0.658,0.031,"OO","ZNF2"
"SVOP",0.813,1.20789206030815,0.626,8.98417802878883,0.627,0.001,"OO","SVOP"
"ROPN1L",0.813,1.26119629739964,0.626,9.14895295092473,0.627,0.001,"OO","ROPN1L"
"MYO7B",0.813,1.06880354882546,0.626,4.59835110653567,0.629,0.002,"OO","MYO7B"
"MYH8",0.813,1.90426304073686,0.626,8.12405289599598,0.629,0.002,"OO","MYH8"
"APC2",0.813,1.07270373253363,0.626,3.38622675266399,0.634,0.006,"OO","APC2"
"ENSMFAG00000000409",0.812,0.607435624873368,0.624,0.880052148921168,0.981,0.711,"OO","ENSMFAG00000000409"
"ENSMFAG00000035898",0.812,0.716645162802454,0.624,1.43147984704998,0.689,0.057,"OO","ENSMFAG00000035898"
"ENSMFAG00000042810",0.812,1.03473633925907,0.624,3.00101117226106,0.634,0.008,"OO","ENSMFAG00000042810"
"SUGP2",0.812,0.799488588617249,0.624,1.98253327252777,0.648,0.019,"OO","SUGP2"
"PRR7",0.812,1.14949746012026,0.624,3.92364102756847,0.634,0.011,"OO","PRR7"
"PCBP3",0.812,0.944418324184578,0.624,2.9495966828536,0.639,0.013,"OO","PCBP3"
"DNAAF1",0.812,0.794442647613708,0.624,1.73000424619138,0.627,0.003,"OO","DNAAF1"
"SLC13A5",0.811,1.34900823988287,0.622,8.02227782804816,0.624,0.001,"OO","SLC13A5"
"OVCH2",0.811,1.1127588360236,0.622,9.51197036898318,0.622,0,"OO","OVCH2"
"GPC3",0.811,0.579625229021823,0.622,1.33780784884263,0.646,0.018,"OO","GPC3"
"CYP2E1",0.811,1.33343957721188,0.622,5.78341612096051,0.627,0.006,"OO","CYP2E1"
"CDC6",0.811,0.433263504572077,0.622,0.632794010454924,0.974,0.762,"OO","CDC6"
"ENSMFAG00000002138",0.81,0.451544245566009,0.62,0.655111739379906,0.978,0.71,"OO","ENSMFAG00000002138"
"ENSMFAG00000044268",0.81,0.918041248894252,0.62,2.53450669474401,0.653,0.026,"OO","ENSMFAG00000044268"
"TTC12",0.81,0.261626389241193,0.62,0.534742334861174,0.679,0.045,"OO","TTC12"
"SLC6A20",0.81,1.41801530477253,0.62,7.29731138168449,0.624,0.006,"OO","SLC6A20"
"SIX2",0.81,1.4213221696726,0.62,7.18718533224273,0.624,0.004,"OO","SIX2"
"RBKS",0.81,0.566440961979293,0.62,1.17855766790943,0.66,0.033,"OO","RBKS"
"PROK2",0.81,1.63535961304401,0.62,4.80597877062161,0.624,0.004,"OO","PROK2"
"CNBD2",0.81,1.69971195098261,0.62,7.23271686515883,0.622,0.003,"OO","CNBD2"
"ENSMFAG00000037573",0.809,0.564284436778324,0.618,1.36958993572763,0.624,0.007,"OO","ENSMFAG00000037573"
"ZNF555",0.809,0.433119346829353,0.618,0.846322199375173,0.684,0.053,"OO","ZNF555"
"TPMT",0.809,0.302492192478356,0.618,0.614568486680568,0.632,0.013,"OO","TPMT"
"TMEM237",0.809,0.34382133199516,0.618,0.754533238895763,0.687,0.051,"OO","TMEM237"
"LPAR3",0.809,1.09718645308077,0.618,3.79868008362113,0.629,0.009,"OO","LPAR3"
"IZUMO2",0.809,1.28187865488793,0.618,4.31725202655477,0.62,0.002,"OO","IZUMO2"
"GPHA2",0.809,0.351855113774821,0.618,0.624740202032022,0.646,0.03,"OO","GPHA2"
"ERGIC3",0.809,0.607478293766914,0.618,0.882672694105179,0.967,0.602,"OO","ERGIC3"
"CCDC120",0.809,1.23462221596442,0.618,2.91125445413615,0.665,0.049,"OO","CCDC120"
"ATP5G3",0.809,0.352727906539203,0.618,0.511830174537888,0.988,0.691,"OO","ATP5G3"
"AJUBA",0.809,0.451816184863757,0.618,0.876289622626508,0.72,0.085,"OO","AJUBA"
"ENSMFAG00000045963",0.808,1.23836090504261,0.616,9.56553164668731,0.617,0,"OO","ENSMFAG00000045963"
"SULT2B1",0.808,1.43286139016322,0.616,3.80490259469499,0.629,0.018,"OO","SULT2B1"
"SLC14A1",0.808,1.29855090445825,0.616,5.11882841504977,0.617,0.001,"OO","SLC14A1"
"RASGEF1A",0.808,1.33065944595778,0.616,3.28297620341427,0.627,0.009,"OO","RASGEF1A"
"OLFM4",0.808,1.2432433940807,0.616,4.26943009348396,0.617,0.001,"OO","OLFM4"
"NKD2",0.808,1.33196867989534,0.616,4.32352280845535,0.636,0.016,"OO","NKD2"
"MRC2",0.808,0.753327669671479,0.616,1.35963909424542,0.679,0.059,"OO","MRC2"
"DTWD2",0.808,0.603433195492602,0.616,1.36994154520582,0.636,0.019,"OO","DTWD2"
"B3GNT2",0.808,1.47191560177351,0.616,3.65444347198754,0.632,0.015,"OO","B3GNT2"
"ARIH1",0.808,0.373303255847181,0.616,0.661030105729337,0.699,0.069,"OO","ARIH1"
"ANO1",0.808,0.840043410987894,0.616,1.47010657133481,0.656,0.036,"OO","ANO1"
"ENSMFAG00000042298",0.807,0.264781034962473,0.614,0.591162632546447,0.646,0.023,"OO","ENSMFAG00000042298"
"FAM178B",0.807,1.05127269041444,0.614,3.05576039266804,0.627,0.009,"OO","FAM178B"
"ARID3B",0.807,1.22520237898179,0.614,4.22122520968533,0.62,0.004,"OO","ARID3B"
"ZNF365",0.806,0.946364536394969,0.612,2.48979129588513,0.617,0.004,"OO","ZNF365"
"SDK1",0.806,0.583744678449422,0.612,1.41045024714347,0.622,0.008,"OO","SDK1"
"PITX1",0.806,1.37729431538201,0.612,4.32646368392392,0.615,0.003,"OO","PITX1"
"JAG2",0.806,0.846108988171902,0.612,1.97102787318853,0.651,0.041,"OO","JAG2"
"FBXO27",0.806,0.634409793806309,0.612,1.60642177354215,0.634,0.016,"OO","FBXO27"
"ALK",0.806,1.13469139148262,0.612,3.99843502037728,0.617,0.004,"OO","ALK"
"ACVR2B",0.806,0.320976110499639,0.612,0.669535967985459,0.632,0.016,"OO","ACVR2B"
"STARD10",0.805,0.320138588973405,0.61,0.619663270150179,0.679,0.057,"OO","STARD10"
"RGS6",0.805,0.729405515721043,0.61,2.25188820944652,0.62,0.007,"OO","RGS6"
"RALGPS1",0.805,0.680582675690182,0.61,1.52382366771824,0.636,0.023,"OO","RALGPS1"
"POLE2",0.805,0.347989546377913,0.61,0.81504560556209,0.629,0.015,"OO","POLE2"
"GRID2",0.805,0.809142543412116,0.61,2.34032097987089,0.615,0.003,"OO","GRID2"
"GNB4",0.805,0.305046098722523,0.61,0.707267649370996,0.634,0.018,"OO","GNB4"
"CALM2",0.805,0.396432395775254,0.61,0.57219792344457,0.998,0.977,"OO","CALM2"
"ENSMFAG00000040936",0.804,0.84442538504648,0.608,2.86000299959053,0.62,0.011,"OO","ENSMFAG00000040936"
"ENSMFAG00000034597",0.804,1.02265441005595,0.608,3.08885595994249,0.651,0.041,"OO","ENSMFAG00000034597"
"RIBC2",0.804,1.13317738932285,0.608,3.71222183859216,0.617,0.008,"OO","RIBC2"
"PCDH15",0.804,0.721038269980514,0.608,1.88845778555551,0.617,0.007,"OO","PCDH15"
"MARVELD3",0.804,0.963030339764541,0.608,4.35042024892333,0.61,0.002,"OO","MARVELD3"
"ITPR3",0.804,1.11367434093614,0.608,1.81340847181694,0.682,0.084,"OO","ITPR3"
"HYOU1",0.804,0.281139344401214,0.608,0.521930760352644,0.737,0.121,"OO","HYOU1"
"GREB1L",0.804,0.49981510010214,0.608,1.00582464788875,0.656,0.038,"OO","GREB1L"
"GATAD2B",0.804,1.1861734410114,0.608,3.36282339539982,0.622,0.011,"OO","GATAD2B"
"ADCY2",0.804,1.33438850725284,0.608,10.4133311775108,0.608,0,"OO","ADCY2"
"ENSMFAG00000028411",0.803,0.420709934630292,0.606,0.65757313776614,0.885,0.299,"OO","ENSMFAG00000028411"
"ZNF385D",0.803,1.55271833973599,0.606,3.10686527695749,0.627,0.015,"OO","ZNF385D"
"MPPE1",0.803,0.405174980739993,0.606,0.839461162331063,0.648,0.037,"OO","MPPE1"
"CA5A",0.803,0.382735744671505,0.606,0.703367432647468,0.749,0.151,"OO","CA5A"
"C19orf47",0.803,0.364390777383528,0.606,0.872396828477864,0.629,0.019,"OO","C19orf47"
"BORA",0.803,0.883761039146648,0.606,2.31323112958271,0.622,0.013,"OO","BORA"
