"","myAUC","avg_diff","power","avg_log2FC","pct.1","pct.2","cluster","gene"
"TMEM184B",0.858,0.490766332551707,0.716,0.815226527574308,0.837,0.126,"OO","TMEM184B"
"RUSC1",0.858,0.335221329335042,0.716,0.527365407416119,0.866,0.171,"OO","RUSC1"
"PYGM",0.858,1.24190976798002,0.716,2.13539656523412,0.775,0.058,"OO","PYGM"
"POLR3F",0.858,0.863185089643984,0.716,1.59006554243627,0.77,0.045,"OO","POLR3F"
"NAV2",0.858,1.26895031079063,0.716,2.61795500392204,0.737,0.017,"OO","NAV2"
"MTF1",0.858,0.87751896389706,0.716,1.5697598704556,0.773,0.051,"OO","MTF1"
"GADD45GIP1",0.858,0.4329058307269,0.716,0.629728546060321,0.952,0.463,"OO","GADD45GIP1"
"FAN1",0.858,0.33541928852147,0.716,0.577152914382327,0.773,0.047,"OO","FAN1"
"FAM83D",0.858,1.45204422773384,0.716,3.74912790076304,0.732,0.013,"OO","FAM83D"
"FAM199X",0.858,1.42293130190719,0.716,3.349127740486,0.737,0.018,"OO","FAM199X"
"EIF3M",0.858,0.466165608699145,0.716,0.676528668433378,0.993,0.631,"OO","EIF3M"
"EBF1",0.858,0.321111345723694,0.716,0.543169788005586,0.804,0.083,"OO","EBF1"
"DDX25",0.858,2.30575081504754,0.716,5.85945232145554,0.725,0.011,"OO","DDX25"
"CNP",0.858,0.507748701945384,0.716,0.795794621578395,0.873,0.195,"OO","CNP"
"BLZF1",0.858,0.360299158327657,0.716,0.61447417400052,0.785,0.066,"OO","BLZF1"
"ARFGEF3",0.858,1.92424698528053,0.716,5.84726583370114,0.72,0.003,"OO","ARFGEF3"
"AAGAB",0.858,0.55248112291203,0.716,0.988294478207003,0.801,0.075,"OO","AAGAB"
"ENSMFAG00000033999",0.857,0.782249467035447,0.714,1.60786249475917,0.744,0.03,"OO","ENSMFAG00000033999"
"ENSMFAG00000033398",0.857,1.17234411464992,0.714,2.90677788992465,0.727,0.011,"OO","ENSMFAG00000033398"
"ENSMFAG00000044220",0.857,0.424610533940562,0.714,0.617492917309579,0.981,0.386,"OO","ENSMFAG00000044220"
"TRPM1",0.857,0.757999199417108,0.714,1.631144568501,0.722,0.008,"OO","TRPM1"
"TMEM161A",0.857,0.314727212499736,0.714,0.502028381713266,0.825,0.11,"OO","TMEM161A"
"TICRR",0.857,1.30319905513022,0.714,2.81208803036729,0.722,0.007,"OO","TICRR"
"RBMS2",0.857,0.74200782999015,0.714,1.1696324740766,0.811,0.099,"OO","RBMS2"
"PPP4C",0.857,0.568126747222956,0.714,0.846404949446292,0.935,0.325,"OO","PPP4C"
"OPA3",0.857,0.597911518665942,0.714,1.09043335396388,0.775,0.058,"OO","OPA3"
"NOP56",0.857,0.554891829924743,0.714,0.810839364222604,0.974,0.475,"OO","NOP56"
"NFKB2",0.857,0.562310353589224,0.714,0.961435055936625,0.825,0.111,"OO","NFKB2"
"NDUFA1",0.857,0.422729936927428,0.714,0.611515701185562,1,0.854,"OO","NDUFA1"
"MDM2",0.857,0.550755250616217,0.714,0.859234589194432,0.84,0.134,"OO","MDM2"
"LIN54",0.857,0.419697273496691,0.714,0.726238567373982,0.833,0.122,"OO","LIN54"
"LDLRAD4",0.857,0.604985455039907,0.714,1.0956393298648,0.766,0.054,"OO","LDLRAD4"
"L3MBTL4",0.857,0.772627454896996,0.714,1.56657755007124,0.737,0.017,"OO","L3MBTL4"
"KCMF1",0.857,0.663802228695108,0.714,1.28181458383604,0.775,0.052,"OO","KCMF1"
"FBP1",0.857,2.12804706190112,0.714,4.42310005901445,0.742,0.031,"OO","FBP1"
"DOK6",0.857,1.96564422919151,0.714,4.04083307057854,0.725,0.013,"OO","DOK6"
"CTNND2",0.857,1.42140368580057,0.714,7.554516346966,0.715,0.001,"OO","CTNND2"
"CCDC106",0.857,0.771764080541002,0.714,1.31822862070761,0.789,0.071,"OO","CCDC106"
"CADM2",0.857,1.16037948432992,0.714,2.19467996979875,0.72,0.005,"OO","CADM2"
"C2CD6",0.857,3.57179115096937,0.714,7.39773129089071,0.72,0.007,"OO","C2CD6"
"BAIAP2",0.857,0.357918335376707,0.714,0.547550817091693,0.9,0.17,"OO","BAIAP2"
"ARHGEF9",0.857,0.35920567807624,0.714,0.635454424553712,0.78,0.062,"OO","ARHGEF9"
"ENSMFAG00000003214",0.856,1.76925243877435,0.712,6.60473350013969,0.718,0.005,"OO","ENSMFAG00000003214"
"WDR26",0.856,0.429410703560258,0.712,0.646160646614922,0.907,0.256,"OO","WDR26"
"TCTN1",0.856,0.64945210276587,0.712,1.2056753592347,0.761,0.039,"OO","TCTN1"
"SLC12A8",0.856,1.45991873824982,0.712,4.53894104519371,0.725,0.012,"OO","SLC12A8"
"SARDH",0.856,1.19804973991342,0.712,2.67497605995632,0.732,0.019,"OO","SARDH"
"PPP4R1",0.856,0.65111583215274,0.712,1.0376166473867,0.84,0.132,"OO","PPP4R1"
"OGDH",0.856,0.332286975636816,0.712,0.525194063055511,0.864,0.151,"OO","OGDH"
"LMNB2",0.856,0.721241538019901,0.712,1.46024398891152,0.742,0.024,"OO","LMNB2"
"KIAA0895",0.856,0.603212769455787,0.712,1.1496584345704,0.761,0.042,"OO","KIAA0895"
"KCNT1",0.856,1.58330807397608,0.712,8.38001521702757,0.713,0,"OO","KCNT1"
"GOLPH3",0.856,0.723291783897559,0.712,1.10670664036481,0.892,0.238,"OO","GOLPH3"
"ENSMFAG00000003912",0.855,1.02854231060625,0.71,2.41254680422462,0.742,0.023,"OO","ENSMFAG00000003912"
"STOML3",0.855,1.53268292985542,0.71,4.45066296604704,0.713,0.002,"OO","STOML3"
"SSB",0.855,0.429596869146048,0.71,0.621424438468717,0.998,0.639,"OO","SSB"
"SLC35F3",0.855,1.55785578385734,0.71,6.64445469779522,0.713,0.002,"OO","SLC35F3"
"RRAGD",0.855,0.299612110887804,0.71,0.567930073878216,0.734,0.02,"OO","RRAGD"
"DYRK4",0.855,1.58632031430614,0.71,9.53944764528315,0.711,0.002,"OO","DYRK4"
"DIABLO",0.855,0.49824524138644,0.71,0.730876036133314,0.955,0.409,"OO","DIABLO"
"DDX31",0.855,1.11683199426658,0.71,2.64151958094971,0.725,0.012,"OO","DDX31"
"CLK3",0.855,0.35245113925038,0.71,0.520415534265146,0.931,0.339,"OO","CLK3"
"CCNQ",0.855,0.392891923572016,0.71,0.698523039475755,0.77,0.054,"OO","CCNQ"
"C16orf72",0.855,0.337753477631912,0.71,0.514049965910496,0.895,0.231,"OO","C16orf72"
"ATXN2L",0.855,0.617224275930103,0.71,0.973787792096605,0.876,0.196,"OO","ATXN2L"
"ARHGEF16",0.855,1.33352329861443,0.71,3.55658444059914,0.713,0.002,"OO","ARHGEF16"
"ENSMFAG00000043650",0.854,0.875202920162409,0.708,1.68131351446057,0.818,0.108,"OO","ENSMFAG00000043650"
"ZNF324",0.854,0.538551119789688,0.708,1.0703152026843,0.756,0.036,"OO","ZNF324"
"WIZ",0.854,0.54239626244976,0.708,0.993914807167779,0.782,0.067,"OO","WIZ"
"SPATA2",0.854,0.40867369667356,0.708,0.743508263601381,0.756,0.04,"OO","SPATA2"
"PRR11",0.854,1.32835869034096,0.708,3.93431082762254,0.722,0.01,"OO","PRR11"
"PRICKLE1",0.854,0.67376889736607,0.708,1.21328787354293,0.801,0.092,"OO","PRICKLE1"
"PMS2",0.854,0.810323651514513,0.708,1.53851029335475,0.749,0.034,"OO","PMS2"
"PA2G4",0.854,0.382542968260186,0.708,0.557028856452637,0.978,0.439,"OO","PA2G4"
"NSUN4",0.854,0.774351908347411,0.708,1.54179323354984,0.749,0.04,"OO","NSUN4"
"NETO2",0.854,0.645644578031958,0.708,1.12516040211957,0.785,0.072,"OO","NETO2"
"NCAPG2",0.854,0.960653454683105,0.708,1.79138954206759,0.749,0.035,"OO","NCAPG2"
"GRB7",0.854,2.61554661304202,0.708,5.37279727105485,0.72,0.013,"OO","GRB7"
"EXOC2",0.854,0.491115049864958,0.708,0.916559557454559,0.751,0.039,"OO","EXOC2"
"CCNI2",0.854,1.90193538221084,0.708,9.8070401046704,0.708,0.001,"OO","CCNI2"
"ANKRD2",0.854,1.36151778413879,0.708,2.95967439397036,0.715,0.008,"OO","ANKRD2"
"ENSMFAG00000040606",0.853,1.16588189262302,0.706,2.20012699126374,0.83,0.117,"OO","ENSMFAG00000040606"
"ENSMFAG00000028974",0.853,0.881278976492737,0.706,1.99346586277285,0.72,0.01,"OO","ENSMFAG00000028974"
"ZNF641",0.853,1.17792216549457,0.706,2.72731369722717,0.727,0.018,"OO","ZNF641"
"ZFP62",0.853,0.606095400079183,0.706,1.11204459818038,0.78,0.069,"OO","ZFP62"
"TOR2A",0.853,0.420148489267813,0.706,0.685350197534271,0.806,0.103,"OO","TOR2A"
"SLC35C1",0.853,1.15816289711064,0.706,2.55151924863554,0.73,0.021,"OO","SLC35C1"
"RSG1",0.853,1.02998508931126,0.706,2.28842654233734,0.725,0.018,"OO","RSG1"
"PON1",0.853,2.33326315973519,0.706,5.6733390482015,0.711,0.003,"OO","PON1"
"KIF25",0.853,1.4303939812131,0.706,3.64835205678957,0.711,0.004,"OO","KIF25"
"DMGDH",0.853,0.263614215790354,0.706,0.513822288500623,0.72,0.013,"OO","DMGDH"
"CCDC58",0.853,0.437616874065794,0.706,0.784554930702777,0.775,0.062,"OO","CCDC58"
"CCDC22",0.853,0.458330318128625,0.706,0.805861428297368,0.775,0.05,"OO","CCDC22"
"C2orf69",0.853,0.399814213237173,0.706,0.716507269967721,0.754,0.037,"OO","C2orf69"
"BARX2",0.853,1.53841793973228,0.706,11.1259226114849,0.706,0.001,"OO","BARX2"
"ATG3",0.853,0.423650059374131,0.706,0.615231905097583,0.99,0.598,"OO","ATG3"
"ALOX15B",0.853,1.67561576907163,0.706,8.36118912989757,0.708,0.002,"OO","ALOX15B"
"ADAMTS18",0.853,1.30420402354558,0.706,3.01286854197231,0.725,0.015,"OO","ADAMTS18"
"ENSMFAG00000044756",0.852,1.45679730785302,0.704,6.06653501256395,0.708,0.004,"OO","ENSMFAG00000044756"
"ZNF547",0.852,0.908045403398594,0.704,1.81801986773753,0.734,0.026,"OO","ZNF547"
"SGCZ",0.852,1.51915001461336,0.704,8.70882652836051,0.706,0.001,"OO","SGCZ"
"SELENOH",0.852,0.748007881209599,0.704,1.08805985258526,0.955,0.423,"OO","SELENOH"
"SCNN1A",0.852,0.769093891636534,0.704,1.3779311854392,0.751,0.048,"OO","SCNN1A"
"RPIA",0.852,1.22861983861518,0.704,2.37483057742076,0.742,0.035,"OO","RPIA"
"RETREG1",0.852,1.08357409249629,0.704,1.95084692225169,0.739,0.037,"OO","RETREG1"
"KLHL35",0.852,1.58529209743811,0.704,3.96614787369562,0.715,0.008,"OO","KLHL35"
"GSDMC",0.852,1.42508204634777,0.704,8.75949709467603,0.706,0.001,"OO","GSDMC"
"GCH1",0.852,0.876161371330997,0.704,1.42124541467796,0.794,0.1,"OO","GCH1"
"ERCC6L",0.852,1.23215657341227,0.704,3.0184287593939,0.713,0.007,"OO","ERCC6L"
"DSCR8",0.852,0.882356380756089,0.704,2.08827211820272,0.708,0.003,"OO","DSCR8"
"COPE",0.852,0.900209805632326,0.704,1.30400313405448,0.974,0.546,"OO","COPE"
"C8B",0.852,2.44922450885489,0.704,9.73361574050106,0.706,0.002,"OO","C8B"
"BCLAF3",0.852,0.5959392013981,0.704,1.07299459895707,0.746,0.037,"OO","BCLAF3"
"ARHGAP45",0.852,0.613277336535685,0.704,1.02875109652038,0.768,0.054,"OO","ARHGAP45"
"ANKRD62",0.852,1.38406101969737,0.704,4.08128127238863,0.713,0.008,"OO","ANKRD62"
"ABCA12",0.852,0.878954392548909,0.704,2.14553391966677,0.722,0.014,"OO","ABCA12"
"VDAC3",0.851,0.38968733648579,0.702,0.568748810859681,0.969,0.466,"OO","VDAC3"
"SFT2D2",0.851,1.46899266014305,0.702,3.7107141375571,0.722,0.021,"OO","SFT2D2"
"NUDC",0.851,0.377608308306581,0.702,0.548199402028123,0.978,0.512,"OO","NUDC"
"LMAN2",0.851,0.433954234363028,0.702,0.670715723806409,0.878,0.211,"OO","LMAN2"
"JMJD7",0.851,0.376309535626591,0.702,0.644215465857474,0.77,0.073,"OO","JMJD7"
"IQCD",0.851,1.53643490252927,0.702,5.23455971362834,0.711,0.007,"OO","IQCD"
"IL1RAPL1",0.851,1.51213652070412,0.702,7.19952923353121,0.706,0.002,"OO","IL1RAPL1"
"FOXM1",0.851,0.491704644550659,0.702,0.934229405406144,0.72,0.015,"OO","FOXM1"
"FBXW9",0.851,0.795092500024932,0.702,1.51920582581175,0.763,0.065,"OO","FBXW9"
"C5orf49",0.851,1.3467262975081,0.702,3.15940746772981,0.713,0.008,"OO","C5orf49"
"BDH1",0.851,0.947948838331152,0.702,1.95781867630368,0.742,0.041,"OO","BDH1"
"BBOF1",0.851,0.54436235748038,0.702,0.947275934480789,0.801,0.118,"OO","BBOF1"
"ABLIM2",0.851,1.40580968678772,0.702,5.1430175682154,0.708,0.005,"OO","ABLIM2"
"ZNF486",0.85,0.923609320437235,0.7,1.82696916015171,0.72,0.015,"OO","ZNF486"
"XRCC2",0.85,0.910168302943999,0.7,1.98932763802927,0.737,0.034,"OO","XRCC2"
"SMIM15",0.85,1.27588761219958,0.7,2.6052322044153,0.72,0.017,"OO","SMIM15"
"RFC5",0.85,1.04022349879673,0.7,2.54808162683305,0.72,0.016,"OO","RFC5"
"NAP1L1",0.85,0.724568911260722,0.7,1.04832080346567,1,0.746,"OO","NAP1L1"
"FSIP1",0.85,1.1357947540593,0.7,2.53537055898195,0.708,0.007,"OO","FSIP1"
"ZNF79",0.849,0.546623637456084,0.698,1.11408575521605,0.725,0.021,"OO","ZNF79"
"TEX29",0.849,2.07724853302164,0.698,10.3224883328722,0.699,0.001,"OO","TEX29"
"SNTG2",0.849,1.45037949594597,0.698,6.32356752504014,0.703,0.003,"OO","SNTG2"
"RARB",0.849,0.414698735241425,0.698,0.803417016257613,0.742,0.036,"OO","RARB"
"PDIA4",0.849,0.513704043321882,0.698,0.766088861471749,0.967,0.413,"OO","PDIA4"
"PCBP1",0.849,0.670846386387375,0.698,1.0178778315903,0.945,0.246,"OO","PCBP1"
"ND6",0.849,1.27270020866875,0.698,1.83861983088718,0.998,0.937,"OO","ND6"
"MAPK12",0.849,0.990303374900064,0.698,2.28024219766397,0.73,0.026,"OO","MAPK12"
"KCTD5",0.849,0.537547290498035,0.698,0.865197011425912,0.842,0.154,"OO","KCTD5"
"AKIRIN2",0.849,0.653153996469347,0.698,0.972590015422113,0.923,0.271,"OO","AKIRIN2"
"ENSMFAG00000034636",0.848,0.483413156700787,0.696,0.966838480064494,0.734,0.034,"OO","ENSMFAG00000034636"
"VAMP2",0.848,0.46851637243977,0.696,0.766443263969478,0.856,0.18,"OO","VAMP2"
"TUT1",0.848,0.47178603350438,0.696,0.882313237758294,0.785,0.076,"OO","TUT1"
"TRERF1",0.848,0.359794130142984,0.696,0.599875912219137,0.78,0.086,"OO","TRERF1"
"PRODH2",0.848,1.44784309762877,0.696,7.50499809738864,0.699,0.003,"OO","PRODH2"
"PM20D1",0.848,0.88343573396987,0.696,1.87708997420577,0.715,0.015,"OO","PM20D1"
"NTNG2",0.848,1.67129566759267,0.696,4.97587090730635,0.706,0.008,"OO","NTNG2"
"NSUN5",0.848,0.588985610458717,0.696,1.00117888218216,0.782,0.067,"OO","NSUN5"
"ISPD",0.848,0.520099898345388,0.696,0.837525899046951,0.761,0.063,"OO","ISPD"
"GOLGA3",0.848,0.327581146672378,0.696,0.593161298794842,0.734,0.027,"OO","GOLGA3"
"EIF1B",0.848,0.891769726839327,0.696,1.28924285421716,0.998,0.813,"OO","EIF1B"
"ENSMFAG00000035378",0.847,0.727354120408891,0.694,1.38443047764959,0.739,0.049,"OO","ENSMFAG00000035378"
"ENSMFAG00000015524",0.847,1.6859997929245,0.694,10.9345407700845,0.694,0,"OO","ENSMFAG00000015524"
"ENSMFAG00000002463",0.847,1.80352553658738,0.694,4.00623566848574,0.708,0.012,"OO","ENSMFAG00000002463"
"ENSMFAG00000042996",0.847,1.00118036578695,0.694,2.53687630411438,0.727,0.024,"OO","ENSMFAG00000042996"
"ZNF607",0.847,0.319087136250799,0.694,0.644623454175631,0.737,0.035,"OO","ZNF607"
"ZFP1",0.847,0.648946230021276,0.694,1.37812806842623,0.734,0.031,"OO","ZFP1"
"TRIO",0.847,0.503756021270894,0.694,0.824363904173483,0.809,0.123,"OO","TRIO"
"TEK",0.847,0.447402918554256,0.694,0.801180512313589,0.754,0.051,"OO","TEK"
"RWDD2A",0.847,1.183446317889,0.694,3.64036049170683,0.701,0.005,"OO","RWDD2A"
"RNF10",0.847,0.407061918573207,0.694,0.599308387993994,0.952,0.412,"OO","RNF10"
"RAD21L1",0.847,1.62531105904374,0.694,4.22407811682191,0.701,0.005,"OO","RAD21L1"
"PTPRK",0.847,0.886340933531812,0.694,1.35810759944704,0.844,0.166,"OO","PTPRK"
"NECAP2",0.847,0.541114169037848,0.694,0.83252076264694,0.876,0.203,"OO","NECAP2"
"KIAA1191",0.847,0.447779159847419,0.694,0.671284118118688,0.914,0.257,"OO","KIAA1191"
"CRLS1",0.847,0.918253842494712,0.694,1.52775263924341,0.813,0.126,"OO","CRLS1"
"CADPS2",0.847,0.293918454502975,0.694,0.550151101601524,0.722,0.021,"OO","CADPS2"
"C6orf15",0.847,2.06492125890123,0.694,5.44817891837678,0.699,0.004,"OO","C6orf15"
"ALOX5AP",0.847,0.664758386121227,0.694,1.30683568478039,0.72,0.021,"OO","ALOX5AP"
"ENSMFAG00000030928",0.846,1.36254599454815,0.692,4.2999518448502,0.696,0.004,"OO","ENSMFAG00000030928"
"TFAP2C",0.846,1.84834238415543,0.692,8.25109114928877,0.694,0.003,"OO","TFAP2C"
"SNU13",0.846,0.643981488301549,0.692,0.933530007474485,0.976,0.631,"OO","SNU13"
"PIEZO2",0.846,0.659020903850903,0.692,1.50511498910529,0.711,0.015,"OO","PIEZO2"
"GALNT15",0.846,0.527324766927182,0.692,1.00600382646604,0.739,0.041,"OO","GALNT15"
"DNMBP",0.846,0.653108284869492,0.692,1.21089632145845,0.722,0.029,"OO","DNMBP"
"CD6",0.846,0.446217339503531,0.692,0.833278157340364,0.732,0.034,"OO","CD6"
"BHLHB9",0.846,1.08706119388885,0.692,2.88841289755217,0.701,0.006,"OO","BHLHB9"
"ENSMFAG00000043953",0.845,1.59086120520513,0.69,4.63400161748482,0.691,0.001,"OO","ENSMFAG00000043953"
"VPS37C",0.845,0.516308830248877,0.69,0.955705719495408,0.734,0.038,"OO","VPS37C"
"TRPM2",0.845,1.36230824809814,0.69,5.14338656949146,0.694,0.003,"OO","TRPM2"
"STX5",0.845,0.8646635676065,0.69,1.73978637221305,0.763,0.062,"OO","STX5"
"SEC23B",0.845,0.389707569407739,0.69,0.618966910424361,0.83,0.132,"OO","SEC23B"
"RAD54L2",0.845,0.910123976129967,0.69,1.91929662332552,0.708,0.015,"OO","RAD54L2"
"PRDM10",0.845,1.27957632416474,0.69,2.55348137338887,0.713,0.022,"OO","PRDM10"
"PDSS1",0.845,1.3482675534945,0.69,3.54689644405182,0.703,0.01,"OO","PDSS1"
"MALRD1",0.845,0.598729487059181,0.69,1.19428470387399,0.699,0.006,"OO","MALRD1"
"GALNTL5",0.845,1.31953835486001,0.69,6.94353171020261,0.691,0.002,"OO","GALNTL5"
"CTCFL",0.845,1.66086494454697,0.69,4.78378899704943,0.694,0.004,"OO","CTCFL"
"CDH19",0.845,1.06472212022598,0.69,2.11212695601354,0.696,0.005,"OO","CDH19"
"CA10",0.845,1.45800822228583,0.69,5.0986530628929,0.701,0.01,"OO","CA10"
"ENSMFAG00000045956",0.844,1.52426881793929,0.688,3.51022000925977,0.694,0.005,"OO","ENSMFAG00000045956"
"ENSMFAG00000031368",0.844,0.688666077435145,0.688,1.22715312379663,0.751,0.062,"OO","ENSMFAG00000031368"
"ZKSCAN2",0.844,0.996304552988678,0.688,1.82903722249319,0.708,0.02,"OO","ZKSCAN2"
"SHROOM2",0.844,0.669617544863417,0.688,1.13131495706207,0.734,0.051,"OO","SHROOM2"
"PTGS2",0.844,0.866511608056436,0.688,1.25023440051199,1,0.991,"OO","PTGS2"
"MARF1",0.844,0.347382755574803,0.688,0.619931852232835,0.754,0.053,"OO","MARF1"
"ENSMFAG00000045827",0.843,1.54244373102271,0.686,7.12575117745069,0.689,0.003,"OO","ENSMFAG00000045827"
"ENSMFAG00000003003",0.843,0.578913489668681,0.686,1.00042696606665,0.763,0.069,"OO","ENSMFAG00000003003"
"ZNF586",0.843,0.368755324753242,0.686,0.756077531559144,0.72,0.029,"OO","ZNF586"
"TRIM71",0.843,1.44224588075901,0.686,8.49487706574266,0.687,0.001,"OO","TRIM71"
"TBL1XR1",0.843,0.557875533376655,0.686,0.817318579717389,0.969,0.528,"OO","TBL1XR1"
"PTGES2",0.843,0.419804060780851,0.686,0.795610430597062,0.749,0.049,"OO","PTGES2"
"LARS2",0.843,1.10410131496842,0.686,2.14602696097235,0.72,0.03,"OO","LARS2"
"KLRG2",0.843,1.53536756382231,0.686,8.74796707064947,0.687,0.001,"OO","KLRG2"
"GLDC",0.843,2.19698908675333,0.686,7.81896019953966,0.689,0.003,"OO","GLDC"
"CREB5",0.843,1.31722799190739,0.686,3.11247071617273,0.703,0.015,"OO","CREB5"
"ADAMTSL2",0.843,1.34157182197063,0.686,4.83840741754199,0.689,0.003,"OO","ADAMTSL2"
"ENSMFAG00000018534",0.842,0.680995967399002,0.684,1.36130719177998,0.751,0.054,"OO","ENSMFAG00000018534"
"ZMYND12",0.842,0.853184554749296,0.684,1.46599106578292,0.727,0.047,"OO","ZMYND12"
"RBM4",0.842,0.524202071757412,0.684,0.768532042366044,0.962,0.535,"OO","RBM4"
"RAB20",0.842,0.418598673123457,0.684,0.657291515022786,0.828,0.173,"OO","RAB20"
"MUC15",0.842,1.51545125014073,0.684,6.93753506539568,0.687,0.002,"OO","MUC15"
"MKI67",0.842,0.719307192983519,0.684,1.31875962457455,0.746,0.053,"OO","MKI67"
"MAP6",0.842,1.23851640477996,0.684,1.80097190092499,0.957,0.557,"OO","MAP6"
"LONP1",0.842,0.561117904275068,0.684,0.845696794412057,0.916,0.402,"OO","LONP1"
"KCNJ1",0.842,1.12296984219868,0.684,2.53639171159046,0.699,0.015,"OO","KCNJ1"
"DLST",0.842,1.06398513136673,0.684,1.97841454624655,0.739,0.05,"OO","DLST"
"CKS2",0.842,0.500830766672816,0.684,0.723923765826386,0.995,0.874,"OO","CKS2"
"ASPHD2",0.842,1.41511739813212,0.684,5.02242755667747,0.687,0.003,"OO","ASPHD2"
"ENSMFAG00000046163",0.841,0.355940268547401,0.682,0.740124679587313,0.727,0.043,"OO","ENSMFAG00000046163"
"ZNF174",0.841,0.724772053545295,0.682,1.58479055009026,0.708,0.02,"OO","ZNF174"
"TLDC1",0.841,0.296271550155375,0.682,0.510638388506338,0.749,0.059,"OO","TLDC1"
"TENM2",0.841,1.42610287676625,0.682,2.68274203656637,0.691,0.008,"OO","TENM2"
"POC1A",0.841,0.70665200638144,0.682,1.52188697217376,0.703,0.019,"OO","POC1A"
"ND2",0.841,1.6098303409551,0.682,2.32260499298928,1,1,"OO","ND2"
"FZD6",0.841,0.728059364938098,0.682,1.40366282272143,0.739,0.051,"OO","FZD6"
"CDCA7",0.841,0.462868669391785,0.682,0.860548677983573,0.737,0.045,"OO","CDCA7"
"ARL6",0.841,0.341420490059701,0.682,0.618907001757566,0.727,0.042,"OO","ARL6"
"APBA1",0.841,1.05946416240239,0.682,2.27142034617976,0.706,0.019,"OO","APBA1"
"WDR25",0.84,0.273092083044457,0.68,0.520796554682828,0.703,0.016,"OO","WDR25"
"TESK2",0.84,0.600493786188763,0.68,1.25703413577853,0.718,0.026,"OO","TESK2"
"SLC5A11",0.84,2.1649168653262,0.68,6.82610134403536,0.684,0.003,"OO","SLC5A11"
"SLC39A12",0.84,1.71716572382323,0.68,10.5373975033943,0.682,0.002,"OO","SLC39A12"
"RNF185",0.84,0.370487620834384,0.68,0.700678349245599,0.756,0.063,"OO","RNF185"
"RAB15",0.84,1.21330765311978,0.68,2.48700579449668,0.708,0.026,"OO","RAB15"
"BORCS8",0.84,0.324063150976405,0.68,0.607073339291119,0.739,0.045,"OO","BORCS8"
"ENSMFAG00000003133",0.839,1.06679546931722,0.678,2.48199492979914,0.691,0.011,"OO","ENSMFAG00000003133"
"VTCN1",0.839,1.71518473092167,0.678,4.59435381070437,0.684,0.005,"OO","VTCN1"
"TPK1",0.839,1.50498205182918,0.678,3.84264842686659,0.684,0.006,"OO","TPK1"
"SLC7A9",0.839,1.09266761517123,0.678,2.91692611980916,0.699,0.021,"OO","SLC7A9"
"PPIL6",0.839,0.78384398630383,0.678,1.70023624159001,0.749,0.069,"OO","PPIL6"
"LOXL4",0.839,2.30814499184539,0.678,4.26699538765236,0.689,0.013,"OO","LOXL4"
"HSBP1L1",0.839,0.401674888132679,0.678,0.616577335950605,0.88,0.208,"OO","HSBP1L1"
"HOXC9",0.839,1.92305449230903,0.678,3.37096048263597,0.691,0.013,"OO","HOXC9"
"GIPC1",0.839,0.852518782509782,0.678,1.76498386826856,0.715,0.031,"OO","GIPC1"
"GAP43",0.839,2.23600666377956,0.678,4.34198635958385,0.694,0.014,"OO","GAP43"
"FICD",0.839,1.3024866137769,0.678,2.65201944744434,0.696,0.014,"OO","FICD"
"CD164L2",0.839,1.12201060754553,0.678,2.30950858242442,0.687,0.006,"OO","CD164L2"
"ANXA9",0.839,1.76369906857599,0.678,5.44300662744405,0.682,0.004,"OO","ANXA9"
"ENSMFAG00000031907",0.838,1.29626341361814,0.676,3.02783489133345,0.715,0.032,"OO","ENSMFAG00000031907"
"ENSMFAG00000039994",0.838,0.448818425369245,0.676,0.650473657324731,0.993,0.688,"OO","ENSMFAG00000039994"
"ZNF804B",0.838,1.35508132457601,0.676,7.40973626323427,0.677,0.002,"OO","ZNF804B"
"ZNF74",0.838,0.819523189051217,0.676,1.71222877883232,0.701,0.023,"OO","ZNF74"
"STK40",0.838,1.075182471432,0.676,2.38115765492942,0.708,0.033,"OO","STK40"
"SPAG6",0.838,1.1333323072059,0.676,4.18253647582121,0.691,0.013,"OO","SPAG6"
"RABEP2",0.838,0.333548059104589,0.676,0.542874668514174,0.78,0.097,"OO","RABEP2"
"MIIP",0.838,0.367609893258563,0.676,0.638395100294847,0.773,0.093,"OO","MIIP"
"ADCK1",0.838,0.735466007885564,0.676,1.61046395136644,0.715,0.037,"OO","ADCK1"
"SORCS1",0.837,1.01404629588903,0.674,2.5632260820841,0.691,0.015,"OO","SORCS1"
"SNX25",0.837,1.12533734092691,0.674,1.98315394093483,0.715,0.037,"OO","SNX25"
"PPIG",0.837,0.393217428910262,0.674,0.570283238898256,0.998,0.508,"OO","PPIG"
"POLR1A",0.837,0.718223079385564,0.674,1.40720021010942,0.72,0.043,"OO","POLR1A"
"NR1H3",0.837,2.20416632729174,0.674,3.98919860403222,0.696,0.023,"OO","NR1H3"
"MCF2L",0.837,0.281658817556834,0.674,0.551647820423866,0.708,0.027,"OO","MCF2L"
"JAKMIP3",0.837,0.925243152932456,0.674,2.2254785822515,0.677,0.003,"OO","JAKMIP3"
"DOCK4",0.837,0.406128473118012,0.674,0.782971822058676,0.711,0.028,"OO","DOCK4"
"CENPL",0.837,0.774922378765454,0.674,1.76547355071397,0.703,0.027,"OO","CENPL"
"BUD23",0.837,0.450930637551674,0.674,0.699175726739199,0.88,0.185,"OO","BUD23"
"ZNF397",0.836,0.434911058491348,0.672,0.876394444875517,0.691,0.015,"OO","ZNF397"
