Protein	Count	Glycan
F6Z2M6	4	HexNAc(3)Hex(5);HexNAc(2)Hex(5);HexNAc(2)Hex(5)Fuc(1);HexNAc(4)Hex(5)
F6WUM4	3	HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(4)Hex(6)Fuc(2)
F6VAN0	2	HexNAc(2)Hex(9);HexNAc(2)Hex(8)
F6TK14	2	HexNAc(2)Hex(7);HexNAc(2)Hex(8)
F6QF13	1	HexNAc(2)Hex(8)
F2Z4A3	6	HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(7);HexNAc(6)Hex(3);HexNAc(2)Hex(8);HexNAc(2)Hex(9)
F2Z488	2	HexNAc(2)Hex(8);HexNAc(2)Hex(7)
E9QNX9	2	HexNAc(2)Hex(3);HexNAc(2)Hex(5)
E9QNF7	16	HexNAc(2)Hex(5);HexNAc(2)Hex(6);HexNAc(4)Hex(5)Fuc(1);HexNAc(3)Hex(5)Fuc(1);HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(4);HexNAc(3)Hex(6)Fuc(1);HexNAc(5)Hex(3);HexNAc(3)Hex(5);HexNAc(3)Hex(3);HexNAc(2)Hex(3);HexNAc(4)Hex(5);HexNAc(3)Hex(6)NeuAc(1);HexNAc(3)Hex(4)Fuc(1)
E9QKE4	1	HexNAc(2)Hex(8)
E9QAQ7	1	HexNAc(2)Hex(5)
E9Q9Q6	1	HexNAc(2)Hex(7)
E9Q941	1	HexNAc(2)Hex(7)
E9Q7T7	1	HexNAc(2)Hex(3)Fuc(1)
E9Q711	1	HexNAc(2)Hex(8)
E9Q612	2	HexNAc(2)Hex(6);HexNAc(2)Hex(5)
E9Q3V9	3	HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5)
E9Q3Q6	1	HexNAc(2)Hex(5)
E9Q2S0	3	HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(3)Hex(5)NeuAc(1)
E9Q035	6	HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(5);HexNAc(6)Hex(4);HexNAc(4)Hex(5)Fuc(1);HexNAc(6)Hex(3)
E9PZ16	2	HexNAc(2)Hex(5);HexNAc(3)Hex(6)NeuAc(1)
E9PYT6	1	HexNAc(2)Hex(5)
E9PYN1	4	HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(5);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(8)
E9PYH0	2	HexNAc(2)Hex(3)Fuc(1);HexNAc(3)Hex(3)Fuc(1)
E9PXF0	4	HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(3);HexNAc(4)Hex(5)Fuc(1)
E9PWX1	36	HexNAc(2)Hex(5);HexNAc(2)Hex(2);HexNAc(2)Hex(6);HexNAc(2)Hex(3);HexNAc(6)Hex(4);HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(10);HexNAc(4)Hex(5)NeuAc(1);HexNAc(2)Hex(7);HexNAc(4)Hex(6)Fuc(2);HexNAc(2)Hex(4);HexNAc(2)Hex(3)Fuc(1);HexNAc(4)Hex(6)NeuAc(1);HexNAc(3)Hex(6)NeuAc(1);HexNAc(4)Hex(4)Fuc(2);HexNAc(3)Hex(6)Fuc(1);HexNAc(4)Hex(5);HexNAc(4)Hex(6)Fuc(1);HexNAc(4)Hex(6);HexNAc(5)Hex(6);HexNAc(4)Hex(4)Fuc(1);HexNAc(3)Hex(6);HexNAc(3)Hex(5);HexNAc(5)Hex(3)Fuc(1);HexNAc(3)Hex(3);HexNAc(2)Hex(1);HexNAc(7)Hex(3);HexNAc(4)Hex(4)NeuAc(1);HexNAc(4)Hex(5)Fuc(1);HexNAc(3)Hex(6)Fuc(1)NeuAc(1);HexNAc(4)Hex(3)Fuc(1);HexNAc(5)Hex(3);HexNAc(3)Hex(4);HexNAc(2);HexNAc(6)Hex(3)
E9PW06	5	HexNAc(2)Hex(8);HexNAc(2)Hex(5);HexNAc(6)Hex(3);HexNAc(2)Hex(7);HexNAc(2)Hex(6)
E9PVD3	3	HexNAc(2)Hex(5);HexNAc(2)Hex(7);HexNAc(2)Hex(6)
E9PVB5	1	HexNAc(2)Hex(8)
E9PUN0	2	HexNAc(2)Hex(5);HexNAc(2)Hex(8)
E9PUM4	1	HexNAc(2)Hex(5)
E2JF22	2	HexNAc(2)Hex(8);HexNAc(2)Hex(5)
E0CY63	2	HexNAc(2)Hex(7);HexNAc(2)Hex(8)
D3Z608	1	HexNAc(2)Hex(3)Fuc(1)
D3YZ21	1	HexNAc(2)Hex(5)
D3YYS9	3	HexNAc(2)Hex(5);HexNAc(2)Hex(8);HexNAc(2)Hex(6)
D3YWV5	4	HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5)
D3YWM8	1	HexNAc(2)Hex(5)
B9EKR1	10	HexNAc(2)Hex(5);HexNAc(4)Hex(5)Fuc(3)NeuAc(1);HexNAc(2)Hex(8);HexNAc(4)Hex(4)Fuc(1)NeuAc(1);HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(9);HexNAc(4)Hex(4)Fuc(2);HexNAc(3)Hex(4)Fuc(1)NeuAc(1);HexNAc(2)Hex(5)Fuc(1)
B7ZMQ5	2	HexNAc(2)Hex(9);HexNAc(2)Hex(8)
B2RXS4	15	HexNAc(2)Hex(5);HexNAc(3)Hex(6)NeuAc(1);HexNAc(2)Hex(9);HexNAc(4)Hex(5)Fuc(1);HexNAc(4)Hex(5);HexNAc(3)Hex(5)Fuc(1);HexNAc(3)Hex(5);HexNAc(2)Hex(6);HexNAc(2)Hex(7);HexNAc(2)Hex(4);HexNAc(2)Hex(8);HexNAc(3)Hex(6)Fuc(1);HexNAc(3)Hex(3)Fuc(1);HexNAc(3)Hex(3);HexNAc(2)Hex(3)
B2RTM1	1	HexNAc(2)Hex(9)
B1AZA5	1	HexNAc(2)Hex(5)
B1AWJ4	1	HexNAc(2)Hex(9)
B1AVY2	3	HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(4)
B1AUH1-2	2	HexNAc(2)Hex(5);HexNAc(2)Hex(3)Fuc(1)
B1AS29	5	HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(4)
B0V2N1-6	2	HexNAc(2)Hex(2);HexNAc(2)Hex(5)
A6H6E2	1	HexNAc(2)Hex(5)
A2ASI5	1	HexNAc(6)Hex(4)
A2AQJ7	1	HexNAc(3)Hex(6)Fuc(1)NeuAc(1)
A2APX8	1	HexNAc(2)Hex(9)
A2AMH4	5	HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(1)
A2AL85	1	HexNAc(2)Hex(5)
A2AL83	6	HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(3);HexNAc(2)Hex(6)
A2AJQ3	5	HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(4)
A2AJ26	5	HexNAc(2)Hex(7);HexNAc(2)Hex(8);HexNAc(2)Hex(9);HexNAc(2)Hex(6);HexNAc(2)Hex(5)
A2AIR5	2	HexNAc(2)Hex(5);HexNAc(2)Hex(4)
A2AI20	3	HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5)
A2AFS3-2	1	HexNAc(2)Hex(5)
A2AFG7	38	HexNAc(2)Hex(5);HexNAc(2)Hex(8);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(6);HexNAc(3)Hex(3)Fuc(1);HexNAc(3)Hex(5)Fuc(1);HexNAc(3)Hex(6)Fuc(1)NeuAc(1);HexNAc(3)Hex(6)Fuc(1);HexNAc(3)Hex(4)Fuc(1)NeuAc(1);HexNAc(4)Hex(5)Fuc(1);HexNAc(3)Hex(4)Fuc(1);HexNAc(2)Hex(4);HexNAc(2)Hex(3);HexNAc(2)Hex(9);HexNAc(2)Hex(5)Fuc(1);HexNAc(2)Hex(4)Fuc(1);HexNAc(2)Hex(2);HexNAc(2)Hex(1);HexNAc(4)Hex(5);HexNAc(3)Hex(6);HexNAc(3)Hex(5);HexNAc(3)Hex(3);HexNAc(3)Hex(6)NeuAc(1);HexNAc(4)Hex(4)NeuAc(1);HexNAc(4)Hex(6)Fuc(1);HexNAc(5)Hex(4)Fuc(1);HexNAc(4)Hex(6);HexNAc(2)Hex(7);HexNAc(5)Hex(3);HexNAc(3)Hex(4);HexNAc(4)Hex(6)Fuc(2);HexNAc(4)Hex(6)Fuc(1)NeuAc(1);HexNAc(4)Hex(4)Fuc(1)NeuAc(1);HexNAc(3)Hex(4)NeuAc(1);HexNAc(5)Hex(3)Fuc(1);HexNAc(4)Hex(4)Fuc(1);HexNAc(4)Hex(3);HexNAc(6)Hex(3)
A2AEE7	1	HexNAc(2)Hex(5)
A2ADH1	1	HexNAc(2)Hex(8)
A2A8L5	2	HexNAc(2)Hex(5);HexNAc(3)Hex(5)Fuc(1)
A2A699	4	HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(2);HexNAc(2)Hex(7)
A0A0X1KG66	1	HexNAc(2)Hex(6)
A0A0R4J225	3	HexNAc(2)Hex(5);HexNAc(2)Hex(7);HexNAc(2)Hex(6)
A0A0R4J138	4	HexNAc(2)Hex(6);HexNAc(2)Hex(4);HexNAc(4)Hex(4);HexNAc(2)Hex(6)Phospho(1)
A0A0R4J0I9	8	HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(3);HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(2)Fuc(1);HexNAc(2)Hex(1)Fuc(1);HexNAc(2)Fuc(1)
A0A0R4J0I1	1	HexNAc(4)Hex(7)NeuAc(1)
A0A0R4J092	1	HexNAc(2)Hex(5)
A0A0A6YY09	5	HexNAc(4)Hex(5);HexNAc(2)Hex(5);HexNAc(2)Hex(7);HexNAc(2)Hex(4);HexNAc(2)Hex(6)
A0A0A6YXC8	1	HexNAc(2)Hex(5)
A0A0A6YWL7	5	HexNAc(2)Hex(5);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(6);HexNAc(2)Hex(4);HexNAc(3)Hex(3)Fuc(1)
A0A0A6YW22	2	HexNAc(2)Hex(4);HexNAc(2)Hex(5)
A0A087WQE8	1	HexNAc(2)Hex(9)
A0A087WPX3	27	HexNAc(1);HexNAc(4)Hex(5)Fuc(1);HexNAc(2)Hex(4);HexNAc(2)Hex(5);HexNAc(3)Hex(5);HexNAc(2)Hex(3);HexNAc(2)Hex(2);HexNAc(4)Hex(6)Fuc(2);HexNAc(2)Hex(6);HexNAc(2)Hex(7);HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(3)Fuc(1);HexNAc(4)Hex(3)Fuc(1);HexNAc(4)Hex(5);HexNAc(6)Hex(4);HexNAc(2)Hex(9);HexNAc(3)Hex(6)Fuc(1);HexNAc(6)Hex(3);HexNAc(2)Hex(8);HexNAc(3)Hex(5)Fuc(1);HexNAc(3)Hex(6)Fuc(1)NeuAc(1);HexNAc(2)Hex(5)Fuc(1);HexNAc(2)Hex(1);HexNAc(4)Hex(6)Fuc(1);HexNAc(4)Hex(4)Fuc(1)NeuAc(1);HexNAc(3)Hex(4)Fuc(2);HexNAc(2)
