TCGA-2V-A95S-01A-11R-A37K-07	TCGA-2Y-A9GS-01A-12R-A38B-07	TCGA-2Y-A9GT-01A-11R-A38B-07	TCGA-2Y-A9GU-01A-11R-A38B-07
ENSG00000143603.19	116	137	144	178
ENSG00000143612.21	15896	12577	5073	10974
ENSG00000143614.10	1898	1871	782	1144
ENSG00000143621.17	8779	7655	2169	4627
ENSG00000143622.11	835	835	392	392
ENSG00000143624.14	4989	2945	2321	5273
ENSG00000143627.19	228	16041	3746	9426
ENSG00000143630.10	179	498	156	832
ENSG00000143631.11	2	0	1	1
ENSG00000143632.14	17	29	4	6
ENSG00000143633.13	906	617	271	620
ENSG00000143641.10	1619	5540	4412	7290
ENSG00000143643.13	863	710	299	1002
ENSG00000143653.10	12496	17520	7742	8604
ENSG00000143669.14	746	909	961	310
ENSG00000143674.11	336	572	187	114
ENSG00000143702.16	412	487	290	310
ENSG00000143727.16	3206	3659	2034	3238
ENSG00000143740.14	1232	1719	707	3091
ENSG00000143742.14	6938	6447	4716	7577
ENSG00000143748.18	384	632	256	377
ENSG00000143751.10	1184	1363	547	769
ENSG00000143753.13	1432	1915	1034	766
ENSG00000143756.12	1021	1518	653	1038
ENSG00000143761.16	22222	19104	10370	19153
ENSG00000143768.13	0	0	0	0
ENSG00000143771.12	1894	987	516	1094
ENSG00000143772.9	477	523	617	285
ENSG00000143774.17	14555	8629	5941	5948
ENSG00000143776.18	1588	4015	1218	472
ENSG00000143786.8	222	31	48	95
ENSG00000143793.13	1235	825	395	409
ENSG00000143797.12	38	73	37	216
ENSG00000143799.14	5586	11990	2531	6781
ENSG00000143801.18	45	63	41	35
ENSG00000143811.19	1989	1157	658	572
ENSG00000143815.15	5531	7412	1632	1524
ENSG00000143816.8	8	14	10	26
ENSG00000143819.12	12460	181621	49810	206337
ENSG00000143839.15	2	10	17	2
ENSG00000143842.15	2670	3141	1071	1523
ENSG00000143845.15	81	3283	3637	686
ENSG00000143847.15	13	20	5	13
ENSG00000143850.16	1371	6053	1565	803
ENSG00000143851.15	923	157	577	67
ENSG00000143858.12	9	28	7	1566
ENSG00000143862.8	1658	2318	1291	896
ENSG00000143867.7	119	34	13	24
ENSG00000143869.7	50	38	551	2371
ENSG00000143870.13	6585	18255	6115	15300
ENSG00000143878.10	7404	10888	11717	4608
ENSG00000143882.12	37	65	16	41
ENSG00000143889.16	1094	1263	562	628
ENSG00000143891.17	3016	4235	2332	6325
ENSG00000143919.15	111	181	74	80
ENSG00000143921.9	1442	6215	10802	5155
ENSG00000143924.19	4444	9637	3469	3331
ENSG00000143933.19	10699	13835	7565	14153
ENSG00000143942.5	71	236	116	148
ENSG00000143947.14	18100	18625	6091	7578
ENSG00000143951.16	45	223	98	109
ENSG00000143952.20	1934	2961	957	1082
ENSG00000143954.13	0	0	0	0
ENSG00000143970.17	943	2091	640	1335
ENSG00000143971.9	666	638	304	493
ENSG00000143977.14	2187	1372	733	781
ENSG00000143994.14	7	199	112	21
ENSG00000143995.20	99	308	130	141
ENSG00000144010.10	0	0	0	0
ENSG00000144015.5	0	0	0	0
ENSG00000144021.3	3297	4297	2391	1927
ENSG00000144026.12	270	553	231	186
ENSG00000144028.15	5146	16408	5128	3555
ENSG00000144029.12	2818	4049	1460	1544
ENSG00000144031.12	11	25	12	12
ENSG00000144034.16	702	912	276	654
ENSG00000144035.4	609	993	576	1709
ENSG00000144036.16	305	968	374	519
ENSG00000144040.13	1420	4218	4427	3893
ENSG00000144043.12	2408	4451	2459	2486
ENSG00000144045.14	25	2	1	3
ENSG00000144048.10	692	812	280	462
ENSG00000144057.15	7	34	20	2
ENSG00000144061.14	10	40	14	4
ENSG00000144063.4	13	16	20	14
ENSG00000144115.17	2581	3438	2735	805
ENSG00000144118.14	1331	2219	943	1492
ENSG00000144119.4	1	0	1	0
ENSG00000144120.13	531	876	457	183
ENSG00000144130.11	17	0	2	0
ENSG00000144134.18	170	146	121	53
ENSG00000144136.11	1324	2482	1226	1410
ENSG00000144152.13	243	266	497	66
ENSG00000144158.4	7	0	0	0
ENSG00000144161.13	280	417	247	336
ENSG00000144182.17	242	176	74	132
ENSG00000144188.9	0	0	0	0
ENSG00000144191.12	0	0	0	0
ENSG00000144199.12	34	678	24	153
ENSG00000144214.10	114	77	38	48
ENSG00000144218.19	472	1092	256	79
ENSG00000144224.17	6784	6781	4981	5292
ENSG00000144227.5	0	1	0	0
ENSG00000144228.9	925	1290	490	676
ENSG00000144229.12	6	10	9	9
ENSG00000144230.16	2	26	136	258
ENSG00000144231.11	1041	1792	907	776
ENSG00000144233.10	675	1073	886	1076
ENSG00000144278.15	2	3	13	13
ENSG00000144283.22	2640	3669	1405	2349
ENSG00000144285.22	6	5	0	1
ENSG00000144290.17	30	11	6	2
ENSG00000144306.15	594	890	584	376
ENSG00000144320.14	853	1344	1189	643
ENSG00000144331.20	355	112	567	110
ENSG00000144339.12	0	0	0	0
ENSG00000144354.14	62	40	78	39
ENSG00000144355.15	12	3	1	4
ENSG00000144357.18	1201	3345	1371	1559
ENSG00000144362.12	94	167	93	13
ENSG00000144366.16	34	55	11	101
ENSG00000144369.13	90	102	32	31
ENSG00000144381.18	20401	32997	9366	14403
ENSG00000144395.18	123	207	173	152
ENSG00000144401.14	562	1082	387	334
ENSG00000144406.19	2	4	2	5
ENSG00000144407.9	500	1049	474	0
ENSG00000144410.5	24	6	2	5
ENSG00000144426.18	155	404	315	249
ENSG00000144445.17	181	548	292	247
ENSG00000144451.19	259	532	196	18
ENSG00000144452.15	0	3	1	1
ENSG00000144455.14	1125	2399	1094	744
ENSG00000144460.12	0	0	0	0
ENSG00000144468.17	1345	1374	773	849
ENSG00000144476.6	167	756	158	838
ENSG00000144481.17	8	1703	178	262
ENSG00000144485.11	492	753	82	432
ENSG00000144488.15	27	159	17	548
ENSG00000144504.15	429	526	345	183
ENSG00000144524.18	1026	1257	565	664
ENSG00000144535.20	606	1227	499	313
ENSG00000144550.13	5	6	2	0
ENSG00000144554.12	362	925	163	118
ENSG00000144559.10	206	346	116	199
ENSG00000144560.15	286	1133	337	350
ENSG00000144566.11	1385	1995	1198	1235
ENSG00000144567.11	5150	8737	3155	3016
ENSG00000144579.8	6317	8506	4465	3460
ENSG00000144580.14	1909	2912	1194	646
ENSG00000144583.5	3	12	11	18
ENSG00000144589.22	811	852	391	346
ENSG00000144591.19	3713	4865	2501	2009
ENSG00000144596.13	534	75	23	7
ENSG00000144597.14	1070	1239	522	602
ENSG00000144619.15	20	77	42	24
ENSG00000144635.9	1419	1765	565	468
ENSG00000144642.22	84	185	113	84
ENSG00000144644.14	0	0	0	0
ENSG00000144645.14	353	78	84	92
ENSG00000144647.6	346	1003	461	604
ENSG00000144648.16	37	284	557	143
ENSG00000144649.9	6	39	17	79
ENSG00000144655.15	1566	742	1790	229
ENSG00000144659.13	1108	2592	2184	643
ENSG00000144668.12	146	352	313	282
ENSG00000144671.10	6	9	1	18
ENSG00000144674.16	2740	6532	3453	4847
ENSG00000144677.15	2538	2557	1133	936
ENSG00000144681.10	10	118	11	2
ENSG00000144711.16	3330	7651	4951	6219
ENSG00000144712.12	6	298	23	21
ENSG00000144713.13	25148	30810	7989	8261
ENSG00000144724.20	449	1573	1008	547
ENSG00000144730.19	25	43	10	18
ENSG00000144736.14	371	1028	273	263
ENSG00000144741.18	817	1013	536	488
ENSG00000144744.17	878	1454	738	614
ENSG00000144746.7	2709	3220	2342	718
ENSG00000144747.17	930	1285	632	699
ENSG00000144749.14	792	2682	2364	570
ENSG00000144771.8	0	0	0	0
ENSG00000144785.8	0	0	0	0
ENSG00000144791.10	1270	1815	804	2181
ENSG00000144792.9	15	14	15	47
ENSG00000144802.11	2847	803	1365	610
ENSG00000144810.16	206	329	370	63
ENSG00000144815.16	355	109	95	47
ENSG00000144820.8	216	324	401	18
ENSG00000144821.10	6	1	0	33
ENSG00000144824.21	499	2222	1595	2485
ENSG00000144827.9	791	1412	838	1775
ENSG00000144834.14	2	1	0	1
ENSG00000144837.9	15364	1671	3627	451
ENSG00000144840.10	611	1148	742	836
ENSG00000144843.11	520	680	167	83
ENSG00000144847.13	0	3	3	4
ENSG00000144848.11	1968	2051	824	1609
ENSG00000144852.19	87	3264	3141	891
ENSG00000144857.14	25	74	52	63
ENSG00000144867.13	5155	4210	1778	2485
ENSG00000144868.14	15	13	12	9
ENSG00000144891.18	3870	2876	1591	1129
ENSG00000144893.12	2	9	2	4
ENSG00000144895.12	2437	5795	1401	2215
ENSG00000144908.14	1278	130073	8937	3850
ENSG00000144909.8	411	1111	660	566
ENSG00000144935.15	63	28	18	19
ENSG00000144959.11	973	857	257	170
ENSG00000144962.7	80	1	0	0
ENSG00000145002.12	0	1	1	0
ENSG00000145012.13	2842	5180	3157	2400
ENSG00000145014.18	393	432	110	67
ENSG00000145016.16	142	307	137	104
ENSG00000145020.16	8	11	10	9
ENSG00000145022.4	2014	3316	1798	1230
ENSG00000145029.14	0	0	0	0
ENSG00000145040.4	2	5	2	0
ENSG00000145041.15	799	2111	744	380
ENSG00000145050.19	6448	8769	3413	5020
ENSG00000145063.15	5	1	1	0
ENSG00000145075.13	0	0	0	0
ENSG00000145087.13	1	2	0	0
ENSG00000145088.9	125	146	54	56
ENSG00000145103.15	13	545	3	62
ENSG00000145107.16	2	1	3	1
ENSG00000145113.22	50	67	35	58
ENSG00000145147.20	48	171	45	467
ENSG00000145191.15	2154	2912	1301	1281
ENSG00000145192.13	18026	78077	95978	246831
ENSG00000145194.19	0	0	0	0
ENSG00000145198.14	207	6	1	5
ENSG00000145214.14	1679	844	736	1386
ENSG00000145216.16	527	324	237	344
ENSG00000145217.14	363	728	989	1636
ENSG00000145220.14	876	459	201	368
ENSG00000145241.11	428	354	358	537
ENSG00000145242.13	17	2	0	0
ENSG00000145244.12	48	22	12	34
ENSG00000145246.14	261	374	458	793
ENSG00000145247.12	1034	2904	1804	365
ENSG00000145248.7	2	2	3	8
ENSG00000145283.8	1	16	11	3
ENSG00000145284.12	36	146	44	55
ENSG00000145287.11	103	20	39	29
ENSG00000145293.16	1283	845	443	555
ENSG00000145309.6	0	0	0	0
ENSG00000145321.13	48061	80036	185221	211190
ENSG00000145331.14	226	215	251	223
ENSG00000145332.14	441	643	1007	644
ENSG00000145335.17	6	10	4	0
ENSG00000145337.5	0	0	0	0
ENSG00000145348.17	336	469	275	894
ENSG00000145349.17	1553	1738	784	1963
ENSG00000145354.12	1707	1495	1192	1717
ENSG00000145358.6	2	22	29	1051
ENSG00000145362.20	148	127	111	49
ENSG00000145365.11	688	493	424	242
ENSG00000145375.9	327	380	167	98
ENSG00000145384.4	1	0	0	0
ENSG00000145386.11	398	626	154	640
ENSG00000145388.15	843	863	749	977
ENSG00000145390.11	335	340	321	562
ENSG00000145391.13	2086	5871	3928	2580
ENSG00000145414.9	243	283	123	123
ENSG00000145416.13	358	310	172	75
ENSG00000145423.5	23	1	0	2
ENSG00000145425.10	6637	5084	2300	2892
ENSG00000145428.15	15	13	8	7
ENSG00000145431.11	310	440	548	241
ENSG00000145439.12	1036	1060	1592	1705
ENSG00000145451.13	5	5	0	0
ENSG00000145476.16	3546	1599	4736	11321
ENSG00000145491.12	5	0	4	4
ENSG00000145494.12	3747	3309	1361	2865
ENSG00000145495.16	3402	6372	3313	4369
ENSG00000145506.14	15	108	39	80
ENSG00000145526.12	0	0	0	0
ENSG00000145536.15	36	10	307	10
ENSG00000145545.12	433	2791	3732	1813
ENSG00000145555.15	103	396	330	315
ENSG00000145569.6	210	226	142	70
ENSG00000145592.14	26787	25087	7092	8065
ENSG00000145604.17	263	1442	514	648
ENSG00000145623.13	756	1560	602	366
ENSG00000145626.12	826	5016	6965	2664
ENSG00000145632.15	576	1529	1093	789
ENSG00000145642.12	4	0	0	2
ENSG00000145649.8	1514	126	385	69
ENSG00000145675.15	1217	4958	6236	7797
ENSG00000145681.11	42	1	0	3
ENSG00000145685.14	674	469	175	157
ENSG00000145687.16	471	315	133	283
ENSG00000145692.15	185	5766	23216	12137
ENSG00000145700.10	8	10	3	1
ENSG00000145703.16	1579	9071	5053	8383
ENSG00000145708.11	9	37	31	10
ENSG00000145715.15	449	1054	411	399
ENSG00000145721.12	4	1	0	0
ENSG00000145723.17	167	260	135	193
ENSG00000145725.20	1001	1857	1195	1529
ENSG00000145730.20	694	640	1542	360
ENSG00000145734.19	528	1170	594	476
ENSG00000145736.14	180	196	36	37
ENSG00000145740.19	1164	1921	998	1220
ENSG00000145741.16	12172	14754	4994	6363
ENSG00000145743.17	867	1042	636	828
ENSG00000145757.16	12	8	14	14
ENSG00000145777.15	241	109	92	3
ENSG00000145779.8	868	514	668	98
ENSG00000145780.8	877	1351	788	1304
ENSG00000145781.9	676	765	611	362
ENSG00000145782.13	1374	1963	1477	1149
ENSG00000145794.17	3	1	39	3
ENSG00000145808.10	0	4	0	0
ENSG00000145817.17	1415	2391	1368	1372
ENSG00000145819.18	389	676	492	429
ENSG00000145824.13	375	9	9	0
ENSG00000145826.9	141	1653	1423	513
ENSG00000145832.14	1	4	0	14
ENSG00000145833.16	1464	2682	1093	1266
ENSG00000145835.6	0	0	0	0
ENSG00000145839.2	0	0	0	0
ENSG00000145850.9	32	5	159	9
ENSG00000145860.12	2047	1020	465	494
ENSG00000145861.9	6	34	14	14
ENSG00000145863.11	1	0	0	0
ENSG00000145864.14	1	6	0	0
ENSG00000145868.17	1214	2172	985	960
ENSG00000145879.11	1	0	0	0
ENSG00000145882.11	190	102	108	176
ENSG00000145888.11	0	0	0	0
ENSG00000145901.16	6200	12314	7204	1529
ENSG00000145907.16	4611	9337	3596	3184
ENSG00000145908.12	63	347	50	12
ENSG00000145911.6	51	93	30	34
ENSG00000145912.9	1096	1529	377	311
ENSG00000145916.19	1964	2206	790	998
ENSG00000145919.11	1477	1933	566	902
ENSG00000145920.15	103	10885	0	23
ENSG00000145934.16	51	45	1	0
ENSG00000145936.9	57	40	42	34
ENSG00000145945.7	843	1264	54	12
ENSG00000145949.11	107	119	14	27
ENSG00000145975.15	2	0	1	15
ENSG00000145979.18	397	701	366	672
ENSG00000145982.13	394	1028	329	269
ENSG00000145990.11	397	619	687	268
ENSG00000145996.11	424	1122	332	235
ENSG00000146001.5	2	14	7	5
ENSG00000146005.4	7	4	3	11
ENSG00000146006.8	9	3	4	4
ENSG00000146007.11	3347	4727	1732	1569
ENSG00000146013.11	6	4	0	0
ENSG00000146021.15	33	525	64	43
ENSG00000146038.12	1258	595	274	1017
ENSG00000146039.11	972	6281	4305	4130
ENSG00000146047.7	0	3	1	0
ENSG00000146049.2	20	2	3	9
ENSG00000146054.18	123	23	9	7
ENSG00000146063.20	1728	2023	958	936
ENSG00000146066.3	2921	1702	810	1400
ENSG00000146067.16	1929	1105	1893	1200
ENSG00000146070.17	705	332	112	125
ENSG00000146072.6	4319	2050	316	327
ENSG00000146083.12	2195	1746	1161	1042
ENSG00000146085.8	3772	7292	4869	6124
ENSG00000146090.16	24	2	0	2
ENSG00000146094.15	335	224	179	48
ENSG00000146109.5	1473	1795	599	853
ENSG00000146112.12	2454	4096	1404	411
ENSG00000146122.17	35	200	311	254
ENSG00000146143.19	253	734	152	160
ENSG00000146147.15	222	304	1801	165
ENSG00000146151.14	1	13	1	0
ENSG00000146166.17	17	26	121	111
ENSG00000146192.15	501	320	414	78
ENSG00000146197.9	7	17	36	20
ENSG00000146205.14	65	110	87	122
ENSG00000146215.14	78	558	75	324
ENSG00000146216.13	32	566	696	62
ENSG00000146221.10	2	2	2	12
ENSG00000146223.16	3470	4398	2045	2657
ENSG00000146232.17	1692	1495	529	197
ENSG00000146233.8	9	395	862	131
ENSG00000146242.9	15	47	15	34
ENSG00000146243.14	21	145	33	15
ENSG00000146247.14	1163	1818	533	1341
ENSG00000146250.7	8	41	10	15
ENSG00000146263.11	108	589	139	62
ENSG00000146267.12	0	9	0	1
ENSG00000146276.12	3	0	2	1
ENSG00000146278.11	5395	7086	6845	3157
ENSG00000146281.6	661	1407	368	799
ENSG00000146282.18	831	1811	683	1207
ENSG00000146285.14	197	145	251	29
ENSG00000146350.14	70	57	45	60
ENSG00000146352.13	0	43	0	1
ENSG00000146360.8	0	0	0	0
ENSG00000146373.16	263	1729	740	206
ENSG00000146374.14	21	10	14	4
ENSG00000146376.11	437	686	331	337
ENSG00000146378.6	0	0	0	0
ENSG00000146383.7	0	0	0	0
ENSG00000146385.1	0	0	0	0
ENSG00000146386.8	915	1284	263	64
ENSG00000146399.2	2	1	0	5
ENSG00000146409.12	718	1047	283	269
ENSG00000146410.12	134	206	14	46
ENSG00000146411.6	16	1821	179	216
ENSG00000146414.16	43	311	155	171
ENSG00000146416.19	3983	8646	6370	6116
ENSG00000146425.11	4821	2370	1369	1406
ENSG00000146426.18	197	213	64	230
ENSG00000146433.9	1388	1501	1255	1181
ENSG00000146453.13	5	1	3	4
ENSG00000146457.16	3104	2894	1552	1129
ENSG00000146463.12	1007	2520	822	1334
ENSG00000146469.13	13	12	22	5
ENSG00000146476.11	861	2340	925	1585
ENSG00000146477.6	308	1898	550	3937
ENSG00000146521.10	208	314	696	736
ENSG00000146530.14	2	3	5	0
ENSG00000146535.14	808	3394	1345	707
ENSG00000146540.15	2539	4280	1253	1502
ENSG00000146555.19	22	117	28	368
ENSG00000146556.14	216	90	107	71
ENSG00000146574.16	98	416	93	213
ENSG00000146576.13	1027	1194	504	627
ENSG00000146587.18	431	582	414	584
ENSG00000146592.17	135	60	41	37
ENSG00000146618.3	0	0	0	0
ENSG00000146648.19	1961	3826	9256	17218
ENSG00000146666.5	31	9	4	5
ENSG00000146670.10	1065	1482	163	275
ENSG00000146674.15	36226	1785	769	1275
ENSG00000146676.10	1236	2787	1129	831
ENSG00000146677.7	57	28	7	19
ENSG00000146678.10	72173	1901	40482	5725
ENSG00000146700.9	151	181	87	433
ENSG00000146701.12	9763	13094	5280	17523
ENSG00000146707.14	70	129	31	75
ENSG00000146722.11	0	1	0	0
ENSG00000146729.10	1277	1805	324	1182
ENSG00000146731.11	7267	12145	2147	4113
ENSG00000146733.14	310	1256	281	905
ENSG00000146755.11	9	9	7	3710
ENSG00000146757.14	275	358	109	296
ENSG00000146776.14	139	568	266	158
ENSG00000146802.13	689	1070	374	703
ENSG00000146809.13	2	1	0	2
ENSG00000146826.17	837	549	573	389
ENSG00000146828.18	1196	4033	817	1977
ENSG00000146830.11	2680	2854	2217	1651
ENSG00000146833.16	847	2101	941	1115
ENSG00000146834.14	2757	3891	1678	2170
ENSG00000146839.19	1	2	2	2
ENSG00000146842.17	736	1146	316	845
ENSG00000146856.14	476	275	93	195
ENSG00000146857.4	44	10	0	10
ENSG00000146858.8	15	17	13	11
ENSG00000146859.6	4856	1914	3662	1555
ENSG00000146872.18	1217	1068	443	566
ENSG00000146904.9	418	2765	2099	4593
ENSG00000146909.8	517	863	435	504
ENSG00000146910.12	0	0	1	0
ENSG00000146918.20	500	1398	391	403
ENSG00000146926.11	0	0	0	0
ENSG00000146938.16	8	43	48	8
ENSG00000146950.13	484	90	768	1314
ENSG00000146955.11	27	13	9	0
ENSG00000146963.18	1065	1186	711	1099
ENSG00000146966.13	65	167	104	150
ENSG00000147003.7	19	16	282	20
ENSG00000147010.18	1170	2766	1026	1574
ENSG00000147027.4	153	666	863	289
ENSG00000147036.12	5	5	5	3
ENSG00000147041.12	5	73	199	1
ENSG00000147044.22	1222	1374	562	1734
ENSG00000147050.16	1018	1420	605	1194
ENSG00000147059.8	1	9	3	1
ENSG00000147065.17	4906	21716	10699	2406
ENSG00000147081.15	0	0	0	0
ENSG00000147082.18	32	41	1	15
ENSG00000147099.21	354	394	430	130
ENSG00000147100.11	247	5072	19876	901
ENSG00000147113.17	261	474	643	339
ENSG00000147117.8	1	1	1	1
ENSG00000147118.12	253	456	248	147
ENSG00000147119.4	153	149	561	57
ENSG00000147121.16	471	707	204	233
ENSG00000147123.11	3649	4437	2179	3221
ENSG00000147124.12	141	431	191	305
ENSG00000147127.8	36	20	19	9
ENSG00000147130.14	1038	2507	1032	1220
ENSG00000147133.16	602	1569	1226	832
ENSG00000147138.3	249	45	219	21
ENSG00000147140.17	11958	23325	9507	1053
ENSG00000147144.13	475	690	285	265
ENSG00000147145.12	1	7	1	1
ENSG00000147155.11	4004	3133	1264	2913
ENSG00000147160.9	5	1	0	0
ENSG00000147162.14	5132	5794	4973	2952
ENSG00000147164.12	1212	1986	1423	1023
ENSG00000147166.11	17	159	20	37
ENSG00000147168.13	8671	259	350	34
ENSG00000147174.11	75	87	54	78
ENSG00000147180.17	61	29	18	324
ENSG00000147183.10	0	0	0	0
ENSG00000147202.18	724	1653	1464	129
ENSG00000147206.17	1	5	2	1
ENSG00000147223.6	5	27	55	6
ENSG00000147224.13	1111	2905	1971	1416
ENSG00000147231.14	43	95	93	48
ENSG00000147234.10	3	7	4	0
ENSG00000147246.10	0	0	0	0
ENSG00000147251.15	356	389	250	76
ENSG00000147255.19	470	168	124	1154
ENSG00000147256.12	0	0	0	8762
ENSG00000147257.15	62702	14650	135	25529
ENSG00000147262.4	26	0	0	0
ENSG00000147274.14	4809	4707	2616	2518
ENSG00000147316.13	386	455	247	279
ENSG00000147324.11	815	1549	682	255
ENSG00000147364.17	845	1339	1241	946
ENSG00000147378.11	30	2	19	7
ENSG00000147381.11	1	1	0	0
ENSG00000147383.11	2212	2086	1681	746
ENSG00000147394.18	231	175	97	96
ENSG00000147400.10	1077	1284	712	539
ENSG00000147403.18	50536	33553	21940	15899
ENSG00000147408.14	485	225	187	225
ENSG00000147416.11	2168	2827	1867	1516
ENSG00000147419.19	755	1464	1550	1544
ENSG00000147421.18	243	341	412	276
ENSG00000147432.7	0	0	1	0
ENSG00000147434.9	1	4	3	0
ENSG00000147437.10	44	32	21	19
ENSG00000147439.13	265	233	188	152
ENSG00000147443.13	766	573	353	75
ENSG00000147454.14	322	831	1350	415
ENSG00000147457.14	1030	1511	1029	985
ENSG00000147459.18	523	1195	1079	1168
ENSG00000147465.12	4	17	13	21
ENSG00000147471.12	947	7518	2584	1785
ENSG00000147475.17	1069	5596	2789	2472
ENSG00000147481.17	2	2	65	0
ENSG00000147485.13	27	21	18	45
ENSG00000147488.11	2	5	0	1
ENSG00000147509.14	2	8	1	0
ENSG00000147526.20	1903	11795	1608	1019
ENSG00000147533.17	119	277	237	257
ENSG00000147535.17	868	1720	1474	1131
ENSG00000147536.12	50	231	64	64
ENSG00000147548.17	768	2739	1037	692
ENSG00000147570.10	77	43	8	6
ENSG00000147571.5	0	0	0	1
ENSG00000147573.17	8240	3560	18	1910
ENSG00000147576.17	178	319	424	208
ENSG00000147586.10	432	392	137	125
ENSG00000147588.7	0	2	0	0
ENSG00000147592.9	1997	940	628	767
ENSG00000147596.4	0	0	0	0
ENSG00000147601.15	1096	989	443	528
ENSG00000147604.14	33369	20042	5186	8685
ENSG00000147606.9	68	7	12	4
ENSG00000147613.8	0	0	0	1
ENSG00000147614.4	6	22	0	9
ENSG00000147642.17	250	1402	4092	271
ENSG00000147647.13	5053	10123	10919	5462
ENSG00000147649.10	10596	10329	4276	4232
ENSG00000147650.11	332	375	31	34
ENSG00000147654.15	1853	1197	749	1229
ENSG00000147655.12	3	5	0	2
ENSG00000147669.11	4113	1992	1057	846
ENSG00000147676.14	8333	2421	1582	2241
ENSG00000147677.11	11218	7861	2604	3238
ENSG00000147679.12	912	561	257	347
ENSG00000147684.10	9689	5808	1793	5657
ENSG00000147687.19	1227	777	150	423
ENSG00000147689.16	1	2	168	2
ENSG00000147697.9	25	16	5	5
ENSG00000147724.12	1	24	57	169
ENSG00000147753.9	0	0	0	0
ENSG00000147761.8	0	0	0	0
ENSG00000147789.15	1241	606	297	284
ENSG00000147799.11	248	180	76	78
ENSG00000147804.10	2001	46	94	5
ENSG00000147813.16	2876	2918	1523	899
ENSG00000147852.16	123	19	6	37
ENSG00000147853.17	2862	4175	3895	4931
ENSG00000147854.17	829	653	546	455
ENSG00000147862.17	1208	2931	2795	1029
ENSG00000147869.5	0	0	0	0
ENSG00000147872.10	9175	11182	3214	7206
ENSG00000147873.5	2	0	0	0
ENSG00000147874.11	469	538	289	297
ENSG00000147883.12	570	441	182	136
ENSG00000147885.4	0	0	0	0
ENSG00000147889.18	817	496	361	36
ENSG00000147894.17	267	329	315	90
ENSG00000147896.3	0	0	0	0
ENSG00000147905.18	699	484	431	245
ENSG00000147912.13	285	216	102	190
ENSG00000147955.17	5941	10504	5871	5057
ENSG00000147996.16	128	102	87	63
ENSG00000148019.14	561	684	385	240
ENSG00000148053.17	8	51	91	9
ENSG00000148057.16	447	447	670	193
ENSG00000148082.10	6	14	10	96
ENSG00000148090.12	1175	504	412	582
ENSG00000148110.16	1277	940	1018	331
ENSG00000148120.17	1201	1385	1432	880
ENSG00000148123.15	1149	498	205	143
ENSG00000148136.5	0	0	0	0
ENSG00000148143.13	19	69	49	35
ENSG00000148153.14	703	622	765	472
ENSG00000148154.10	4348	3952	1504	982
ENSG00000148156.8	1	0	0	0
ENSG00000148158.17	591	687	641	462
ENSG00000148175.13	9473	4761	10729	3078
ENSG00000148180.21	4693	6898	9619	1924
ENSG00000148187.18	1274	675	572	473
ENSG00000148200.17	114	463	295	156
ENSG00000148204.12	1	3	4	1
ENSG00000148215.4	0	0	0	0
ENSG00000148218.16	2087	6310	13605	3277
ENSG00000148219.17	66	175	155	69
ENSG00000148225.16	37	136	50	7
ENSG00000148229.13	1538	2017	1040	576
ENSG00000148248.14	12397	14124	15214	10972
ENSG00000148288.13	101	89	65	37
ENSG00000148290.10	2497	2202	2436	782
ENSG00000148291.10	1186	431	201	117
ENSG00000148296.7	1798	1266	779	497
ENSG00000148297.16	1390	771	612	278
ENSG00000148300.12	1590	1249	669	333
