"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","subtype"
"TDRD1",7.02551428722712e-06,0.783708986606745,1,0.949,0.148491269974832,"O","TDRD1","C1"
"SYTL3",7.21327627528858e-06,1.1277716791341,0.991,0.847,0.1524598073545,"O","SYTL3","C1"
"PDCD4",7.36431133370719e-06,0.962586078982712,0.966,0.678,0.155652084349235,"O","PDCD4","C1"
"BPTF",7.72933827413526e-06,0.560042822578904,0.871,0.542,0.163367293762123,"O","BPTF","C1"
"PRDM4",7.73649247034498e-06,0.675171433453766,0.836,0.542,0.163518504853211,"O","PRDM4","C1"
"KIF26B",7.88553291341212e-06,1.33726666856888,0.828,0.644,0.166668623657879,"O","KIF26B","C1"
"CCDC138",7.98126334929236e-06,0.848128115827994,0.922,0.695,0.168691982150643,"O","CCDC138","C1"
"ADNP",8.07313893567703e-06,1.44733404606571,0.948,0.729,0.17063386454447,"O","ADNP","C1"
"AP1S2",8.24448255847974e-06,0.679322678168345,0.784,0.458,0.174255383356028,"O","AP1S2","C1"
"ND3",8.24674017667005e-06,1.31955238752442,1,1,0.174303100374098,"O","ND3","C1"
"CCNK",8.34060418048447e-06,0.915130303630232,0.914,0.712,0.17628700995872,"O","CCNK","C1"
"M1AP",8.3979592446515e-06,0.882112735635045,0.81,0.458,0.177499266594954,"O","M1AP","C1"
"VPS13C",8.49100900999902e-06,0.800500214228099,0.922,0.746,0.179465966435339,"O","VPS13C","C1"
"TEX15",8.58922432586859e-06,0.539385029702956,0.914,0.695,0.181541845351558,"O","TEX15","C1"
"SSFA2",8.82034377982782e-06,1.05467789250219,0.931,0.695,0.186426786130441,"O","SSFA2","C1"
"ARHGAP12",8.90703598892826e-06,0.951020332638105,0.905,0.644,0.188259112661988,"O","ARHGAP12","C1"
"RPS6KA5",9.29115804996724e-06,1.26533157196024,0.707,0.39,0.196377916544108,"O","RPS6KA5","C1"
"ENSMFAG00000002541",9.67398584283879e-06,0.939371747737315,0.862,0.559,0.204469364774241,"O","ENSMFAG00000002541","C1"
"ENSMFAG00000044756",9.67723547540247e-06,0.97016173146401,0.716,0.39,0.204538049008107,"O","ENSMFAG00000044756","C1"
"SNRK",9.82183083055475e-06,0.733064572310618,0.888,0.61,0.207594216434605,"O","SNRK","C1"
"RICTOR",9.84778485061056e-06,0.782662680747647,0.966,0.78,0.208142780602505,"O","RICTOR","C1"
"YTHDF1",9.94991632424115e-06,0.981742345220633,0.931,0.695,0.210301431429161,"O","YTHDF1","C1"
"SLC27A5",9.9504829116322e-06,0.987731382474013,1,0.949,0.210313406820258,"O","SLC27A5","C1"
"ENSMFAG00000003406",1.02297514846874e-05,1.13760148104455,0.948,0.78,0.216216027380352,"O","ENSMFAG00000003406","C1"
"CTDSPL",1.03003110503321e-05,1.13192873596524,0.707,0.424,0.217707374359818,"O","CTDSPL","C1"
"ZNF227",1.06149497826692e-05,0.896756495625625,0.862,0.61,0.224357578606495,"O","ZNF227","C1"
"MS4A4E",1.06783536012614e-05,0.876106757550718,0.784,0.508,0.225697681716261,"O","MS4A4E","C1"
"PCM1",1.14362114625744e-05,1.03809271411482,1,0.949,0.241715765472973,"O","PCM1","C1"
"PUS7L",1.15396388624784e-05,1.12593785157776,0.724,0.458,0.243901806997343,"O","PUS7L","C1"
"CDCA7L",1.17618794812847e-05,0.972522518329584,0.862,0.576,0.248599084716433,"O","CDCA7L","C1"
"NOL4",1.18024920331861e-05,1.02244907203823,0.793,0.492,0.249457471613422,"O","NOL4","C1"
"SPRTN",1.22820849071283e-05,1.22908031999135,0.862,0.678,0.259594146597064,"O","SPRTN","C1"
"CHD4",1.2429063534281e-05,1.13725328377331,0.974,0.847,0.262700686860563,"O","CHD4","C1"
"ZMYND8",1.25059198673164e-05,0.965440807237997,0.862,0.593,0.2643251223156,"O","ZMYND8","C1"
"HNRNPR",1.25620426301116e-05,0.908690432470243,0.957,0.814,0.265511333030039,"O","HNRNPR","C1"
"SPIRE2",1.28128956844415e-05,1.2515481827391,0.845,0.559,0.270813363186357,"O","SPIRE2","C1"
"ENSMFAG00000040362",1.29001932132678e-05,1.39315930705083,0.966,0.864,0.272658483755627,"O","ENSMFAG00000040362","C1"
"PPP2R3A",1.29157488541003e-05,1.07355541238814,0.853,0.492,0.272987267780264,"O","PPP2R3A","C1"
"FNBP4",1.32564958009201e-05,0.74892428932143,0.897,0.593,0.280189295248248,"O","FNBP4","C1"
"DSCR3",1.32826210076883e-05,0.870309734246587,0.957,0.763,0.2807414776185,"O","DSCR3","C1"
"SNX6",1.45458684220614e-05,0.644399024134532,0.974,0.797,0.307441474968689,"O","SNX6","C1"
"ZNRD1",1.48016775929386e-05,0.983166369777059,0.948,0.797,0.31284825760435,"O","ZNRD1","C1"
"MINDY2",1.59281219309454e-05,0.88002779637178,0.724,0.356,0.336656785132462,"O","MINDY2","C1"
"ALG11",1.59933444990695e-05,0.98941287639936,0.836,0.576,0.338035329332332,"O","ALG11","C1"
"UACA",1.63959032024173e-05,0.792209257521426,0.991,0.898,0.346543810086292,"O","UACA","C1"
"CAAP1",1.64733285978927e-05,0.742632291129732,0.914,0.61,0.348180273245059,"O","CAAP1","C1"
"BID",1.64875034941285e-05,0.6351286677334,1,0.915,0.3484798738519,"O","BID","C1"
"POLD3",1.65309567265612e-05,0.540796460680141,0.974,0.746,0.349398301372598,"O","POLD3","C1"
"TRIM13",1.65843532393973e-05,0.911509297028712,0.871,0.61,0.350526890067901,"O","TRIM13","C1"
"PHF3",1.68939623588746e-05,0.914919149468508,0.931,0.729,0.357070788417173,"O","PHF3","C1"
"OSBPL10",1.6982933924939e-05,0.991446357789562,0.879,0.644,0.358951291437511,"O","OSBPL10","C1"
"SNX13",1.70133040290505e-05,0.8234082507183,0.931,0.678,0.359593193958011,"O","SNX13","C1"
"VAV3",1.72116865042097e-05,0.898171448769497,0.948,0.763,0.363786205952977,"O","VAV3","C1"
"FNDC3A",1.72989103771967e-05,0.910420015681487,0.966,0.797,0.365629769732429,"O","FNDC3A","C1"
"PTPRT",1.84874261392029e-05,0.877262071988477,0.836,0.508,0.390750238878193,"O","PTPRT","C1"
"PCLO",1.94910693927669e-05,0.731565577468008,0.948,0.746,0.411963242685521,"O","PCLO","C1"
"MXI1",1.963480066216e-05,0.947372037446303,0.75,0.407,0.415001146795414,"O","MXI1","C1"
"MBTD1",2.02794168574718e-05,1.03466336823959,0.828,0.593,0.428625754699525,"O","MBTD1","C1"
"PEX1",2.06271663986454e-05,0.938209984937281,0.716,0.39,0.435975789001768,"O","PEX1","C1"
"RARS2",2.06375778713837e-05,0.807914204263707,0.957,0.797,0.436195845889566,"O","RARS2","C1"
"SMPD3",2.06761817253691e-05,0.898986866108334,0.974,0.898,0.437011776947402,"O","SMPD3","C1"
"INTS6",2.07022895154683e-05,0.854749296772021,0.931,0.678,0.437563591198939,"O","INTS6","C1"
"ENSMFAG00000027683",2.07590025507313e-05,1.71573994303626,0.931,0.78,0.438762277912258,"O","ENSMFAG00000027683","C1"
"ITGBL1",2.10210352248643e-05,0.95475323178791,0.974,0.898,0.444300600512732,"O","ITGBL1","C1"
"SF3A3",2.24291293042324e-05,0.721596643241605,1,0.932,0.474062076974257,"O","SF3A3","C1"
"TPGS2",2.28219639113862e-05,0.881331151112793,0.905,0.644,0.48236502923106,"O","TPGS2","C1"
"WNK1",2.30865020821671e-05,1.14767137743081,0.914,0.644,0.487956308008683,"O","WNK1","C1"
"FER1L6",2.32368424601773e-05,1.09774903016026,0.871,0.729,0.491133902238308,"O","FER1L6","C1"
"SCAPER",2.34786384757311e-05,0.979303517560453,0.931,0.797,0.496244502823052,"O","SCAPER","C1"
"IDO2",2.44145547576248e-05,1.43093250260625,0.983,0.966,0.516026029357158,"O","IDO2","C1"
"SFRP4",2.45220785967763e-05,1.3596487927023,0.81,0.559,0.518298653221463,"O","SFRP4","C1"
"GPATCH8",2.47054365601578e-05,0.848847097005219,1,0.864,0.522174107135495,"O","GPATCH8","C1"
"TRIM33",2.4726159967713e-05,0.831772496418447,0.922,0.763,0.522612117077581,"O","TRIM33","C1"
"PCID2",2.47888580208449e-05,0.645204025785308,0.974,0.78,0.523937303128579,"O","PCID2","C1"
"BLZF1",2.50586279222349e-05,1.0260030885331,0.707,0.407,0.529639159764356,"O","BLZF1","C1"
"ACTN1",2.52966637394727e-05,0.899431205166886,0.845,0.61,0.534670284797495,"O","ACTN1","C1"
"UBTD2",2.5913043419634e-05,0.581095564659677,0.957,0.763,0.547698085717385,"O","UBTD2","C1"
"CNOT6L",2.62961919749384e-05,1.37745324096027,0.845,0.678,0.555796313582298,"O","CNOT6L","C1"
"UFL1",2.69766306711773e-05,0.734291202390711,0.983,0.746,0.570178065866004,"O","UFL1","C1"
"TMEM109",2.72960869514241e-05,1.01681580064981,0.853,0.678,0.5769300938053,"O","TMEM109","C1"
"FEZ2",2.80571837253089e-05,0.834369824966782,0.853,0.627,0.593016635218128,"O","FEZ2","C1"
"PCYOX1",2.93953007736585e-05,1.03547822562771,0.828,0.559,0.621299077152045,"O","PCYOX1","C1"
"HEXIM2",2.95891031041283e-05,1.06253972505348,0.897,0.678,0.625395283208855,"O","HEXIM2","C1"
"PPIP5K2",3.00084833277302e-05,0.62131705674327,0.948,0.797,0.634259303614906,"O","PPIP5K2","C1"
"FAM76B",3.07795525026184e-05,1.1384301242003,0.836,0.661,0.650556621695343,"O","FAM76B","C1"
"ARHGAP18",3.15523770272672e-05,0.692065128932494,1,0.966,0.666891040848319,"O","ARHGAP18","C1"
"TGOLN2",3.21004421441232e-05,0.869050851889976,0.966,0.797,0.678474945158189,"O","TGOLN2","C1"
"U2SURP",3.21019622478621e-05,0.771219208414777,1,0.898,0.678507074070813,"O","U2SURP","C1"
"ZNF232",3.26000734736887e-05,0.808040852934668,0.836,0.559,0.689035152939884,"O","ZNF232","C1"
"DTNA",3.27312247196247e-05,0.682923675745517,0.871,0.627,0.691807165673987,"O","DTNA","C1"
"NUDCD1",3.37410852429012e-05,1.14996105905243,0.922,0.814,0.71315157769396,"O","NUDCD1","C1"
"EIF3C",3.41449473453247e-05,0.885681332080323,1,0.864,0.721687607090783,"O","EIF3C","C1"
"SLC12A6",3.4653317021276e-05,0.822207929024096,0.81,0.492,0.73243250856169,"O","SLC12A6","C1"
"CSTF1",3.48485483346854e-05,0.753028681967361,0.966,0.847,0.736558917601911,"O","CSTF1","C1"
"ENSMFAG00000001740",3.49089299448986e-05,0.693662058325662,1,1,0.737835143315377,"O","ENSMFAG00000001740","C1"
"RAP2A",3.50476236615979e-05,0.830399752198434,0.879,0.627,0.740766573711533,"O","RAP2A","C1"
"ETS2",3.50929839837597e-05,1.38750599259374,0.707,0.424,0.741725309480745,"O","ETS2","C1"
"ENSMFAG00000041214",3.52085010173667e-05,0.902693633679216,0.888,0.644,0.744166877503063,"O","ENSMFAG00000041214","C1"
"DCTPP1",3.52424335229802e-05,0.601076746800559,0.957,0.763,0.744884074941708,"O","DCTPP1","C1"
"PTGS2",3.54094637109324e-05,0.836861436066416,1,1,0.748414424994266,"O","PTGS2","C1"
"USP7",3.5603690510949e-05,0.753066463038155,0.991,0.915,0.752519602639418,"O","USP7","C1"
"SMG1",3.58408331467597e-05,1.0004877249005,0.888,0.559,0.757531849389913,"O","SMG1","C1"
"VPS4B",3.68632996891558e-05,0.95335446444242,0.948,0.814,0.779142702229997,"O","VPS4B","C1"
"ENSMFAG00000036904",3.79786425328436e-05,0.753483327396969,0.828,0.525,0.802716588574183,"O","ENSMFAG00000036904","C1"
"YME1L1",3.86061953405714e-05,0.943066567831724,0.94,0.695,0.815980544718317,"O","YME1L1","C1"
"CAMLG",3.87380985505781e-05,0.706812534438055,1,0.932,0.818768450965018,"O","CAMLG","C1"
"SLC39A10",3.87932042818061e-05,0.820065425775641,0.948,0.746,0.819933165700255,"O","SLC39A10","C1"
"GNAL",3.88480443187209e-05,0.76990305001279,0.75,0.424,0.821092264720484,"O","GNAL","C1"
"AP3M2",3.99109402474327e-05,1.07089558286335,0.819,0.559,0.843557633069738,"O","AP3M2","C1"
"TAF5",4.0235577113074e-05,0.959117339161807,0.845,0.61,0.850419157861932,"O","TAF5","C1"
"TRAF5",4.02922848360621e-05,1.38258712675561,0.733,0.458,0.851617732295008,"O","TRAF5","C1"
"EPHX1",4.05640418583862e-05,0.533027753422309,0.879,0.559,0.85736158871885,"O","EPHX1","C1"
"LAS1L",4.16342138657484e-05,0.902608972210412,0.922,0.678,0.879980744266458,"O","LAS1L","C1"
"KATNA1",4.22165230769094e-05,0.680733725175381,0.845,0.593,0.892288431753557,"O","KATNA1","C1"
"APC",4.27485029486503e-05,0.652965822538205,0.897,0.729,0.903532358322673,"O","APC","C1"
"DNM1L",4.43760400797981e-05,0.745173247189253,0.991,0.864,0.937931983126612,"O","DNM1L","C1"
"ACTL6A",4.48598534596664e-05,0.692347326598048,0.991,0.864,0.948157862723509,"O","ACTL6A","C1"
"PCGF1",4.65190097163301e-05,0.938990314641412,0.828,0.576,0.983225789364354,"O","PCGF1","C1"
"DICER1",4.67023415208244e-05,0.776508907881485,0.948,0.746,0.987100690384145,"O","DICER1","C1"
"ZNF528",4.76286653279686e-05,0.657702105562617,0.905,0.593,1,"O","ZNF528","C1"
"NFATC3",4.78813671000318e-05,0.847143246300118,0.707,0.339,1,"O","NFATC3","C1"
"UBAP2L",4.99824397100069e-05,0.903102856071904,0.922,0.746,1,"O","UBAP2L","C1"
"ENSMFAG00000043384",5.12266262857694e-05,1.37729063293564,0.931,0.78,1,"O","ENSMFAG00000043384","C1"
"KATNAL1",5.16230890545161e-05,0.697530512102386,0.948,0.814,1,"O","KATNAL1","C1"
"CCDC91",5.18609461745497e-05,0.792729013475789,0.948,0.814,1,"O","CCDC91","C1"
"ATP2C2",5.21287438336487e-05,1.08027570762777,0.905,0.797,1,"O","ATP2C2","C1"
"KRAS",5.36797920591608e-05,0.75004645460348,0.931,0.695,1,"O","KRAS","C1"
"COQ5",5.42563744257767e-05,1.19279367182856,0.914,0.746,1,"O","COQ5","C1"
"PNISR",5.44499147070652e-05,0.672008734122342,1,0.949,1,"O","PNISR","C1"
"SDAD1",5.51683457375118e-05,0.924241939623552,0.974,0.847,1,"O","SDAD1","C1"
"TMCC1",5.58364237516288e-05,0.589988042045462,0.905,0.695,1,"O","TMCC1","C1"
"LIPN",5.59017032063e-05,0.771572750410773,0.819,0.508,1,"O","LIPN","C1"
"PIAS1",5.65343875588595e-05,0.517135812175997,0.948,0.678,1,"O","PIAS1","C1"
"CIPC",5.67549788129575e-05,0.754103379860395,0.819,0.525,1,"O","CIPC","C1"
"Hsp90ab1",5.71738243040445e-05,0.646526028367772,1,0.983,1,"O","Hsp90ab1","C1"
"CSNK1G3",5.77319753351013e-05,0.764772869051098,0.931,0.729,1,"O","CSNK1G3","C1"
"ASCC3",5.80601360529374e-05,0.694886550530724,0.931,0.712,1,"O","ASCC3","C1"
"AQR",6.2614069612277e-05,0.802495367301413,0.845,0.576,1,"O","AQR","C1"
"CMC2",6.2697897755723e-05,0.838404118188813,0.983,0.864,1,"O","CMC2","C1"
"APPL2",6.29786980351572e-05,0.902802272677464,0.784,0.576,1,"O","APPL2","C1"
"PTPN3",6.37788839105692e-05,0.868114424673649,0.94,0.797,1,"O","PTPN3","C1"
"EXOC3L2",6.47158378600958e-05,0.617065296319708,0.905,0.746,1,"O","EXOC3L2","C1"
"SPEN",6.5417295821364e-05,1.20222138291867,0.741,0.525,1,"O","SPEN","C1"
"TBC1D1",6.58727794350237e-05,0.844188218307461,0.888,0.678,1,"O","TBC1D1","C1"
"WDR11",6.73056289707614e-05,0.899820682094726,0.776,0.525,1,"O","WDR11","C1"
"C10orf76",6.7454337500198e-05,0.942153410156907,0.75,0.508,1,"O","C10orf76","C1"
"SF3A1",6.85819713422035e-05,0.863260329054013,0.957,0.78,1,"O","SF3A1","C1"
"WDHD1",6.86892859172101e-05,0.768721084870106,0.948,0.746,1,"O","WDHD1","C1"
"PITRM1",6.90429479527241e-05,0.669587416023134,0.983,0.814,1,"O","PITRM1","C1"
"IRF2",6.97158308366648e-05,0.968267970728768,0.931,0.78,1,"O","IRF2","C1"
"DDX39B",7.09168091274398e-05,0.764195485704965,0.905,0.678,1,"O","DDX39B","C1"
"SENP6",7.11029086716936e-05,0.903503919635536,0.879,0.661,1,"O","SENP6","C1"
"ENSMFAG00000035429",7.47240617133334e-05,0.881588569544962,0.81,0.542,1,"O","ENSMFAG00000035429","C1"
"NAA35",7.52248532551708e-05,0.623773072620648,0.991,0.881,1,"O","NAA35","C1"
"UBL3",7.53406711752484e-05,1.04032761754147,0.879,0.644,1,"O","UBL3","C1"
"PHAX",7.66802497119708e-05,0.608144932596795,0.991,0.932,1,"O","PHAX","C1"
"STRBP",7.71805602495224e-05,0.816747575980954,0.974,0.881,1,"O","STRBP","C1"
"IREB2",7.76339638252644e-05,0.732578033110642,0.853,0.627,1,"O","IREB2","C1"
"CDCA8",7.8938903853741e-05,0.945729845353521,0.948,0.831,1,"O","CDCA8","C1"
"DIAPH3",7.89631851238592e-05,0.699451634347789,0.931,0.712,1,"O","DIAPH3","C1"
"MCM8",7.99468626888201e-05,0.747848110335108,0.922,0.746,1,"O","MCM8","C1"
"TP53INP1",8.03516911875564e-05,1.0850877860837,0.784,0.508,1,"O","TP53INP1","C1"
"TNRC18",8.43389231451797e-05,1.15788271522197,0.862,0.61,1,"O","TNRC18","C1"
"GIGYF2",8.58922322280349e-05,0.829560141178207,0.966,0.831,1,"O","GIGYF2","C1"
"THOC1",8.87227030578555e-05,0.760537192806788,0.957,0.78,1,"O","THOC1","C1"
"ENSMFAG00000003472",8.936878589882e-05,0.685195830968621,0.974,0.898,1,"O","ENSMFAG00000003472","C1"
"ACIN1",9.16505485757943e-05,0.77097254767295,0.957,0.847,1,"O","ACIN1","C1"
"EPB41L5",9.17004455899355e-05,0.856879455298964,0.94,0.746,1,"O","EPB41L5","C1"
"NEIL3",9.22162485603331e-05,1.03215590958913,0.966,0.932,1,"O","NEIL3","C1"
"TDP2",9.4163076071484e-05,0.794465990074396,0.948,0.814,1,"O","TDP2","C1"
"KMT2E",9.42300831939447e-05,0.697515708159197,0.983,0.831,1,"O","KMT2E","C1"
"NAA25",9.45819957217089e-05,1.10695081327893,0.81,0.644,1,"O","NAA25","C1"
"DMTF1",9.48593911402835e-05,0.778868718547109,0.81,0.542,1,"O","DMTF1","C1"
"KLF5",9.50826148484019e-05,0.715299341744936,0.948,0.729,1,"O","KLF5","C1"
"RAB33A",9.55445885341816e-05,1.24229522683414,0.836,0.559,1,"O","RAB33A","C1"
"ENSMFAG00000034356",9.57224927351624e-05,0.9384876044852,1,0.983,1,"O","ENSMFAG00000034356","C1"
"URI1",9.77133989742383e-05,0.803506844690069,0.922,0.729,1,"O","URI1","C1"
"ZNF805",9.80150686822371e-05,0.821199703018686,0.759,0.542,1,"O","ZNF805","C1"
"ANKRD10",9.99453850643453e-05,0.72320877870548,0.957,0.847,1,"O","ANKRD10","C1"
"CYFIP1",0.000101047117133822,0.884874582189747,0.966,0.831,1,"O","CYFIP1","C1"
"ENSMFAG00000039348",0.000103028828033327,0.500032043715975,0.966,0.847,1,"O","ENSMFAG00000039348","C1"
"JAK1",0.000104654776221667,0.59847999575423,0.966,0.763,1,"O","JAK1","C1"
"ENSMFAG00000035291",0.000105286514904896,1.16101681463187,0.922,0.797,1,"O","ENSMFAG00000035291","C1"
"AICDA",0.00010631613075946,1.47124525090898,0.974,0.932,1,"O","AICDA","C1"
"CCDC137",0.0001064136672041,0.747025231500243,0.948,0.763,1,"O","CCDC137","C1"
"EFNA3",0.000106426923598611,0.752038166141813,0.776,0.508,1,"O","EFNA3","C1"
"ATF7IP",0.000106631951486884,0.755116307718788,0.845,0.559,1,"O","ATF7IP","C1"
"HELZ",0.000107213285873741,0.561329980859525,0.862,0.525,1,"O","HELZ","C1"
"ENSMFAG00000031069",0.000108224549082144,0.501197775429503,1,1,1,"O","ENSMFAG00000031069","C1"
"NTNG2",0.000108444002741822,1.03389902948294,0.716,0.441,1,"O","NTNG2","C1"
"ENSMFAG00000021078",0.000108979586345937,1.11682579044649,0.991,0.915,1,"O","ENSMFAG00000021078","C1"
"ZFP36L1",0.000108987142729091,1.07948850964847,0.871,0.61,1,"O","ZFP36L1","C1"
"LRRC40",0.000109982543621763,0.739136330911669,0.922,0.712,1,"O","LRRC40","C1"
"USP14",0.000110198847493993,0.570881556370517,0.983,0.797,1,"O","USP14","C1"
"AGK",0.000111457348997357,0.79273817515753,0.931,0.814,1,"O","AGK","C1"
"NID2",0.000112478617926897,0.596992908011579,0.914,0.695,1,"O","NID2","C1"
"ZNF385B",0.000112608799544136,0.769510246412287,0.767,0.458,1,"O","ZNF385B","C1"
"TBRG1",0.000112922026324439,0.61783645032551,0.991,0.881,1,"O","TBRG1","C1"
"FCGR2B",0.000113442287736131,1.16934562361336,0.983,0.949,1,"O","FCGR2B","C1"
"SRSF5",0.000114288760903762,0.629629351064633,0.966,0.864,1,"O","SRSF5","C1"
"DDX17",0.000114640142953311,0.898280325041549,0.94,0.78,1,"O","DDX17","C1"
"BROX",0.000115926783754347,0.828882925068353,0.862,0.61,1,"O","BROX","C1"
"HIRIP3",0.000117601023430359,0.749883035685769,0.991,0.898,1,"O","HIRIP3","C1"
"TMOD1",0.000118726283991231,0.808996259693121,0.871,0.61,1,"O","TMOD1","C1"
"ENSMFAG00000035809",0.00012157774596042,0.790715039324541,0.853,0.593,1,"O","ENSMFAG00000035809","C1"
"NR3C1",0.000121928510355093,0.929536081604497,0.759,0.492,1,"O","NR3C1","C1"
"SCAMP1",0.000122042215158868,0.750208506797537,0.922,0.78,1,"O","SCAMP1","C1"
"CTTNBP2",0.000126512333850532,0.742890585263873,0.75,0.475,1,"O","CTTNBP2","C1"
"EFHD1",0.000127571248161254,1.12550098282295,0.983,0.881,1,"O","EFHD1","C1"
"USP8",0.000128082324539632,0.696579476806382,0.991,0.983,1,"O","USP8","C1"
"DCAF17",0.000128159338813982,0.976209830591293,0.836,0.678,1,"O","DCAF17","C1"
"MTF2",0.000129591981212694,0.652515407752174,0.983,0.898,1,"O","MTF2","C1"
"SASS6",0.000133686288949538,0.516558238237582,1,0.915,1,"O","SASS6","C1"
"STK4",0.000135438678117286,0.623364508980353,0.853,0.61,1,"O","STK4","C1"
"PSMD3",0.000135457278482799,0.934396095227349,0.966,0.864,1,"O","PSMD3","C1"
"CTDSPL2",0.000135813351572063,0.959123878184723,0.991,0.864,1,"O","CTDSPL2","C1"
"SLC6A16",0.000139004717378371,0.871986616237916,0.759,0.559,1,"O","SLC6A16","C1"
"CALM2",0.000140150941426335,0.800118543488873,1,0.983,1,"O","CALM2","C1"
"KCNIP4",0.000141077096996046,0.666102349275218,0.983,0.847,1,"O","KCNIP4","C1"
"PPFIBP1",0.000145545796303887,0.92160130762358,0.922,0.678,1,"O","PPFIBP1","C1"
"ELF4",0.000148999285327675,1.15129924372306,0.974,0.898,1,"O","ELF4","C1"
"SRRT",0.000149141639475084,0.794341121232957,0.879,0.661,1,"O","SRRT","C1"
"PHF21A",0.000149339197008453,0.855270907717188,0.724,0.407,1,"O","PHF21A","C1"
"SLC8A1",0.000149653514039961,0.915042062159988,0.957,0.797,1,"O","SLC8A1","C1"
"TAX1BP1",0.000151268167772037,0.545407716020329,1,0.932,1,"O","TAX1BP1","C1"
"NOL4L",0.000151438074714088,0.58959894566715,0.922,0.695,1,"O","NOL4L","C1"
"LARP1B",0.000152316020409413,0.720477173062088,0.871,0.61,1,"O","LARP1B","C1"
"PTPRB",0.000152472300465413,0.597926118144784,0.862,0.576,1,"O","PTPRB","C1"
"DCP1A",0.000152749918530523,0.738152424999469,0.81,0.559,1,"O","DCP1A","C1"
"RHOBTB3",0.000153117875060358,0.851280513296861,0.897,0.729,1,"O","RHOBTB3","C1"
"CUL5",0.000154143552904213,0.70875830259074,0.957,0.881,1,"O","CUL5","C1"
"TCF7L2",0.000156324432070498,0.81634293064649,0.75,0.492,1,"O","TCF7L2","C1"
"SMIM8",0.000156830996087428,0.632585350112318,0.948,0.729,1,"O","SMIM8","C1"
"TDRD5",0.000158017572814862,0.569924884782822,0.957,0.847,1,"O","TDRD5","C1"
"C2orf40",0.000160822826323279,0.767722668219339,0.991,0.847,1,"O","C2orf40","C1"
"CEP85",0.000161049952149923,0.697340644002944,0.957,0.78,1,"O","CEP85","C1"
"SPIRE1",0.000166073001881236,1.14390621180269,0.784,0.559,1,"O","SPIRE1","C1"
"PPP4R2",0.000166375569123283,0.765513330061025,0.966,0.814,1,"O","PPP4R2","C1"
"DHX40",0.000169908171402949,0.849748768346255,0.922,0.746,1,"O","DHX40","C1"
"RAB20",0.000169983439697889,0.677988975202549,0.776,0.559,1,"O","RAB20","C1"
"EXOC6",0.000171963580089899,1.05675575024353,0.845,0.661,1,"O","EXOC6","C1"
"WWOX",0.000172348944009085,0.834716205944924,0.879,0.593,1,"O","WWOX","C1"
"BMX",0.000172465235851814,1.24627538173649,0.716,0.441,1,"O","BMX","C1"
"FBXO25",0.000173863490468262,0.647666993645425,0.983,0.898,1,"O","FBXO25","C1"
"INSIG1",0.000178628091375894,0.818935917175417,0.75,0.508,1,"O","INSIG1","C1"
"RNF8",0.000179328983622709,0.582615328044454,0.983,0.864,1,"O","RNF8","C1"
"SESTD1",0.000179368042118233,0.855047383401589,0.871,0.678,1,"O","SESTD1","C1"
"SVIP",0.000179695809833508,0.592778789876192,0.974,0.814,1,"O","SVIP","C1"
"MPHOSPH10",0.000180586080496295,0.67294254513858,0.991,0.932,1,"O","MPHOSPH10","C1"
