"","status","family","pval","qval","gene_short_name","num_cells_expressed","use_for_ordering"
"IL4R","OK","negbinomial.size",9.9281971775855e-08,3.98197077568698e-06,"IL4R",158,TRUE
"PIM1","OK","negbinomial.size",1.06840287221089e-07,4.26869929172993e-06,"PIM1",489,TRUE
"SAMHD1","OK","negbinomial.size",1.17703686843509e-07,4.68478643665691e-06,"SAMHD1",641,TRUE
"CISD3","OK","negbinomial.size",1.20024510088441e-07,4.75899464335463e-06,"CISD3",339,TRUE
"CHST12","OK","negbinomial.size",1.21549980829692e-07,4.80122424277285e-06,"CHST12",308,TRUE
"YBX3","OK","negbinomial.size",1.24932207994913e-07,4.91620024517343e-06,"YBX3",275,TRUE
"GIMAP6","OK","negbinomial.size",1.44856663291104e-07,5.67881686014901e-06,"GIMAP6",265,TRUE
"RNF125","OK","negbinomial.size",1.46010111975092e-07,5.70259718230808e-06,"RNF125",171,FALSE
"PWP1","OK","negbinomial.size",1.46729922077311e-07,5.70932696799327e-06,"PWP1",167,FALSE
"PRKCH","OK","negbinomial.size",1.54260676993041e-07,5.98003843748488e-06,"PRKCH",334,TRUE
"RNF11","OK","negbinomial.size",1.57765197446073e-07,6.09324251469501e-06,"RNF11",170,TRUE
"KLRC1","OK","negbinomial.size",1.61681061687861e-07,6.22143952502219e-06,"KLRC1",51,TRUE
"SLAMF7","OK","negbinomial.size",1.65889374142364e-07,6.35990585866386e-06,"SLAMF7",74,TRUE
"NPRL2","OK","negbinomial.size",1.78815169831254e-07,6.80541821532962e-06,"NPRL2",144,TRUE
"KCNG1","OK","negbinomial.size",1.78554594150495e-07,6.80541821532962e-06,"KCNG1",23,TRUE
"SEL1L3","OK","negbinomial.size",1.8112492881552e-07,6.86825730068453e-06,"SEL1L3",91,TRUE
"FLNA","OK","negbinomial.size",1.83489056351149e-07,6.91062805232023e-06,"FLNA",561,TRUE
"LGALS3","OK","negbinomial.size",1.83567699510232e-07,6.91062805232023e-06,"LGALS3",650,TRUE
"COBLL1","OK","negbinomial.size",1.98510907371902e-07,7.44630123048271e-06,"COBLL1",27,TRUE
"CA2","OK","negbinomial.size",2.00563360298773e-07,7.49632516557564e-06,"CA2",49,TRUE
"RAP1B","OK","negbinomial.size",2.0515589016675e-07,7.64059150949595e-06,"RAP1B",959,TRUE
"MIB2","OK","negbinomial.size",2.12216946039184e-07,7.87543883735448e-06,"MIB2",171,TRUE
"TNFRSF1B","OK","negbinomial.size",2.26395697992321e-07,8.37182389597138e-06,"TNFRSF1B",377,TRUE
"NR2C1","OK","negbinomial.size",2.37467938753715e-07,8.75023203294607e-06,"NR2C1",49,TRUE
"KIAA0226L","OK","negbinomial.size",2.46531146996215e-07,9.0522070453399e-06,"KIAA0226L",55,TRUE
"CEBPD","OK","negbinomial.size",2.49774725255447e-07,9.13912573671511e-06,"CEBPD",593,TRUE
"GRAP2","OK","negbinomial.size",2.53116756880457e-07,9.22902636625667e-06,"GRAP2",292,TRUE
"CMTM3","OK","negbinomial.size",2.63764928634371e-07,9.5837654209032e-06,"CMTM3",416,TRUE
"APOBEC3G","OK","negbinomial.size",2.75414718330974e-07,9.972307926234e-06,"APOBEC3G",572,TRUE
"XBP1","OK","negbinomial.size",2.81917776348949e-07,1.01724518054216e-05,"XBP1",754,TRUE
"IL10RA","OK","negbinomial.size",2.84968233088486e-07,1.02470646022301e-05,"IL10RA",559,FALSE
"ACBD3","OK","negbinomial.size",2.87631271474051e-07,1.03072814396268e-05,"ACBD3",56,TRUE
"TSC22D1","OK","negbinomial.size",2.96139124294669e-07,1.05758177676192e-05,"TSC22D1",50,TRUE
"FKBP11","OK","negbinomial.size",3.10546646515279e-07,1.10524929346803e-05,"FKBP11",354,TRUE
"CAPG","OK","negbinomial.size",3.13895864016311e-07,1.11336941155173e-05,"CAPG",614,TRUE
"BCL7A","OK","negbinomial.size",3.21439233935587e-07,1.13626045134925e-05,"BCL7A",48,TRUE
"CDC42EP3","OK","negbinomial.size",3.44757251102163e-07,1.21457047786938e-05,"CDC42EP3",327,TRUE
"SIGIRR","OK","negbinomial.size",3.46966895265195e-07,1.21823932115335e-05,"SIGIRR",598,FALSE
"RORA","OK","negbinomial.size",3.49626507503469e-07,1.22345812759939e-05,"RORA",307,TRUE
"CTBP2","OK","negbinomial.size",4.68405293104312e-07,1.63362220618454e-05,"CTBP2",61,TRUE
"CMC1","OK","negbinomial.size",4.80652813484308e-07,1.66920742056591e-05,"CMC1",245,TRUE
"DGKZ","OK","negbinomial.size",4.81809967002627e-07,1.66920742056591e-05,"DGKZ",261,TRUE
"DHRS7","OK","negbinomial.size",6.1262547201102e-07,2.11538358348706e-05,"DHRS7",844,FALSE
"TMEM154","OK","negbinomial.size",6.17035752488757e-07,2.1235804709415e-05,"TMEM154",190,TRUE
"GBP2","OK","negbinomial.size",6.47477842905947e-07,2.22101939007343e-05,"GBP2",518,TRUE
"RAB9A","OK","negbinomial.size",6.96423952923918e-07,2.38108491183299e-05,"RAB9A",214,TRUE
"MLLT11","OK","negbinomial.size",7.29379826448195e-07,2.48561203601365e-05,"MLLT11",83,TRUE
"MYC","OK","negbinomial.size",7.5769737806629e-07,2.57370301578999e-05,"MYC",389,TRUE
"TBX21","OK","negbinomial.size",7.89292323639304e-07,2.67231829575022e-05,"TBX21",118,TRUE
"AOAH","OK","negbinomial.size",8.11716571316684e-07,2.73934640960854e-05,"AOAH",333,TRUE
"C12orf75","OK","negbinomial.size",8.79663287059956e-07,2.95907379272943e-05,"C12orf75",363,TRUE
"CD200","OK","negbinomial.size",9.24327899615135e-07,3.09932197337191e-05,"CD200",45,TRUE
"EID2","OK","negbinomial.size",9.55171857340648e-07,3.19247824626547e-05,"EID2",20,TRUE
"CD97","OK","negbinomial.size",9.61324854509282e-07,3.20277814147693e-05,"CD97",595,TRUE
"APBA2","OK","negbinomial.size",9.99406935130222e-07,3.31904952851527e-05,"APBA2",139,TRUE
"RGS18","OK","negbinomial.size",1.05885894468123e-06,3.50532732543996e-05,"RGS18",89,TRUE
"HLA-DQB2","OK","negbinomial.size",1.13680964232848e-06,3.75147181968399e-05,"HLA-DQB2",71,TRUE
"TNFRSF25","OK","negbinomial.size",1.26440777630228e-06,4.15938305718619e-05,"TNFRSF25",168,TRUE
"ITGAL","OK","negbinomial.size",1.31553244716125e-06,4.31395357201179e-05,"ITGAL",271,TRUE
"C15orf57","OK","negbinomial.size",1.32195199938952e-06,4.32141550145263e-05,"C15orf57",210,TRUE
"IFNGR2","OK","negbinomial.size",1.35224933303121e-06,4.40664251401545e-05,"IFNGR2",415,TRUE
"RCBTB2","OK","negbinomial.size",1.38353933136086e-06,4.49456328580405e-05,"RCBTB2",168,TRUE
"FKBP5","OK","negbinomial.size",1.45025006501704e-06,4.69664834720425e-05,"FKBP5",214,TRUE
"KIAA0040","OK","negbinomial.size",1.46681317474355e-06,4.72251479756696e-05,"KIAA0040",164,TRUE
"EARS2","OK","negbinomial.size",1.46729458612552e-06,4.72251479756696e-05,"EARS2",14,FALSE
"IFNG","OK","negbinomial.size",1.50095066818589e-06,4.81597340548999e-05,"IFNG",64,TRUE
"GIMAP2","OK","negbinomial.size",1.54384343436208e-06,4.93840470353612e-05,"GIMAP2",517,TRUE
"SH3BGRL3","OK","negbinomial.size",1.56894553667832e-06,4.97293740318588e-05,"SH3BGRL3",2265,TRUE
"RAMP1","OK","negbinomial.size",1.56677706389087e-06,4.97293740318588e-05,"RAMP1",42,TRUE
"RGS3","OK","negbinomial.size",1.56776384851447e-06,4.97293740318588e-05,"RGS3",86,TRUE
"DIAPH1","OK","negbinomial.size",1.58479119007848e-06,5.00794016064798e-05,"DIAPH1",237,FALSE
"ARL4A","OK","negbinomial.size",1.64698004902851e-06,5.18873352002093e-05,"ARL4A",407,TRUE
"WARS2","OK","negbinomial.size",1.66242867991605e-06,5.22162839583272e-05,"WARS2",33,FALSE
"TMEM140","OK","negbinomial.size",1.67921244444316e-06,5.2585067179139e-05,"TMEM140",81,TRUE
"LITAF","OK","negbinomial.size",1.7364440487969e-06,5.42144866492638e-05,"LITAF",823,TRUE
"ARPC5L","OK","negbinomial.size",1.75843960287955e-06,5.47373378472477e-05,"ARPC5L",491,TRUE
"PGRMC1","OK","negbinomial.size",1.85068253018596e-06,5.74372542404143e-05,"PGRMC1",107,TRUE
"CHPF2","OK","negbinomial.size",1.87920836909597e-06,5.81495100087026e-05,"CHPF2",60,FALSE
"KIR3DL2","OK","negbinomial.size",1.94415013746033e-06,5.99810580870896e-05,"KIR3DL2",44,TRUE
"IFT57","OK","negbinomial.size",1.96010891286742e-06,6.02950316913907e-05,"IFT57",214,TRUE
"SYNGR1","OK","negbinomial.size",2.09205895589864e-06,6.41646788003264e-05,"SYNGR1",89,TRUE
"VIPR1","OK","negbinomial.size",2.1734140127489e-06,6.64644027124503e-05,"VIPR1",44,TRUE
"PTGDS","OK","negbinomial.size",2.28895602387018e-06,6.97930801664275e-05,"PTGDS",32,TRUE
"SH2D1B","OK","negbinomial.size",2.32581542739354e-06,7.07102136351599e-05,"SH2D1B",63,TRUE
"STAG3","OK","negbinomial.size",2.45951101119399e-06,7.45575023974735e-05,"STAG3",36,FALSE
"MACROD2","OK","negbinomial.size",2.51865801025124e-06,7.61291760315939e-05,"MACROD2",20,TRUE
"RP11-693J15.5","OK","negbinomial.size",2.53034292855126e-06,7.62613180894005e-05,"RP11-693J15.5",47,TRUE
"CAPN2","OK","negbinomial.size",2.67995430856948e-06,8.05376470598343e-05,"CAPN2",586,FALSE
"SLA2","OK","negbinomial.size",3.07935839285069e-06,9.22745670133534e-05,"SLA2",117,TRUE
"IQGAP2","OK","negbinomial.size",3.21770245857749e-06,9.61438430889573e-05,"IQGAP2",217,TRUE
"C17orf59","OK","negbinomial.size",3.31382903387168e-06,9.87331690434681e-05,"C17orf59",116,TRUE
"BTLA","OK","negbinomial.size",3.33869257647587e-06,9.91905589387191e-05,"BTLA",59,TRUE
"KLRF1","OK","negbinomial.size",3.58852363355162e-06,0.000106310012643967,"KLRF1",62,TRUE
"SIAH2","OK","negbinomial.size",3.65940403383501e-06,0.000108102734461279,"SIAH2",316,FALSE
"PTMS","OK","negbinomial.size",3.6706033890859e-06,0.000108127265936124,"PTMS",73,TRUE
"SSBP3","OK","negbinomial.size",3.91057458153646e-06,0.000114871751369753,"SSBP3",84,FALSE
"RP11-222K16.2","OK","negbinomial.size",4.40175371658184e-06,0.000128936763360998,"RP11-222K16.2",48,TRUE
"ACTN1","OK","negbinomial.size",4.41836128938101e-06,0.000129060704553684,"ACTN1",195,TRUE
"STX11","OK","negbinomial.size",4.61455142218459e-06,0.00013368563183507,"STX11",352,TRUE
"NCOA4","OK","negbinomial.size",4.61515414850644e-06,0.00013368563183507,"NCOA4",380,TRUE
"BIN2","OK","negbinomial.size",4.60082004789396e-06,0.00013368563183507,"BIN2",975,TRUE
"RP11-47L3.1","OK","negbinomial.size",4.67136430897522e-06,0.000134939022199428,"RP11-47L3.1",73,TRUE
"CD244","OK","negbinomial.size",4.74618297347469e-06,0.000136721536042525,"CD244",93,TRUE
"RP1-313I6.12","OK","negbinomial.size",4.89137211525408e-06,0.000140515780765481,"RP1-313I6.12",173,TRUE
"PAX5","OK","negbinomial.size",4.91136793505216e-06,0.000140702595677813,"PAX5",34,TRUE
"IFIT2","OK","negbinomial.size",4.97846476421282e-06,0.000142234056332086,"IFIT2",151,TRUE
"HBA1","OK","negbinomial.size",5.12132891377305e-06,0.000145915895936681,"HBA1",24,TRUE
"TMEM50A","OK","negbinomial.size",5.18112018169427e-06,0.000147217224127269,"TMEM50A",703,TRUE
"SPARC","OK","negbinomial.size",5.26858088583493e-06,0.00014929554749317,"SPARC",35,TRUE
"BATF","OK","negbinomial.size",5.67180313032047e-06,0.000160286078707268,"BATF",214,TRUE
"MOCS2","OK","negbinomial.size",5.81008712509449e-06,0.000163750239298609,"MOCS2",93,TRUE
"IL6","OK","negbinomial.size",5.87236288706263e-06,0.000165059299693502,"IL6",23,TRUE
"DSTN","OK","negbinomial.size",6.00154768876626e-06,0.000168236933597996,"DSTN",524,TRUE
"SYVN1","OK","negbinomial.size",6.09624075002158e-06,0.000170433240056904,"SYVN1",77,TRUE
"CAMK1D","OK","negbinomial.size",6.44277715321691e-06,0.000179639786507342,"CAMK1D",138,TRUE
"RP11-102N12.3","OK","negbinomial.size",6.52801002619664e-06,0.000181530902808476,"RP11-102N12.3",26,TRUE
"RP11-400F19.6","OK","negbinomial.size",6.62912126243385e-06,0.000183852331182607,"RP11-400F19.6",37,FALSE
"CEPT1","OK","negbinomial.size",6.77132496581966e-06,0.000187298081547924,"CEPT1",149,FALSE
"KCNK6","OK","negbinomial.size",6.92472044235602e-06,0.000191034351251028,"KCNK6",85,TRUE
"NRGN","OK","negbinomial.size",7.30211370827405e-06,0.000200914094326865,"NRGN",84,TRUE
"OPN3","OK","negbinomial.size",7.3780758111967e-06,0.000201409881044919,"OPN3",110,TRUE
"UBXN4","OK","negbinomial.size",7.35730744140136e-06,0.000201409881044919,"UBXN4",520,FALSE
"EOMES","OK","negbinomial.size",7.35988715366596e-06,0.000201409881044919,"EOMES",67,TRUE
"GRPEL1","OK","negbinomial.size",7.44750723649535e-06,0.000202774426794187,"GRPEL1",240,FALSE
"PRPS2","OK","negbinomial.size",7.56864284070981e-06,0.000205535957143026,"PRPS2",122,TRUE
"MIAT","OK","negbinomial.size",7.6256497417417e-06,0.000206546170147746,"MIAT",100,TRUE
"GCHFR","OK","negbinomial.size",8.06058692668989e-06,0.000217761141117933,"GCHFR",271,TRUE
"GYG1","OK","negbinomial.size",8.59524773353285e-06,0.000231276292241541,"GYG1",301,FALSE
"GAPDH","OK","negbinomial.size",8.60521685747199e-06,0.000231276292241541,"GAPDH",2245,TRUE
"DMTN","OK","negbinomial.size",9.1990768186491e-06,0.00024660147317448,"DMTN",20,TRUE
"SCPEP1","OK","negbinomial.size",9.42518405040265e-06,0.000252014921224612,"SCPEP1",361,TRUE
"C12orf10","OK","negbinomial.size",1.02626161784006e-05,0.000273704760890949,"C12orf10",300,FALSE
"NCR3","OK","negbinomial.size",1.10086637763792e-05,0.000292852923112454,"NCR3",248,TRUE
"NFKBIL1","OK","negbinomial.size",1.14106326193611e-05,0.000302773732709153,"NFKBIL1",98,FALSE
"SIRPG","OK","negbinomial.size",1.20308934390049e-05,0.000318421717720667,"SIRPG",156,TRUE
"DUSP2","OK","negbinomial.size",1.23122859231712e-05,0.000324223529310175,"DUSP2",684,TRUE
"VPS25","OK","negbinomial.size",1.22818661782034e-05,0.000324223529310175,"VPS25",201,TRUE
"SPI1","OK","negbinomial.size",1.29668331591987e-05,0.00034059983925472,"SPI1",564,TRUE
"OSBPL10","OK","negbinomial.size",1.30369912279067e-05,0.000341582272674903,"OSBPL10",30,TRUE
"CALM1","OK","negbinomial.size",1.3429210627028e-05,0.000350976963455257,"CALM1",1788,TRUE
"SMAP2","OK","negbinomial.size",1.51526576304498e-05,0.000394044672743967,"SMAP2",426,FALSE
"RIC3","OK","negbinomial.size",1.51180839251467e-05,0.000394044672743967,"RIC3",255,TRUE
"PLAGL2","OK","negbinomial.size",1.54751314140532e-05,0.000401429528322753,"PLAGL2",60,TRUE
"TUBA4A","OK","negbinomial.size",1.58577666640139e-05,0.000410334468417708,"TUBA4A",663,TRUE
"DDX56","OK","negbinomial.size",1.59315793085521e-05,0.000411224032251439,"DDX56",133,TRUE
"BBC3","OK","negbinomial.size",1.61727149787675e-05,0.000416417461231079,"BBC3",130,FALSE
"FAIM3","OK","negbinomial.size",1.66439846973673e-05,0.000427496237497898,"FAIM3",549,TRUE
"DEF6","OK","negbinomial.size",1.74274107750038e-05,0.00044651852472172,"DEF6",412,TRUE
"PTPRE","OK","negbinomial.size",1.76951628292956e-05,0.000452267544078173,"PTPRE",233,TRUE
"FAM105A","OK","negbinomial.size",1.80132361295841e-05,0.000459271458091205,"FAM105A",162,FALSE
"TMEM40","OK","negbinomial.size",1.92427838101999e-05,0.000488232967330328,"TMEM40",14,TRUE
"MADD","OK","negbinomial.size",1.91990655720218e-05,0.000488232967330328,"MADD",72,TRUE
"SYTL3","OK","negbinomial.size",1.97105797367762e-05,0.000498888168677432,"SYTL3",81,FALSE
"BASP1","OK","negbinomial.size",1.98991856528268e-05,0.00050122876325526,"BASP1",65,TRUE
"ZBP1","OK","negbinomial.size",1.98980024528877e-05,0.00050122876325526,"ZBP1",154,TRUE
"KLK1","OK","negbinomial.size",2.04710111836273e-05,0.000514389649693652,"KLK1",16,FALSE
"TASP1","OK","negbinomial.size",2.1036304538586e-05,0.000527323518577823,"TASP1",72,FALSE
"SNX22","OK","negbinomial.size",2.13680993149111e-05,0.000534356210205978,"SNX22",81,TRUE
"IL18RAP","OK","negbinomial.size",2.18063302114371e-05,0.000544010553695851,"IL18RAP",37,TRUE
"CD6","OK","negbinomial.size",2.20449498047607e-05,0.00054865092258722,"CD6",292,TRUE
"CCDC65","OK","negbinomial.size",2.28893406770089e-05,0.000568309629952021,"CCDC65",77,TRUE
"SNAP47","OK","negbinomial.size",2.32978481341755e-05,0.000577078290601384,"SNAP47",101,FALSE
"CRTAM","OK","negbinomial.size",2.34028534309544e-05,0.000578305581938371,"CRTAM",68,FALSE
"GATA3","OK","negbinomial.size",2.35848046931714e-05,0.000581423979528112,"GATA3",209,TRUE
"SPIN1","OK","negbinomial.size",2.44391039958534e-05,0.000601063623747073,"SPIN1",50,TRUE
"GPR114","OK","negbinomial.size",2.61426777530101e-05,0.000641449043784446,"GPR114",38,TRUE
"PLEK","OK","negbinomial.size",2.65722080696884e-05,0.000649539232878344,"PLEK",449,TRUE
"HDAC9","OK","negbinomial.size",2.65969747256476e-05,0.000649539232878344,"HDAC9",44,TRUE
"PFN1","OK","negbinomial.size",2.67152318534556e-05,0.000650902891980924,"PFN1",2494,TRUE
"SELPLG","OK","negbinomial.size",2.71957904475892e-05,0.000661066906264477,"SELPLG",470,TRUE
"PAWR","OK","negbinomial.size",2.72833839719134e-05,0.000661653786183983,"PAWR",24,TRUE
"ACRBP","OK","negbinomial.size",2.76392968797854e-05,0.000668729902232953,"ACRBP",32,TRUE
"HLA-DOA","OK","negbinomial.size",2.8566177099081e-05,0.000689555774975039,"HLA-DOA",50,TRUE
"ZNF561","OK","negbinomial.size",2.89588474564735e-05,0.000697420002947127,"ZNF561",54,TRUE
"APOBR","OK","negbinomial.size",2.93946269439825e-05,0.000706283801317625,"APOBR",112,TRUE
"SAMD1","OK","negbinomial.size",2.98098776862363e-05,0.000714614723016259,"SAMD1",21,TRUE
"SKAP1","OK","negbinomial.size",3.14720500647936e-05,0.000752730591916669,"SKAP1",372,TRUE
"SPPL2A","OK","negbinomial.size",3.19557591482269e-05,0.000761789434101403,"SPPL2A",147,TRUE
"SIGLEC10","OK","negbinomial.size",3.19969094875733e-05,0.000761789434101403,"SIGLEC10",154,TRUE
"RP11-488C13.5","OK","negbinomial.size",3.25635127790585e-05,0.000773513237494355,"RP11-488C13.5",23,FALSE
"RP11-164H13.1","OK","negbinomial.size",3.29288658511392e-05,0.000780414120671999,"RP11-164H13.1",22,TRUE
"ANAPC13","OK","negbinomial.size",3.34973310988455e-05,0.000791335874552806,"ANAPC13",267,TRUE
"HAGH","OK","negbinomial.size",3.35414707088934e-05,0.000791335874552806,"HAGH",303,FALSE
"ITGA2B","OK","negbinomial.size",3.4659050668959e-05,0.000815856840577662,"ITGA2B",15,TRUE
"IL7R","OK","negbinomial.size",3.8401360379902e-05,0.000901913031625265,"IL7R",1062,TRUE
"SLC40A1","OK","negbinomial.size",3.85965637674885e-05,0.000904460599926674,"SLC40A1",100,TRUE
"CXCR5","OK","negbinomial.size",3.9360696185204e-05,0.000919219309435184,"CXCR5",45,TRUE
"ISCA2","OK","negbinomial.size",3.94026689027165e-05,0.000919219309435184,"ISCA2",251,FALSE
"WDR1","OK","negbinomial.size",4.06987840434217e-05,0.000947336875010717,"WDR1",693,FALSE
"SUN2","OK","negbinomial.size",4.16701819597986e-05,0.00096778765585029,"SUN2",662,FALSE
"MYL9","OK","negbinomial.size",4.1898113279839e-05,0.00097091894507147,"MYL9",27,TRUE
"ABHD12","OK","negbinomial.size",4.22545701523784e-05,0.000977008109864749,"ABHD12",85,FALSE
"IL12RB1","OK","negbinomial.size",4.37604918963943e-05,0.00100958940153894,"IL12RB1",209,FALSE
"PXMP4","OK","negbinomial.size",4.39760647611531e-05,0.0010123231861574,"PXMP4",42,TRUE
"GCA","OK","negbinomial.size",4.43498730343258e-05,0.00101867946255936,"GCA",345,TRUE
"ORAI2","OK","negbinomial.size",4.70748201622404e-05,0.00107340515477195,"ORAI2",191,TRUE
"TCEAL8","OK","negbinomial.size",4.68735515588371e-05,0.00107340515477195,"TCEAL8",335,FALSE
"PITPNC1","OK","negbinomial.size",4.71441849717636e-05,0.00107340515477195,"PITPNC1",207,FALSE
"TUBB6","OK","negbinomial.size",4.70252006473009e-05,0.00107340515477195,"TUBB6",67,TRUE
"SH2B2","OK","negbinomial.size",4.7641825228629e-05,0.00108001946409596,"SH2B2",70,TRUE
"SYPL1","OK","negbinomial.size",4.75434249204651e-05,0.00108001946409596,"SYPL1",382,TRUE
"GPR171","OK","negbinomial.size",4.79196125442736e-05,0.00108396034622925,"GPR171",133,TRUE
"NECAB3","OK","negbinomial.size",4.88998660702716e-05,0.00110373983415756,"NECAB3",30,FALSE
"PTPN7","OK","negbinomial.size",4.92801243264506e-05,0.00110992038115816,"PTPN7",248,TRUE
"C4orf3","OK","negbinomial.size",5.05693914298799e-05,0.00113650347808359,"C4orf3",980,FALSE
"SDHB","OK","negbinomial.size",5.43533731334702e-05,0.0012189182258835,"SDHB",571,TRUE
"ADA","OK","negbinomial.size",5.68460723065652e-05,0.00127208335195893,"ADA",299,TRUE
"FGD2","OK","negbinomial.size",5.83456197271282e-05,0.00130284394542718,"FGD2",98,TRUE
"THEMIS2","OK","negbinomial.size",5.87195596771461e-05,0.00130839223998564,"THEMIS2",308,TRUE
"EML2","OK","negbinomial.size",5.8898782602943e-05,0.00130958743066842,"EML2",72,FALSE
"RASGRP2","OK","negbinomial.size",6.02108610108175e-05,0.00133591246515065,"RASGRP2",640,TRUE
"LCN8","OK","negbinomial.size",6.04655657942857e-05,0.00133871532930533,"LCN8",41,TRUE
"CD1D","OK","negbinomial.size",6.19843341820317e-05,0.00136644668433059,"CD1D",145,TRUE
"HIST1H2AC","OK","negbinomial.size",6.20819375911221e-05,0.00136644668433059,"HIST1H2AC",95,TRUE
"HCCS","OK","negbinomial.size",6.21112129241177e-05,0.00136644668433059,"HCCS",108,FALSE
"FASLG","OK","negbinomial.size",6.29955394003186e-05,0.00138223077338215,"FASLG",38,TRUE
"POP7","OK","negbinomial.size",6.30937713971904e-05,0.00138223077338215,"POP7",196,FALSE
"PGM1","OK","negbinomial.size",6.60420413982789e-05,0.00144378701824162,"PGM1",95,TRUE
"UNC93B1","OK","negbinomial.size",6.75868000975483e-05,0.00147446684396911,"UNC93B1",225,TRUE
"LINC00649","OK","negbinomial.size",6.80572480552576e-05,0.00148163044409233,"LINC00649",131,TRUE
"DNAJC1","OK","negbinomial.size",6.83829452826556e-05,0.00148561948626569,"DNAJC1",251,FALSE
"TSEN54","OK","negbinomial.size",7.18924114190766e-05,0.00155861552240776,"TSEN54",173,TRUE
"ACTB","OK","negbinomial.size",7.26867818259449e-05,0.00157256796863268,"ACTB",2619,TRUE
"GPX1","OK","negbinomial.size",7.43053944431548e-05,0.0016042580812696,"GPX1",1116,TRUE
"DNAJB6","OK","negbinomial.size",7.49063026435112e-05,0.00161389033877383,"DNAJB6",486,FALSE
"SIRT1","OK","negbinomial.size",7.54331227031263e-05,0.0016218899042231,"SIRT1",25,TRUE
"RFC1","OK","negbinomial.size",7.57410525784536e-05,0.00162515986890558,"RFC1",139,FALSE
"METTL21A","OK","negbinomial.size",7.65879921742188e-05,0.00163995807472845,"METTL21A",190,FALSE
"MBP","OK","negbinomial.size",7.72856338589848e-05,0.00165150530713421,"MBP",268,FALSE
"FAM177B","OK","negbinomial.size",7.80931362205206e-05,0.00166534810737748,"FAM177B",16,TRUE
"SDF2L1","OK","negbinomial.size",7.96150971858333e-05,0.00169433925194667,"SDF2L1",379,FALSE
"LRRK2","OK","negbinomial.size",8.01839803153219e-05,0.00170297056360117,"LRRK2",40,FALSE
"SLC2A4RG","OK","negbinomial.size",8.34089640146328e-05,0.00176786316411502,"SLC2A4RG",117,TRUE
