SYMBOL,ENTREZID,gene_id,gene_type
TOX,9760,ENSG00000198846,protein_coding
TOX2,84969,ENSG00000124191,protein_coding
TOX3,27324,ENSG00000103460,protein_coding
TOX4,9878,ENSG00000092203,protein_coding
TP53,7157,ENSG00000141510,protein_coding
TP53AIP1,63970,ENSG00000120471,protein_coding
TP53BP1,7158,ENSG00000067369,protein_coding
TP53BP2,7159,ENSG00000143514,protein_coding
TP53I11,9537,ENSG00000175274,protein_coding
TP53I13,90313,ENSG00000167543,protein_coding
TP53I3,9540,ENSG00000115129,protein_coding
TP53INP1,94241,ENSG00000164938,protein_coding
TP53INP2,58476,ENSG00000078804,protein_coding
TP53RK,112858,ENSG00000172315,protein_coding
TP53TG3,24150,ENSG00000183632,protein_coding
TP53TG3B,729355,ENSG00000275034,protein_coding
TP53TG3B,729355,ENSG00000261509,protein_coding
TP53TG3C,653550,ENSG00000205457,protein_coding
TP53TG3C,653550,ENSG00000278848,protein_coding
TP53TG3D,729264,ENSG00000205456,protein_coding
TP53TG5,27296,ENSG00000124251,protein_coding
TP63,8626,ENSG00000073282,protein_coding
TP73,7161,ENSG00000078900,protein_coding
TPBG,7162,ENSG00000146242,protein_coding
TPBGL,100507050,ENSG00000261594,protein_coding
TPCN1,53373,ENSG00000186815,protein_coding
TPCN2,219931,ENSG00000162341,protein_coding
TPD52,7163,ENSG00000076554,protein_coding
TPD52L1,7164,ENSG00000111907,protein_coding
TPD52L2,7165,ENSG00000101150,protein_coding
TPD52L3,89882,ENSG00000170777,protein_coding
TPGS1,91978,ENSG00000141933,protein_coding
TPGS2,25941,ENSG00000134779,protein_coding
TPH1,7166,ENSG00000129167,protein_coding
TPH2,121278,ENSG00000139287,protein_coding
TPI1,7167,ENSG00000111669,protein_coding
TPK1,27010,ENSG00000196511,protein_coding
TPM1,7168,ENSG00000140416,protein_coding
TPM2,7169,ENSG00000198467,protein_coding
TPM3,7170,ENSG00000143549,protein_coding
TPM4,7171,ENSG00000167460,protein_coding
TPMT,7172,ENSG00000137364,protein_coding
TPO,7173,ENSG00000115705,protein_coding
TPP1,1200,ENSG00000166340,protein_coding
TPP2,7174,ENSG00000134900,protein_coding
TPPP,11076,ENSG00000171368,protein_coding
TPPP2,122664,ENSG00000179636,protein_coding
TPPP3,51673,ENSG00000159713,protein_coding
TPR,7175,ENSG00000047410,protein_coding
TPRA1,131601,ENSG00000163870,protein_coding
TPRG1,285386,ENSG00000188001,protein_coding
TPRG1L,127262,ENSG00000158109,protein_coding
TPRKB,51002,ENSG00000144034,protein_coding
TPRN,286262,ENSG00000176058,protein_coding
TPRX1,284355,ENSG00000178928,protein_coding
TPRXL,348825,ENSG00000180438,protein_coding
TPSAB1,7177,ENSG00000172236,protein_coding
TPSB2,64499,ENSG00000197253,protein_coding
TPSD1,23430,ENSG00000095917,protein_coding
TPSG1,25823,ENSG00000116176,protein_coding
TPST1,8460,ENSG00000169902,protein_coding
TPST2,8459,ENSG00000128294,protein_coding
TPT1,7178,ENSG00000133112,protein_coding
TPTE,7179,ENSG00000274391,protein_coding
TPTE2,93492,ENSG00000132958,protein_coding
TPX2,22974,ENSG00000088325,protein_coding
TRA2A,29896,ENSG00000164548,protein_coding
TRA2B,6434,ENSG00000136527,protein_coding
TRABD,80305,ENSG00000170638,protein_coding
TRABD2A,129293,ENSG00000186854,protein_coding
TRABD2B,388630,ENSG00000269113,protein_coding
TRADD,8717,ENSG00000102871,protein_coding
TRAF1,7185,ENSG00000056558,protein_coding
TRAF2,7186,ENSG00000127191,protein_coding
TRAF3,7187,ENSG00000131323,protein_coding
TRAF3IP1,26146,ENSG00000204104,protein_coding
TRAF3IP2,10758,ENSG00000056972,protein_coding
TRAF3IP3,80342,ENSG00000009790,protein_coding
TRAF4,9618,ENSG00000076604,protein_coding
TRAF5,7188,ENSG00000082512,protein_coding
TRAF6,7189,ENSG00000175104,protein_coding
TRAF7,84231,ENSG00000131653,protein_coding
TRAFD1,10906,ENSG00000135148,protein_coding
TRAIP,10293,ENSG00000183763,protein_coding
TRAK1,22906,ENSG00000182606,protein_coding
TRAK2,66008,ENSG00000115993,protein_coding
TRAM1,23471,ENSG00000067167,protein_coding
TRAM1L1,133022,ENSG00000174599,protein_coding
TRAM2,9697,ENSG00000065308,protein_coding
TRANK1,9881,ENSG00000168016,protein_coding
TRAP1,10131,ENSG00000126602,protein_coding
TRAPPC1,58485,ENSG00000170043,protein_coding
TRAPPC10,7109,ENSG00000160218,protein_coding
TRAPPC11,60684,ENSG00000168538,protein_coding
TRAPPC12,51112,ENSG00000171853,protein_coding
TRAPPC13,80006,ENSG00000113597,protein_coding
TRAPPC2,6399,ENSG00000196459,protein_coding
TRAPPC2B,10597,ENSG00000256060,protein_coding
TRAPPC2L,51693,ENSG00000167515,protein_coding
TRAPPC3,27095,ENSG00000054116,protein_coding
TRAPPC3L,100128327,ENSG00000173626,protein_coding
TRAPPC4,51399,ENSG00000196655,protein_coding
TRAPPC5,126003,ENSG00000181029,protein_coding
TRAPPC6A,79090,ENSG00000007255,protein_coding
TRAPPC6B,122553,ENSG00000182400,protein_coding
TRAPPC8,22878,ENSG00000153339,protein_coding
TRAPPC9,83696,ENSG00000167632,protein_coding
TRAT1,50852,ENSG00000163519,protein_coding
TRDMT1,1787,ENSG00000107614,protein_coding
TRDN,10345,ENSG00000186439,protein_coding
TREH,11181,ENSG00000118094,protein_coding
TREM1,54210,ENSG00000124731,protein_coding
TREM2,54209,ENSG00000095970,protein_coding
TREML1,340205,ENSG00000161911,protein_coding
TREML2,79865,ENSG00000112195,protein_coding
TREML4,285852,ENSG00000188056,protein_coding
TRERF1,55809,ENSG00000124496,protein_coding
TREX1,11277,ENSG00000280804,protein_coding
TREX1,11277,ENSG00000213689,protein_coding
TREX2,11219,ENSG00000183479,protein_coding
TRH,7200,ENSG00000170893,protein_coding
TRHDE,29953,ENSG00000072657,protein_coding
TRHR,7201,ENSG00000174417,protein_coding
TRIAP1,51499,ENSG00000170855,protein_coding
TRIB1,10221,ENSG00000173334,protein_coding
TRIB2,28951,ENSG00000071575,protein_coding
TRIB3,57761,ENSG00000101255,protein_coding
TRIL,9865,ENSG00000255690,protein_coding
TRIM10,10107,ENSG00000204613,protein_coding
TRIM11,81559,ENSG00000154370,protein_coding
TRIM13,10206,ENSG00000204977,protein_coding
TRIM14,9830,ENSG00000106785,protein_coding
TRIM15,89870,ENSG00000204610,protein_coding
TRIM16,10626,ENSG00000221926,protein_coding
TRIM16L,147166,ENSG00000108448,protein_coding
TRIM17,51127,ENSG00000162931,protein_coding
TRIM2,23321,ENSG00000109654,protein_coding
TRIM21,6737,ENSG00000132109,protein_coding
TRIM22,10346,ENSG00000132274,protein_coding
TRIM23,373,ENSG00000113595,protein_coding
TRIM24,8805,ENSG00000122779,protein_coding
TRIM25,7706,ENSG00000121060,protein_coding
TRIM26,7726,ENSG00000234127,protein_coding
TRIM27,5987,ENSG00000204713,protein_coding
TRIM28,10155,ENSG00000130726,protein_coding
TRIM29,23650,ENSG00000137699,protein_coding
TRIM3,10612,ENSG00000110171,protein_coding
TRIM31,11074,ENSG00000204616,protein_coding
TRIM32,22954,ENSG00000119401,protein_coding
TRIM33,51592,ENSG00000197323,protein_coding
TRIM34,53840,ENSG00000258659,protein_coding
TRIM35,23087,ENSG00000104228,protein_coding
TRIM36,55521,ENSG00000152503,protein_coding
TRIM37,4591,ENSG00000108395,protein_coding
TRIM38,10475,ENSG00000112343,protein_coding
TRIM39,56658,ENSG00000204599,protein_coding
TRIM39-RPP21,202658,ENSG00000248167,protein_coding
TRIM4,89122,ENSG00000146833,protein_coding
TRIM40,135644,ENSG00000204614,protein_coding
TRIM41,90933,ENSG00000146063,protein_coding
TRIM42,287015,ENSG00000155890,protein_coding
TRIM43,129868,ENSG00000144015,protein_coding
TRIM44,54765,ENSG00000166326,protein_coding
TRIM45,80263,ENSG00000134253,protein_coding
TRIM46,80128,ENSG00000163462,protein_coding
TRIM47,91107,ENSG00000132481,protein_coding
TRIM48,79097,ENSG00000150244,protein_coding
TRIM49,57093,ENSG00000168930,protein_coding
TRIM49B,283116,ENSG00000182053,protein_coding
TRIM49C,642612,ENSG00000204449,protein_coding
TRIM49D1,399939,ENSG00000223417,protein_coding
TRIM49D2,729384,ENSG00000233802,protein_coding
TRIM5,85363,ENSG00000132256,protein_coding
TRIM50,135892,ENSG00000146755,protein_coding
TRIM51,84767,ENSG00000124900,protein_coding
TRIM52,84851,ENSG00000183718,protein_coding
TRIM54,57159,ENSG00000138100,protein_coding
TRIM55,84675,ENSG00000147573,protein_coding
TRIM56,81844,ENSG00000169871,protein_coding
TRIM58,25893,ENSG00000162722,protein_coding
TRIM59,286827,ENSG00000213186,protein_coding
TRIM6,117854,ENSG00000121236,protein_coding
TRIM6-TRIM34,445372,ENSG00000258588,protein_coding
TRIM60,166655,ENSG00000176979,protein_coding
TRIM61,391712,ENSG00000183439,protein_coding
TRIM62,55223,ENSG00000116525,protein_coding
TRIM63,84676,ENSG00000158022,protein_coding
TRIM64,120146,ENSG00000204450,protein_coding
TRIM64B,642446,ENSG00000189253,protein_coding
TRIM64C,646754,ENSG00000214891,protein_coding
TRIM65,201292,ENSG00000141569,protein_coding
TRIM66,9866,ENSG00000166436,protein_coding
TRIM67,440730,ENSG00000119283,protein_coding
TRIM68,55128,ENSG00000167333,protein_coding
TRIM69,140691,ENSG00000185880,protein_coding
TRIM7,81786,ENSG00000146054,protein_coding
TRIM71,131405,ENSG00000206557,protein_coding
TRIM72,493829,ENSG00000177238,protein_coding
TRIM73,375593,ENSG00000178809,protein_coding
TRIM74,378108,ENSG00000155428,protein_coding
TRIM77,390231,ENSG00000214414,protein_coding
TRIM8,81603,ENSG00000171206,protein_coding
TRIM9,114088,ENSG00000100505,protein_coding
TRIML1,339976,ENSG00000184108,protein_coding
TRIML2,205860,ENSG00000179046,protein_coding
TRIO,7204,ENSG00000038382,protein_coding
TRIOBP,11078,ENSG00000100106,protein_coding
TRIP10,9322,ENSG00000125733,protein_coding
TRIP11,9321,ENSG00000100815,protein_coding
TRIP12,9320,ENSG00000153827,protein_coding
TRIP13,9319,ENSG00000071539,protein_coding
TRIP4,9325,ENSG00000103671,protein_coding
TRIP6,7205,ENSG00000087077,protein_coding
TRIQK,286144,ENSG00000205133,protein_coding
TRIT1,54802,ENSG00000043514,protein_coding
TRMT1,55621,ENSG00000104907,protein_coding
TRMT10A,93587,ENSG00000145331,protein_coding
TRMT10B,158234,ENSG00000165275,protein_coding
TRMT10C,54931,ENSG00000174173,protein_coding
TRMT11,60487,ENSG00000066651,protein_coding
TRMT112,51504,ENSG00000173113,protein_coding
TRMT12,55039,ENSG00000183665,protein_coding
TRMT13,54482,ENSG00000122435,protein_coding
TRMT1L,81627,ENSG00000121486,protein_coding
TRMT2A,27037,ENSG00000099899,protein_coding
TRMT2B,79979,ENSG00000188917,protein_coding
TRMT44,152992,ENSG00000155275,protein_coding
TRMT5,57570,ENSG00000126814,protein_coding
TRMT6,51605,ENSG00000089195,protein_coding
TRMT61A,115708,ENSG00000166166,protein_coding
TRMT61B,55006,ENSG00000171103,protein_coding
TRMU,55687,ENSG00000100416,protein_coding
TRNAU1AP,54952,ENSG00000180098,protein_coding
TRNP1,388610,ENSG00000253368,protein_coding
TRNT1,51095,ENSG00000072756,protein_coding
TRO,7216,ENSG00000067445,protein_coding
TROAP,10024,ENSG00000135451,protein_coding
TROVE2,6738,ENSG00000116747,protein_coding
TRPA1,8989,ENSG00000104321,protein_coding
TRPC1,7220,ENSG00000144935,protein_coding
TRPC3,7222,ENSG00000138741,protein_coding
TRPC4,7223,ENSG00000133107,protein_coding
TRPC4AP,26133,ENSG00000100991,protein_coding
TRPC5,7224,ENSG00000072315,protein_coding
TRPC6,7225,ENSG00000137672,protein_coding
TRPC7,57113,ENSG00000069018,protein_coding
TRPM1,4308,ENSG00000134160,protein_coding
TRPM2,7226,ENSG00000142185,protein_coding
TRPM3,80036,ENSG00000083067,protein_coding
TRPM4,54795,ENSG00000130529,protein_coding
TRPM5,29850,ENSG00000070985,protein_coding
TRPM6,140803,ENSG00000119121,protein_coding
TRPM7,54822,ENSG00000092439,protein_coding
TRPM8,79054,ENSG00000144481,protein_coding
TRPS1,7227,ENSG00000104447,protein_coding
TRPT1,83707,ENSG00000149743,protein_coding
TRPV1,7442,ENSG00000196689,protein_coding
TRPV1,7442,ENSG00000262304,protein_coding
TRPV2,51393,ENSG00000187688,protein_coding
TRPV3,162514,ENSG00000167723,protein_coding
TRPV4,59341,ENSG00000111199,protein_coding
TRPV5,56302,ENSG00000127412,protein_coding
TRPV6,55503,ENSG00000165125,protein_coding
TRRAP,8295,ENSG00000196367,protein_coding
TRUB1,142940,ENSG00000165832,protein_coding
TRUB2,26995,ENSG00000167112,protein_coding
TSACC,128229,ENSG00000163467,protein_coding
TSC1,7248,ENSG00000165699,protein_coding
TSC2,7249,ENSG00000103197,protein_coding
TSC22D1,8848,ENSG00000102804,protein_coding
TSC22D2,9819,ENSG00000196428,protein_coding
TSC22D3,1831,ENSG00000157514,protein_coding
TSC22D4,81628,ENSG00000166925,protein_coding
TSEN15,116461,ENSG00000198860,protein_coding
TSEN2,80746,ENSG00000154743,protein_coding
TSEN34,79042,ENSG00000170892,protein_coding
TSEN54,283989,ENSG00000182173,protein_coding
TSFM,10102,ENSG00000123297,protein_coding
TSG101,7251,ENSG00000074319,protein_coding
TSGA10,80705,ENSG00000135951,protein_coding
TSGA10IP,254187,ENSG00000175513,protein_coding
TSGA13,114960,ENSG00000213265,protein_coding
TSHB,7252,ENSG00000134200,protein_coding
TSHR,7253,ENSG00000165409,protein_coding
TSHZ1,10194,ENSG00000179981,protein_coding
TSHZ2,128553,ENSG00000182463,protein_coding
TSHZ3,57616,ENSG00000121297,protein_coding
TSKS,60385,ENSG00000126467,protein_coding
TSKU,25987,ENSG00000182704,protein_coding
TSLP,85480,ENSG00000145777,protein_coding
TSN,7247,ENSG00000211460,protein_coding
TSNARE1,203062,ENSG00000171045,protein_coding
TSNAX,7257,ENSG00000116918,protein_coding
TSNAX-DISC1,100303453,ENSG00000270106,protein_coding
TSNAXIP1,55815,ENSG00000102904,protein_coding
TSPAN1,10103,ENSG00000117472,protein_coding
TSPAN10,83882,ENSG00000182612,protein_coding
TSPAN11,441631,ENSG00000110900,protein_coding
TSPAN12,23554,ENSG00000106025,protein_coding
TSPAN13,27075,ENSG00000106537,protein_coding
TSPAN14,81619,ENSG00000108219,protein_coding
TSPAN15,23555,ENSG00000099282,protein_coding
TSPAN16,26526,ENSG00000130167,protein_coding
TSPAN17,26262,ENSG00000048140,protein_coding
TSPAN18,90139,ENSG00000157570,protein_coding
TSPAN19,144448,ENSG00000231738,protein_coding
TSPAN2,10100,ENSG00000134198,protein_coding
TSPAN3,10099,ENSG00000140391,protein_coding
TSPAN31,6302,ENSG00000135452,protein_coding
TSPAN32,10077,ENSG00000064201,protein_coding
TSPAN33,340348,ENSG00000158457,protein_coding
TSPAN4,7106,ENSG00000214063,protein_coding
TSPAN5,10098,ENSG00000168785,protein_coding
TSPAN6,7105,ENSG00000000003,protein_coding
TSPAN7,7102,ENSG00000156298,protein_coding
TSPAN8,7103,ENSG00000127324,protein_coding
TSPAN9,10867,ENSG00000011105,protein_coding
TSPEAR,54084,ENSG00000175894,protein_coding
TSPO,706,ENSG00000100300,protein_coding
TSPO2,222642,ENSG00000112212,protein_coding
TSPY1,7258,ENSG00000258992,protein_coding
TSPY10,100289087,ENSG00000236424,protein_coding
TSPY2,64591,ENSG00000168757,protein_coding
TSPY3,728137,ENSG00000228927,protein_coding
TSPY4,728395,ENSG00000233803,protein_coding
TSPY6P,653174,ENSG00000238074,protein_coding
TSPY8,728403,ENSG00000229549,protein_coding
TSPYL1,7259,ENSG00000189241,protein_coding
TSPYL2,64061,ENSG00000184205,protein_coding
TSPYL4,23270,ENSG00000187189,protein_coding
TSPYL5,85453,ENSG00000180543,protein_coding
TSPYL6,388951,ENSG00000178021,protein_coding
TSR1,55720,ENSG00000167721,protein_coding
TSR2,90121,ENSG00000158526,protein_coding
TSR3,115939,ENSG00000007520,protein_coding
TSSC4,10078,ENSG00000184281,protein_coding
TSSK1B,83942,ENSG00000212122,protein_coding
TSSK2,23617,ENSG00000206203,protein_coding
TSSK3,81629,ENSG00000162526,protein_coding
TSSK4,283629,ENSG00000139908,protein_coding
TSSK6,83983,ENSG00000178093,protein_coding
TST,7263,ENSG00000128311,protein_coding
TSTA3,7264,ENSG00000104522,protein_coding
TSTD1,100131187,ENSG00000215845,protein_coding
TSTD2,158427,ENSG00000136925,protein_coding
TTBK1,84630,ENSG00000146216,protein_coding
TTBK2,146057,ENSG00000128881,protein_coding
TTC1,7265,ENSG00000113312,protein_coding
TTC12,54970,ENSG00000149292,protein_coding
TTC13,79573,ENSG00000143643,protein_coding
TTC14,151613,ENSG00000163728,protein_coding
TTC16,158248,ENSG00000167094,protein_coding
TTC17,55761,ENSG00000052841,protein_coding
TTC19,54902,ENSG00000011295,protein_coding
TTC21A,199223,ENSG00000168026,protein_coding
TTC21B,79809,ENSG00000123607,protein_coding
TTC22,55001,ENSG00000006555,protein_coding
TTC23,64927,ENSG00000103852,protein_coding
TTC23L,153657,ENSG00000205838,protein_coding
TTC24,164118,ENSG00000187862,protein_coding
TTC25,83538,ENSG00000204815,protein_coding
TTC26,79989,ENSG00000105948,protein_coding
TTC27,55622,ENSG00000018699,protein_coding
TTC28,23331,ENSG00000100154,protein_coding
TTC29,83894,ENSG00000137473,protein_coding
TTC3,7267,ENSG00000182670,protein_coding
TTC30A,92104,ENSG00000197557,protein_coding
TTC30B,150737,ENSG00000196659,protein_coding
TTC31,64427,ENSG00000115282,protein_coding
TTC32,130502,ENSG00000183891,protein_coding
TTC33,23548,ENSG00000113638,protein_coding
TTC34,100287898,ENSG00000215912,protein_coding
TTC36,143941,ENSG00000172425,protein_coding
TTC37,9652,ENSG00000198677,protein_coding
TTC38,55020,ENSG00000075234,protein_coding
TTC39A,22996,ENSG00000085831,protein_coding
TTC39B,158219,ENSG00000155158,protein_coding
TTC39C,125488,ENSG00000168234,protein_coding
TTC4,7268,ENSG00000243725,protein_coding
TTC5,91875,ENSG00000136319,protein_coding
TTC6,319089,ENSG00000139865,protein_coding
TTC7A,57217,ENSG00000068724,protein_coding
TTC7B,145567,ENSG00000165914,protein_coding
TTC8,123016,ENSG00000165533,protein_coding
TTC9,23508,ENSG00000133985,protein_coding
TTC9B,148014,ENSG00000174521,protein_coding
TTC9C,283237,ENSG00000162222,protein_coding
TTF1,7270,ENSG00000125482,protein_coding
TTF2,8458,ENSG00000116830,protein_coding
TTI1,9675,ENSG00000101407,protein_coding
TTI2,80185,ENSG00000129696,protein_coding
TTK,7272,ENSG00000112742,protein_coding
TTL,150465,ENSG00000114999,protein_coding
TTLL1,25809,ENSG00000100271,protein_coding
TTLL10,254173,ENSG00000162571,protein_coding
TTLL11,158135,ENSG00000175764,protein_coding
TTLL12,23170,ENSG00000100304,protein_coding
TTLL2,83887,ENSG00000120440,protein_coding
TTLL3,26140,ENSG00000214021,protein_coding
TTLL4,9654,ENSG00000135912,protein_coding
TTLL5,23093,ENSG00000119685,protein_coding
TTLL6,284076,ENSG00000170703,protein_coding
TTLL7,79739,ENSG00000137941,protein_coding
TTLL8,164714,ENSG00000138892,protein_coding
TTLL9,164395,ENSG00000131044,protein_coding
TTN,7273,ENSG00000155657,protein_coding
TTPA,7274,ENSG00000137561,protein_coding
TTPAL,79183,ENSG00000124120,protein_coding
TTR,7276,ENSG00000118271,protein_coding
TTYH1,57348,ENSG00000167614,protein_coding
TTYH2,94015,ENSG00000141540,protein_coding
TTYH3,80727,ENSG00000136295,protein_coding
TUB,7275,ENSG00000166402,protein_coding
TUBA1A,7846,ENSG00000167552,protein_coding
TUBA1B,10376,ENSG00000123416,protein_coding
TUBA1C,84790,ENSG00000167553,protein_coding
TUBA3C,7278,ENSG00000198033,protein_coding
TUBA3D,113457,ENSG00000075886,protein_coding
TUBA3E,112714,ENSG00000152086,protein_coding
TUBA4A,7277,ENSG00000127824,protein_coding
TUBA8,51807,ENSG00000183785,protein_coding
TUBAL3,79861,ENSG00000178462,protein_coding
TUBB,203068,ENSG00000196230,protein_coding
TUBB1,81027,ENSG00000101162,protein_coding
TUBB2A,7280,ENSG00000137267,protein_coding
TUBB2B,347733,ENSG00000137285,protein_coding
TUBB3,10381,ENSG00000198211,protein_coding
TUBB3,10381,ENSG00000258947,protein_coding
TUBB4A,10382,ENSG00000104833,protein_coding
TUBB4B,10383,ENSG00000188229,protein_coding
TUBB6,84617,ENSG00000176014,protein_coding
TUBB8,347688,ENSG00000261456,protein_coding
TUBD1,51174,ENSG00000108423,protein_coding
TUBE1,51175,ENSG00000074935,protein_coding
TUBG1,7283,ENSG00000131462,protein_coding
TUBG2,27175,ENSG00000037042,protein_coding
TUBGCP2,10844,ENSG00000130640,protein_coding
TUBGCP3,10426,ENSG00000126216,protein_coding
TUBGCP4,27229,ENSG00000137822,protein_coding
TUBGCP5,114791,ENSG00000275835,protein_coding
TUBGCP6,85378,ENSG00000128159,protein_coding
TUFM,7284,ENSG00000178952,protein_coding
TUFT1,7286,ENSG00000143367,protein_coding
TULP1,7287,ENSG00000112041,protein_coding
TULP2,7288,ENSG00000104804,protein_coding
TULP3,7289,ENSG00000078246,protein_coding
TULP4,56995,ENSG00000130338,protein_coding
TUSC1,286319,ENSG00000198680,protein_coding
TUSC2,11334,ENSG00000114383,protein_coding
TUSC3,7991,ENSG00000104723,protein_coding
TUT1,64852,ENSG00000149016,protein_coding
TVP23A,780776,ENSG00000166676,protein_coding
TVP23B,51030,ENSG00000171928,protein_coding
TVP23C,201158,ENSG00000175106,protein_coding
TVP23C-CDRT4,100533496,ENSG00000259024,protein_coding
TWF1,5756,ENSG00000151239,protein_coding
TWF2,11344,ENSG00000247596,protein_coding
TWIST1,7291,ENSG00000122691,protein_coding
TWIST2,117581,ENSG00000233608,protein_coding
TWISTNB,221830,ENSG00000105849,protein_coding
TWSG1,57045,ENSG00000128791,protein_coding
TXK,7294,ENSG00000074966,protein_coding
TXLNA,200081,ENSG00000084652,protein_coding
TXLNB,167838,ENSG00000164440,protein_coding
TXLNG,55787,ENSG00000086712,protein_coding
TXN,7295,ENSG00000136810,protein_coding
TXN2,25828,ENSG00000100348,protein_coding
TXNDC11,51061,ENSG00000153066,protein_coding
TXNDC12,51060,ENSG00000117862,protein_coding
TXNDC15,79770,ENSG00000113621,protein_coding
TXNDC16,57544,ENSG00000087301,protein_coding
TXNDC17,84817,ENSG00000129235,protein_coding
TXNDC2,84203,ENSG00000168454,protein_coding
TXNDC5,81567,ENSG00000239264,protein_coding
TXNDC8,255220,ENSG00000204193,protein_coding
TXNDC9,10190,ENSG00000115514,protein_coding
TXNIP,10628,ENSG00000265972,protein_coding
TXNL1,9352,ENSG00000091164,protein_coding
TXNL4A,10907,ENSG00000141759,protein_coding
TXNL4B,54957,ENSG00000140830,protein_coding
TXNRD1,7296,ENSG00000198431,protein_coding
TXNRD2,10587,ENSG00000184470,protein_coding
TXNRD3,114112,ENSG00000197763,protein_coding
TXNRD3NB,645840,ENSG00000206483,protein_coding
TYK2,7297,ENSG00000105397,protein_coding
TYMP,1890,ENSG00000025708,protein_coding
TYMS,7298,ENSG00000176890,protein_coding
TYR,7299,ENSG00000077498,protein_coding
TYRO3,7301,ENSG00000092445,protein_coding
TYROBP,7305,ENSG00000011600,protein_coding
TYRP1,7306,ENSG00000107165,protein_coding
TYSND1,219743,ENSG00000156521,protein_coding
TYW1,55253,ENSG00000198874,protein_coding
TYW1B,441250,ENSG00000277149,protein_coding
TYW3,127253,ENSG00000162623,protein_coding
TYW5,129450,ENSG00000162971,protein_coding
U2AF1,7307,ENSG00000160201,protein_coding
U2AF1,7307,ENSG00000275895,protein_coding
U2AF1L4,199746,ENSG00000161265,protein_coding
U2AF2,11338,ENSG00000063244,protein_coding
U2SURP,23350,ENSG00000163714,protein_coding
UACA,55075,ENSG00000137831,protein_coding
UAP1,6675,ENSG00000117143,protein_coding
UAP1L1,91373,ENSG00000197355,protein_coding
UBA1,7317,ENSG00000130985,protein_coding
UBA2,10054,ENSG00000126261,protein_coding
UBA3,9039,ENSG00000144744,protein_coding
UBA5,79876,ENSG00000081307,protein_coding
UBA52,7311,ENSG00000221983,protein_coding
UBA6,55236,ENSG00000033178,protein_coding
UBA7,7318,ENSG00000182179,protein_coding
UBAC1,10422,ENSG00000130560,protein_coding
UBAC2,337867,ENSG00000134882,protein_coding
UBALD1,124402,ENSG00000153443,protein_coding
UBALD2,283991,ENSG00000185262,protein_coding
UBAP1,51271,ENSG00000165006,protein_coding
UBAP1L,390595,ENSG00000246922,protein_coding
UBAP2,55833,ENSG00000137073,protein_coding
UBAP2L,9898,ENSG00000143569,protein_coding
UBASH3A,53347,ENSG00000160185,protein_coding
UBASH3B,84959,ENSG00000154127,protein_coding
UBB,7314,ENSG00000170315,protein_coding
UBBP4,23666,ENSG00000263563,protein_coding
UBC,7316,ENSG00000150991,protein_coding
UBD,10537,ENSG00000213886,protein_coding
UBE2A,7319,ENSG00000077721,protein_coding
UBE2B,7320,ENSG00000119048,protein_coding
UBE2C,11065,ENSG00000175063,protein_coding
UBE2D1,7321,ENSG00000072401,protein_coding
UBE2D2,7322,ENSG00000131508,protein_coding
UBE2D3,7323,ENSG00000109332,protein_coding
UBE2D4,51619,ENSG00000078967,protein_coding
UBE2E1,7324,ENSG00000170142,protein_coding
UBE2E2,7325,ENSG00000182247,protein_coding
UBE2E3,10477,ENSG00000170035,protein_coding
UBE2F,140739,ENSG00000184182,protein_coding
UBE2F-SCLY,100533179,ENSG00000258984,protein_coding
UBE2G1,7326,ENSG00000132388,protein_coding
UBE2G2,7327,ENSG00000184787,protein_coding
UBE2H,7328,ENSG00000186591,protein_coding
UBE2I,7329,ENSG00000103275,protein_coding
UBE2J1,51465,ENSG00000198833,protein_coding
UBE2J2,118424,ENSG00000160087,protein_coding
UBE2K,3093,ENSG00000078140,protein_coding
UBE2L3,7332,ENSG00000185651,protein_coding
UBE2L6,9246,ENSG00000156587,protein_coding
UBE2M,9040,ENSG00000130725,protein_coding
UBE2N,7334,ENSG00000177889,protein_coding
UBE2O,63893,ENSG00000175931,protein_coding
UBE2Q1,55585,ENSG00000160714,protein_coding
UBE2Q2,92912,ENSG00000140367,protein_coding
UBE2Q2L,100505679,ENSG00000259511,protein_coding
UBE2QL1,134111,ENSG00000215218,protein_coding
UBE2R2,54926,ENSG00000107341,protein_coding
UBE2S,27338,ENSG00000108106,protein_coding
UBE2T,29089,ENSG00000077152,protein_coding
UBE2U,148581,ENSG00000177414,protein_coding
UBE2V1,7335,ENSG00000244687,protein_coding
UBE2V2,7336,ENSG00000169139,protein_coding
UBE2W,55284,ENSG00000104343,protein_coding
UBE2Z,65264,ENSG00000159202,protein_coding
UBE3A,7337,ENSG00000114062,protein_coding
UBE3B,89910,ENSG00000151148,protein_coding
UBE3C,9690,ENSG00000009335,protein_coding
UBE3D,90025,ENSG00000118420,protein_coding
UBE4A,9354,ENSG00000110344,protein_coding
UBE4B,10277,ENSG00000130939,protein_coding
UBFD1,56061,ENSG00000103353,protein_coding
UBIAD1,29914,ENSG00000120942,protein_coding
UBL3,5412,ENSG00000122042,protein_coding
UBL4A,8266,ENSG00000102178,protein_coding
UBL4B,164153,ENSG00000186150,protein_coding
UBL5,59286,ENSG00000198258,protein_coding
UBL7,84993,ENSG00000138629,protein_coding
UBLCP1,134510,ENSG00000164332,protein_coding
UBN1,29855,ENSG00000118900,protein_coding
UBN2,254048,ENSG00000157741,protein_coding
UBOX5,22888,ENSG00000185019,protein_coding
