SYMBOL,ENTREZID,gene_id,gene_type
NOSIP,51070,ENSG00000142546,protein_coding
NOSTRIN,115677,ENSG00000163072,protein_coding
NOTCH1,4851,ENSG00000148400,protein_coding
NOTCH2,4853,ENSG00000134250,protein_coding
NOTCH3,4854,ENSG00000074181,protein_coding
NOTCH4,4855,ENSG00000204301,protein_coding
NOTO,344022,ENSG00000214513,protein_coding
NOTUM,147111,ENSG00000185269,protein_coding
NOV,4856,ENSG00000136999,protein_coding
NOVA1,4857,ENSG00000139910,protein_coding
NOVA2,4858,ENSG00000104967,protein_coding
NOX1,27035,ENSG00000007952,protein_coding
NOX3,50508,ENSG00000074771,protein_coding
NOX4,50507,ENSG00000086991,protein_coding
NOX5,79400,ENSG00000255346,protein_coding
NOXA1,10811,ENSG00000188747,protein_coding
NOXO1,124056,ENSG00000196408,protein_coding
NOXRED1,122945,ENSG00000165555,protein_coding
NPAP1,23742,ENSG00000185823,protein_coding
NPAS1,4861,ENSG00000130751,protein_coding
NPAS2,4862,ENSG00000170485,protein_coding
NPAS3,64067,ENSG00000151322,protein_coding
NPAS4,266743,ENSG00000174576,protein_coding
NPAT,4863,ENSG00000149308,protein_coding
NPB,256933,ENSG00000183979,protein_coding
NPBWR1,2831,ENSG00000183729,protein_coding
NPBWR2,2832,ENSG00000125522,protein_coding
NPC1,4864,ENSG00000141458,protein_coding
NPC1L1,29881,ENSG00000015520,protein_coding
NPC2,10577,ENSG00000119655,protein_coding
NPDC1,56654,ENSG00000107281,protein_coding
NPEPL1,79716,ENSG00000215440,protein_coding
NPEPPS,9520,ENSG00000141279,protein_coding
NPFF,8620,ENSG00000139574,protein_coding
NPFFR1,64106,ENSG00000148734,protein_coding
NPFFR2,10886,ENSG00000056291,protein_coding
NPHP1,4867,ENSG00000144061,protein_coding
NPHP3,27031,ENSG00000113971,protein_coding
NPHP3-ACAD11,100532724,ENSG00000274810,protein_coding
NPHP4,261734,ENSG00000131697,protein_coding
NPHS1,4868,ENSG00000161270,protein_coding
NPHS2,7827,ENSG00000116218,protein_coding
NPIPA1,9284,ENSG00000183426,protein_coding
NPIPA2,642799,ENSG00000254852,protein_coding
NPIPA3,642778,ENSG00000224712,protein_coding
NPIPA5,100288332,ENSG00000183793,protein_coding
NPIPA7,101059938,ENSG00000214967,protein_coding
NPIPA8,101059953,ENSG00000214940,protein_coding
NPIPB11,728888,ENSG00000254206,protein_coding
NPIPB15,440348,ENSG00000196436,protein_coding
NPIPB3,23117,ENSG00000169246,protein_coding
NPIPB4,440345,ENSG00000185864,protein_coding
NPIPB5,100132247,ENSG00000243716,protein_coding
NPIPB6,728741,ENSG00000198156,protein_coding
NPIPB7,440350,ENSG00000233232,protein_coding
NPIPB8,728734,ENSG00000255524,protein_coding
NPIPB9,100507607,ENSG00000196993,protein_coding
NPL,80896,ENSG00000135838,protein_coding
NPLOC4,55666,ENSG00000182446,protein_coding
NPM1,4869,ENSG00000181163,protein_coding
NPM2,10361,ENSG00000158806,protein_coding
NPM3,10360,ENSG00000107833,protein_coding
NPNT,255743,ENSG00000168743,protein_coding
NPPA,4878,ENSG00000175206,protein_coding
NPPB,4879,ENSG00000120937,protein_coding
NPPC,4880,ENSG00000163273,protein_coding
NPR1,4881,ENSG00000169418,protein_coding
NPR2,4882,ENSG00000159899,protein_coding
NPR3,4883,ENSG00000113389,protein_coding
NPRL2,10641,ENSG00000114388,protein_coding
NPRL3,8131,ENSG00000103148,protein_coding
NPS,594857,ENSG00000214285,protein_coding
NPSR1,387129,ENSG00000187258,protein_coding
NPTN,27020,ENSG00000156642,protein_coding
NPTX1,4884,ENSG00000171246,protein_coding
NPTX2,4885,ENSG00000106236,protein_coding
NPTXR,23467,ENSG00000221890,protein_coding
NPVF,64111,ENSG00000105954,protein_coding
NPW,283869,ENSG00000183971,protein_coding
NPY,4852,ENSG00000122585,protein_coding
NPY1R,4886,ENSG00000164128,protein_coding
NPY2R,4887,ENSG00000185149,protein_coding
NPY4R,5540,ENSG00000204174,protein_coding
NPY5R,4889,ENSG00000164129,protein_coding
NQO1,1728,ENSG00000181019,protein_coding
NQO2,4835,ENSG00000124588,protein_coding
NR0B1,190,ENSG00000169297,protein_coding
NR0B2,8431,ENSG00000131910,protein_coding
NR1D1,9572,ENSG00000126368,protein_coding
NR1D2,9975,ENSG00000174738,protein_coding
NR1H2,7376,ENSG00000131408,protein_coding
NR1H3,10062,ENSG00000025434,protein_coding
NR1H4,9971,ENSG00000012504,protein_coding
NR1I2,8856,ENSG00000144852,protein_coding
NR1I3,9970,ENSG00000143257,protein_coding
NR2C1,7181,ENSG00000120798,protein_coding
NR2C2,7182,ENSG00000177463,protein_coding
NR2C2AP,126382,ENSG00000184162,protein_coding
NR2E1,7101,ENSG00000112333,protein_coding
NR2E3,10002,ENSG00000278570,protein_coding
NR2F1,7025,ENSG00000175745,protein_coding
NR2F2,7026,ENSG00000185551,protein_coding
NR2F6,2063,ENSG00000160113,protein_coding
NR3C1,2908,ENSG00000113580,protein_coding
NR3C2,4306,ENSG00000151623,protein_coding
NR4A1,3164,ENSG00000123358,protein_coding
NR4A2,4929,ENSG00000153234,protein_coding
NR4A3,8013,ENSG00000119508,protein_coding
NR5A1,2516,ENSG00000136931,protein_coding
NR5A2,2494,ENSG00000116833,protein_coding
NR6A1,2649,ENSG00000148200,protein_coding
NRAP,4892,ENSG00000197893,protein_coding
NRARP,441478,ENSG00000198435,protein_coding
NRAS,4893,ENSG00000213281,protein_coding
NRBF2,29982,ENSG00000148572,protein_coding
NRBP1,29959,ENSG00000115216,protein_coding
NRBP2,340371,ENSG00000185189,protein_coding
NRCAM,4897,ENSG00000091129,protein_coding
NRDE2,55051,ENSG00000119720,protein_coding
NREP,9315,ENSG00000134986,protein_coding
NRF1,4899,ENSG00000106459,protein_coding
NRG1,3084,ENSG00000157168,protein_coding
NRG2,9542,ENSG00000158458,protein_coding
NRG3,10718,ENSG00000185737,protein_coding
NRG4,145957,ENSG00000169752,protein_coding
NRGN,4900,ENSG00000154146,protein_coding
NRIP1,8204,ENSG00000180530,protein_coding
NRIP2,83714,ENSG00000053702,protein_coding
NRIP3,56675,ENSG00000175352,protein_coding
NRK,203447,ENSG00000123572,protein_coding
NRL,4901,ENSG00000129535,protein_coding
NRM,11270,ENSG00000137404,protein_coding
NRN1,51299,ENSG00000124785,protein_coding
NRN1L,123904,ENSG00000188038,protein_coding
NRP1,8829,ENSG00000099250,protein_coding
NRP2,8828,ENSG00000118257,protein_coding
NRROS,375387,ENSG00000174004,protein_coding
NRSN1,140767,ENSG00000152954,protein_coding
NRSN2,80023,ENSG00000125841,protein_coding
NRTN,4902,ENSG00000171119,protein_coding
NRXN1,9378,ENSG00000179915,protein_coding
NRXN2,9379,ENSG00000110076,protein_coding
NRXN3,9369,ENSG00000021645,protein_coding
NSA2,10412,ENSG00000164346,protein_coding
NSD1,64324,ENSG00000165671,protein_coding
NSDHL,50814,ENSG00000147383,protein_coding
NSF,4905,ENSG00000073969,protein_coding
NSFL1C,55968,ENSG00000088833,protein_coding
NSL1,25936,ENSG00000117697,protein_coding
NSMAF,8439,ENSG00000035681,protein_coding
NSMCE1,197370,ENSG00000169189,protein_coding
NSMCE2,286053,ENSG00000156831,protein_coding
NSMCE4A,54780,ENSG00000107672,protein_coding
NSMF,26012,ENSG00000165802,protein_coding
NSRP1,84081,ENSG00000126653,protein_coding
NSUN2,54888,ENSG00000037474,protein_coding
NSUN3,63899,ENSG00000178694,protein_coding
NSUN4,387338,ENSG00000117481,protein_coding
NSUN5,55695,ENSG00000130305,protein_coding
NSUN6,221078,ENSG00000241058,protein_coding
NSUN7,79730,ENSG00000179299,protein_coding
NT5C,30833,ENSG00000125458,protein_coding
NT5C1A,84618,ENSG00000116981,protein_coding
NT5C1B,93034,ENSG00000185013,protein_coding
NT5C1B-RDH14,100526794,ENSG00000250741,protein_coding
NT5C2,22978,ENSG00000076685,protein_coding
NT5C3A,51251,ENSG00000122643,protein_coding
NT5C3B,115024,ENSG00000141698,protein_coding
NT5DC1,221294,ENSG00000178425,protein_coding
NT5DC2,64943,ENSG00000168268,protein_coding
NT5DC3,51559,ENSG00000111696,protein_coding
NT5DC4,284958,ENSG00000144130,protein_coding
NT5E,4907,ENSG00000135318,protein_coding
NT5M,56953,ENSG00000205309,protein_coding
NTAN1,123803,ENSG00000157045,protein_coding
NTF3,4908,ENSG00000185652,protein_coding
NTF4,4909,ENSG00000225950,protein_coding
NTHL1,4913,ENSG00000065057,protein_coding
NTM,50863,ENSG00000182667,protein_coding
NTMT1,28989,ENSG00000148335,protein_coding
NTN1,9423,ENSG00000065320,protein_coding
NTN3,4917,ENSG00000162068,protein_coding
NTN4,59277,ENSG00000074527,protein_coding
NTN5,126147,ENSG00000142233,protein_coding
NTNG1,22854,ENSG00000162631,protein_coding
NTNG2,84628,ENSG00000196358,protein_coding
NTPCR,84284,ENSG00000135778,protein_coding
NTRK1,4914,ENSG00000198400,protein_coding
NTRK2,4915,ENSG00000148053,protein_coding
NTRK3,4916,ENSG00000140538,protein_coding
NTS,4922,ENSG00000133636,protein_coding
NTSR1,4923,ENSG00000101188,protein_coding
NTSR2,23620,ENSG00000169006,protein_coding
NUAK1,9891,ENSG00000074590,protein_coding
NUAK2,81788,ENSG00000163545,protein_coding
NUB1,51667,ENSG00000013374,protein_coding
NUBP1,4682,ENSG00000103274,protein_coding
NUBP2,10101,ENSG00000095906,protein_coding
NUBPL,80224,ENSG00000151413,protein_coding
NUCB1,4924,ENSG00000104805,protein_coding
NUCB2,4925,ENSG00000070081,protein_coding
NUCKS1,64710,ENSG00000069275,protein_coding
NUDC,10726,ENSG00000090273,protein_coding
NUDCD1,84955,ENSG00000120526,protein_coding
NUDCD2,134492,ENSG00000170584,protein_coding
NUDCD3,23386,ENSG00000015676,protein_coding
NUDT1,4521,ENSG00000106268,protein_coding
NUDT10,170685,ENSG00000122824,protein_coding
NUDT11,55190,ENSG00000196368,protein_coding
NUDT12,83594,ENSG00000112874,protein_coding
NUDT13,25961,ENSG00000166321,protein_coding
NUDT14,256281,ENSG00000183828,protein_coding
NUDT15,55270,ENSG00000136159,protein_coding
NUDT16,131870,ENSG00000198585,protein_coding
NUDT16L1,84309,ENSG00000168101,protein_coding
NUDT17,200035,ENSG00000186364,protein_coding
NUDT18,79873,ENSG00000275074,protein_coding
NUDT19,390916,ENSG00000213965,protein_coding
NUDT2,318,ENSG00000164978,protein_coding
NUDT21,11051,ENSG00000167005,protein_coding
NUDT22,84304,ENSG00000149761,protein_coding
NUDT3,11165,ENSG00000272325,protein_coding
NUDT4,11163,ENSG00000173598,protein_coding
NUDT5,11164,ENSG00000165609,protein_coding
NUDT6,11162,ENSG00000170917,protein_coding
NUDT7,283927,ENSG00000140876,protein_coding
NUDT8,254552,ENSG00000167799,protein_coding
NUDT9,53343,ENSG00000170502,protein_coding
NUF2,83540,ENSG00000143228,protein_coding
NUFIP1,26747,ENSG00000083635,protein_coding
NUFIP2,57532,ENSG00000108256,protein_coding
NUGGC,389643,ENSG00000189233,protein_coding
NUMA1,4926,ENSG00000137497,protein_coding
NUMB,8650,ENSG00000133961,protein_coding
NUMBL,9253,ENSG00000105245,protein_coding
NUP107,57122,ENSG00000111581,protein_coding
NUP133,55746,ENSG00000069248,protein_coding
NUP153,9972,ENSG00000124789,protein_coding
NUP155,9631,ENSG00000113569,protein_coding
NUP160,23279,ENSG00000030066,protein_coding
NUP188,23511,ENSG00000095319,protein_coding
NUP205,23165,ENSG00000155561,protein_coding
NUP210,23225,ENSG00000132182,protein_coding
NUP210L,91181,ENSG00000143552,protein_coding
NUP214,8021,ENSG00000126883,protein_coding
NUP35,129401,ENSG00000163002,protein_coding
NUP37,79023,ENSG00000075188,protein_coding
NUP43,348995,ENSG00000120253,protein_coding
NUP50,10762,ENSG00000093000,protein_coding
NUP54,53371,ENSG00000138750,protein_coding
NUP62,23636,ENSG00000213024,protein_coding
NUP62CL,54830,ENSG00000198088,protein_coding
NUP85,79902,ENSG00000125450,protein_coding
NUP88,4927,ENSG00000108559,protein_coding
NUP93,9688,ENSG00000102900,protein_coding
NUP98,4928,ENSG00000110713,protein_coding
NUPL2,11097,ENSG00000136243,protein_coding
NUPR1,26471,ENSG00000176046,protein_coding
NUS1,116150,ENSG00000153989,protein_coding
NUSAP1,51203,ENSG00000137804,protein_coding
NUTF2,10204,ENSG00000102898,protein_coding
NUTM1,256646,ENSG00000184507,protein_coding
NUTM2A,728118,ENSG00000184923,protein_coding
NUTM2B,729262,ENSG00000188199,protein_coding
NUTM2D,728130,ENSG00000214562,protein_coding
NUTM2E,283008,ENSG00000228570,protein_coding
NUTM2F,54754,ENSG00000130950,protein_coding
NUTM2G,441457,ENSG00000188152,protein_coding
NVL,4931,ENSG00000143748,protein_coding
NWD1,284434,ENSG00000188039,protein_coding
NWD2,57495,ENSG00000174145,protein_coding
NXF1,10482,ENSG00000162231,protein_coding
NXF2,56001,ENSG00000269405,protein_coding
NXF2B,728343,ENSG00000269437,protein_coding
NXF3,56000,ENSG00000147206,protein_coding
NXF5,55998,ENSG00000126952,protein_coding
NXN,64359,ENSG00000167693,protein_coding
NXNL1,115861,ENSG00000171773,protein_coding
NXNL2,158046,ENSG00000130045,protein_coding
NXPE1,120400,ENSG00000095110,protein_coding
NXPE2,120406,ENSG00000204361,protein_coding
NXPE3,91775,ENSG00000144815,protein_coding
NXPE4,54827,ENSG00000137634,protein_coding
NXPH1,30010,ENSG00000122584,protein_coding
NXPH2,11249,ENSG00000144227,protein_coding
NXPH3,11248,ENSG00000182575,protein_coding
NXPH4,11247,ENSG00000182379,protein_coding
NXT1,29107,ENSG00000132661,protein_coding
NXT2,55916,ENSG00000101888,protein_coding
NYAP1,222950,ENSG00000166924,protein_coding
NYAP2,57624,ENSG00000144460,protein_coding
NYNRIN,57523,ENSG00000205978,protein_coding
NYX,60506,ENSG00000188937,protein_coding
OAF,220323,ENSG00000184232,protein_coding
OARD1,221443,ENSG00000124596,protein_coding
OAS1,4938,ENSG00000089127,protein_coding
OAS2,4939,ENSG00000111335,protein_coding
OAS3,4940,ENSG00000111331,protein_coding
OASL,8638,ENSG00000135114,protein_coding
OAT,4942,ENSG00000065154,protein_coding
OAZ1,4946,ENSG00000104904,protein_coding
OAZ2,4947,ENSG00000180304,protein_coding
OAZ3,51686,ENSG00000143450,protein_coding
OBP2A,29991,ENSG00000122136,protein_coding
OBP2B,29989,ENSG00000171102,protein_coding
OBSCN,84033,ENSG00000154358,protein_coding
OBSL1,23363,ENSG00000124006,protein_coding
OC90,729330,ENSG00000253117,protein_coding
OCA2,4948,ENSG00000104044,protein_coding
OCEL1,79629,ENSG00000099330,protein_coding
OCIAD1,54940,ENSG00000109180,protein_coding
OCIAD2,132299,ENSG00000145247,protein_coding
OCLM,10896,ENSG00000262180,protein_coding
OCLN,100506658,ENSG00000197822,protein_coding
OCM,654231,ENSG00000122543,protein_coding
OCM2,4951,ENSG00000135175,protein_coding
OCRL,4952,ENSG00000122126,protein_coding
OCSTAMP,128506,ENSG00000149635,protein_coding
ODAM,54959,ENSG00000109205,protein_coding
ODC1,4953,ENSG00000115758,protein_coding
ODF1,4956,ENSG00000155087,protein_coding
ODF2,4957,ENSG00000136811,protein_coding
ODF2L,57489,ENSG00000122417,protein_coding
ODF3,113746,ENSG00000177947,protein_coding
ODF3B,440836,ENSG00000177989,protein_coding
ODF3L1,161753,ENSG00000182950,protein_coding
ODF3L2,284451,ENSG00000181781,protein_coding
ODF4,146852,ENSG00000184650,protein_coding
OFCC1,266553,ENSG00000181355,protein_coding
OFD1,8481,ENSG00000046651,protein_coding
OGDH,4967,ENSG00000105953,protein_coding
OGDHL,55753,ENSG00000197444,protein_coding
OGFOD1,55239,ENSG00000087263,protein_coding
OGFOD2,79676,ENSG00000111325,protein_coding
OGFOD3,79701,ENSG00000181396,protein_coding
OGFR,11054,ENSG00000060491,protein_coding
OGFRL1,79627,ENSG00000119900,protein_coding
OGG1,4968,ENSG00000114026,protein_coding
OGN,4969,ENSG00000106809,protein_coding
OGT,8473,ENSG00000147162,protein_coding
OIP5,11339,ENSG00000104147,protein_coding
OIT3,170392,ENSG00000138315,protein_coding
OLA1,29789,ENSG00000138430,protein_coding
OLAH,55301,ENSG00000152463,protein_coding
OLFM1,10439,ENSG00000130558,protein_coding
OLFM2,93145,ENSG00000105088,protein_coding
OLFM3,118427,ENSG00000118733,protein_coding
OLFM4,10562,ENSG00000102837,protein_coding
OLFML1,283298,ENSG00000183801,protein_coding
OLFML2A,169611,ENSG00000185585,protein_coding
OLFML2B,25903,ENSG00000162745,protein_coding
OLFML3,56944,ENSG00000116774,protein_coding
OLIG1,116448,ENSG00000184221,protein_coding
OLIG2,10215,ENSG00000205927,protein_coding
OLIG3,167826,ENSG00000177468,protein_coding
OLR1,4973,ENSG00000173391,protein_coding
OMA1,115209,ENSG00000162600,protein_coding
OMD,4958,ENSG00000127083,protein_coding
OMG,4974,ENSG00000126861,protein_coding
OMP,4975,ENSG00000254550,protein_coding
ONECUT1,3175,ENSG00000169856,protein_coding
ONECUT2,9480,ENSG00000119547,protein_coding
ONECUT3,390874,ENSG00000205922,protein_coding
OOEP,441161,ENSG00000203907,protein_coding
OOSP2,219990,ENSG00000149507,protein_coding
OPA1,4976,ENSG00000198836,protein_coding
OPA3,80207,ENSG00000125741,protein_coding
OPALIN,93377,ENSG00000197430,protein_coding
OPCML,4978,ENSG00000183715,protein_coding
OPHN1,4983,ENSG00000079482,protein_coding
OPLAH,26873,ENSG00000178814,protein_coding
OPN1LW,5956,ENSG00000102076,protein_coding
OPN1MW,2652,ENSG00000269433,protein_coding
OPN1MW,2652,ENSG00000268221,protein_coding
OPN1MW2,728458,ENSG00000166160,protein_coding
OPN1SW,611,ENSG00000128617,protein_coding
OPN3,23596,ENSG00000054277,protein_coding
OPN4,94233,ENSG00000122375,protein_coding
OPN5,221391,ENSG00000124818,protein_coding
OPRD1,4985,ENSG00000116329,protein_coding
OPRK1,4986,ENSG00000082556,protein_coding
OPRL1,4987,ENSG00000125510,protein_coding
OPRM1,4988,ENSG00000112038,protein_coding
OPTC,26254,ENSG00000188770,protein_coding
OPTN,10133,ENSG00000123240,protein_coding
OR10A2,341276,ENSG00000170790,protein_coding
OR10A3,26496,ENSG00000170683,protein_coding
OR10A4,283297,ENSG00000170782,protein_coding
OR10A5,144124,ENSG00000166363,protein_coding
OR10A6,390093,ENSG00000175393,protein_coding
OR10A7,121364,ENSG00000179919,protein_coding
OR10AD1,121275,ENSG00000172640,protein_coding
OR10AG1,282770,ENSG00000174970,protein_coding
OR10C1,442194,ENSG00000279941,protein_coding
OR10D3,26497,ENSG00000197309,protein_coding
OR10G2,26534,ENSG00000255582,protein_coding
OR10G3,26533,ENSG00000169208,protein_coding
OR10G4,390264,ENSG00000254737,protein_coding
OR10G6,79490,ENSG00000198674,protein_coding
OR10G7,390265,ENSG00000182634,protein_coding
OR10G8,219869,ENSG00000234560,protein_coding
OR10G9,219870,ENSG00000236981,protein_coding
OR10H1,26539,ENSG00000186723,protein_coding
OR10H2,26538,ENSG00000171942,protein_coding
OR10H3,26532,ENSG00000171936,protein_coding
OR10H4,126541,ENSG00000176231,protein_coding
OR10H5,284433,ENSG00000172519,protein_coding
OR10J1,26476,ENSG00000196184,protein_coding
OR10J3,441911,ENSG00000196266,protein_coding
OR10J5,127385,ENSG00000184155,protein_coding
OR10K1,391109,ENSG00000173285,protein_coding
OR10K2,391107,ENSG00000180708,protein_coding
OR10P1,121130,ENSG00000175398,protein_coding
OR10Q1,219960,ENSG00000180475,protein_coding
OR10R2,343406,ENSG00000198965,protein_coding
OR10S1,219873,ENSG00000196248,protein_coding
OR10T2,128360,ENSG00000186306,protein_coding
OR10V1,390201,ENSG00000172289,protein_coding
OR10W1,81341,ENSG00000172772,protein_coding
OR10X1,128367,ENSG00000186400,protein_coding
OR10Z1,128368,ENSG00000198967,protein_coding
OR11A1,26531,ENSG00000204694,protein_coding
OR11G2,390439,ENSG00000196832,protein_coding
OR11H1,81061,ENSG00000130538,protein_coding
OR11H12,440153,ENSG00000257115,protein_coding
OR11H2,79334,ENSG00000258453,protein_coding
OR11H4,390442,ENSG00000176198,protein_coding
OR11H6,122748,ENSG00000176219,protein_coding
OR11L1,391189,ENSG00000197591,protein_coding
OR12D2,26529,ENSG00000168787,protein_coding
OR12D3,81797,ENSG00000112462,protein_coding
OR13A1,79290,ENSG00000256574,protein_coding
OR13C2,392376,ENSG00000276119,protein_coding
OR13C3,138803,ENSG00000204246,protein_coding
OR13C4,138804,ENSG00000148136,protein_coding
OR13C5,138799,ENSG00000277556,protein_coding
OR13C8,138802,ENSG00000186943,protein_coding
OR13C9,286362,ENSG00000136839,protein_coding
OR13D1,286365,ENSG00000179055,protein_coding
OR13F1,138805,ENSG00000186881,protein_coding
OR13G1,441933,ENSG00000197437,protein_coding
OR13H1,347468,ENSG00000171054,protein_coding
OR13J1,392309,ENSG00000168828,protein_coding
OR14A16,284532,ENSG00000196772,protein_coding
OR14A2,388761,ENSG00000241128,protein_coding
OR14C36,127066,ENSG00000177174,protein_coding
OR14I1,401994,ENSG00000189181,protein_coding
OR14J1,442191,ENSG00000204695,protein_coding
OR14K1,343170,ENSG00000153230,protein_coding
OR1A1,8383,ENSG00000172146,protein_coding
OR1A2,26189,ENSG00000172150,protein_coding
OR1B1,347169,ENSG00000171484,protein_coding
OR1C1,26188,ENSG00000221888,protein_coding
OR1D2,4991,ENSG00000184166,protein_coding
OR1D5,8386,ENSG00000262628,protein_coding
OR1E1,8387,ENSG00000180016,protein_coding
OR1E2,8388,ENSG00000127780,protein_coding
OR1F1,4992,ENSG00000168124,protein_coding
OR1G1,8390,ENSG00000183024,protein_coding
OR1I1,126370,ENSG00000094661,protein_coding
OR1J1,347168,ENSG00000136834,protein_coding
