"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TXNRD1.1",0,-0.89103958993692,0.037,0.267,0,"Low.ISGs","TXNRD1"
"CTSH.1",0,-0.904448198082431,0.045,0.303,0,"Low.ISGs","CTSH"
"CD48.1",0,-0.908749522269655,0.331,0.712,0,"Low.ISGs","CD48"
"FLNA.1",0,-0.913309062998621,0.048,0.316,0,"Low.ISGs","FLNA"
"PEA15.1",0,-0.913632075537531,0.035,0.285,0,"Low.ISGs","PEA15"
"NAMPT.1",0,-0.917946308337705,0.063,0.345,0,"Low.ISGs","NAMPT"
"PPP1R15A.1",0,-0.923613217690264,0.086,0.411,0,"Low.ISGs","PPP1R15A"
"SPPL2A.1",0,-0.948057215393649,0.085,0.415,0,"Low.ISGs","SPPL2A"
"PLSCR1.1",0,-0.951938787125052,0.355,0.711,0,"Low.ISGs","PLSCR1"
"MOB1A.1",0,-0.960093796214109,0.197,0.61,0,"Low.ISGs","MOB1A"
"VASP.1",0,-0.975989215361911,0.089,0.39,0,"Low.ISGs","VASP"
"OAZ1.1",0,-0.980768619955026,0.821,0.996,0,"Low.ISGs","OAZ1"
"AP1S2.1",0,-0.983177200643938,0.131,0.477,0,"Low.ISGs","AP1S2"
"GRINA.1",0,-0.987675829821496,0.018,0.271,0,"Low.ISGs","GRINA"
"SPHK1.1",0,-0.996263590364814,0.024,0.256,0,"Low.ISGs","SPHK1"
"MBOAT7.1",0,-0.998595073631876,0.022,0.28,0,"Low.ISGs","MBOAT7"
"SQSTM1.1",0,-1.00218923922351,0.207,0.628,0,"Low.ISGs","SQSTM1"
"MPP1.1",0,-1.01785092049652,0.011,0.253,0,"Low.ISGs","MPP1"
"SAT2.1",0,-1.02545658994607,0.072,0.39,0,"Low.ISGs","SAT2"
"NEAT1.1",0,-1.02649462748342,0.263,0.71,0,"Low.ISGs","NEAT1"
"VRK2.1",0,-1.03116475972217,0.034,0.309,0,"Low.ISGs","VRK2"
"SRGN.1",0,-1.03883053694499,0.712,0.99,0,"Low.ISGs","SRGN"
"PRDX1.1",0,-1.0437833234972,0.271,0.717,0,"Low.ISGs","PRDX1"
"HAVCR2.1",0,-1.04523221541025,0.029,0.324,0,"Low.ISGs","HAVCR2"
"PKM.1",0,-1.04660006278468,0.375,0.797,0,"Low.ISGs","PKM"
"ATG3.1",0,-1.04751275523846,0.141,0.537,0,"Low.ISGs","ATG3"
"MYL6.1",0,-1.05780311890569,0.822,0.993,0,"Low.ISGs","MYL6"
"APLP2.1",0,-1.05925109893285,0.056,0.351,0,"Low.ISGs","APLP2"
"C20orf24.1",0,-1.05975598637342,0.201,0.634,0,"Low.ISGs","C20orf24"
"LMNA.1",0,-1.0612006067224,0.101,0.502,0,"Low.ISGs","LMNA"
"PFN1.1",0,-1.06704081217586,0.811,0.974,0,"Low.ISGs","PFN1"
"ARPC5.1",0,-1.06747766892646,0.422,0.874,0,"Low.ISGs","ARPC5"
"DYNLL1.1",0,-1.07237949127925,0.312,0.753,0,"Low.ISGs","DYNLL1"
"ATOX1.1",0,-1.08034932407711,0.066,0.38,0,"Low.ISGs","ATOX1"
"FLOT1.1",0,-1.08620473506567,0.047,0.367,0,"Low.ISGs","FLOT1"
"HLA-DMA.1",0,-1.08750344284497,0.072,0.372,0,"Low.ISGs","HLA-DMA"
"TSPO.1",0,-1.09434426148709,0.134,0.523,0,"Low.ISGs","TSPO"
"PTPRE.1",0,-1.0992528290826,0.026,0.309,0,"Low.ISGs","PTPRE"
"VIM.1",0,-1.12027395733304,0.651,0.946,0,"Low.ISGs","VIM"
"CASP4.1",0,-1.13870014352475,0.23,0.677,0,"Low.ISGs","CASP4"
"ATP1B3.1",0,-1.13911035884796,0.154,0.536,0,"Low.ISGs","ATP1B3"
"ACOT9.1",0,-1.1408061963443,0.04,0.354,0,"Low.ISGs","ACOT9"
"LAP3.1",0,-1.14205587875208,0.234,0.609,0,"Low.ISGs","LAP3"
"PTGER2.1",0,-1.14218505212336,0.021,0.301,0,"Low.ISGs","PTGER2"
"ZEB2.1",0,-1.14335436611319,0.022,0.325,0,"Low.ISGs","ZEB2"
"RAB10.1",0,-1.14591320078202,0.122,0.546,0,"Low.ISGs","RAB10"
"SCARB2.1",0,-1.14663943942492,0.037,0.331,0,"Low.ISGs","SCARB2"
"TPM4.1",0,-1.15498159708922,0.113,0.505,0,"Low.ISGs","TPM4"
"RNF130.1",0,-1.16107509984379,0.039,0.341,0,"Low.ISGs","RNF130"
"RAB31.1",0,-1.18023209753784,0.014,0.305,0,"Low.ISGs","RAB31"
"FPR3.1",0,-1.18199539014751,0.002,0.256,0,"Low.ISGs","FPR3"
"PDLIM7.1",0,-1.18804615321127,0.011,0.262,0,"Low.ISGs","PDLIM7"
"PVRL2.1",0,-1.19082303679816,0.005,0.276,0,"Low.ISGs","PVRL2"
"GABARAP.1",0,-1.19954072617866,0.08,0.486,0,"Low.ISGs","GABARAP"
"LACTB.1",0,-1.20119497046394,0.092,0.522,0,"Low.ISGs","LACTB"
"FNDC3B.1",0,-1.20244623222234,0.012,0.296,0,"Low.ISGs","FNDC3B"
"HSBP1.1",0,-1.20352912183607,0.136,0.605,0,"Low.ISGs","HSBP1"
"RTN4.1",0,-1.20590649181238,0.14,0.604,0,"Low.ISGs","RTN4"
"ASAH1.1",0,-1.21218191309583,0.066,0.414,0,"Low.ISGs","ASAH1"
"GBP1.1",0,-1.23398174122749,0.301,0.635,0,"Low.ISGs","GBP1"
"PDE4DIP.1",0,-1.23399440622629,0.016,0.311,0,"Low.ISGs","PDE4DIP"
"MXD1.1",0,-1.2411060822619,0.016,0.308,0,"Low.ISGs","MXD1"
"SH3BGRL3.1",0,-1.24575502618485,0.71,0.982,0,"Low.ISGs","SH3BGRL3"
"CASP1.1",0,-1.25009966122169,0.168,0.64,0,"Low.ISGs","CASP1"
"CTSZ.1",0,-1.25377041408508,0.016,0.317,0,"Low.ISGs","CTSZ"
"GRB2.1",0,-1.25829029643209,0.136,0.602,0,"Low.ISGs","GRB2"
"TGFBI.1",0,-1.25972902780132,0.005,0.256,0,"Low.ISGs","TGFBI"
"SLC43A2.1",0,-1.27990446424092,0.011,0.303,0,"Low.ISGs","SLC43A2"
"GAPT.1",0,-1.28463040106576,0.012,0.271,0,"Low.ISGs","GAPT"
"PPIF.1",0,-1.29070055962243,0.025,0.269,0,"Low.ISGs","PPIF"
"GLRX.1",0,-1.29418024504414,0.182,0.596,0,"Low.ISGs","GLRX"
"CREG1.1",0,-1.29815220623866,0.027,0.346,0,"Low.ISGs","CREG1"
"HCK.1",0,-1.29906405956961,0.007,0.319,0,"Low.ISGs","HCK"
"LYN.1",0,-1.29913872086504,0.044,0.401,0,"Low.ISGs","LYN"
"GAPDH.1",0,-1.31421257936505,0.579,0.964,0,"Low.ISGs","GAPDH"
"DUSP6.1",0,-1.31586526271614,0.005,0.291,0,"Low.ISGs","DUSP6"
"DYNLT1.1",0,-1.31890807828963,0.387,0.784,0,"Low.ISGs","DYNLT1"
"HES4.1",0,-1.32337659897123,0.037,0.281,0,"Low.ISGs","HES4"
"CYBA.1",0,-1.3244798429476,0.544,0.977,0,"Low.ISGs","CYBA"
"CCRL2.1",0,-1.32579396182219,0.009,0.302,0,"Low.ISGs","CCRL2"
"RAB32.1",0,-1.32832672257307,0.009,0.324,0,"Low.ISGs","RAB32"
"SMCO4.1",0,-1.33798118270855,0.017,0.342,0,"Low.ISGs","SMCO4"
"IFNGR2.1",0,-1.36479466510911,0.052,0.432,0,"Low.ISGs","IFNGR2"
"BRI3.1",0,-1.36868759168847,0.039,0.42,0,"Low.ISGs","BRI3"
"VAMP5.1",0,-1.37239233714875,0.126,0.417,0,"Low.ISGs","VAMP5"
"NAGK.1",0,-1.39026062624676,0.078,0.484,0,"Low.ISGs","NAGK"
"TALDO1.1",0,-1.40200404814959,0.219,0.696,0,"Low.ISGs","TALDO1"
"ATP6V1B2.1",0,-1.40747838825492,0.058,0.478,0,"Low.ISGs","ATP6V1B2"
"NCF1.1",0,-1.40980800293773,0.019,0.318,0,"Low.ISGs","NCF1"
"DRAM1.1",0,-1.41028295755584,0.015,0.329,0,"Low.ISGs","DRAM1"
"COTL1.1",0,-1.42124474666015,0.2,0.69,0,"Low.ISGs","COTL1"
"SLC7A11.1",0,-1.42249999383137,0.008,0.31,0,"Low.ISGs","SLC7A11"
"STXBP2.1",0,-1.42328237133818,0.079,0.493,0,"Low.ISGs","STXBP2"
"ARPC1B.1",0,-1.42476827027444,0.415,0.912,0,"Low.ISGs","ARPC1B"
"SQRDL.1",0,-1.42924201638038,0.107,0.61,0,"Low.ISGs","SQRDL"
"GPX4.1",0,-1.43900593101406,0.281,0.76,0,"Low.ISGs","GPX4"
"SLC16A3.1",0,-1.44410568587055,0.056,0.463,0,"Low.ISGs","SLC16A3"
"HSPB1.1",0,-1.4489266381432,0.122,0.581,0,"Low.ISGs","HSPB1"
"HLA-DPB1.1",0,-1.45846177721773,0.255,0.739,0,"Low.ISGs","HLA-DPB1"
"STX11.1",0,-1.47538224849805,0.059,0.486,0,"Low.ISGs","STX11"
"MGST1.1",0,-1.47769537097456,0.006,0.31,0,"Low.ISGs","MGST1"
"HLA-DPA1.1",0,-1.49566562709646,0.251,0.746,0,"Low.ISGs","HLA-DPA1"
"CLEC5A.1",0,-1.50292944365892,0.004,0.256,0,"Low.ISGs","CLEC5A"
"ACTB.1",0,-1.50293602422589,0.84,0.995,0,"Low.ISGs","ACTB"
"SNX10.1",0,-1.50797764474101,0.03,0.375,0,"Low.ISGs","SNX10"
"FCGRT.1",0,-1.54302837867717,0.017,0.414,0,"Low.ISGs","FCGRT"
"LILRB2.1",0,-1.54926610961897,0.006,0.378,0,"Low.ISGs","LILRB2"
"MNDA.1",0,-1.56082240341185,0.034,0.395,0,"Low.ISGs","MNDA"
"C5AR1.1",0,-1.58376259700907,0.004,0.348,0,"Low.ISGs","C5AR1"
"LIMS1.1",0,-1.58600527373855,0.108,0.599,0,"Low.ISGs","LIMS1"
"CCR1.1",0,-1.58849338052219,0.01,0.38,0,"Low.ISGs","CCR1"
"EMP3.1",0,-1.60153435669915,0.603,0.988,0,"Low.ISGs","EMP3"
"DUSP1.1",0,-1.60419139441855,0.059,0.494,0,"Low.ISGs","DUSP1"
"DEFB1.1",0,-1.60636740475963,0.002,0.265,0,"Low.ISGs","DEFB1"
"CAPG.1",0,-1.62986357428272,0.081,0.537,0,"Low.ISGs","CAPG"
"CLIC1.1",0,-1.65397457875164,0.39,0.955,0,"Low.ISGs","CLIC1"
"SLAMF7.1",0,-1.65463694773113,0.034,0.414,0,"Low.ISGs","SLAMF7"
"CLEC4E.1",0,-1.65589512010359,0.004,0.321,0,"Low.ISGs","CLEC4E"
"NFKBIA.1",0,-1.66290693309747,0.35,0.861,0,"Low.ISGs","NFKBIA"
"CEBPB.1",0,-1.66386339879468,0.157,0.638,0,"Low.ISGs","CEBPB"
"ATP6V1F.1",0,-1.67466516272876,0.357,0.869,0,"Low.ISGs","ATP6V1F"
"IER3.1",0,-1.67695053466166,0.014,0.331,0,"Low.ISGs","IER3"
"TXN.1",0,-1.6798119990448,0.258,0.747,0,"Low.ISGs","TXN"
"OLR1.1",0,-1.68497986424137,0.006,0.365,0,"Low.ISGs","OLR1"
"CXCL2.1",0,-1.69551335777575,0.005,0.252,0,"Low.ISGs","CXCL2"
"NCF2.1",0,-1.70541757428319,0.01,0.442,0,"Low.ISGs","NCF2"
"BID.1",0,-1.70581010435268,0.091,0.633,0,"Low.ISGs","BID"
"CARD16.1",0,-1.70957472817506,0.25,0.838,0,"Low.ISGs","CARD16"
"WARS.1",0,-1.7192959303752,0.075,0.476,0,"Low.ISGs","WARS"
"ATF5.1",0,-1.73633815416221,0.016,0.428,0,"Low.ISGs","ATF5"
"CYBB.1",0,-1.73821666563122,0.019,0.47,0,"Low.ISGs","CYBB"
"SLC31A2.1",0,-1.75039957195585,0.021,0.434,0,"Low.ISGs","SLC31A2"
"CCL4.1",0,-1.75845125383873,0.068,0.319,0,"Low.ISGs","CCL4"
"CTSS.1",0,-1.76316191134046,0.254,0.838,0,"Low.ISGs","CTSS"
"ADA.1",0,-1.76524356207514,0.076,0.487,0,"Low.ISGs","ADA"
"IFI30.1",0,-1.76566749890893,0.013,0.456,0,"Low.ISGs","IFI30"
"ATP6V0B.1",0,-1.8135427935131,0.245,0.856,0,"Low.ISGs","ATP6V0B"
"CYP1B1.1",0,-1.81801624326288,0.005,0.301,0,"Low.ISGs","CYP1B1"
"MS4A6A.1",0,-1.83540039264498,0.007,0.357,0,"Low.ISGs","MS4A6A"
"HLA-DRB1.1",0,-1.87035775584753,0.233,0.924,0,"Low.ISGs","HLA-DRB1"
"CD86.1",0,-1.88303298172985,0.017,0.462,0,"Low.ISGs","CD86"
"CTSD.1",0,-1.88665810847204,0.047,0.482,0,"Low.ISGs","CTSD"
"HMOX1.1",0,-1.90583649536713,0.01,0.42,0,"Low.ISGs","HMOX1"
"TNFAIP6.1",0,-1.90769257645132,0.005,0.26,0,"Low.ISGs","TNFAIP6"
"SAT1.1",0,-1.9196596295603,0.549,0.981,0,"Low.ISGs","SAT1"
"CD300E.1",0,-1.9240526382032,0.01,0.474,0,"Low.ISGs","CD300E"
"RP11-290F20.3.1",0,-1.92640108302707,0.005,0.439,0,"Low.ISGs","RP11-290F20.3"
"SERPINA1.1",0,-1.95615676242004,0.007,0.47,0,"Low.ISGs","SERPINA1"
"HPSE.1",0,-1.97001926261066,0.011,0.412,0,"Low.ISGs","HPSE"
"HLA-DRA.1",0,-1.97287252725322,0.257,0.976,0,"Low.ISGs","HLA-DRA"
"LILRB4.1",0,-2.00156498726956,0.015,0.512,0,"Low.ISGs","LILRB4"
"GRN.1",0,-2.02543537582345,0.052,0.643,0,"Low.ISGs","GRN"
"RAC1.1",0,-2.05127487991396,0.213,0.903,0,"Low.ISGs","RAC1"
"S100A6.1",0,-2.10769821368116,0.407,0.963,0,"Low.ISGs","S100A6"
"HSPA1A.1",0,-2.11464372592443,0.073,0.568,0,"Low.ISGs","HSPA1A"
"GLUL.1",0,-2.12145566613446,0.046,0.557,0,"Low.ISGs","GLUL"
"PLEK.1",0,-2.15414287324883,0.045,0.577,0,"Low.ISGs","PLEK"
"TNFSF13B.1",0,-2.15880341618494,0.107,0.555,0,"Low.ISGs","TNFSF13B"
"GSTO1.1",0,-2.21007100652975,0.209,0.894,0,"Low.ISGs","GSTO1"
"SDCBP.1",0,-2.22023862744212,0.23,0.91,0,"Low.ISGs","SDCBP"
"CTSC.1",0,-2.22855687688837,0.102,0.429,0,"Low.ISGs","CTSC"
"PILRA.1",0,-2.23992936192565,0.01,0.577,0,"Low.ISGs","PILRA"
"CSTB.1",0,-2.26889548046546,0.238,0.817,0,"Low.ISGs","CSTB"
"CFD.1",0,-2.27499614782169,0.012,0.538,0,"Low.ISGs","CFD"
"MARCKSL1.1",0,-2.281414764689,0.13,0.658,0,"Low.ISGs","MARCKSL1"
"GPX1.1",0,-2.32288189578387,0.122,0.751,0,"Low.ISGs","GPX1"
"AIF1.1",0,-2.33054060504247,0.029,0.562,0,"Low.ISGs","AIF1"
"CCL3.1",0,-2.334265812709,0.043,0.425,0,"Low.ISGs","CCL3"
"LST1.1",0,-2.34306079087042,0.027,0.622,0,"Low.ISGs","LST1"
"C3AR1.1",0,-2.36422689638093,0.035,0.619,0,"Low.ISGs","C3AR1"
"IL4I1.1",0,-2.39732789120611,0.021,0.533,0,"Low.ISGs","IL4I1"
"CXCL16.1",0,-2.39987733357513,0.021,0.565,0,"Low.ISGs","CXCL16"
"FTH1.1",0,-2.43058929809158,0.988,1,0,"Low.ISGs","FTH1"
"CFP.1",0,-2.43504857732569,0.014,0.613,0,"Low.ISGs","CFP"
"S100A10.1",0,-2.47412680616615,0.406,0.973,0,"Low.ISGs","S100A10"
"FGL2.1",0,-2.48556256625906,0.016,0.573,0,"Low.ISGs","FGL2"
"NPC2.1",0,-2.49680189036548,0.208,0.935,0,"Low.ISGs","NPC2"
"CD68.1",0,-2.516133957633,0.047,0.754,0,"Low.ISGs","CD68"
"NINJ1.1",0,-2.55023063141267,0.06,0.737,0,"Low.ISGs","NINJ1"
"MAFB.1",0,-2.60408809291716,0.01,0.626,0,"Low.ISGs","MAFB"
"ANXA2.1",0,-2.61158817654444,0.259,0.957,0,"Low.ISGs","ANXA2"
"S100A11.1",0,-2.62929620876002,0.478,0.997,0,"Low.ISGs","S100A11"
"FCGR3A.1",0,-2.67437517368441,0.032,0.495,0,"Low.ISGs","FCGR3A"
"PLA2G7.1",0,-2.71679148303998,0.01,0.585,0,"Low.ISGs","PLA2G7"
"SPI1.1",0,-2.79478592047754,0.032,0.808,0,"Low.ISGs","SPI1"
"PSAP.1",0,-2.81254997634467,0.175,0.942,0,"Low.ISGs","PSAP"
"IFITM3.1",0,-2.82062187428947,0.224,0.654,0,"Low.ISGs","IFITM3"
"PLAUR.1",0,-2.90607567162701,0.033,0.72,0,"Low.ISGs","PLAUR"
"FAM26F.1",0,-2.94340612547202,0.044,0.498,0,"Low.ISGs","FAM26F"
"IGSF6.1",0,-2.96591541643508,0.013,0.684,0,"Low.ISGs","IGSF6"
"KYNU.1",0,-2.96881899502562,0.034,0.828,0,"Low.ISGs","KYNU"
"CD14.1",0,-2.9808663341868,0.011,0.472,0,"Low.ISGs","CD14"
"TYMP.1",0,-3.04138749059915,0.249,0.974,0,"Low.ISGs","TYMP"
"FCN1.1",0,-3.04406035067717,0.013,0.725,0,"Low.ISGs","FCN1"
"CTSB.1",0,-3.10862830254615,0.084,0.836,0,"Low.ISGs","CTSB"
"MS4A7.1",0,-3.13010478923286,0.015,0.622,0,"Low.ISGs","MS4A7"
"IL1RN.1",0,-3.13307092647553,0.019,0.442,0,"Low.ISGs","IL1RN"
"CD63.1",0,-3.14219624818332,0.221,0.954,0,"Low.ISGs","CD63"
"CTSL.1",0,-3.16878440436439,0.065,0.705,0,"Low.ISGs","CTSL"
"LGALS1.1",0,-3.17134297715269,0.153,0.94,0,"Low.ISGs","LGALS1"
"ANXA5.1",0,-3.24590416285137,0.198,0.976,0,"Low.ISGs","ANXA5"
"LGALS3.1",0,-3.39478435496885,0.129,0.91,0,"Low.ISGs","LGALS3"
"S100A9.1",0,-3.49457790918806,0.014,0.597,0,"Low.ISGs","S100A9"
"S100A4.1",0,-3.49804868629146,0.102,0.917,0,"Low.ISGs","S100A4"
"CXCL11.1",0,-3.51982070562087,0.037,0.455,0,"Low.ISGs","CXCL11"
"S100A8.1",0,-3.80870879406779,0.014,0.548,0,"Low.ISGs","S100A8"
"CCL7.1",0,-3.8153300865075,0.017,0.286,0,"Low.ISGs","CCL7"
"IDO1.1",0,-3.82353125254174,0.029,0.502,0,"Low.ISGs","IDO1"
"CXCL10.1",0,-3.86286637461771,0.191,0.52,0,"Low.ISGs","CXCL10"
"CST3.1",0,-3.87206730230639,0.043,0.922,0,"Low.ISGs","CST3"
"FCER1G.1",0,-3.9884286256512,0.094,0.973,0,"Low.ISGs","FCER1G"
"TYROBP.1",0,-4.0644849347001,0.095,0.99,0,"Low.ISGs","TYROBP"
"IL8.1",0,-4.12010111902135,0.024,0.551,0,"Low.ISGs","IL8"
"SOD2.1",0,-4.26549161876002,0.177,0.965,0,"Low.ISGs","SOD2"
"LYZ.1",0,-4.28555215349071,0.027,0.801,0,"Low.ISGs","LYZ"
"FTL.1",0,-4.33004952221359,0.853,1,0,"Low.ISGs","FTL"
"APOBEC3A.1",0,-4.76564011924494,0.041,0.625,0,"Low.ISGs","APOBEC3A"
"C15orf48.1",0,-4.89166646630502,0.06,0.952,0,"Low.ISGs","C15orf48"
"TIMP1.1",0,-4.9585999054544,0.185,0.98,0,"Low.ISGs","TIMP1"
"CCL8.1",0,-5.13120842296979,0.073,0.38,0,"Low.ISGs","CCL8"
"CCL2.1",0,-5.37785259443603,0.074,0.625,0,"Low.ISGs","CCL2"
"WTAP.1",7.11823107521232e-307,-0.978617415114065,0.129,0.431,1.00032501299959e-302,"Low.ISGs","WTAP"
"INSIG1.1",2.21402861423423e-305,-1.26156046726587,0.069,0.316,3.11137441158337e-301,"Low.ISGs","INSIG1"
"EVL.1",1.23084837637696e-303,1.63542829949622,0.353,0.104,1.72971122332255e-299,"Low.ISGs","EVL"
"ATP6V1C1.1",4.21454699965993e-302,-0.769229826664719,0.041,0.266,5.9227028986221e-298,"Low.ISGs","ATP6V1C1"
"LCK.1",2.46712850547744e-301,1.64338090748112,0.261,0.032,3.46705568874745e-297,"Low.ISGs","LCK"
"ANXA1.1",1.1338385392546e-300,-0.597612165110604,0.609,0.943,1.59338329921449e-296,"Low.ISGs","ANXA1"
"ALDOA.1",1.809916430259e-298,-0.758905831478661,0.244,0.619,2.54347555944297e-294,"Low.ISGs","ALDOA"
"PIK3IP1.1",1.07992299412347e-297,1.66050874305281,0.263,0.035,1.51761578364171e-293,"Low.ISGs","PIK3IP1"
"FAU.1",1.11339975636073e-297,0.633832441522143,0.924,0.944,1.56466067761374e-293,"Low.ISGs","FAU"
"CDKN1A.1",9.09799806958885e-296,-0.808825387472722,0.04,0.259,1.27854166871932e-291,"Low.ISGs","CDKN1A"
"GLIPR2.1",1.09108868542742e-295,-0.80580802426361,0.069,0.323,1.53330692963116e-291,"Low.ISGs","GLIPR2"
"HLA-A.1",1.23419822615366e-295,0.619891482556938,0.985,0.991,1.73441876721374e-291,"Low.ISGs","HLA-A"
"GNG5.1",4.17185672663527e-295,-0.718822983656896,0.364,0.762,5.86271025794054e-291,"Low.ISGs","GNG5"
"PEBP1.1",4.54469466625154e-295,1.54056404010644,0.282,0.049,6.38665941448329e-291,"Low.ISGs","PEBP1"
"RHOH.1",3.86865438891281e-293,1.63848015213422,0.284,0.052,5.43662001273918e-289,"Low.ISGs","RHOH"
"RNF13.1",8.9498312737039e-293,-0.781523455562066,0.085,0.354,1.25771978889361e-288,"Low.ISGs","RNF13"
"C1QBP.1",1.13205921241483e-292,1.57747733063874,0.333,0.092,1.59088281120656e-288,"Low.ISGs","C1QBP"
"IL32.1",2.49094708129615e-292,1.81933171987164,0.265,0.038,3.50052793334548e-288,"Low.ISGs","IL32"
"BST2.1",2.11857798054072e-287,-0.820304791174888,0.42,0.75,2.97723763605387e-283,"Low.ISGs","BST2"
"IL7R.1",1.38708355663527e-284,1.66443021989059,0.381,0.139,1.94926852213954e-280,"Low.ISGs","IL7R"
"LIMD2.1",5.00809933210975e-284,1.42966883198718,0.478,0.252,7.03788199141383e-280,"Low.ISGs","LIMD2"
"FAM49B.1",1.85719181769542e-283,-0.689365946883044,0.196,0.545,2.60991166140737e-279,"Low.ISGs","FAM49B"
"LEPROT.1",2.80203832588142e-283,-0.772779870695528,0.044,0.264,3.93770445936115e-279,"Low.ISGs","LEPROT"
"PDCD4.1",9.8960678006299e-283,1.62727916419574,0.292,0.063,1.39069440802252e-278,"Low.ISGs","PDCD4"
"C9orf89.1",8.40333396143869e-282,-0.767835728269524,0.071,0.319,1.18092052160098e-277,"Low.ISGs","C9orf89"
"RHOA.1",6.02982297114892e-280,-0.698709929779523,0.311,0.699,8.47371022135558e-276,"Low.ISGs","RHOA"
"RRAGC.1",1.55391605710559e-277,-0.744793921524681,0.068,0.31,2.18371823505049e-273,"Low.ISGs","RRAGC"
"FERMT3.1",9.60911528570372e-277,-0.768446618471109,0.059,0.289,1.35036897109994e-272,"Low.ISGs","FERMT3"
"RABGAP1L.1",4.52615057580568e-276,-0.946177690315421,0.105,0.369,6.36059940417972e-272,"Low.ISGs","RABGAP1L"
"LGALS9.1",9.17129096763768e-274,-0.775649209917817,0.094,0.355,1.28884151968212e-269,"Low.ISGs","LGALS9"
"HLA-DQB1.1",3.22036780828489e-273,-0.671969932883841,0.134,0.43,4.52558288098275e-269,"Low.ISGs","HLA-DQB1"
"GSTP1.1",2.06088392148992e-268,-0.664958311078347,0.29,0.657,2.89616017486978e-264,"Low.ISGs","GSTP1"
"GCA.1",5.67687849991942e-268,-0.741840334023573,0.042,0.251,7.97771735593677e-264,"Low.ISGs","GCA"
"RSAD2.1",1.38450382498669e-264,-1.93656699868683,0.303,0.507,1.9456432252538e-260,"Low.ISGs","RSAD2"
"HMGB1.1",3.01566767733129e-264,1.20395936265088,0.594,0.457,4.23791778695366e-260,"Low.ISGs","HMGB1"
"EIF4E2.1",6.49539222385372e-261,-0.695584469765352,0.113,0.387,9.12797469218164e-257,"Low.ISGs","EIF4E2"
"SHKBP1.1",3.88275919779169e-260,-0.709176634234157,0.088,0.342,5.45644150065666e-256,"Low.ISGs","SHKBP1"
"RSL1D1.1",8.75249410032583e-260,1.45402542438953,0.354,0.128,1.22998799591879e-255,"Low.ISGs","RSL1D1"
"TNFSF10.1",7.29676908092801e-259,-1.80886665826051,0.358,0.549,1.02541495894281e-254,"Low.ISGs","TNFSF10"
"CHMP4B.1",1.87834222764065e-253,-0.630275085723126,0.098,0.355,2.63963433250341e-249,"Low.ISGs","CHMP4B"
"CLTA.1",4.62777638777946e-253,-0.684966909917554,0.198,0.526,6.50341415774648e-249,"Low.ISGs","CLTA"
"CREM.1",1.00869231171893e-251,1.66122939704439,0.514,0.338,1.41751530565861e-247,"Low.ISGs","CREM"
"ATP6V0D1.1",1.67423074679693e-249,-0.670012775159468,0.099,0.355,2.35279646847372e-245,"Low.ISGs","ATP6V0D1"
"RPS21.1",9.1443029508144e-246,1.23990351889413,0.499,0.328,1.28504889367795e-241,"Low.ISGs","RPS21"
"EEF1A1.1",9.8028860273283e-244,0.846903536971409,0.794,0.795,1.37759957342045e-239,"Low.ISGs","EEF1A1"
"BLOC1S1.1",2.44249592868725e-243,-0.662221128976193,0.165,0.467,3.43243952858419e-239,"Low.ISGs","BLOC1S1"
"TMBIM6.1",7.55854182505332e-241,-0.5263544347494,0.689,0.946,1.06220188267474e-236,"Low.ISGs","TMBIM6"
"RHOG.1",1.67940717811863e-240,-0.613688584229541,0.223,0.563,2.36007090741011e-236,"Low.ISGs","RHOG"
"PSMA4.1",4.183756674005e-240,-0.689964588275537,0.365,0.705,5.87943325397923e-236,"Low.ISGs","PSMA4"
"YWHAH.1",1.32001929776434e-239,-0.683480755182741,0.101,0.349,1.85502311914823e-235,"Low.ISGs","YWHAH"
"RSL24D1.1",5.16874228158918e-237,1.38335469502538,0.364,0.153,7.26363352831727e-233,"Low.ISGs","RSL24D1"
"C6orf48.1",2.0545346585248e-231,1.40475752979244,0.348,0.138,2.8872375556249e-227,"Low.ISGs","C6orf48"
"SSB.1",2.91429967428979e-231,-0.855687742068369,0.241,0.532,4.09546533227944e-227,"Low.ISGs","SSB"
"WAS.1",4.22841542013425e-230,-0.671971645793631,0.059,0.265,5.94219218991466e-226,"Low.ISGs","WAS"
"RPL36A.1",8.99989907001436e-229,1.08795467879406,0.582,0.467,1.26475581630912e-224,"Low.ISGs","RPL36A"
"STK17A.1",1.9822632683339e-228,1.51090279119192,0.391,0.194,2.78567457098962e-224,"Low.ISGs","STK17A"
"HSP90AA1.1",2.7875771900696e-228,-0.635029998042209,0.522,0.819,3.91738222520481e-224,"Low.ISGs","HSP90AA1"
"LPAR6.1",5.92097948179059e-228,-0.723631202926788,0.059,0.262,8.32075246576032e-224,"Low.ISGs","LPAR6"
"SOD1.1",6.41365496779063e-228,1.32181106458481,0.528,0.376,9.01310932623617e-224,"Low.ISGs","SOD1"
"SERPINB1.1",2.56537953272449e-226,-0.95470505419219,0.177,0.456,3.60512785733772e-222,"Low.ISGs","SERPINB1"
"PPP4C.1",4.90907417853888e-226,-0.612732490979105,0.31,0.675,6.89872194310069e-222,"Low.ISGs","PPP4C"
"SPCS3.1",5.99950585072014e-224,-0.596603429061683,0.107,0.355,8.43110557201701e-220,"Low.ISGs","SPCS3"
